YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 5'-10',TOTAL 3 PUTTS
2020,11,-1,35658,Kris Ventura,2,16
2020,11,-1,27095,Nick Watney,2,19
2020,11,-1,32254,Xinjun Zhang,2,31
2020,37,0,33948,Byeong Hun An,1,45
2020,37,0,45526,Abraham Ancer,1,21
2020,37,0,22371,Aaron Baddeley,1,17
2020,37,0,25364,Paul Casey,1,23
2020,37,0,52372,Cameron Champ,1,39
2020,37,0,51766,Wyndham Clark,1,24
2020,37,0,45157,Cam Davis,1,39
2020,37,0,47959,Bryson DeChambeau,1,24
2020,37,0,32102,Rickie Fowler,1,20
2020,37,0,29970,Dylan Frittelli,1,41
2020,37,0,48045,Michael Gellerman,1,24
2020,37,0,25900,Lucas Glover,1,27
2020,37,0,28679,Fabián Gómez,1,18
2020,37,0,29974,Branden Grace,1,16
2020,37,0,31646,Emiliano Grillo,1,32
2020,37,0,33399,Adam Hadwin,1,23
2020,37,0,27644,Brian Harman,1,22
2020,37,0,34098,Russell Henley,1,24
2020,37,0,33597,Harry Higgs,1,30
2020,37,0,12716,Charley Hoffman,1,24
2020,37,0,36801,Mark Hubbard,1,24
2020,37,0,24024,Zach Johnson,1,21
2020,37,0,26300,Matt Jones,1,36
2020,37,0,27974,Sung Kang,1,39
2020,37,0,29478,Kevin Kisner,1,22
2020,37,0,32757,Patton Kizzire,1,20
2020,37,0,30944,Jason Kokrak,1,33
2020,37,0,31420,Anirban Lahiri,1,20
2020,37,0,27936,Martin Laird,1,23
2020,37,0,28775,Nate Lashley,1,23
2020,37,0,49766,Hank Lebioda,1,32
2020,37,0,26851,Marc Leishman,1,25
2020,37,0,27129,Luke List,1,36
2020,37,0,40042,Tyler McCumber,1,31
2020,37,0,25572,Graeme McDowell,1,22
2020,37,0,32640,Troy Merritt,1,22
2020,37,0,39546,Keith Mitchell,1,29
2020,37,0,26596,Ryan Moore,1,17
2020,37,0,27942,Rob Oppenheim,1,33
2020,37,0,33667,Carlos Ortiz,1,30
2020,37,0,23320,Ryan Palmer,1,32
2020,37,0,22056,Cameron Percy,1,18
2020,37,0,28252,Seamus Power,1,13
2020,37,0,34360,Patrick Reed,1,22
2020,37,0,35732,Wes Roach,1,19
2020,37,0,36699,Patrick Rodgers,1,23
2020,37,0,22405,Justin Rose,1,19
2020,37,0,46441,Robby Shelton,1,28
2020,37,0,33486,Roger Sloan,1,18
2020,37,0,27649,Brandt Snedeker,1,17
2020,37,0,34046,Jordan Spieth,1,25
2020,37,0,30692,Scott Stallings,1,25
2020,37,0,29518,Brendan Steele,1,34
2020,37,0,33449,Zack Sucher,1,15
2020,37,0,25493,Nick Taylor,1,21
2020,37,0,27330,Josh Teater,1,22
2020,37,0,23788,D.J. Trahan,1,17
2020,37,0,33419,Cameron Tringale,1,29
2020,37,0,51894,Vince Whaley,1,20
2020,37,0,25349,Tim Wilkinson,1,16
2020,37,0,32139,Danny Willett,1,19
2020,37,0,49964,Aaron Wise,1,33
2019,1,0,39546,Keith Mitchell,5,37
2019,1,0,27556,Ted Potter Jr.,5,35
2019,3,0,49960,Sepp Straka,4,35
2019,4,0,12716,Charley Hoffman,3,22
2019,4,0,33122,Russell Knox,3,36
2019,4,0,34261,Scott Langley,3,27
2019,4,0,29926,Danny Lee,3,55
2019,4,0,34256,Andrew Putnam,3,19
2019,4,0,24502,Adam Scott,3,22
2019,4,0,33486,Roger Sloan,3,33
2019,11,0,33948,Byeong Hun An,2,26
2019,11,0,29268,Bronson Burgoon,2,29
2019,11,0,26499,Rafa Cabrera Bello,2,26
2019,11,0,34021,Bud Cauley,2,34
2019,11,0,52372,Cameron Champ,2,57
2019,11,0,46435,Austin Cook,2,28
2019,11,0,34076,Joel Dahmen,2,42
2019,11,0,47959,Bryson DeChambeau,2,34
2019,11,0,30191,Julián Etulain,2,29
2019,11,0,29725,Tony Finau,2,26
2019,11,0,19846,Brian Gay,2,31
2019,11,0,31646,Emiliano Grillo,2,37
2019,11,0,26758,David Hearn,2,16
2019,11,0,29420,Billy Horschel,2,28
2019,11,0,27974,Sung Kang,2,51
2019,11,0,31420,Anirban Lahiri,2,28
2019,11,0,27936,Martin Laird,2,43
2019,11,0,37380,Curtis Luck,2,27
2019,11,0,1810,Phil Mickelson,2,25
2019,11,0,46601,Trey Mullinax,2,38
2019,11,0,26329,Louis Oosthuizen,2,17
2019,11,0,48081,Xander Schauffele,2,20
2019,11,0,39324,J.J. Spaun,2,33
2019,11,0,27214,Kevin Streelman,2,34
2019,35,0,49303,Anders Albertson,1,38
2019,35,0,19803,Ryan Armour,1,42
2019,35,0,22371,Aaron Baddeley,1,18
2019,35,0,40009,Dominic Bozzelli,1,13
2019,35,0,47504,Sam Burns,1,25
2019,35,0,32200,Roberto Castro,1,32
2019,35,0,39997,Corey Conners,1,46
2019,35,0,45157,Cam Davis,1,30
2019,35,0,28089,Jason Day,1,19
2019,35,0,25686,Jason Dufner,1,36
2019,35,0,30911,Tommy Fleetwood,1,18
2019,35,0,46523,Joey Garber,1,24
2019,35,0,21209,Sergio Garcia,1,13
2019,35,0,29535,Brice Garnett,1,20
2019,35,0,25900,Lucas Glover,1,40
2019,35,0,34563,Chesson Hadley,1,27
2019,35,0,34363,Tyrrell Hatton,1,22
2019,35,0,31557,Jim Herman,1,18
2019,35,0,49298,Kramer Hickok,1,38
2019,35,0,39971,Sungjae Im,1,52
2019,35,0,36799,Stephan Jaeger,1,29
2019,35,0,30925,Dustin Johnson,1,16
2019,35,0,39975,Michael Kim,1,21
2019,35,0,32757,Patton Kizzire,1,19
2019,35,0,36852,Jim Knous,1,25
2019,35,0,32816,Satoshi Kodaira,1,39
2019,35,0,36689,Brooks Koepka,1,32
2019,35,0,30944,Jason Kokrak,1,40
2019,35,0,35879,Kelly Kraft,1,31
2019,35,0,23108,Matt Kuchar,1,35
2019,35,0,49766,Hank Lebioda,1,42
2019,35,0,32791,K.H. Lee,1,39
2019,35,0,26851,Marc Leishman,1,33
2019,35,0,27129,Luke List,1,33
2019,35,0,34466,Peter Malnati,1,22
2019,35,0,32839,Hideki Matsuyama,1,42
2019,35,0,47993,Denny McCarthy,1,23
2019,35,0,32640,Troy Merritt,1,24
2019,35,0,25198,Francesco Molinari,1,20
2019,35,0,25396,Kevin Na,1,20
2019,35,0,27349,Alex Noren,1,20
2019,35,0,29908,C.T. Pan,1,25
2019,35,0,24138,Ian Poulter,1,16
2019,35,0,46970,Jon Rahm,1,19
2019,35,0,26476,Chez Reavie,1,30
2019,35,0,47856,Seth Reeves,1,38
2019,35,0,35732,Wes Roach,1,22
2019,35,0,36699,Patrick Rodgers,1,19
2019,35,0,32058,José de Jesús Rodríguez,1,30
2019,35,0,37275,Sam Ryder,1,31
2019,35,0,46501,Ollie Schniederjans,1,23
2019,35,0,39327,Ben Silverman,1,33
2019,35,0,29221,Webb Simpson,1,18
2019,35,0,27649,Brandt Snedeker,1,22
2019,35,0,34046,Jordan Spieth,1,28
2019,35,0,33418,Shawn Stefani,1,42
2019,35,0,31560,Brian Stuard,1,30
2019,35,0,40115,Adam Svensson,1,39
2019,35,0,37189,Harold Varner III,1,41
2019,35,0,27064,Jhonattan Vegas,1,35
2019,35,0,27095,Nick Watney,1,34
2019,35,0,25804,Bubba Watson,1,42
2019,35,0,47128,Richy Werenski,1,33
2019,35,0,31323,Gary Woodland,1,38
2019,35,0,37340,Chase Wright,1,26
2018,1,0,25686,Jason Dufner,5,42
2018,2,0,19803,Ryan Armour,4,50
2018,2,0,25364,Paul Casey,4,18
2018,2,0,32102,Rickie Fowler,4,25
2018,2,0,37275,Sam Ryder,4,48
2018,2,0,34046,Jordan Spieth,4,39
2018,2,0,23325,Vaughn Taylor,4,48
2018,8,0,40058,Zac Blair,3,18
2018,8,0,46435,Austin Cook,3,44
2018,8,0,35310,Lanto Griffin,3,37
2018,8,0,34563,Chesson Hadley,3,40
2018,8,0,33399,Adam Hadwin,3,35
2018,8,0,34098,Russell Henley,3,27
2018,8,0,32757,Patton Kizzire,3,41
2018,8,0,31420,Anirban Lahiri,3,37
2018,8,0,39546,Keith Mitchell,3,62
2018,8,0,24361,Pat Perez,3,23
2018,8,0,23621,Rory Sabbatini,3,44
2018,8,0,33419,Cameron Tringale,3,35
2018,20,0,33948,Byeong Hun An,2,38
