YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2019,0,23320,Ryan Palmer,44.23,23,52
2019,0,20472,Alex Cejka,44.12,15,34
2019,0,46970,Jon Rahm,43.9,18,41
2019,0,29974,Branden Grace,43.75,21,48
2019,0,52372,Cameron Champ,43.64,24,55
2019,0,27330,Josh Teater,43.59,17,39
2019,0,29518,Brendan Steele,43.48,20,46
2019,0,28679,Fabián Gómez,43.24,16,37
2019,0,27556,Ted Potter Jr.,43.1,25,58
2019,0,21731,Freddie Jacobson,42.86,12,28
2019,0,45526,Abraham Ancer,42.42,28,66
2019,0,29478,Kevin Kisner,42.42,28,66
2019,0,35732,Wes Roach,41.94,13,31
2019,0,39977,Max Homa,41.54,27,65
2019,0,29268,Bronson Burgoon,41.18,14,34
2019,0,47856,Seth Reeves,41.18,21,51
2019,0,40115,Adam Svensson,40.91,18,44
2019,0,47504,Sam Burns,40.32,25,62
2019,0,47990,Kyle Jones,40.0,16,40
2019,0,35506,Mackenzie Hughes,39.66,23,58
2019,0,27349,Alex Noren,39.53,17,43
2019,0,12716,Charley Hoffman,39.02,16,41
2019,0,34306,John Chin,38.71,12,31
2019,0,30946,Alex Prugh,38.46,15,39
2018,0,23541,Ben Crane,75.0,33,44
2018,0,23108,Matt Kuchar,72.0,54,75
2018,0,28252,Seamus Power,71.21,47,66
2018,0,22405,Justin Rose,71.15,37,52
2018,0,32102,Rickie Fowler,70.69,41,58
2018,0,34363,Tyrrell Hatton,69.05,29,42
2018,0,24925,Jonathan Byrd,68.57,24,35
2018,0,24924,Bill Haas,67.8,40,59
2018,0,26329,Louis Oosthuizen,67.16,45,67
2018,0,26499,Rafa Cabrera Bello,66.67,26,39
2018,0,28089,Jason Day,66.67,42,63
2018,0,34264,Hudson Swafford,66.67,22,33
2018,0,23621,Rory Sabbatini,66.02,68,103
2018,0,34076,Joel Dahmen,65.63,42,64
2018,0,25632,Jimmy Walker,65.15,43,66
2018,0,29221,Webb Simpson,64.86,48,74
2018,0,25240,D.A. Points,64.44,29,45
2018,0,21961,Charles Howell III,63.93,39,61
2018,0,21528,Henrik Stenson,63.89,23,36
2018,0,37454,Whee Kim,63.64,49,77
2018,0,27942,Rob Oppenheim,63.27,31,49
2018,0,33419,Cameron Tringale,63.16,24,38
2018,0,35545,Blayne Barber,63.04,29,46
2018,0,35891,Cameron Smith,62.69,42,67
2018,0,45526,Abraham Ancer,62.5,50,80
2018,0,40058,Zac Blair,62.5,25,40
2018,0,48081,Xander Schauffele,62.5,50,80
2018,0,31646,Emiliano Grillo,62.32,43,69
2018,0,25364,Paul Casey,62.16,23,37
2018,0,33413,Ben Martin,61.82,34,55
2018,0,24502,Adam Scott,61.82,34,55
2018,0,29222,Billy Hurley III,61.7,29,47
2018,0,33448,Justin Thomas,61.54,40,65
2018,0,30926,Chris Kirk,61.46,59,96
2018,0,46402,Talor Gooch,61.4,35,57
2018,0,24024,Zach Johnson,61.02,36,59
2018,0,35310,Lanto Griffin,60.98,25,41
2018,0,36689,Brooks Koepka,60.87,28,46
2018,0,34046,Jordan Spieth,60.87,28,46
2018,0,27141,J.B. Holmes,60.81,45,74
2018,0,1810,Phil Mickelson,60.66,37,61
2018,0,27963,Chris Stroud,60.29,41,68
2018,0,27649,Brandt Snedeker,60.27,44,73
2018,0,25396,Kevin Na,60.0,36,60
2018,0,22582,Kyle Thompson,59.38,19,32
2018,0,34466,Peter Malnati,59.21,45,76
2018,0,26300,Matt Jones,59.09,26,44
2018,0,46970,Jon Rahm,58.97,23,39
2018,0,29518,Brendan Steele,58.97,23,39
2018,0,29926,Danny Lee,58.75,47,80
2018,0,46501,Ollie Schniederjans,58.23,46,79
2018,0,22371,Aaron Baddeley,58.21,39,67
2018,0,27895,Jonas Blixt,57.89,22,38
2018,0,27349,Alex Noren,57.89,22,38
2018,0,27974,Sung Kang,57.81,37,64
2018,0,37455,Si Woo Kim,57.78,52,90
2018,0,22056,Cameron Percy,57.69,15,26
2018,0,20593,Greg Chalmers,57.41,31,54
2018,0,34021,Bud Cauley,57.14,28,49
2018,0,35461,Beau Hossler,56.98,49,86
2018,0,32640,Troy Merritt,56.76,42,74
2018,0,39327,Ben Silverman,56.72,38,67
2018,0,27064,Jhonattan Vegas,56.45,35,62
2018,0,20472,Alex Cejka,56.36,31,55
2018,0,19846,Brian Gay,56.25,45,80
2018,0,46435,Austin Cook,56.16,41,73
2018,0,26331,Charl Schwartzel,56.0,28,50
2018,0,25493,Nick Taylor,56.0,28,50
2018,0,29223,Sam Saunders,55.95,47,84
2018,0,30911,Tommy Fleetwood,55.93,33,59
2018,0,32839,Hideki Matsuyama,55.81,24,43
2018,0,24138,Ian Poulter,55.74,34,61
2018,0,25572,Graeme McDowell,55.56,25,45
2018,0,29461,Jamie Lovemark,55.42,46,83
2018,0,31202,William McGirt,55.36,31,56
2018,0,35450,Patrick Cantlay,55.17,32,58
2018,0,32254,Xinjun Zhang,55.17,32,58
2018,0,12510,Chad Campbell,55.07,38,69
2018,0,34174,John Huh,55.07,38,69
2018,0,33122,Russell Knox,55.0,33,60
2018,0,40009,Dominic Bozzelli,54.84,34,62
2018,0,8793,Tiger Woods,54.72,29,53
2018,0,35421,Brandon Harkins,54.43,43,79
2018,0,31420,Anirban Lahiri,54.32,44,81
2018,0,24846,Ricky Barnes,54.29,19,35
2018,0,27129,Luke List,54.22,45,83
2018,0,39546,Keith Mitchell,54.17,39,72
2018,0,33399,Adam Hadwin,54.1,33,61
2018,0,47125,Matt Atkins,54.05,20,37
2018,0,32876,Martin Piller,54.05,40,74
2018,0,30692,Scott Stallings,54.05,40,74
2018,0,23325,Vaughn Taylor,53.85,35,65
2018,0,27214,Kevin Streelman,53.75,43,80
2018,0,24781,Hunter Mahan,53.66,22,41
2018,0,48084,Wesley Bryan,53.57,30,56
2018,0,28679,Fabián Gómez,53.57,30,56
2018,0,49771,J.T. Poston,53.57,30,56
2018,0,24140,Sean O'Hair,53.52,38,71
2018,0,25834,Daniel Summerhays,53.49,23,43
2018,0,29420,Billy Horschel,53.45,31,58
2018,0,26596,Ryan Moore,53.45,31,58
2018,0,26951,Johnson Wagner,53.33,16,30
2018,0,10809,Jim Furyk,53.19,25,47
2018,0,31416,Derek Fathauer,53.13,34,64
2018,0,34360,Patrick Reed,53.13,34,64
2018,0,27556,Ted Potter Jr.,53.09,43,81
2018,0,25686,Jason Dufner,52.94,27,51
2018,0,30925,Dustin Johnson,52.73,29,55
2018,0,39954,Cody Gribble,52.54,31,59
2018,0,25892,Steve Wheatcroft,52.5,21,40
2018,0,47959,Bryson DeChambeau,52.38,33,63
2018,0,49964,Aaron Wise,52.31,34,65
2018,0,25198,Francesco Molinari,52.17,24,46
2018,0,32448,James Hahn,52.0,26,50
2018,0,36699,Patrick Rodgers,51.39,37,72
2018,0,47993,Denny McCarthy,51.28,20,39
2018,0,19803,Ryan Armour,51.22,42,82
2018,0,20229,Stewart Cink,51.06,24,47
2018,0,25900,Lucas Glover,50.94,27,53
2018,0,46601,Trey Mullinax,50.85,30,59
2018,0,50526,Tom Lovelady,50.7,36,71
2018,0,28132,Tyrone Van Aswegen,50.7,36,71
2018,0,39997,Corey Conners,50.0,30,60
2018,0,37338,Zecheng Dou,50.0,17,34
2018,0,34099,Harris English,50.0,33,66
2018,0,34563,Chesson Hadley,50.0,33,66
2018,0,27644,Brian Harman,50.0,27,54
2018,0,34409,David Lingmerth,50.0,31,62
2018,0,20572,Rod Pampling,50.0,30,60
2018,0,34358,Jonathan Randolph,50.0,31,62
2018,0,30110,Kyle Stanley,50.0,34,68
2018,0,32150,Michael Thompson,50.0,19,38
2018,0,12716,Charley Hoffman,49.35,38,77
2018,0,23320,Ryan Palmer,49.25,33,67
2018,0,31323,Gary Woodland,48.75,39,80
2018,0,29725,Tony Finau,48.65,36,74
2018,0,26851,Marc Leishman,48.53,33,68
2018,0,31560,Brian Stuard,48.53,33,68
2018,0,47347,Adam Schenk,48.21,27,56
2018,0,40026,Daniel Berger,48.15,26,54
2018,0,29484,Peter Uihlein,48.15,26,54
2018,0,35506,Mackenzie Hughes,48.08,25,52
2018,0,28775,Nate Lashley,48.0,12,25
2018,0,28307,Matt Every,47.95,35,73
2018,0,29974,Branden Grace,47.83,22,46
2018,0,35879,Kelly Kraft,47.83,33,69
2018,0,33948,Byeong Hun An,47.69,31,65
2018,0,33410,Andrew Landry,47.69,31,65
2018,0,33141,Keegan Bradley,47.67,41,86
2018,0,33418,Shawn Stefani,47.37,27,57
2018,0,27936,Martin Laird,46.51,20,43
2018,0,37275,Sam Ryder,46.43,26,56
2018,0,35376,Roberto Díaz,46.15,30,65
2018,0,39975,Michael Kim,46.0,23,50
2018,0,32333,Kevin Tway,45.88,39,85
2018,0,34213,Grayson Murray,45.83,33,72
2018,0,37278,Nicholas Lindheim,45.71,16,35
2018,0,29908,C.T. Pan,45.16,28,62
2018,0,34098,Russell Henley,44.9,22,49
2018,0,24358,Robert Garrigus,44.44,28,63
2018,0,32757,Patton Kizzire,44.44,24,54
2018,0,28237,Rory McIlroy,44.44,20,45
2018,0,27095,Nick Watney,44.3,35,79
2018,0,37189,Harold Varner III,44.12,30,68
2018,0,47128,Richy Werenski,44.12,30,68
2018,0,30944,Jason Kokrak,43.75,35,80
2018,0,33204,Shane Lowry,43.59,17,39
2018,0,29268,Bronson Burgoon,43.48,20,46
2018,0,35532,Tom Hoge,43.33,39,90
2018,0,34256,Andrew Putnam,43.33,26,60
2018,0,30978,Kiradech Aphibarnrat,42.86,18,42
2018,0,26758,David Hearn,42.86,18,42
2018,0,25818,Scott Piercy,42.86,24,56
2018,0,29535,Brice Garnett,42.65,29,68
2018,0,24361,Pat Perez,42.22,19,45
2018,0,34431,Robert Streb,42.0,21,50
2018,0,29485,Brett Stegmaier,41.67,10,24
2018,0,20157,Retief Goosen,41.38,12,29
2018,0,26476,Chez Reavie,41.38,24,58
2018,0,32366,Kevin Chappell,41.07,23,56
2018,0,23353,J.J. Henry,40.91,18,44
2018,0,36799,Stephan Jaeger,40.35,23,57
2018,0,39324,J.J. Spaun,40.32,25,62
2018,0,39328,Conrad Shindler,40.0,16,40
2018,0,29478,Kevin Kisner,39.58,19,48
2018,0,47287,Ethan Tracy,39.53,17,43
2018,0,29479,Scott Brown,39.44,28,71
2018,0,28500,Martin Flores,39.13,27,69
2018,0,27958,Ryan Blaum,39.06,25,64
2018,0,35544,Andrew Yun,38.71,12,31
2018,0,25804,Bubba Watson,38.18,21,55
2018,0,45609,Tyler Duncan,35.09,20,57
2018,0,32816,Satoshi Kodaira,34.15,14,41
2017,0,33419,Cameron Tringale,72.73,32,44
2017,0,25274,Steven Bowditch,70.83,34,48
2017,0,26331,Charl Schwartzel,69.77,30,43
2017,0,24781,Hunter Mahan,68.75,44,64
2017,0,24138,Ian Poulter,68.29,28,41
2017,0,27895,Jonas Blixt,68.0,51,75
2017,0,28237,Rory McIlroy,68.0,17,25
2017,0,29289,S.Y. Noh,67.8,40,59
2017,0,23541,Ben Crane,67.61,48,71
2017,0,29221,Webb Simpson,67.11,51,76
2017,0,32150,Michael Thompson,66.67,28,42
2017,0,26329,Louis Oosthuizen,65.12,28,43
2017,0,32102,Rickie Fowler,65.0,39,60
2017,0,46970,Jon Rahm,64.91,37,57
2017,0,25191,Gonzalo Fernandez-Castaño,64.71,22,34
2017,0,28252,Seamus Power,64.29,36,56
2017,0,23621,Rory Sabbatini,64.29,27,42
2017,0,27649,Brandt Snedeker,64.29,18,28
2017,0,20157,Retief Goosen,64.1,25,39
2017,0,37278,Nicholas Lindheim,63.89,23,36
2017,0,46443,Brian Campbell,63.33,19,30
2017,0,28500,Martin Flores,63.27,31,49
2017,0,34174,John Huh,63.16,48,76
2017,0,34409,David Lingmerth,62.69,42,67
2017,0,33120,Mark Anderson,62.5,25,40
2017,0,34046,Jordan Spieth,62.5,30,48
2017,0,46550,Brandon Hagy,62.12,41,66
2017,0,25349,Tim Wilkinson,61.9,26,42
2017,0,23108,Matt Kuchar,61.54,40,65
2017,0,29478,Kevin Kisner,61.11,33,54
2017,0,28132,Tyrone Van Aswegen,61.11,44,72
2017,0,27936,Martin Laird,60.78,31,51
2017,0,19846,Brian Gay,60.71,34,56
2017,0,27644,Brian Harman,60.71,51,84
2017,0,26300,Matt Jones,60.38,32,53
2017,0,29223,Sam Saunders,60.38,32,53
2017,0,26851,Marc Leishman,60.26,47,78
2017,0,33399,Adam Hadwin,60.23,53,88
2017,0,22046,Geoff Ogilvy,60.0,39,65
2017,0,23325,Vaughn Taylor,60.0,39,65
2017,0,22371,Aaron Baddeley,59.52,25,42
2017,0,25720,Chad Collins,59.18,29,49
2017,0,23983,Luke Donald,59.18,29,49
2017,0,27095,Nick Watney,59.18,29,49
2017,0,31323,Gary Woodland,58.93,33,56
2017,0,27958,Ryan Blaum,58.73,37,63
2017,0,48084,Wesley Bryan,58.73,37,63
2017,0,35506,Mackenzie Hughes,58.67,44,75
2017,0,35545,Blayne Barber,58.62,34,58
2017,0,29461,Jamie Lovemark,58.33,42,72
2017,0,34360,Patrick Reed,58.33,49,84
2017,0,48081,Xander Schauffele,58.33,35,60
2017,0,25572,Graeme McDowell,58.0,29,50
2017,0,26596,Ryan Moore,57.97,40,69
2017,0,28093,Miguel Angel Carballo,57.89,22,38
2017,0,24140,Sean O'Hair,57.81,37,64
2017,0,6522,Ernie Els,57.58,19,33
2017,0,34099,Harris English,57.58,38,66
2017,0,39954,Cody Gribble,57.53,42,73
2017,0,33461,Morgan Hoffmann,57.5,46,80
2017,0,28089,Jason Day,57.41,31,54
2017,0,40058,Zac Blair,57.35,39,68
2017,0,39975,Michael Kim,57.35,39,68
2017,0,26758,David Hearn,57.33,43,75
2017,0,33413,Ben Martin,57.32,47,82
2017,0,37454,Whee Kim,57.14,28,49
2017,0,27466,Spencer Levin,57.14,28,49
2017,0,37455,Si Woo Kim,56.6,30,53
2017,0,20593,Greg Chalmers,56.58,43,76
2017,0,29720,Andres Gonzales,56.52,26,46
2017,0,23800,Bryce Molder,56.34,40,71
2017,0,46601,Trey Mullinax,56.25,36,64
2017,0,22405,Justin Rose,55.93,33,59
2017,0,46732,Rick Lamb,55.88,19,34
2017,0,36801,Mark Hubbard,55.74,34,61
2017,0,24361,Pat Perez,55.74,34,61
2017,0,24024,Zach Johnson,55.56,30,54
2017,0,32839,Hideki Matsuyama,55.56,30,54
2017,0,24846,Ricky Barnes,55.36,31,56
2017,0,25396,Kevin Na,55.36,31,56
2017,0,26951,Johnson Wagner,55.36,31,56
2017,0,25632,Jimmy Walker,55.36,31,56
2017,0,29725,Tony Finau,55.26,42,76
2017,0,35532,Tom Hoge,55.17,16,29
2017,0,29908,C.T. Pan,54.93,39,71
2017,0,32757,Patton Kizzire,54.55,36,66
2017,0,29926,Danny Lee,54.24,32,59
2017,0,35450,Patrick Cantlay,54.17,26,48
2017,0,30926,Chris Kirk,54.17,26,48
2017,0,32448,James Hahn,54.1,33,61
2017,0,26499,Rafa Cabrera Bello,53.7,29,54
2017,0,24357,K.J. Choi,53.66,22,41
2017,0,24358,Robert Garrigus,53.57,30,56
2017,0,31646,Emiliano Grillo,53.57,30,56
2017,0,21961,Charles Howell III,53.57,30,56
2017,0,33204,Shane Lowry,53.57,15,28
2017,0,26476,Chez Reavie,53.42,39,73
2017,0,35110,Brett Drewitt,53.33,16,30
2017,0,35891,Cameron Smith,53.23,33,62
2017,0,46501,Ollie Schniederjans,53.19,50,94
2017,0,29476,Kyle Reifers,53.09,43,81
2017,0,27214,Kevin Streelman,52.94,36,68
2017,0,34466,Peter Malnati,52.86,37,70
2017,0,33948,Byeong Hun An,52.73,29,55
2017,0,20771,Steven Alker,52.38,22,42
2017,0,25900,Lucas Glover,52.38,44,84
2017,0,39324,J.J. Spaun,52.24,35,67
2017,0,1810,Phil Mickelson,52.05,38,73
2017,0,31420,Anirban Lahiri,52.0,39,75
2017,0,36699,Patrick Rodgers,52.0,26,50
2017,0,12510,Chad Campbell,51.61,32,62
2017,0,36689,Brooks Koepka,51.61,32,62
2017,0,22986,Søren Kjeldsen,51.22,21,41
2017,0,29974,Branden Grace,51.11,23,45
2017,0,33418,Shawn Stefani,51.11,23,45
2017,0,31202,William McGirt,50.91,28,55
2017,0,46440,Smylie Kaufman,50.82,31,61
2017,0,34264,Hudson Swafford,50.82,31,61
2017,0,20572,Rod Pampling,50.77,33,65
2017,0,20104,Ken Duke,50.7,36,71
2017,0,12716,Charley Hoffman,50.56,45,89
2017,0,10809,Jim Furyk,50.0,13,26
2017,0,24924,Bill Haas,50.0,32,64
2017,0,22056,Cameron Percy,50.0,14,28
2017,0,27963,Chris Stroud,50.0,22,44
2017,0,33141,Keegan Bradley,49.45,45,91
2017,0,29479,Scott Brown,49.43,43,87
2017,0,34213,Grayson Murray,49.41,42,85
2017,0,31416,Derek Fathauer,49.28,34,69
2017,0,32366,Kevin Chappell,49.18,30,61
2017,0,30925,Dustin Johnson,48.94,23,47
2017,0,34021,Bud Cauley,48.75,39,80
2017,0,34431,Robert Streb,48.65,36,74
2017,0,30191,Julián Etulain,48.57,17,35
2017,0,48822,Sebastián Muñoz,48.39,15,31
2017,0,25686,Jason Dufner,48.28,28,58
2017,0,25834,Daniel Summerhays,48.15,39,81
2017,0,33448,Justin Thomas,48.0,24,50
2017,0,27974,Sung Kang,47.83,33,69
2017,0,30852,Ryo Ishikawa,47.73,21,44
2017,0,32640,Troy Merritt,47.73,21,44
2017,0,31557,Jim Herman,47.46,28,59
2017,0,28420,Ryan Brehm,47.37,18,38
2017,0,29222,Billy Hurley III,47.17,25,53
2017,0,37189,Harold Varner III,47.06,32,68
2017,0,27770,Camilo Villegas,47.06,24,51
2017,0,32333,Kevin Tway,46.15,30,65
2017,0,25364,Paul Casey,46.0,23,50
2017,0,28679,Fabián Gómez,45.76,27,59
2017,0,25493,Nick Taylor,45.76,27,59
2017,0,47959,Bryson DeChambeau,45.61,26,57
2017,0,28307,Matt Every,45.59,31,68
2017,0,34358,Jonathan Randolph,45.45,20,44
2017,0,30692,Scott Stallings,45.28,24,53
2017,0,21209,Sergio Garcia,45.1,23,51
2017,0,30110,Kyle Stanley,45.0,36,80
2017,0,29740,Brad Fritsch,44.74,17,38
2017,0,25345,Carl Pettersson,44.74,17,38
2017,0,35300,Andrew Loupe,44.68,21,47
2017,0,23320,Ryan Palmer,44.68,21,47
2017,0,40026,Daniel Berger,44.23,23,52
2017,0,23497,Tag Ridings,44.19,19,43
2017,0,23353,J.J. Henry,44.07,26,59
2017,0,27064,Jhonattan Vegas,44.07,26,59
2017,0,27141,J.B. Holmes,43.75,21,48
2017,0,49771,J.T. Poston,43.75,28,64
2017,0,31560,Brian Stuard,43.55,27,62
2017,0,20472,Alex Cejka,43.4,23,53
2017,0,24502,Adam Scott,43.24,16,37
2017,0,27129,Luke List,43.02,37,86
2017,0,25240,D.A. Points,42.86,18,42
2017,0,26289,Boo Weekley,42.86,18,42
2017,0,20229,Stewart Cink,42.62,26,61
2017,0,40009,Dominic Bozzelli,42.31,22,52
2017,0,25892,Steve Wheatcroft,42.31,22,52
2017,0,34098,Russell Henley,42.19,27,64
2017,0,29420,Billy Horschel,41.94,26,62
2017,0,19803,Ryan Armour,40.63,13,32
2017,0,27436,Graham DeLaet,40.35,23,57
2017,0,25198,Francesco Molinari,40.0,14,35
2017,0,25804,Bubba Watson,39.53,17,43
2017,0,32200,Roberto Castro,39.47,15,38
2017,0,30944,Jason Kokrak,39.13,27,69
2017,0,25818,Scott Piercy,39.02,16,41
2017,0,29485,Brett Stegmaier,38.71,12,31
2017,0,35879,Kelly Kraft,36.84,21,57
2017,0,47128,Richy Werenski,36.73,18,49
2017,0,29518,Brendan Steele,34.55,19,55
2017,0,24507,Jason Bohn,34.09,15,44
2017,0,33122,Russell Knox,33.93,19,56
2016,0,28089,Jason Day,80.0,32,40
2016,0,22405,Justin Rose,75.51,37,49
2016,0,20766,Padraig Harrington,71.79,28,39
2016,0,25274,Steven Bowditch,69.84,44,63
2016,0,1810,Phil Mickelson,68.97,40,58
2016,0,24502,Adam Scott,68.42,26,38
2016,0,28132,Tyrone Van Aswegen,68.29,56,82
2016,0,29926,Danny Lee,67.86,57,84
2016,0,30926,Chris Kirk,67.11,51,76
2016,0,23983,Luke Donald,66.67,34,51
2016,0,33410,Andrew Landry,66.67,20,30
2016,0,32839,Hideki Matsuyama,66.67,36,54
2016,0,25349,Tim Wilkinson,66.67,24,36
2016,0,46440,Smylie Kaufman,66.13,41,62
2016,0,22371,Aaron Baddeley,64.47,49,76
2016,0,34261,Scott Langley,64.0,32,50
2016,0,24024,Zach Johnson,63.79,37,58
2016,0,26851,Marc Leishman,63.64,35,55
2016,0,10213,Dicky Pride,63.64,28,44
2016,0,2206,David Toms,63.64,28,44
2016,0,20098,Stuart Appleby,63.24,43,68
2016,0,26758,David Hearn,63.08,41,65
2016,0,32640,Troy Merritt,63.08,41,65
2016,0,12510,Chad Campbell,62.32,43,69
2016,0,30927,Brendon Todd,62.3,38,61
2016,0,29518,Brendan Steele,62.22,28,45
2016,0,27466,Spencer Levin,61.9,39,63
2016,0,29745,Tyler Aldridge,61.82,34,55
2016,0,26329,Louis Oosthuizen,61.54,24,39
2016,0,27141,J.B. Holmes,61.19,41,67
2016,0,24140,Sean O'Hair,60.98,50,82
2016,0,21209,Sergio Garcia,60.87,14,23
2016,0,34174,John Huh,60.87,42,69
2016,0,34360,Patrick Reed,60.87,42,69
2016,0,23108,Matt Kuchar,60.61,40,66
2016,0,23541,Ben Crane,60.0,33,55
2016,0,36801,Mark Hubbard,59.77,52,87
2016,0,27895,Jonas Blixt,59.76,49,82
2016,0,39975,Michael Kim,59.74,46,77
2016,0,29476,Kyle Reifers,59.72,43,72
2016,0,20157,Retief Goosen,59.57,28,47
2016,0,27649,Brandt Snedeker,59.38,38,64
2016,0,27936,Martin Laird,59.32,35,59
2016,0,35891,Cameron Smith,59.26,32,54
2016,0,27644,Brian Harman,59.22,61,103
2016,0,33461,Morgan Hoffmann,59.18,29,49
2016,0,23800,Bryce Molder,59.09,39,66
2016,0,31560,Brian Stuard,59.09,26,44
2016,0,32150,Michael Thompson,58.82,20,34
2016,0,37455,Si Woo Kim,58.7,54,92
2016,0,29479,Scott Brown,58.57,41,70
2016,0,25364,Paul Casey,58.49,31,53
2016,0,28679,Fabián Gómez,58.46,38,65
2016,0,10885,Robert Allenby,58.33,21,36
2016,0,45526,Abraham Ancer,58.33,21,36
2016,0,24846,Ricky Barnes,58.33,42,72
2016,0,33419,Cameron Tringale,58.18,32,55
2016,0,24461,Thomas Aiken,57.89,22,38
2016,0,20572,Rod Pampling,57.89,22,38
2016,0,26331,Charl Schwartzel,57.81,37,64
2016,0,23638,Brendon de Jonge,57.63,34,59
2016,0,34264,Hudson Swafford,57.3,51,89
2016,0,21961,Charles Howell III,57.14,32,56
2016,0,25720,Chad Collins,56.9,33,58
2016,0,31646,Emiliano Grillo,56.76,42,74
2016,0,32618,Rhein Gibson,56.67,17,30
2016,0,26596,Ryan Moore,56.6,30,53
2016,0,26476,Chez Reavie,56.45,35,62
2016,0,26300,Matt Jones,56.36,31,55
2016,0,24357,K.J. Choi,56.25,36,64
2016,0,34099,Harris English,56.25,36,64
2016,0,33448,Justin Thomas,56.06,37,66
2016,0,30944,Jason Kokrak,56.0,28,50
2016,0,28158,Steve Marino,56.0,28,50
2016,0,25818,Scott Piercy,56.0,42,75
2016,0,34098,Russell Henley,55.93,33,59
2016,0,24781,Hunter Mahan,55.81,24,43
2016,0,30163,Henrik Norlander,55.81,24,43
2016,0,25632,Jimmy Walker,55.74,34,61
2016,0,29720,Andres Gonzales,55.56,25,45
2016,0,35539,Luke Guthrie,55.56,15,27
2016,0,37454,Whee Kim,55.56,35,63
2016,0,33204,Shane Lowry,55.56,20,36
2016,0,29289,S.Y. Noh,55.56,35,63
2016,0,34046,Jordan Spieth,55.36,31,56
2016,0,6527,Steve Stricker,55.32,26,47
2016,0,40058,Zac Blair,55.29,47,85
2016,0,33399,Adam Hadwin,55.0,44,80
2016,0,29420,Billy Horschel,55.0,22,40
2016,0,32876,Martin Piller,55.0,22,40
2016,0,34262,Jon Curran,54.88,45,82
2016,0,10809,Jim Furyk,54.84,17,31
2016,0,27942,Rob Oppenheim,54.76,23,42
2016,0,35879,Kelly Kraft,54.55,18,33
2016,0,34466,Peter Malnati,54.55,36,66
2016,0,23621,Rory Sabbatini,54.55,24,44
2016,0,33418,Shawn Stefani,54.55,30,55
2016,0,29222,Billy Hurley III,54.35,25,46
2016,0,32102,Rickie Fowler,54.24,32,59
2016,0,34563,Chesson Hadley,53.97,34,63
2016,0,25804,Bubba Watson,53.85,21,39
2016,0,33122,Russell Knox,53.7,29,54
2016,0,29221,Webb Simpson,53.57,30,56
2016,0,29974,Branden Grace,53.13,17,32
2016,0,25240,D.A. Points,53.13,17,32
2016,0,29461,Jamie Lovemark,52.94,45,85
2016,0,32200,Roberto Castro,52.86,37,70
2016,0,35545,Blayne Barber,52.73,29,55
2016,0,25493,Nick Taylor,52.31,34,65
2016,0,24494,Erik Compton,52.08,25,48
2016,0,29223,Sam Saunders,52.0,26,50
2016,0,8075,Jerry Kelly,51.92,27,52
2016,0,34409,David Lingmerth,51.85,28,54
2016,0,25198,Francesco Molinari,51.85,28,54
2016,0,20104,Ken Duke,51.79,29,56
2016,0,21731,Freddie Jacobson,51.79,29,56
2016,0,25396,Kevin Na,51.72,30,58
2016,0,27963,Chris Stroud,51.39,37,72
2016,0,31416,Derek Fathauer,51.32,39,76
2016,0,12716,Charley Hoffman,51.32,39,76
2016,0,24912,Will MacKenzie,50.98,26,51
2016,0,34431,Robert Streb,50.88,29,57
2016,0,35451,Scott Pinckney,50.85,30,59
2016,0,27129,Luke List,50.82,31,61
2016,0,27747,Hiroshi Iwata,50.65,39,77
2016,0,23320,Ryan Palmer,50.59,43,85
2016,0,40026,Daniel Berger,50.0,38,76
2016,0,20472,Alex Cejka,50.0,14,28
2016,0,35532,Tom Hoge,50.0,26,52
2016,0,27974,Sung Kang,50.0,28,56
2016,0,32757,Patton Kizzire,50.0,31,62
2016,0,28475,Jeff Overton,50.0,27,54
2016,0,30692,Scott Stallings,50.0,26,52
2016,0,23325,Vaughn Taylor,50.0,31,62
2016,0,31323,Gary Woodland,50.0,29,58
2016,0,35300,Andrew Loupe,49.21,31,63
2016,0,26289,Boo Weekley,49.18,30,61
2016,0,26951,Johnson Wagner,49.15,29,59
2016,0,24490,George McNeill,48.78,20,41
2016,0,28114,Dawie van der Walt,48.78,20,41
2016,0,30925,Dustin Johnson,48.39,30,62
2016,0,36689,Brooks Koepka,48.28,28,58
2016,0,31202,William McGirt,48.24,41,85
2016,0,27770,Camilo Villegas,47.89,34,71
2016,0,24507,Jason Bohn,47.83,33,69
2016,0,25572,Graeme McDowell,47.83,22,46
2016,0,30711,Colt Knost,47.76,32,67
2016,0,29268,Bronson Burgoon,47.73,21,44
2016,0,20691,Greg Owen,47.06,24,51
2016,0,29478,Kevin Kisner,46.88,30,64
2016,0,30110,Kyle Stanley,46.88,30,64
2016,0,28092,D.H. Lee,46.81,22,47
2016,0,6567,Vijay Singh,46.77,29,62
2016,0,23353,J.J. Henry,46.67,14,30
2016,0,31420,Anirban Lahiri,46.51,20,43
2016,0,25834,Daniel Summerhays,46.43,39,84
2016,0,22046,Geoff Ogilvy,46.3,25,54
2016,0,20645,John Senden,46.15,30,65
2016,0,20848,Ángel Cabrera,45.95,17,37
2016,0,27436,Graham DeLaet,45.31,29,64
2016,0,31557,Jim Herman,45.21,33,73
2016,0,24924,Bill Haas,44.78,30,67
2016,0,35732,Wes Roach,44.74,17,38
