YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2007,0,2104,Jeff Sluman,14.46,96,664,+0.29
2007,0,26679,Kevin Stadler,14.47,176,1216,+0.07
2007,0,8375,Paul Stankowski,14.52,97,668,+0.18
2007,0,28486,Michael Putnam,14.55,175,1203,+0.19
2007,0,23320,Ryan Palmer,14.67,182,1241,+0.19
2007,0,24357,K.J. Choi,14.9,148,993,+0.12
2007,0,11123,Chris Couch,15.16,161,1062,+0.10
2007,0,6373,José María Olazábal,15.21,85,559,+0.18
2007,0,25804,Bubba Watson,15.24,157,1030,+0.08
2007,0,22405,Justin Rose,15.31,92,601,+0.21
2007,0,12705,Cliff Kresge,15.41,230,1493,+0.20
2007,0,23718,Nathan Green,15.47,200,1293,+0.06
2007,0,20628,Arron Oberholser,15.8,119,753,+0.09
2007,0,27141,J.B. Holmes,15.84,153,966,+0.02
2007,0,7749,Brett Quigley,16.36,151,923,+0.13
2007,0,23048,Eric Axley,16.53,238,1440,+0.20
2007,0,1810,Phil Mickelson,16.63,137,824,+0.10
2007,0,21961,Charles Howell III,16.75,168,1003,+0.12
2007,0,20157,Retief Goosen,17.02,81,476,+0.21
2007,0,2223,Bob Tway,18.24,242,1327,+0.10
2007,0,21528,Henrik Stenson,18.25,92,504,+0.15
2007,0,21209,Sergio Garcia,18.46,144,780,+0.08
2007,0,22348,Nick O'Hern,18.62,146,784,+0.16
2007,0,1706,Davis Love III,18.63,144,773,+0.10
2007,0,1249,John Daly,18.98,141,743,+0.16
2007,0,20766,Padraig Harrington,19.08,128,671,+0.01
2006,0,2239,Scott Verplank,6.33,65,1027,+0.18
2006,0,6621,Joe Durant,7.33,103,1405,+0.18
2006,0,1619,Skip Kendall,7.81,74,947,+0.09
2006,0,2110,Jerry Smith,7.96,102,1282,+0.17
2006,0,1142,Bart Bryant,8.01,83,1036,+0.13
2006,0,22293,Heath Slocum,8.05,100,1243,+0.03
2006,0,6643,Paul Goydos,8.1,81,1000,+0.07
2006,0,21646,David Branshaw,8.44,115,1363,+0.08
2006,0,20631,David McKenzie,8.44,94,1114,+0.11
2006,0,2214,Kirk Triplett,8.49,64,754,+0.23
2006,0,1766,Billy Mayfair,8.61,101,1173,+0.04
2006,0,19913,Ron Whittaker,8.63,95,1101,+0.24
2006,0,8075,Jerry Kelly,8.67,111,1280,+0.10
2006,0,22548,Patrick Sheehan,8.68,121,1394,+0.15
2006,0,20812,Tjaart van der Walt,8.68,69,795,+0.17
2006,0,20127,Chris Riley,8.76,95,1085,+0.06
2006,0,10809,Jim Furyk,8.8,89,1011,+0.11
2006,0,1928,Corey Pavin,8.88,79,890,+0.15
2006,0,2206,David Toms,8.94,78,872,+0.05
2006,0,1381,Fred Funk,8.99,114,1268,+0.22
2006,0,22913,John Rollins,9.32,113,1213,+0.18
2006,0,8385,Omar Uresti,9.38,77,821,+0.05
2006,0,21753,Brian Davis,9.39,118,1256,+0.08
2006,0,1313,Steve Elkington,9.4,64,681,+0.03
2006,0,2106,Chris Smith,9.43,88,933,+0.23
2006,0,1035,Tommy Armour III,9.46,80,846,+0.10
2006,0,21959,Ted Purdy,9.49,118,1244,+0.11
2006,0,8537,J.P. Hayes,9.52,73,767,+0.14
2006,0,11032,Frank Lickliter II,9.57,129,1348,+0.05
2006,0,8123,Jeff Brehaut,9.58,128,1336,+0.13
2006,0,1219,John Cook,9.61,84,874,+0.18
2006,0,6012,Greg Kraft,9.62,98,1019,+0.14
2006,0,1823,Larry Mize,9.65,63,653,+0.16
2006,0,24138,Ian Poulter,9.69,57,588,+0.25
2006,0,24980,Scott Gutschewski,9.7,69,711,+0.19
2006,0,10860,Justin Leonard,9.77,97,993,+0.20
2006,0,20498,Briny Baird,9.79,105,1073,+0.03
2006,0,20094,Jonathan Kaye,9.88,127,1285,+0.13
2006,0,24024,Zach Johnson,9.93,108,1088,+0.18
2006,0,19846,Brian Gay,9.95,148,1488,+0.17
2006,0,24361,Pat Perez,10.0,67,670,+0.07
2006,0,2246,Duffy Waldorf,10.0,125,1250,+0.18
2006,0,1132,Mark Brooks,10.05,119,1184,+0.16
2006,0,26420,Richard Johnson,10.09,129,1278,+0.21
2006,0,12645,Brent Geiberger,10.13,137,1353,+0.30
2006,0,1161,Mark Calcavecchia,10.16,119,1171,+0.13
2006,0,24507,Jason Bohn,10.17,139,1367,+0.12
2006,0,10733,Kent Jones,10.24,138,1348,+0.16
2006,0,21470,Daisuke Maruyama,10.26,113,1101,+0.22
2006,0,1388,Robert Gamez,10.28,132,1284,+0.20
2006,0,1320,Bob Estes,10.31,116,1125,+0.08
2006,0,21805,Harrison Frazar,10.46,127,1214,+0.08
2006,0,1948,Tim Petrovic,10.47,133,1270,+0.11
2006,0,26360,Bubba Dickerson,10.54,141,1338,+0.08
2006,0,24781,Hunter Mahan,10.56,138,1307,+0.11
2006,0,23788,D.J. Trahan,10.6,130,1226,+0.18
2006,0,6573,Brandt Jobe,10.76,114,1059,+0.04
2006,0,20645,John Senden,10.79,131,1214,+0.10
2006,0,10885,Robert Allenby,10.8,92,852,+0.08
2006,0,22371,Aaron Baddeley,10.84,106,978,+0.11
2006,0,19881,Robert Damron,10.88,138,1268,+0.14
2006,0,6373,José María Olazábal,10.9,64,587,+0.17
2006,0,24912,Will MacKenzie,10.95,134,1224,+0.20
2006,0,1042,Paul Azinger,10.97,130,1185,+0.02
2006,0,1666,Bernhard Langer,10.99,101,919,+0.10
2006,0,22621,Ben Curtis,11.04,111,1005,+0.07
2006,0,24925,Jonathan Byrd,11.06,95,859,+0.08
2006,0,20608,David Howell,11.06,48,434,+0.23
2006,0,28780,Nicholas Thompson,11.12,141,1268,+0.17
2006,0,6251,Chris DiMarco,11.16,103,923,+0.23
2006,0,23307,Roger Tambellini,11.18,95,850,+0.02
2006,0,1473,Todd Hamilton,11.21,97,865,+0.16
2006,0,7457,Steve Flesch,11.3,175,1548,+0.15
2006,0,1685,J.L. Lewis,11.31,90,796,+0.27
2006,0,23320,Ryan Palmer,11.33,150,1324,+0.13
2006,0,20593,Greg Chalmers,11.34,106,935,+0.23
2006,0,2101,Joey Sindelar,11.36,133,1171,+0.15
2006,0,23541,Ben Crane,11.37,108,950,+0.22
2006,0,1553,John Huston,11.39,114,1001,+0.16
2006,0,10505,Shane Bertsch,11.42,162,1418,+0.14
2006,0,23673,Michael Connell,11.51,77,669,+0.25
2006,0,1724,Jeff Maggert,11.57,121,1046,+0.21
2006,0,6527,Steve Stricker,11.58,87,751,+0.02
2006,0,21878,Mark Wilson,11.61,123,1059,+0.17
2006,0,21949,Joe Ogilvie,11.66,145,1244,+0.11
2006,0,12716,Charley Hoffman,11.67,153,1311,+0.10
2006,0,20099,Doug Barron,11.69,119,1018,+0.18
2006,0,22892,Jason Gore,11.7,131,1120,+0.19
2006,0,23325,Vaughn Taylor,11.7,131,1120,+0.13
2006,0,26596,Ryan Moore,11.85,101,852,+0.27
2006,0,24357,K.J. Choi,11.89,136,1144,+0.13
2006,0,22378,Trevor Immelman,11.89,126,1060,+0.05
2006,0,22946,Henrik Bjornstad,11.91,158,1327,+0.12
2006,0,20691,Greg Owen,11.92,118,990,-0.03
2006,0,1599,Steve Jones,11.95,130,1088,+0.28
2006,0,19824,Craig Barlow,11.97,112,936,+0.17
2006,0,12760,Danny Ellis,11.98,107,893,+0.09
2006,0,23322,Brett Wetterich,12.0,130,1083,+0.04
2006,0,23614,Rich Beem,12.01,119,991,+0.09
2006,0,21407,Arjun Atwal,12.03,159,1322,+0.19
2006,0,12662,Thomas Levet,12.1,83,686,+0.20
2006,0,23623,Bo Van Pelt,12.1,162,1339,+0.11
2006,0,6034,Marco Dawson,12.12,147,1213,+0.08
2006,0,20121,Todd Fischer,12.21,168,1376,+0.12
2006,0,27120,Troy Matteson,12.22,172,1408,+0.05
2006,0,8835,Kris Cox,12.23,138,1128,+0.09
2006,0,20382,Stephen Leaney,12.25,143,1167,+0.20
2006,0,21660,Jason Schultz,12.25,128,1045,+0.16
2006,0,7867,Woody Austin,12.27,169,1377,+0.08
2006,0,1024,Billy Andrade,12.29,116,944,+0.13
2006,0,27095,Nick Watney,12.31,163,1324,+0.04
2006,0,25842,Jon Mills,12.36,114,922,+0.21
2006,0,11123,Chris Couch,12.41,126,1015,+0.19
2006,0,8375,Paul Stankowski,12.41,121,975,+0.03
2006,0,23048,Eric Axley,12.43,154,1239,+0.09
2006,0,20850,Daniel Chopra,12.47,179,1436,+0.04
2006,0,20574,Mathew Goggin,12.58,116,922,+0.15
2006,0,24358,Robert Garrigus,12.61,146,1158,+0.16
2006,0,2104,Jeff Sluman,12.66,160,1264,+0.18
2006,0,1941,Tom Pernice Jr.,12.67,169,1334,+0.04
2006,0,1139,Olin Browne,12.69,167,1316,+0.30
2006,0,23718,Nathan Green,12.74,174,1366,+0.05
2006,0,6515,Shaun Micheel,12.75,147,1153,+0.14
2006,0,7749,Brett Quigley,12.76,176,1379,+0.03
2006,0,28475,Jeff Overton,12.78,166,1299,-0.01
2006,0,1707,Steve Lowery,12.8,162,1266,+0.17
2006,0,12602,Dean Wilson,12.81,187,1460,+0.01
2006,0,25900,Lucas Glover,12.88,164,1273,+0.17
2006,0,23983,Luke Donald,12.94,85,657,+0.14
2006,0,8793,Tiger Woods,12.97,69,532,-0.19
2006,0,25240,D.A. Points,12.99,145,1116,+0.19
2006,0,11011,Mike Sposa,13.01,118,907,+0.08
2006,0,24924,Bill Haas,13.02,174,1336,+0.05
2006,0,20378,Mathias Grönberg,13.03,162,1243,+0.09
2006,0,20105,Jeff Gove,13.05,158,1211,+0.10
2006,0,1761,Len Mattiace,13.05,107,820,+0.20
2006,0,20548,Hidemichi Tanaka,13.05,133,1019,+0.29
2006,0,1249,John Daly,13.12,79,602,+0.19
2006,0,21731,Freddie Jacobson,13.15,103,783,+0.15
2006,0,12755,Vance Veazey,13.21,109,825,+0.06
2006,0,20472,Alex Cejka,13.25,168,1268,+0.12
2006,0,24140,Sean O'Hair,13.27,156,1176,+0.13
2006,0,21209,Sergio Garcia,13.32,77,578,+0.17
2006,0,22405,Justin Rose,13.33,169,1268,+0.07
2006,0,1810,Phil Mickelson,13.38,99,740,+0.10
2006,0,12680,Shigeki Maruyama,13.44,165,1228,+0.07
2006,0,6197,Michael Allen,13.54,159,1174,+0.09
2006,0,10423,Mike Weir,13.54,130,960,+0.14
2006,0,1677,Tom Lehman,13.55,98,723,+0.12
2006,0,21961,Charles Howell III,13.58,161,1186,E
2006,0,1329,Brad Faxon,13.64,145,1063,+0.12
2006,0,6575,Dudley Hart,13.66,156,1142,+0.15
2006,0,12660,Jesper Parnevik,13.66,156,1142,+0.03
2006,0,10565,Ian Leggatt,13.69,145,1059,+0.18
2006,0,25936,Alex Aragon,13.75,117,851,+0.03
2006,0,25935,John Engler Jr.,13.9,130,935,+0.22
2006,0,23349,Charles Warren,13.95,167,1197,+0.07
2006,0,7013,Wes Short Jr.,14.04,181,1289,+0.17
2006,0,22046,Geoff Ogilvy,14.08,107,760,+0.09
2006,0,6567,Vijay Singh,14.13,174,1231,+0.02
2006,0,24502,Adam Scott,14.19,103,726,+0.15
2006,0,2223,Bob Tway,14.23,147,1033,+0.13
2006,0,27770,Camilo Villegas,14.26,173,1213,-0.01
2006,0,23135,Tim Clark,14.27,129,904,+0.22
2006,0,20229,Stewart Cink,14.3,147,1028,+0.14
2006,0,23497,Tag Ridings,14.33,195,1361,+0.14
2006,0,12782,Tim Herron,14.36,134,933,+0.19
2006,0,1945,Kenny Perry,14.4,125,868,+0.16
2006,0,21350,Ryuji Imada,14.43,197,1365,+0.09
2006,0,6004,Stephen Ames,14.46,97,671,+0.26
2006,0,27141,J.B. Holmes,14.51,136,937,+0.04
2006,0,20628,Arron Oberholser,14.51,136,937,+0.12
2006,0,6595,Kevin Sutherland,14.52,194,1336,+0.14
2006,0,12510,Chad Campbell,14.55,148,1017,+0.18
2006,0,27943,Matt Hansen,14.58,134,919,+0.08
2006,0,20572,Rod Pampling,14.67,143,975,+0.09
2006,0,7223,Brian Bateman,14.7,133,905,+0.19
2006,0,25632,Jimmy Walker,14.85,120,808,+0.13
2006,0,1226,Fred Couples,14.88,79,531,-0.03
2006,0,23616,Ryan Hietala,15.07,124,823,+0.15
2006,0,20098,Stuart Appleby,15.15,140,924,E
2006,0,1706,Davis Love III,15.21,136,894,+0.12
2006,0,25804,Bubba Watson,15.29,168,1099,+0.01
2006,0,1577,Lee Janzen,15.36,164,1068,+0.20
2006,0,20634,Peter Lonard,15.44,147,952,+0.20
2006,0,6350,Bob May,15.45,133,861,+0.03
2006,0,23621,Rory Sabbatini,15.49,153,988,+0.12
2006,0,23353,J.J. Henry,15.54,184,1184,+0.20
2006,0,1887,Mark O'Meara,15.57,95,610,+0.08
2006,0,20766,Padraig Harrington,15.6,83,532,+0.06
2006,0,25345,Carl Pettersson,15.77,179,1135,+0.08
2006,0,23409,James Driscoll,16.67,186,1116,+0.10
2006,0,6522,Ernie Els,16.77,112,668,+0.02
2006,0,12823,Carlos Franco,16.85,202,1199,+0.15
2006,0,20157,Retief Goosen,19.63,126,642,+0.14
2006,0,9011,David Duval,19.97,159,796,+0.19
2005,0,21753,Brian Davis,6.28,62,987,+0.18
2005,0,12826,Paul Claxton,7.07,74,1046,+0.22
2005,0,19972,José Coceres,7.69,58,754,+0.21
2005,0,2239,Scott Verplank,7.88,79,1002,+0.28
2005,0,20623,Gavin Coles,7.97,78,979,+0.10
2005,0,20127,Chris Riley,8.04,58,721,+0.33
2005,0,1928,Corey Pavin,8.32,80,962,+0.15
2005,0,6621,Joe Durant,8.41,88,1046,+0.03
2005,0,2214,Kirk Triplett,8.49,57,671,+0.32
2005,0,1142,Bart Bryant,8.55,99,1158,+0.20
2005,0,8385,Omar Uresti,8.59,96,1117,+0.06
2005,0,20812,Tjaart van der Walt,8.59,67,780,+0.12
2005,0,19881,Robert Damron,8.64,107,1239,+0.21
2005,0,26758,David Hearn,8.71,80,919,+0.11
2005,0,1381,Fred Funk,8.88,110,1239,+0.25
2005,0,2010,Loren Roberts,8.99,64,712,+0.17
2005,0,1766,Billy Mayfair,9.03,136,1506,+0.13
2005,0,1226,Fred Couples,9.1,66,725,+0.15
2005,0,1677,Tom Lehman,9.28,71,765,+0.23
2005,0,1487,Jeff Hart,9.31,79,849,+0.19
2005,0,20474,Phillip Price,9.36,95,1015,+0.04
2005,0,2101,Joey Sindelar,9.38,136,1450,+0.17
2005,0,22295,Darron Stiles,9.52,101,1061,+0.16
2005,0,8123,Jeff Brehaut,9.67,90,931,+0.12
2005,0,1132,Mark Brooks,9.67,94,972,+0.18
2005,0,10425,Jay Williamson,9.74,72,739,+0.11
2005,0,1219,John Cook,9.79,90,919,+0.13
2005,0,24024,Zach Johnson,10.15,121,1192,+0.17
2005,0,12454,Mario Tiziani,10.17,92,905,+0.11
2005,0,1388,Robert Gamez,10.2,126,1235,+0.24
2005,0,21806,Paul Gow,10.26,106,1033,+0.26
2005,0,1797,Rocco Mediate,10.34,99,957,+0.04
2005,0,2246,Duffy Waldorf,10.39,113,1088,+0.05
2005,0,21949,Joe Ogilvie,10.4,123,1183,+0.11
2005,0,23349,Charles Warren,10.4,126,1211,-0.03
2005,0,19824,Craig Barlow,10.44,106,1015,+0.06
2005,0,20099,Doug Barron,10.44,102,977,+0.08
2005,0,10201,Matt Gogel,10.47,111,1060,+0.10
2005,0,22621,Ben Curtis,10.57,81,766,+0.20
2005,0,24138,Ian Poulter,10.57,59,558,+0.14
2005,0,20160,Charlie Wi,10.58,96,907,+0.08
2005,0,25847,Rob Rashell,10.59,90,850,+0.26
2005,0,23325,Vaughn Taylor,10.63,141,1327,+0.13
2005,0,1313,Steve Elkington,10.64,87,818,+0.08
2005,0,10733,Kent Jones,10.75,145,1349,+0.14
2005,0,1887,Mark O'Meara,10.77,90,836,+0.13
2005,0,1320,Bob Estes,10.79,126,1168,+0.10
2005,0,10809,Jim Furyk,10.79,119,1103,+0.03
2005,0,10962,Bradley Hughes,10.79,78,723,+0.17
2005,0,22293,Heath Slocum,10.79,143,1325,-0.01
2005,0,1024,Billy Andrade,10.83,122,1127,+0.16
2005,0,21951,Joey Snyder III,10.83,148,1367,+0.15
2005,0,1127,Danny Briggs,10.85,103,949,+0.21
2005,0,10423,Mike Weir,10.85,79,728,+0.14
2005,0,2104,Jeff Sluman,10.87,139,1279,+0.10
2005,0,8075,Jerry Kelly,10.94,129,1179,+0.17
2005,0,1457,Jay Haas,11.0,66,600,+0.05
2005,0,1473,Todd Hamilton,11.02,122,1107,+0.15
2005,0,20121,Todd Fischer,11.03,149,1351,+0.28
2005,0,1619,Skip Kendall,11.05,120,1086,+0.13
2005,0,1139,Olin Browne,11.08,140,1263,+0.08
2005,0,20498,Briny Baird,11.15,149,1336,+0.07
2005,0,23108,Matt Kuchar,11.15,90,807,+0.11
2005,0,10885,Robert Allenby,11.24,124,1103,+0.04
2005,0,6573,Brandt Jobe,11.33,139,1227,+0.09
2005,0,1599,Steve Jones,11.33,79,697,+0.20
2005,0,11032,Frank Lickliter II,11.33,145,1280,+0.15
2005,0,10585,Scott McCarron,11.38,108,949,+0.06
2005,0,26420,Richard Johnson,11.39,76,667,+0.12
2005,0,1948,Tim Petrovic,11.52,143,1241,+0.31
2005,0,6575,Dudley Hart,11.54,129,1118,+0.19
2005,0,8537,J.P. Hayes,11.57,95,821,+0.08
2005,0,1941,Tom Pernice Jr.,11.62,157,1351,+0.01
2005,0,21805,Harrison Frazar,11.65,164,1408,+0.10
2005,0,25345,Carl Pettersson,11.66,167,1432,+0.07
2005,0,24357,K.J. Choi,11.68,93,796,+0.20
2005,0,1157,Tom Byrum,11.69,132,1129,+0.25
2005,0,2223,Bob Tway,11.7,119,1017,+0.08
2005,0,1666,Bernhard Langer,11.72,83,708,-0.04
2005,0,20382,Stephen Leaney,11.75,137,1166,+0.15
2005,0,1927,Dennis Paulson,11.76,103,876,+0.13
2005,0,20691,Greg Owen,11.8,125,1059,+0.09
2005,0,22548,Patrick Sheehan,11.87,175,1474,+0.14
2005,0,20628,Arron Oberholser,11.9,91,765,+0.01
2005,0,1685,J.L. Lewis,11.92,149,1250,+0.17
2005,0,28088,Matt Davidson,11.94,88,737,+0.09
2005,0,6599,John Elliott,11.94,93,779,+0.20
2005,0,23614,Rich Beem,11.95,90,753,+0.11
2005,0,20472,Alex Cejka,11.97,128,1069,+0.17
2005,0,1042,Paul Azinger,11.98,107,893,+0.25
2005,0,1724,Jeff Maggert,12.0,107,892,+0.15
2005,0,2106,Chris Smith,12.0,155,1292,+0.19
2005,0,26287,Roland Thatcher,12.0,122,1017,+0.16
2005,0,24290,D.J. Brigman,12.01,114,949,+0.11
2005,0,1761,Len Mattiace,12.01,137,1141,+0.10
2005,0,8545,Glen Hnatiuk,12.03,92,765,+0.05
2005,0,20645,John Senden,12.04,166,1379,+0.08
2005,0,1823,Larry Mize,12.11,81,669,+0.22
2005,0,21878,Mark Wilson,12.13,118,973,+0.21
2005,0,2206,David Toms,12.15,114,938,-0.01
2005,0,24227,Justin Bolli,12.2,107,877,+0.05
2005,0,23320,Ryan Palmer,12.2,152,1246,+0.11
2005,0,23353,J.J. Henry,12.21,163,1335,+0.01
2005,0,12602,Dean Wilson,12.22,146,1195,+0.08
2005,0,1329,Brad Faxon,12.28,111,904,+0.05
2005,0,21498,Hideto Tanihara,12.29,82,667,+0.33
2005,0,10860,Justin Leonard,12.32,105,852,+0.01
2005,0,8725,Tom Gillis,12.34,129,1045,+0.20
2005,0,1161,Mark Calcavecchia,12.37,141,1140,+0.11
2005,0,20572,Rod Pampling,12.38,125,1010,+0.13
2005,0,21633,Steve Allan,12.47,163,1307,+0.17
2005,0,22913,John Rollins,12.47,155,1243,+0.14
2005,0,6373,José María Olazábal,12.48,75,601,+0.16
2005,0,21959,Ted Purdy,12.54,189,1507,+0.13
2005,0,20548,Hidemichi Tanaka,12.54,178,1420,+0.14
2005,0,20094,Jonathan Kaye,12.57,120,955,+0.07
2005,0,7867,Woody Austin,12.6,169,1341,+0.11
2005,0,21961,Charles Howell III,12.6,137,1087,-0.04
2005,0,1035,Tommy Armour III,12.65,174,1376,+0.16
2005,0,7457,Steve Flesch,12.67,122,963,+0.16
2005,0,24925,Jonathan Byrd,12.71,176,1385,+0.03
2005,0,1418,Bill Glasson,12.71,85,669,+0.26
2005,0,23036,Chris Anderson,12.72,110,865,+0.23
2005,0,22046,Geoff Ogilvy,12.74,144,1130,+0.03
2005,0,25240,D.A. Points,12.75,160,1255,+0.16
2005,0,22405,Justin Rose,12.76,169,1324,+0.02
2005,0,12782,Tim Herron,12.81,151,1179,+0.03
2005,0,24507,Jason Bohn,12.9,156,1209,+0.05
2005,0,20396,Lee Westwood,12.92,65,503,+0.25
2005,0,6251,Chris DiMarco,12.95,114,880,+0.11
2005,0,1707,Steve Lowery,12.97,170,1311,+0.19
2005,0,23623,Bo Van Pelt,12.98,184,1418,+0.01
2005,0,1175,Jim Carter,13.02,109,837,+0.17
2005,0,6595,Kevin Sutherland,13.03,151,1159,+0.13
2005,0,24980,Scott Gutschewski,13.04,142,1089,-0.04
2005,0,23788,D.J. Trahan,13.12,141,1075,+0.15
2005,0,20502,Michael Long,13.13,128,975,+0.31
2005,0,1723,Andrew Magee,13.16,143,1087,+0.17
2005,0,6515,Shaun Micheel,13.17,130,987,+0.19
2005,0,24912,Will MacKenzie,13.18,134,1017,+0.28
2005,0,27095,Nick Watney,13.19,164,1243,+0.05
2005,0,1553,John Huston,13.22,158,1195,+0.11
2005,0,24361,Pat Perez,13.26,150,1131,+0.11
2005,0,6567,Vijay Singh,13.28,173,1303,-0.05
2005,0,22371,Aaron Baddeley,13.29,152,1144,+0.04
2005,0,25396,Kevin Na,13.33,156,1170,+0.04
2005,0,12645,Brent Geiberger,13.35,106,794,+0.10
2005,0,6034,Marco Dawson,13.42,153,1140,+0.03
2005,0,24781,Hunter Mahan,13.73,189,1377,+0.10
2005,0,8793,Tiger Woods,13.73,112,816,+0.03
2005,0,23135,Tim Clark,13.75,136,989,+0.10
2005,0,20378,Mathias Grönberg,13.75,111,807,+0.14
2005,0,12652,Cameron Beckman,13.76,176,1279,+0.17
2005,0,21407,Arjun Atwal,13.8,121,877,+0.08
2005,0,19846,Brian Gay,13.85,191,1379,+0.23
2005,0,6332,Neal Lancaster,13.89,184,1325,+0.12
2005,0,20229,Stewart Cink,13.94,148,1062,+0.05
2005,0,7223,Brian Bateman,13.95,182,1305,+0.15
2005,0,24604,Hunter Haas,13.96,154,1103,+0.08
2005,0,20098,Stuart Appleby,14.07,130,924,+0.03
2005,0,20634,Peter Lonard,14.07,141,1002,+0.17
2005,0,24140,Sean O'Hair,14.34,182,1269,+0.14
2005,0,23497,Tag Ridings,14.42,183,1269,+0.16
2005,0,23983,Luke Donald,14.47,89,615,+0.02
2005,0,20433,Mark Hensby,14.48,106,732,+0.33
2005,0,21731,Freddie Jacobson,14.55,124,852,+0.09
2005,0,1577,Lee Janzen,14.62,136,930,E
2005,0,8931,Glen Day,14.63,159,1087,+0.13
2005,0,26679,Kevin Stadler,14.68,188,1281,+0.07
2005,0,23541,Ben Crane,14.74,143,970,+0.20
2005,0,6004,Stephen Ames,14.76,134,908,+0.12
2005,0,12680,Shigeki Maruyama,14.82,182,1228,+0.13
2005,0,23725,Brendan Jones,14.84,164,1105,+0.05
2005,0,12662,Thomas Levet,14.86,81,545,+0.20
2005,0,20850,Daniel Chopra,14.88,211,1418,+0.01
2005,0,6197,Michael Allen,14.92,175,1173,+0.14
2005,0,1945,Kenny Perry,14.93,133,891,+0.02
2005,0,21350,Ryuji Imada,15.18,157,1034,+0.11
2005,0,1706,Davis Love III,15.2,133,875,+0.14
2005,0,24502,Adam Scott,15.25,111,728,+0.03
2005,0,10117,Bob Heintz,15.29,143,935,+0.14
2005,0,12660,Jesper Parnevik,15.33,162,1057,+0.09
2005,0,23409,James Driscoll,15.43,148,959,+0.03
2005,0,1810,Phil Mickelson,15.45,125,809,-0.07
2005,0,12510,Chad Campbell,15.53,169,1088,+0.23
2005,0,1249,John Daly,15.55,135,868,+0.13
2005,0,10912,Craig Perks,15.55,141,907,+0.19
2005,0,23322,Brett Wetterich,15.62,161,1031,+0.10
2005,0,23552,Hank Kuehne,15.67,175,1117,+0.02
2005,0,7749,Brett Quigley,15.72,197,1253,+0.05
2005,0,25900,Lucas Glover,15.8,185,1171,+0.08
2005,0,23621,Rory Sabbatini,15.96,147,921,+0.07
2005,0,1361,Dan Forsman,16.35,113,691,+0.01
2005,0,20663,Brenden Pappas,16.69,119,713,+0.04
2005,0,23540,Jason Allred,16.75,165,985,+0.04
2005,0,6527,Steve Stricker,17.11,148,865,-0.05
2005,0,8993,Franklin Langham,17.12,203,1186,+0.19
2005,0,12823,Carlos Franco,17.26,164,950,+0.08
2005,0,20157,Retief Goosen,17.62,111,630,+0.03
2005,0,20766,Padraig Harrington,18.03,106,588,+0.16
2005,0,21209,Sergio Garcia,18.16,138,760,+0.02
2005,0,23063,Scott Hend,18.87,187,991,+0.15
2004,0,2239,Scott Verplank,4.98,52,1044,+0.06
2004,0,1920,Craig Parry,6.63,35,528,+0.03
2004,0,6621,Joe Durant,7.03,81,1152,+0.07
2004,0,1157,Tom Byrum,7.1,74,1042,+0.15
2004,0,1766,Billy Mayfair,7.25,102,1407,+0.27
2004,0,1797,Rocco Mediate,7.39,43,582,+0.14
2004,0,10201,Matt Gogel,7.43,79,1063,+0.05
2004,0,1677,Tom Lehman,7.49,65,868,-0.06
2004,0,1320,Bob Estes,7.72,63,816,+0.17
2004,0,22293,Heath Slocum,7.99,98,1227,+0.20
2004,0,2214,Kirk Triplett,8.48,85,1002,+0.06
2004,0,2010,Loren Roberts,8.6,87,1012,+0.23
2004,0,7363,Craig Bowden,8.62,95,1102,+0.28
2004,0,1941,Tom Pernice Jr.,8.64,112,1296,+0.11
2004,0,1928,Corey Pavin,8.66,88,1016,+0.11
2004,0,1381,Fred Funk,8.83,108,1223,+0.08
2004,0,12753,David Morland IV,8.83,85,963,+0.28
2004,0,10213,Dicky Pride,9.15,78,852,+0.23
2004,0,19824,Craig Barlow,9.16,97,1059,+0.06
2004,0,1219,John Cook,9.23,68,737,+0.25
2004,0,24024,Zach Johnson,9.26,123,1328,+0.01
2004,0,8385,Omar Uresti,9.28,105,1132,+0.10
2004,0,8075,Jerry Kelly,9.51,123,1294,+0.03
2004,0,2246,Duffy Waldorf,9.55,89,932,+0.08
2004,0,1142,Bart Bryant,9.6,92,958,+0.15
2004,0,8537,J.P. Hayes,9.61,95,989,+0.12
2004,0,23320,Ryan Palmer,9.61,131,1363,+0.08
2004,0,10585,Scott McCarron,9.63,110,1142,-0.08
2004,0,8123,Jeff Brehaut,9.64,137,1421,+0.25
2004,0,19972,José Coceres,9.73,87,894,+0.15
2004,0,20029,Notah Begay III,9.74,91,934,+0.21
2004,0,1161,Mark Calcavecchia,9.81,91,928,+0.16
2004,0,2206,David Toms,9.81,82,836,+0.01
2004,0,1329,Brad Faxon,9.84,100,1016,+0.01
2004,0,1926,Steve Pate,9.87,92,932,+0.13
2004,0,24925,Jonathan Byrd,9.88,103,1042,+0.01
2004,0,2099,Scott Simpson,10.03,74,738,+0.19
2004,0,21959,Ted Purdy,10.09,152,1506,+0.03
2004,0,6595,Kevin Sutherland,10.11,106,1048,+0.15
2004,0,21949,Joe Ogilvie,10.19,131,1285,+0.06
2004,0,20127,Chris Riley,10.19,85,834,+0.20
2004,0,10733,Kent Jones,10.38,137,1320,+0.23
2004,0,1527,Scott Hoch,10.4,67,644,+0.03
2004,0,8339,Spike McRoy,10.42,123,1180,+0.11
