YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
2014,134,0,32640,Troy Merritt,"9' 6""",18.917,2,18,"10"""
2014,135,0,32200,Roberto Castro,"9' 5""",28.25,3,17,5
2014,136,0,26951,Johnson Wagner,"9' 4""",46.5,5,23,2
2014,137,0,30944,Jason Kokrak,"9' 1""",27.167,3,15,"10"""
2014,138,0,32334,Charlie Beljan,"9' 0""",54.0,6,19,2
2014,139,0,32448,James Hahn,"8' 10""",53.167,6,14,2
2014,140,0,35300,Andrew Loupe,"8' 9""",26.333,3,20,1
2014,141,0,24358,Robert Garrigus,"8' 8""",25.917,3,10,6
2014,142,0,25632,Jimmy Walker,"8' 6""",34.083,4,14,4
2014,143,0,25804,Bubba Watson,"8' 3""",49.5,6,19,2
2014,144,0,32102,Rickie Fowler,"8' 2""",16.25,2,12,4
2014,144,0,30750,Tommy Gainey,"8' 2""",24.5,3,10,7
2014,146,0,37273,Derek Ernst,"7' 11""",7.917,1,8,8
2014,146,0,26289,Boo Weekley,"7' 11""",7.917,1,8,8
2014,148,0,10423,Mike Weir,"7' 10""",15.667,2,14,2
2014,149,0,24781,Hunter Mahan,"7' 9""",15.5,2,10,5
2014,150,0,34431,Robert Streb,"7' 4""",22.083,3,12,3
2014,151,0,34098,Russell Henley,"6' 11""",27.667,4,9,3
2014,152,0,20593,Greg Chalmers,"6' 10""",6.833,1,7,7
2014,153,0,31560,Brian Stuard,"6' 7""",26.25,4,10,2
2014,154,0,20098,Stuart Appleby,"6' 6""",6.5,1,7,7
2014,154,0,23409,James Driscoll,"6' 6""",12.917,2,11,2
2014,156,0,33141,Keegan Bradley,"6' 5""",19.25,3,15,1
2014,157,0,30925,Dustin Johnson,"5' 11""",23.583,4,10,2
2014,158,0,32150,Michael Thompson,"5' 9""",11.417,2,6,5
2014,159,0,27963,Chris Stroud,"5' 8""",5.667,1,6,6
2014,160,0,22621,Ben Curtis,"5' 7""",11.167,2,11,"1"""
2014,161,0,24663,Y.E. Yang,"5' 3""",10.5,2,7,4
2014,162,0,12510,Chad Campbell,"5' 2""",10.333,2,9,"11"""
2014,162,0,31557,Jim Herman,"5' 2""",10.333,2,9,1
2014,164,0,29461,Jamie Lovemark,"5' 0""",10.0,2,7,3
2014,165,0,21209,Sergio Garcia,"4' 9""",4.75,1,5,5
2014,166,0,8075,Jerry Kelly,"4' 5""",8.833,2,5,4
2014,167,0,20498,Briny Baird,"3' 10""",3.833,1,4,4
2014,168,0,10885,Robert Allenby,"3' 9""",3.75,1,4,4
2014,168,0,34264,Hudson Swafford,"3' 9""",14.833,4,6,1
2013,1,0,28679,Fabián Gómez,"52' 6""",52.5,1,53,53
2013,2,0,32150,Michael Thompson,"40' 0""",120.083,3,56,15
2013,3,0,23452,Nicolas Colsaerts,"39' 4""",78.583,2,64,15
2013,4,0,19970,Robert Karlsson,"37' 7""",75.083,2,63,12
2013,5,0,24663,Y.E. Yang,"36' 11""",36.917,1,37,37
2013,6,0,10885,Robert Allenby,"34' 9""",34.75,1,35,35
2013,7,0,22295,Darron Stiles,"32' 9""",65.5,2,42,24
2013,8,0,28092,D.H. Lee,"31' 0""",62.0,2,36,26
2013,9,0,27095,Nick Watney,"30' 7""",122.25,4,68,12
2013,10,0,25274,Steven Bowditch,"30' 4""",60.583,2,45,16
2013,11,0,24024,Zach Johnson,"30' 3""",90.833,3,60,15
2013,12,0,20645,John Senden,"29' 8""",59.333,2,46,13
2013,13,0,26476,Chez Reavie,"29' 6""",88.5,3,50,15
2013,14,0,12510,Chad Campbell,"29' 2""",116.5,4,40,17
2013,15,0,22405,Justin Rose,"28' 11""",57.75,2,48,10
2013,16,0,27963,Chris Stroud,"27' 6""",55.0,2,36,19
2013,17,0,21099,David Lynn,"26' 9""",80.333,3,33,18
2013,18,0,32200,Roberto Castro,"26' 7""",185.917,7,61,3
2013,19,0,28455,Will Claxton,"26' 5""",52.75,2,50,3
2013,20,0,33461,Morgan Hoffmann,"25' 10""",77.583,3,55,8
2013,21,0,26331,Charl Schwartzel,"25' 9""",25.75,1,26,26
2013,22,0,30750,Tommy Gainey,"25' 6""",25.5,1,26,26
2013,23,0,30711,Colt Knost,"25' 4""",50.583,2,47,4
2013,24,0,34261,Scott Langley,"24' 6""",97.833,4,56,6
2013,25,0,25632,Jimmy Walker,"24' 1""",120.25,5,53,5
2013,26,0,21528,Henrik Stenson,"24' 0""",143.833,6,45,9
2013,27,0,31323,Gary Woodland,"23' 10""",142.75,6,42,8
2013,28,0,24494,Erik Compton,"23' 8""",70.917,3,33,11
2013,28,0,25345,Carl Pettersson,"23' 8""",71.0,3,44,8
2013,30,0,28089,Jason Day,"23' 4""",140.083,6,39,5
2013,30,0,21209,Sergio Garcia,"23' 4""",139.75,6,46,2
2013,32,0,30944,Jason Kokrak,"22' 11""",114.75,5,36,8
2013,33,0,29425,Andrew Svoboda,"22' 8""",45.333,2,32,14
2013,34,0,28780,Nicholas Thompson,"22' 3""",89.0,4,72,2
2013,35,0,33141,Keegan Bradley,"22' 1""",154.333,7,42,6
2013,35,0,23621,Rory Sabbatini,"22' 1""",110.5,5,50,5
2013,37,0,25686,Jason Dufner,"21' 9""",21.75,1,22,22
2013,38,0,20229,Stewart Cink,"21' 8""",43.333,2,22,22
2013,39,0,27895,Jonas Blixt,"21' 6""",64.417,3,25,16
2013,40,0,31560,Brian Stuard,"21' 0""",41.917,2,33,9
2013,41,0,22371,Aaron Baddeley,"20' 10""",104.25,5,29,6
2013,42,0,34099,Harris English,"20' 8""",103.417,5,33,4
2013,42,0,6573,Brandt Jobe,"20' 8""",82.583,4,34,7
2013,44,0,23108,Matt Kuchar,"20' 6""",143.5,7,51,2
2013,45,0,10809,Jim Furyk,"20' 4""",40.667,2,23,18
2013,46,0,27503,Steve LeBrun,"19' 11""",39.833,2,21,19
2013,47,0,12716,Charley Hoffman,"19' 4""",115.833,6,62,5
2013,48,0,26300,Matt Jones,"19' 3""",77.083,4,38,3
2013,49,0,30163,Henrik Norlander,"19' 2""",38.25,2,27,11
2013,49,0,26679,Kevin Stadler,"19' 2""",57.583,3,40,4
2013,49,0,30110,Kyle Stanley,"19' 2""",134.167,7,43,2
2013,52,0,30852,Ryo Ishikawa,"19' 1""",38.167,2,26,12
2013,52,0,21731,Freddie Jacobson,"19' 1""",95.25,5,25,14
2013,54,0,29740,Brad Fritsch,"18' 10""",113.083,6,72,3
2013,54,0,21878,Mark Wilson,"18' 10""",37.667,2,19,19
2013,56,0,27408,Martin Kaymer,"18' 4""",36.583,2,19,18
2013,57,0,34046,Jordan Spieth,"17' 11""",89.5,5,29,6
2013,57,0,25804,Bubba Watson,"17' 11""",89.667,5,37,5
2013,59,0,28259,Sangmoon Bae,"17' 8""",17.667,1,18,18
2013,59,0,23497,Tag Ridings,"17' 8""",53.083,3,41,4
2013,61,0,25444,Justin Hicks,"17' 6""",69.833,4,53,1
2013,62,0,32448,James Hahn,"17' 3""",86.417,5,43,2
2013,62,0,27644,Brian Harman,"17' 3""",86.333,5,62,3
2013,64,0,22806,Doug LaBelle II,"17' 2""",51.5,3,37,6
2013,65,0,6527,Steve Stricker,"16' 11""",50.667,3,23,7
2013,66,0,32102,Rickie Fowler,"16' 9""",100.667,6,37,3
2013,66,0,25900,Lucas Glover,"16' 9""",33.417,2,21,13
2013,68,0,27436,Graham DeLaet,"16' 5""",82.083,5,33,6
2013,69,0,20691,Greg Owen,"16' 3""",113.5,7,31,"11"""
2013,70,0,27933,John Merrick,"16' 2""",97.083,6,46,6
2013,71,0,29518,Brendan Steele,"16' 1""",48.167,3,31,7
2013,72,0,29479,Scott Brown,"15' 10""",63.25,4,48,3
2013,72,0,31202,William McGirt,"15' 10""",63.167,4,24,8
2013,72,0,29289,S.Y. Noh,"15' 10""",31.583,2,23,8
2013,72,0,25818,Scott Piercy,"15' 10""",79.167,5,25,11
2013,76,0,36884,Ben Kohles,"15' 7""",46.667,3,19,11
2013,76,0,8793,Tiger Woods,"15' 7""",93.333,6,20,9
2013,78,0,35139,Richard Lee,"15' 3""",30.5,2,17,13
2013,79,0,24490,George McNeill,"15' 2""",106.25,7,58,"6"""
2013,80,0,34360,Patrick Reed,"15' 0""",119.833,8,48,6
2013,81,0,24781,Hunter Mahan,"14' 8""",29.333,2,24,5
2013,82,0,23638,Brendon de Jonge,"14' 6""",43.583,3,26,7
2013,82,0,23353,J.J. Henry,"14' 6""",72.667,5,25,8
2013,84,0,24138,Ian Poulter,"13' 10""",27.667,2,16,12
2013,85,0,32334,Charlie Beljan,"13' 8""",41.083,3,22,9
2013,86,0,26497,Casey Wittenberg,"13' 7""",13.583,1,14,14
2013,87,0,23135,Tim Clark,"13' 3""",39.75,3,32,4
2013,88,0,6567,Vijay Singh,"12' 11""",12.917,1,13,13
2013,89,0,24357,K.J. Choi,"12' 7""",25.083,2,16,9
2013,90,0,25572,Graeme McDowell,"12' 6""",25.0,2,20,5
2013,90,0,23623,Bo Van Pelt,"12' 6""",37.5,3,18,4
2013,92,0,22056,Cameron Percy,"12' 1""",24.167,2,20,5
2013,93,0,21961,Charles Howell III,"12' 0""",72.167,6,16,4
2013,94,0,28500,Martin Flores,"11' 10""",71.083,6,39,4
2013,94,0,20766,Padraig Harrington,"11' 10""",35.583,3,19,8
2013,94,0,8075,Jerry Kelly,"11' 10""",23.667,2,14,9
2013,94,0,27120,Troy Matteson,"11' 10""",35.5,3,28,2
2013,98,0,24846,Ricky Barnes,"11' 9""",11.75,1,12,12
2013,98,0,24140,Sean O'Hair,"11' 9""",47.0,4,15,10
2013,98,0,24502,Adam Scott,"11' 9""",46.917,4,15,5
2013,101,0,27129,Luke List,"11' 7""",34.833,3,13,11
2013,102,0,26596,Ryan Moore,"11' 6""",45.833,4,24,"6"""
2013,102,0,23788,D.J. Trahan,"11' 6""",22.917,2,15,8
2013,104,0,20104,Ken Duke,"11' 4""",22.583,2,16,7
2013,104,0,27649,Brandt Snedeker,"11' 4""",56.5,5,22,4
2013,106,0,24399,Scott Gardiner,"11' 3""",45.0,4,13,8
2013,107,0,21753,Brian Davis,"11' 2""",11.167,1,11,11
2013,107,0,28307,Matt Every,"11' 2""",55.75,5,21,2
2013,109,0,22792,Peter Hanson,"10' 10""",21.583,2,18,4
2013,109,0,28237,Rory McIlroy,"10' 10""",43.167,4,18,5
2013,109,0,23320,Ryan Palmer,"10' 10""",21.583,2,15,7
2013,109,0,25336,Alistair Presnell,"10' 10""",43.25,4,26,2
2013,113,0,20098,Stuart Appleby,"10' 9""",21.417,2,20,1
2013,114,0,27770,Camilo Villegas,"10' 8""",53.333,5,20,4
2013,115,0,2206,David Toms,"10' 6""",20.917,2,13,8
2013,115,0,20160,Charlie Wi,"10' 6""",21.0,2,15,6
2013,117,0,27556,Ted Potter Jr.,"10' 5""",20.833,2,20,1
2013,118,0,34098,Russell Henley,"10' 2""",50.75,5,25,2
2013,118,0,30692,Scott Stallings,"10' 2""",20.25,2,16,4
2013,120,0,6004,Stephen Ames,"10' 1""",20.167,2,12,8
2013,121,0,22913,John Rollins,"10' 0""",20.0,2,15,5
2013,122,0,30926,Chris Kirk,"9' 9""",97.333,10,34,1
2013,123,0,24361,Pat Perez,"9' 6""",18.917,2,16,3
2013,124,0,34409,David Lingmerth,"9' 2""",27.417,3,11,8
2013,125,0,23409,James Driscoll,"9' 1""",9.083,1,9,9
2013,126,0,23800,Bryce Molder,"8' 10""",17.667,2,16,2
2013,126,0,20443,Jin Park,"8' 10""",8.833,1,9,9
2013,126,0,27214,Kevin Streelman,"8' 10""",44.25,5,18,3
2013,129,0,33419,Cameron Tringale,"8' 8""",43.417,5,21,1
2013,130,0,37273,Derek Ernst,"8' 6""",17.0,2,11,7
2013,131,0,31557,Jim Herman,"8' 5""",8.417,1,8,8
2013,132,0,34174,John Huh,"8' 3""",24.833,3,15,1
2013,133,0,12782,Tim Herron,"7' 11""",23.667,3,10,6
2013,133,0,26851,Marc Leishman,"7' 11""",15.833,2,13,3
2013,135,0,32366,Kevin Chappell,"7' 7""",45.333,6,16,1
2013,136,0,30925,Dustin Johnson,"7' 6""",37.583,5,13,3
2013,136,0,33418,Shawn Stefani,"7' 6""",15.0,2,13,2
2013,138,0,24924,Bill Haas,"7' 4""",14.667,2,9,6
2013,139,0,27936,Martin Laird,"7' 3""",36.083,5,12,5
2013,140,0,10860,Justin Leonard,"7' 0""",20.917,3,12,3
2013,141,0,20593,Greg Chalmers,"6' 10""",6.833,1,7,7
2013,142,0,25834,Daniel Summerhays,"6' 9""",20.25,3,14,2
2013,142,0,27330,Josh Teater,"6' 9""",20.333,3,10,4
2013,144,0,23541,Ben Crane,"6' 8""",13.333,2,7,6
2013,145,0,28475,Jeff Overton,"6' 7""",26.417,4,14,2
2013,146,0,29420,Billy Horschel,"6' 4""",6.333,1,6,6
2013,147,0,1810,Phil Mickelson,"6' 3""",31.333,5,17,"3"""
2013,148,0,28135,Aaron Watkins,"6' 1""",6.083,1,6,6
2013,149,0,29221,Webb Simpson,"6' 0""",12.0,2,9,3
2013,150,0,23325,Vaughn Taylor,"5' 6""",5.5,1,6,6
2013,151,0,35539,Luke Guthrie,"5' 3""",5.25,1,5,5
2013,152,0,20848,Ángel Cabrera,"4' 11""",4.917,1,5,5
2013,153,0,34021,Bud Cauley,"4' 6""",4.5,1,5,5
2013,153,0,1320,Bob Estes,"4' 6""",13.417,3,8,3
2013,155,0,1724,Jeff Maggert,"4' 5""",8.833,2,5,3
2013,156,0,24358,Robert Garrigus,"3' 4""",6.583,2,4,3
2013,156,0,26951,Johnson Wagner,"3' 4""",3.333,1,3,3
2013,158,0,25562,Andres Romero,"3' 2""",9.583,3,7,"7"""
2013,159,0,26289,Boo Weekley,"2' 9""",8.25,3,5,"11"""
2013,160,0,34431,Robert Streb,"11""",0.917,1,1,"11"""
2012,1,0,35139,Richard Lee,"45' 5""",45.417,1,45,45
2012,2,0,33120,Mark Anderson,"43' 1""",43.083,1,43,43
2012,2,0,22378,Trevor Immelman,"43' 1""",43.083,1,43,43
2012,4,0,21731,Freddie Jacobson,"40' 5""",40.417,1,40,40
2012,5,0,24138,Ian Poulter,"39' 10""",39.833,1,40,40
2012,6,0,26300,Matt Jones,"37' 6""",74.917,2,44,31
2012,7,0,21961,Charles Howell III,"37' 5""",373.917,10,69,2
2012,8,0,32334,Charlie Beljan,"35' 7""",106.75,3,48,23
2012,9,0,31202,William McGirt,"35' 6""",35.5,1,36,36
2012,10,0,29479,Scott Brown,"35' 4""",70.583,2,69,2
2012,11,0,23541,Ben Crane,"33' 6""",268.0,8,69,15
2012,12,0,28308,Troy Kelly,"33' 5""",200.333,6,72,7
2012,13,0,1766,Billy Mayfair,"31' 1""",62.167,2,55,7
2012,14,0,20070,Matt Bettencourt,"30' 11""",61.833,2,54,8
2012,14,0,12782,Tim Herron,"30' 11""",61.833,2,46,16
2012,16,0,24507,Jason Bohn,"30' 3""",60.5,2,47,13
2012,17,0,25572,Graeme McDowell,"29' 8""",88.917,3,51,7
2012,18,0,33419,Cameron Tringale,"29' 7""",59.167,2,40,20
2012,19,0,30692,Scott Stallings,"28' 6""",142.583,5,52,3
2012,20,0,1797,Rocco Mediate,"26' 8""",186.583,7,56,2
2012,21,0,30925,Dustin Johnson,"26' 6""",79.417,3,64,7
2012,22,0,29222,Billy Hurley III,"26' 0""",52.0,2,43,9
2012,23,0,27895,Jonas Blixt,"25' 4""",177.25,7,59,5
2012,24,0,20574,Mathew Goggin,"25' 3""",75.75,3,41,12
2012,25,0,28500,Martin Flores,"24' 9""",49.5,2,28,22
2012,25,0,27466,Spencer Levin,"24' 9""",49.417,2,25,25
2012,27,0,34099,Harris English,"24' 7""",123.0,5,45,4
2012,28,0,27770,Camilo Villegas,"24' 1""",48.167,2,31,17
2012,29,0,34021,Bud Cauley,"23' 8""",71.083,3,51,7
2012,29,0,27556,Ted Potter Jr.,"23' 8""",47.25,2,29,18
2012,31,0,24502,Adam Scott,"23' 7""",118.083,5,47,2
2012,32,0,25686,Jason Dufner,"23' 6""",70.417,3,29,19
2012,33,0,28089,Jason Day,"23' 4""",93.333,4,40,11
2012,34,0,25804,Bubba Watson,"22' 11""",252.167,11,47,6
2012,35,0,30711,Colt Knost,"22' 9""",45.5,2,31,15
2012,35,0,30944,Jason Kokrak,"22' 9""",159.0,7,42,11
2012,37,0,27649,Brandt Snedeker,"22' 1""",88.333,4,32,11
2012,38,0,1116,Michael Bradley,"21' 8""",64.917,3,37,13
2012,39,0,8075,Jerry Kelly,"21' 7""",43.167,2,23,21
2012,39,0,29478,Kevin Kisner,"21' 7""",86.417,4,33,9
2012,41,0,30750,Tommy Gainey,"21' 5""",85.667,4,37,9
2012,42,0,8793,Tiger Woods,"21' 3""",85.0,4,48,2
2012,43,0,20593,Greg Chalmers,"21' 1""",84.333,4,57,7
2012,43,0,24357,K.J. Choi,"21' 1""",63.25,3,32,7
2012,43,0,8725,Tom Gillis,"21' 1""",42.083,2,38,5
2012,43,0,31558,J.J. Killeen,"21' 1""",21.083,1,21,21
2012,47,0,32102,Rickie Fowler,"20' 9""",124.417,6,34,10
2012,48,0,24358,Robert Garrigus,"20' 8""",247.5,12,66,3
2012,48,0,32698,Bobby Gates,"20' 8""",103.5,5,51,3
2012,50,0,25834,Daniel Summerhays,"20' 6""",61.5,3,39,11
2012,51,0,22371,Aaron Baddeley,"20' 5""",40.833,2,31,10
2012,51,0,24846,Ricky Barnes,"20' 5""",81.5,4,28,3
2012,53,0,20850,Daniel Chopra,"20' 4""",40.667,2,30,11
2012,54,0,21753,Brian Davis,"20' 2""",100.833,5,34,8
2012,54,0,29221,Webb Simpson,"20' 2""",60.5,3,39,10
2012,56,0,20104,Ken Duke,"19' 8""",157.167,8,48,5
2012,57,0,23623,Bo Van Pelt,"19' 2""",96.0,5,26,9
2012,58,0,22913,John Rollins,"19' 1""",57.167,3,32,3
2012,59,0,22961,David Mathis,"19' 0""",75.917,4,54,3
2012,60,0,20396,Lee Westwood,"18' 11""",75.5,4,54,4
2012,61,0,32200,Roberto Castro,"18' 10""",56.5,3,35,10
2012,62,0,23638,Brendon de Jonge,"18' 8""",130.833,7,58,3
2012,62,0,12716,Charley Hoffman,"18' 8""",130.667,7,56,4
2012,62,0,27933,John Merrick,"18' 8""",93.5,5,52,2
2012,62,0,25818,Scott Piercy,"18' 8""",130.833,7,33,11
2012,66,0,6567,Vijay Singh,"18' 6""",92.583,5,38,2
2012,67,0,11123,Chris Couch,"18' 5""",110.583,6,54,8
2012,67,0,29289,S.Y. Noh,"18' 5""",147.583,8,55,4
2012,69,0,23204,Gary Christian,"18' 4""",73.333,4,36,2
2012,69,0,30852,Ryo Ishikawa,"18' 4""",91.833,5,26,10
2012,69,0,24940,Edward Loar,"18' 4""",91.5,5,24,5
2012,69,0,24781,Hunter Mahan,"18' 4""",54.917,3,43,"9"""
2012,73,0,27330,Josh Teater,"18' 3""",109.417,6,33,"8"""
2012,73,0,23788,D.J. Trahan,"18' 3""",18.25,1,18,18
2012,75,0,10809,Jim Furyk,"18' 0""",36.0,2,28,8
2012,76,0,27064,Jhonattan Vegas,"17' 11""",53.75,3,30,7
2012,77,0,23409,James Driscoll,"17' 9""",159.917,9,43,2
2012,77,0,22548,Patrick Sheehan,"17' 9""",35.417,2,23,13
2012,79,0,27120,Troy Matteson,"17' 7""",87.917,5,60,4
2012,80,0,21209,Sergio Garcia,"17' 5""",69.583,4,39,5
2012,81,0,28455,Will Claxton,"17' 3""",68.917,4,39,4
2012,81,0,23108,Matt Kuchar,"17' 3""",69.0,4,33,4
2012,83,0,6522,Ernie Els,"17' 1""",68.25,4,22,8
2012,83,0,24024,Zach Johnson,"17' 1""",102.417,6,49,5
2012,83,0,26331,Charl Schwartzel,"17' 1""",34.167,2,30,4
2012,86,0,24663,Y.E. Yang,"16' 11""",16.917,1,17,17
2012,87,0,24494,Erik Compton,"16' 9""",83.833,5,45,5
2012,87,0,27936,Martin Laird,"16' 9""",16.75,1,17,17
2012,89,0,27644,Brian Harman,"16' 8""",182.917,11,30,7
2012,90,0,33122,Russell Knox,"16' 7""",132.917,8,46,2
2012,90,0,29926,Danny Lee,"16' 7""",33.167,2,22,11
2012,90,0,1810,Phil Mickelson,"16' 7""",49.833,3,21,13
2012,93,0,23621,Rory Sabbatini,"16' 5""",49.333,3,28,11
2012,94,0,26951,Johnson Wagner,"16' 4""",97.833,6,30,1
2012,95,0,28475,Jeff Overton,"16' 1""",96.5,6,33,4
2012,96,0,20645,John Senden,"16' 0""",64.0,4,25,8
2012,97,0,21805,Harrison Frazar,"15' 9""",78.917,5,36,2
2012,98,0,26329,Louis Oosthuizen,"15' 8""",62.667,4,32,5
2012,98,0,23325,Vaughn Taylor,"15' 8""",15.667,1,16,16
2012,98,0,27095,Nick Watney,"15' 8""",156.333,10,41,5
2012,101,0,20848,Ángel Cabrera,"15' 3""",91.5,6,59,4
2012,102,0,29420,Billy Horschel,"15' 2""",76.0,5,32,5
2012,102,0,1706,Davis Love III,"15' 2""",15.167,1,15,15
2012,104,0,32150,Michael Thompson,"15' 1""",105.5,7,38,4
2012,105,0,21528,Henrik Stenson,"15' 0""",29.917,2,19,11
2012,106,0,26476,Chez Reavie,"14' 11""",14.917,1,15,15
2012,107,0,24140,Sean O'Hair,"14' 10""",88.75,6,34,3
2012,107,0,23320,Ryan Palmer,"14' 10""",14.833,1,15,15
2012,109,0,6036,Scott Dunlap,"14' 9""",29.5,2,27,3
2012,109,0,24490,George McNeill,"14' 9""",73.667,5,32,2
2012,111,0,25240,D.A. Points,"14' 8""",73.167,5,31,2
2012,112,0,23983,Luke Donald,"14' 5""",43.25,3,23,5
2012,113,0,6251,Chris DiMarco,"14' 4""",42.917,3,23,6
2012,114,0,26287,Roland Thatcher,"14' 3""",14.25,1,14,14
2012,115,0,22046,Geoff Ogilvy,"14' 2""",56.667,4,32,5
2012,116,0,10213,Dicky Pride,"13' 11""",27.833,2,16,12
2012,117,0,32366,Kevin Chappell,"13' 9""",55.083,4,33,5
2012,118,0,1941,Tom Pernice Jr.,"13' 7""",54.25,4,31,5
2012,119,0,12652,Cameron Beckman,"13' 6""",40.417,3,30,3
2012,120,0,28087,Kris Blanks,"13' 5""",67.083,5,20,3
2012,121,0,30927,Brendon Todd,"13' 4""",40.0,3,23,5
2012,122,0,26289,Boo Weekley,"13' 1""",39.167,3,17,8
2012,123,0,30110,Kyle Stanley,"12' 11""",90.417,7,25,3
2012,123,0,27963,Chris Stroud,"12' 11""",25.833,2,18,8
2012,125,0,20229,Stewart Cink,"12' 8""",37.917,3,19,6
2012,126,0,33141,Keegan Bradley,"12' 4""",86.083,7,25,5
2012,127,0,21407,Arjun Atwal,"12' 2""",60.917,5,17,8
2012,127,0,25562,Andres Romero,"12' 2""",60.667,5,15,7
2012,127,0,25632,Jimmy Walker,"12' 2""",121.417,10,39,"11"""
2012,127,0,25892,Steve Wheatcroft,"12' 2""",60.667,5,19,1
2012,131,0,24924,Bill Haas,"12' 1""",48.417,4,23,5
2012,131,0,22405,Justin Rose,"12' 1""",36.25,3,15,10
2012,131,0,31323,Gary Woodland,"12' 1""",108.75,9,28,2
2012,134,0,1249,John Daly,"12' 0""",36.083,3,25,"5"""
2012,134,0,25345,Carl Pettersson,"12' 0""",71.917,6,46,2
2012,136,0,20691,Greg Owen,"11' 11""",11.917,1,12,12
2012,136,0,20160,Charlie Wi,"11' 11""",47.583,4,17,7
2012,138,0,23353,J.J. Henry,"11' 9""",11.75,1,12,12
2012,138,0,27302,Garth Mulroy,"11' 9""",58.833,5,27,3
2012,140,0,22621,Ben Curtis,"11' 7""",23.083,2,19,4
2012,140,0,28237,Rory McIlroy,"11' 7""",81.0,7,25,3
2012,142,0,20098,Stuart Appleby,"11' 6""",22.917,2,12,11
2012,142,0,22293,Heath Slocum,"11' 6""",34.417,3,17,7
2012,144,0,1724,Jeff Maggert,"11' 5""",80.083,7,17,7
2012,145,0,23718,Nathan Green,"11' 3""",33.667,3,16,8
2012,145,0,6573,Brandt Jobe,"11' 3""",22.5,2,11,11
2012,147,0,27436,Graham DeLaet,"10' 11""",65.583,6,34,5
2012,148,0,19970,Robert Karlsson,"10' 10""",10.833,1,11,11
2012,149,0,25396,Kevin Na,"10' 2""",10.167,1,10,10
2012,150,0,29910,Blake Adams,"10' 0""",39.917,4,20,6
2012,151,0,27141,J.B. Holmes,"9' 11""",69.417,7,21,5
2012,152,0,27060,John Mallinger,"9' 8""",29.083,3,13,5
2012,153,0,23135,Tim Clark,"9' 6""",38.083,4,14,6
2012,153,0,30926,Chris Kirk,"9' 6""",76.167,8,19,2
2012,155,0,29476,Kyle Reifers,"9' 4""",46.75,5,20,"10"""
2012,156,0,20766,Padraig Harrington,"9' 3""",18.5,2,16,3
2012,157,0,29518,Brendan Steele,"9' 1""",27.25,3,15,6
2012,158,0,24361,Pat Perez,"9' 0""",17.917,2,13,5
2012,159,0,27974,Sung Kang,"8' 10""",26.583,3,17,4
2012,159,0,25457,Alexandre Rocha,"8' 10""",8.833,1,9,9
2012,161,0,20572,Rod Pampling,"8' 7""",25.667,3,13,6
2012,161,0,2206,David Toms,"8' 7""",17.083,2,15,2
2012,163,0,23542,Tommy Biershenk,"8' 6""",16.917,2,10,7
2012,163,0,26596,Ryan Moore,"8' 6""",51.083,6,15,2
2012,165,0,23548,Bill Lunde,"8' 4""",33.417,4,16,3
2012,166,0,28093,Miguel Angel Carballo,"8' 1""",24.25,3,12,5
2012,167,0,27797,Derek Lamely,"8' 0""",15.917,2,11,5
2012,168,0,6034,Marco Dawson,"7' 11""",15.833,2,12,4
2012,169,0,21878,Mark Wilson,"7' 9""",38.667,5,15,2
2012,170,0,26758,David Hearn,"7' 2""",14.333,2,8,7
2012,171,0,6527,Steve Stricker,"7' 0""",13.917,2,11,3
2012,172,0,26851,Marc Leishman,"6' 9""",13.417,2,8,6
2012,173,0,24604,Hunter Haas,"6' 8""",19.917,3,9,5
2012,174,0,23903,Stephen Gangluff,"6' 6""",12.917,2,13,"2"""
2012,175,0,21350,Ryuji Imada,"5' 11""",5.917,1,6,6
2012,176,0,23800,Bryce Molder,"4' 11""",4.917,1,5,5
2012,177,0,12510,Chad Campbell,"4' 8""",9.25,2,7,3
2012,178,0,27214,Kevin Streelman,"4' 6""",8.917,2,8,"9"""
2012,179,0,24925,Jonathan Byrd,"4' 5""",13.167,3,5,4
2012,180,0,34174,John Huh,"2' 6""",2.5,1,3,3
2011,1,0,20160,Charlie Wi,"35' 8""",71.333,2,55,17
2011,2,0,10885,Robert Allenby,"33' 11""",67.75,2,35,32
2011,3,0,32640,Troy Merritt,"32' 10""",131.167,4,75,5
2011,3,0,27064,Jhonattan Vegas,"32' 10""",131.25,4,69,12
2011,5,0,21949,Joe Ogilvie,"31' 9""",126.917,4,52,4
2011,6,0,33413,Ben Martin,"31' 2""",156.0,5,83,6
2011,6,0,1766,Billy Mayfair,"31' 2""",155.833,5,67,10
2011,8,0,24663,Y.E. Yang,"31' 1""",31.083,1,31,31
2011,9,0,26668,Marc Turnesa,"30' 6""",61.0,2,46,15
2011,10,0,23497,Tag Ridings,"28' 9""",172.667,6,58,18
2011,11,0,31193,Jim Renner,"28' 5""",56.75,2,35,22
2011,12,0,24358,Robert Garrigus,"27' 3""",163.417,6,57,2
2011,13,0,20229,Stewart Cink,"27' 1""",81.167,3,59,10
2011,14,0,8537,J.P. Hayes,"27' 0""",81.0,3,48,12
2011,15,0,10505,Shane Bertsch,"26' 11""",53.833,2,30,24
2011,16,0,23638,Brendon de Jonge,"26' 2""",130.833,5,66,4
2011,17,0,6621,Joe Durant,"26' 0""",26.0,1,26,26
