YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
2022,0,27770,Camilo Villegas,54.8,234,427
2022,0,33490,Bo Hoag,54.75,167,305
2022,0,25900,Lucas Glover,54.43,289,531
2022,0,27095,Nick Watney,54.41,247,454
2022,0,34264,Hudson Swafford,54.05,207,383
2022,0,47856,Seth Reeves,53.94,219,406
2022,0,27895,Jonas Blixt,53.91,200,371
2022,0,27139,David Skinns,53.86,230,427
2022,0,47128,Richy Werenski,53.79,227,422
2022,0,28114,Dawie van der Walt,53.71,217,404
2022,0,46550,Brandon Hagy,53.23,280,526
2022,0,34255,Joseph Bramlett,52.86,240,454
2022,0,20229,Stewart Cink,51.82,228,440
2022,0,40006,Erik van Rooyen,51.66,156,302
2022,0,37212,Paul Barjon,51.47,227,441
2022,0,32366,Kevin Chappell,51.2,170,332
2022,0,54421,Garrick Higgo,45.77,173,378
2021,0,35450,Patrick Cantlay,67.3,282,419
2021,0,28252,Seamus Power,65.96,219,332
2021,0,21961,Charles Howell III,65.86,272,413
2021,0,25396,Kevin Na,65.12,366,562
2021,0,29221,Webb Simpson,64.95,265,408
2021,0,45526,Abraham Ancer,64.58,350,542
2021,0,49766,Hank Lebioda,64.5,258,400
2021,0,33419,Cameron Tringale,64.37,345,536
2021,0,24138,Ian Poulter,64.3,326,507
2021,0,34099,Harris English,64.02,363,567
2021,0,30926,Chris Kirk,63.88,313,490
2021,0,34098,Russell Henley,63.85,295,462
2021,0,26329,Louis Oosthuizen,63.81,275,431
2021,0,27644,Brian Harman,63.71,409,642
2021,0,22371,Aaron Baddeley,63.43,222,350
2021,0,24361,Pat Perez,63.12,368,583
2021,0,40026,Daniel Berger,63.0,281,446
2021,0,46402,Talor Gooch,63.0,349,554
2021,0,34256,Andrew Putnam,62.98,342,543
2021,0,46970,Jon Rahm,62.98,245,389
2021,0,34360,Patrick Reed,62.97,335,532
2021,0,37455,Si Woo Kim,62.87,364,579
2021,0,52375,Doug Ghim,62.77,295,470
2021,0,30692,Scott Stallings,62.76,273,435
2021,0,29535,Brice Garnett,62.5,330,528
2021,0,24924,Bill Haas,62.36,169,271
2021,0,23325,Vaughn Taylor,62.3,309,496
2021,0,35891,Cameron Smith,62.25,315,506
2021,0,24140,Sean O'Hair,62.24,183,294
2021,0,21209,Sergio Garcia,62.16,248,399
2021,0,53165,Doc Redman,62.1,290,467
2021,0,23320,Ryan Palmer,61.87,284,459
2021,0,28679,Fabián Gómez,61.85,227,367
2021,0,33448,Justin Thomas,61.81,301,487
2021,0,34431,Robert Streb,61.76,323,523
2021,0,46442,Maverick McNealy,61.7,290,470
2021,0,25364,Paul Casey,61.63,249,404
2021,0,47347,Adam Schenk,61.6,369,599
2021,0,28089,Jason Day,61.54,240,390
2021,0,33122,Russell Knox,61.43,301,490
2021,0,39971,Sungjae Im,61.41,417,679
2021,0,34046,Jordan Spieth,61.32,344,561
2021,0,33490,Bo Hoag,61.26,291,475
2021,0,47483,Will Zalatoris,61.22,292,477
2021,0,31560,Brian Stuard,61.16,381,623
2021,0,25686,Jason Dufner,61.1,322,527
2021,0,12716,Charley Hoffman,61.08,350,573
2021,0,26300,Matt Jones,61.05,384,629
2021,0,32839,Hideki Matsuyama,61.05,337,552
2021,0,28775,Nate Lashley,61.02,288,472
2021,0,27942,Rob Oppenheim,61.0,294,482
2021,0,34363,Tyrrell Hatton,60.99,222,364
2021,0,27349,Alex Noren,60.96,331,543
2021,0,25818,Scott Piercy,60.94,298,489
2021,0,32640,Troy Merritt,60.9,380,624
2021,0,48119,Ben Taylor,60.86,185,304
2021,0,34174,John Huh,60.83,219,360
2021,0,27770,Camilo Villegas,60.8,290,477
2021,0,46717,Viktor Hovland,60.77,285,469
2021,0,33486,Roger Sloan,60.74,280,461
2021,0,35532,Tom Hoge,60.68,392,646
2021,0,25493,Nick Taylor,60.68,338,557
2021,0,33404,Chris Baker,60.66,202,333
2021,0,30927,Brendon Todd,60.66,330,544
2021,0,51894,Vince Whaley,60.56,304,502
2021,0,30163,Henrik Norlander,60.52,282,466
2021,0,31420,Anirban Lahiri,60.51,262,433
2021,0,47993,Denny McCarthy,60.43,368,609
2021,0,29908,C.T. Pan,60.37,297,492
2021,0,29479,Scott Brown,60.31,307,509
2021,0,51766,Wyndham Clark,60.31,310,514
2021,0,29970,Dylan Frittelli,60.3,281,466
2021,0,32816,Satoshi Kodaira,60.29,287,476
2021,0,32791,K.H. Lee,60.26,411,682
2021,0,45486,Joaquin Niemann,60.14,347,577
2021,0,33120,Mark Anderson,60.12,193,321
2021,0,26331,Charl Schwartzel,60.04,308,513
2021,0,33399,Adam Hadwin,60.0,357,595
2021,0,33413,Ben Martin,60.0,180,300
2021,0,39953,Chase Seiffert,59.96,280,467
2021,0,30925,Dustin Johnson,59.95,259,432
2021,0,39977,Max Homa,59.93,335,559
2021,0,26758,David Hearn,59.79,232,388
2021,0,32662,Michael Gligic,59.75,288,482
2021,0,29420,Billy Horschel,59.73,310,519
2021,0,36801,Mark Hubbard,59.67,361,605
2021,0,30110,Kyle Stanley,59.63,291,488
2021,0,19803,Ryan Armour,59.61,276,463
2021,0,24357,K.J. Choi,59.48,207,348
2021,0,29725,Tony Finau,59.47,317,533
2021,0,33948,Byeong Hun An,59.46,330,555
2021,0,46435,Austin Cook,59.35,273,460
2021,0,32448,James Hahn,59.29,233,393
2021,0,26851,Marc Leishman,59.28,278,469
2021,0,32150,Michael Thompson,59.26,272,459
2021,0,48081,Xander Schauffele,59.21,254,429
2021,0,47959,Bryson DeChambeau,59.2,280,473
2021,0,33141,Keegan Bradley,59.14,275,465
2021,0,27330,Josh Teater,59.09,169,286
2021,0,29974,Branden Grace,59.07,306,518
2021,0,32254,Xinjun Zhang,59.0,272,461
2021,0,32757,Patton Kizzire,58.95,349,592
2021,0,24024,Zach Johnson,58.88,295,501
2021,0,31646,Emiliano Grillo,58.82,290,493
2021,0,48822,Sebastián Muñoz,58.82,360,612
2021,0,46046,Scottie Scheffler,58.79,331,563
2021,0,49964,Aaron Wise,58.78,251,427
2021,0,27129,Luke List,58.7,297,506
2021,0,34076,Joel Dahmen,58.67,301,513
2021,0,35461,Beau Hossler,58.65,322,549
2021,0,25900,Lucas Glover,58.61,337,575
2021,0,35310,Lanto Griffin,58.58,331,565
2021,0,29478,Kevin Kisner,58.54,288,492
2021,0,39997,Corey Conners,58.44,329,563
2021,0,37189,Harold Varner III,58.43,305,522
2021,0,26476,Chez Reavie,58.35,290,497
2021,0,40006,Erik van Rooyen,58.33,273,468
2021,0,29268,Bronson Burgoon,58.29,239,410
2021,0,45609,Tyler Duncan,58.2,337,579
2021,0,32618,Rhein Gibson,58.2,220,378
2021,0,20229,Stewart Cink,58.18,288,495
2021,0,34563,Chesson Hadley,58.17,267,459
2021,0,35506,Mackenzie Hughes,58.16,335,576
2021,0,46441,Robby Shelton,58.14,325,559
2021,0,23983,Luke Donald,58.13,193,332
2021,0,30911,Tommy Fleetwood,58.07,223,384
2021,0,33667,Carlos Ortiz,58.06,317,546
2021,0,47128,Richy Werenski,58.04,325,560
2021,0,29518,Brendan Steele,57.93,274,473
2021,0,40098,Matt Fitzpatrick,57.92,245,423
2021,0,36689,Brooks Koepka,57.89,220,380
2021,0,28237,Rory McIlroy,57.89,264,456
2021,0,35104,Tom Lewis,57.86,287,496
2021,0,32333,Kevin Tway,57.77,212,367
2021,0,33204,Shane Lowry,57.74,250,433
2021,0,23788,D.J. Trahan,57.7,236,409
2021,0,49298,Kramer Hickok,57.68,229,397
2021,0,39324,J.J. Spaun,57.68,244,423
2021,0,23108,Matt Kuchar,57.56,236,410
2021,0,50525,Collin Morikawa,57.56,236,410
2021,0,34255,Joseph Bramlett,57.44,251,437
2021,0,27649,Brandt Snedeker,57.36,308,537
2021,0,47504,Sam Burns,57.29,279,487
2021,0,35449,Adam Long,57.25,320,559
2021,0,27214,Kevin Streelman,57.14,304,532
2021,0,22056,Cameron Percy,57.11,217,380
2021,0,49960,Sepp Straka,57.07,327,573
2021,0,39546,Keith Mitchell,57.01,305,535
2021,0,27554,Scott Harrington,56.98,302,530
2021,0,26499,Rafa Cabrera Bello,56.94,283,497
2021,0,32102,Rickie Fowler,56.92,288,506
2021,0,45157,Cam Davis,56.9,334,587
2021,0,19846,Brian Gay,56.77,281,495
2021,0,49771,J.T. Poston,56.74,324,571
2021,0,39975,Michael Kim,56.73,274,483
2021,0,46550,Brandon Hagy,56.59,279,493
2021,0,27936,Martin Laird,56.59,249,440
2021,0,25804,Bubba Watson,56.53,225,398
2021,0,27064,Jhonattan Vegas,56.48,279,494
2021,0,33410,Andrew Landry,56.41,242,429
2021,0,28420,Ryan Brehm,56.38,190,337
2021,0,27095,Nick Watney,56.38,190,337
2021,0,34466,Peter Malnati,56.34,302,536
2021,0,35617,Martin Trainer,56.24,266,473
2021,0,33597,Harry Higgs,56.21,294,523
2021,0,35230,Nelson Ledesma,56.19,168,299
2021,0,32139,Danny Willett,56.16,187,333
2021,0,40042,Tyler McCumber,56.02,242,432
2021,0,36699,Patrick Rodgers,55.96,338,604
2021,0,30944,Jason Kokrak,55.74,272,488
2021,0,32070,Rafael Campos,55.58,219,394
2021,0,23623,Bo Van Pelt,55.41,251,453
2021,0,34314,Sebastian Cappelen,55.26,210,380
2021,0,23621,Rory Sabbatini,54.74,260,475
2021,0,27556,Ted Potter Jr.,54.47,250,459
2021,0,20396,Lee Westwood,54.45,214,393
2021,0,37275,Sam Ryder,54.05,267,494
2021,0,24781,Hunter Mahan,53.9,235,436
2021,0,48045,Michael Gellerman,53.85,133,247
2021,0,29926,Danny Lee,53.74,201,374
2021,0,36871,Matthew NeSmith,53.71,246,458
2021,0,48887,Matt Wallace,53.49,184,344
2021,0,27974,Sung Kang,53.4,314,588
2021,0,25632,Jimmy Walker,53.39,299,560
2021,0,52372,Cameron Champ,53.38,245,459
2021,0,27141,J.B. Holmes,53.35,183,343
2021,0,31323,Gary Woodland,53.32,249,467
2021,0,1810,Phil Mickelson,52.94,261,493
2021,0,22405,Justin Rose,52.87,175,331
2021,0,35658,Kris Ventura,52.82,253,479
2021,0,24502,Adam Scott,52.56,236,449
2021,0,31557,Jim Herman,52.27,207,396
2021,0,56278,Matthew Wolff,52.16,181,347
2021,0,34264,Hudson Swafford,50.84,241,474
2021,0,56762,Will Gordon,50.29,260,517
2021,0,34213,Grayson Murray,46.67,154,330
2020,0,40026,Daniel Berger,67.45,257,381
2020,2,48081,Xander Schauffele,66.49,244,367
2020,-1,30927,Brendon Todd,66.1,353,534
2020,1,25396,Kevin Na,65.96,310,470
2020,1,34098,Russell Henley,65.42,210,321
2020,-3,34099,Harris English,65.33,260,398
2020,1,47347,Adam Schenk,65.29,269,412
2020,3,33120,Mark Anderson,65.12,183,281
2020,3,27644,Brian Harman,64.94,313,482
2020,0,45526,Abraham Ancer,64.77,285,440
2020,11,46970,Jon Rahm,64.52,200,310
2020,-5,29221,Webb Simpson,64.47,176,273
2020,2,34021,Bud Cauley,64.29,243,378
2020,2,33419,Cameron Tringale,64.24,221,344
2020,2,26758,David Hearn,64.14,195,304
2020,-2,29478,Kevin Kisner,63.96,291,455
2020,-4,47959,Bryson DeChambeau,63.92,225,352
2020,0,49298,Kramer Hickok,63.76,190,298
2020,3,32839,Hideki Matsuyama,63.72,267,419
2020,0,27349,Alex Noren,63.66,226,355
2020,9,34360,Patrick Reed,63.64,294,462
2020,2,33122,Russell Knox,63.42,215,339
2020,-2,35310,Lanto Griffin,63.4,362,571
2020,1,25349,Tim Wilkinson,63.33,171,270
2020,-6,33448,Justin Thomas,63.16,228,361
2020,0,27649,Brandt Snedeker,63.08,205,325
2020,0,33413,Ben Martin,62.91,134,213
2020,0,28089,Jason Day,62.8,211,336
2020,0,33667,Carlos Ortiz,62.65,270,431
2020,2,46442,Maverick McNealy,62.53,292,467
2020,2,48822,Sebastián Muñoz,62.48,318,509
2020,2,33204,Shane Lowry,62.4,151,242
2020,2,31560,Brian Stuard,62.28,317,509
2020,2,24138,Ian Poulter,62.23,201,323
2020,-5,39971,Sungjae Im,62.12,346,557
2020,1,24024,Zach Johnson,62.11,218,351
2020,1,29535,Brice Garnett,62.1,195,314
2020,1,32791,K.H. Lee,62.08,280,451
2020,1,27942,Rob Oppenheim,62.04,237,382
2020,1,29970,Dylan Frittelli,61.78,312,505
2020,1,25686,Jason Dufner,61.56,221,359
2020,2,22371,Aaron Baddeley,61.28,182,297
2020,2,34314,Sebastian Cappelen,61.18,208,340
2020,2,33486,Roger Sloan,61.08,193,316
2020,2,45157,Cam Davis,61.06,196,321
2020,2,26476,Chez Reavie,61.01,277,454
2020,2,22056,Cameron Percy,60.98,150,246
2020,2,34466,Peter Malnati,60.94,234,384
2020,2,28679,Fabián Gómez,60.91,201,330
2020,2,23108,Matt Kuchar,60.91,215,353
2020,11,29725,Tony Finau,60.89,246,404
2020,2,27936,Martin Laird,60.87,126,207
2020,2,32150,Michael Thompson,60.87,238,391
2020,2,36801,Mark Hubbard,60.85,314,516
2020,2,37275,Sam Ryder,60.85,258,424
2020,2,35449,Adam Long,60.67,310,511
2020,17,28237,Rory McIlroy,60.63,211,348
2020,1,33948,Byeong Hun An,60.61,280,462
2020,18,46046,Scottie Scheffler,60.61,277,457
2020,0,40058,Zac Blair,60.6,263,434
2020,0,1810,Phil Mickelson,60.6,203,335
2020,1,33597,Harry Higgs,60.55,307,507
2020,24,35506,Mackenzie Hughes,60.52,279,461
2020,9,30925,Dustin Johnson,60.52,164,271
2020,-1,34076,Joel Dahmen,60.51,311,514
2020,-1,35532,Tom Hoge,60.48,277,458
2020,1,49771,J.T. Poston,60.4,299,495
2020,1,32102,Rickie Fowler,60.38,160,265
2020,1,34256,Andrew Putnam,60.33,181,300
2020,1,23621,Rory Sabbatini,60.29,249,413
2020,2,25364,Paul Casey,60.14,178,296
2020,3,24502,Adam Scott,60.09,131,218
2020,4,32640,Troy Merritt,60.0,246,410
2020,4,36871,Matthew NeSmith,60.0,219,365
2020,4,31323,Gary Woodland,60.0,213,355
2020,-33,23320,Ryan Palmer,59.95,250,417
2020,4,39977,Max Homa,59.87,267,446
2020,4,30692,Scott Stallings,59.84,219,366
2020,4,29926,Danny Lee,59.72,255,427
2020,4,29479,Scott Brown,59.66,244,409
2020,4,29974,Branden Grace,59.66,139,233
2020,4,35450,Patrick Cantlay,59.54,156,262
2020,5,47128,Richy Werenski,59.52,200,336
2020,5,32662,Michael Gligic,59.51,169,284
2020,5,29268,Bronson Burgoon,59.49,188,316
2020,5,33404,Chris Baker,59.47,157,264
2020,-7,50525,Collin Morikawa,59.42,265,446
2020,4,49960,Sepp Straka,59.38,247,416
2020,4,21407,Arjun Atwal,59.36,111,187
2020,4,21209,Sergio Garcia,59.36,149,251
2020,4,24361,Pat Perez,59.25,173,292
2020,4,33410,Andrew Landry,59.21,241,407
2020,-26,35891,Cameron Smith,59.18,245,414
2020,3,30944,Jason Kokrak,59.14,207,350
2020,3,24924,Bill Haas,59.09,143,242
2020,3,26596,Ryan Moore,59.04,147,249
2020,3,37189,Harold Varner III,58.93,231,392
2020,3,37455,Si Woo Kim,58.82,270,459
2020,3,40098,Matt Fitzpatrick,58.79,194,330
2020,3,30110,Kyle Stanley,58.78,154,262
2020,3,27963,Chris Stroud,58.7,172,293
2020,29,34363,Tyrrell Hatton,58.62,136,232
2020,3,45609,Tyler Duncan,58.56,284,485
2020,3,23325,Vaughn Taylor,58.54,233,398
2020,3,33399,Adam Hadwin,58.49,217,371
2020,3,48887,Matt Wallace,58.33,168,288
2020,3,29518,Brendan Steele,58.31,214,367
2020,3,48119,Ben Taylor,58.3,137,235
2020,3,36699,Patrick Rodgers,58.23,315,541
2020,4,32618,Rhein Gibson,58.15,182,313
2020,4,25804,Bubba Watson,58.07,223,384
2020,5,26300,Matt Jones,58.01,268,462
2020,5,35732,Wes Roach,58.01,134,231
2020,5,26329,Louis Oosthuizen,58.0,174,300
2020,-10,52372,Cameron Champ,57.99,236,407
2020,5,52375,Doug Ghim,57.99,127,219
2020,4,32366,Kevin Chappell,57.98,149,257
2020,4,26499,Rafa Cabrera Bello,57.97,200,345
2020,4,51894,Vince Whaley,57.89,132,228
2020,18,45486,Joaquin Niemann,57.86,243,420
2020,4,34046,Jordan Spieth,57.86,243,420
2020,3,28775,Nate Lashley,57.75,190,329
2020,3,39953,Chase Seiffert,57.74,179,310
2020,3,27556,Ted Potter Jr.,57.72,142,246
2020,3,31420,Anirban Lahiri,57.71,116,201
2020,3,56762,Will Gordon,57.67,94,163
2020,3,51766,Wyndham Clark,57.66,237,411
2020,3,35461,Beau Hossler,57.62,242,420
2020,3,23788,D.J. Trahan,57.62,155,269
2020,4,53165,Doc Redman,57.54,248,431
2020,4,22405,Justin Rose,57.54,145,252
2020,4,27129,Luke List,57.52,218,379
2020,4,21961,Charles Howell III,57.47,223,388
2020,5,46402,Talor Gooch,57.32,282,492
2020,5,25818,Scott Piercy,57.28,240,419
2020,6,47504,Sam Burns,57.1,197,345
2020,6,46550,Brandon Hagy,57.09,153,268
2020,6,48045,Michael Gellerman,57.08,137,240
2020,6,25900,Lucas Glover,57.03,215,377
2020,6,56278,Matthew Wolff,57.01,252,442
2020,6,47993,Denny McCarthy,56.98,257,451
2020,6,25493,Nick Taylor,56.98,200,351
2020,6,19846,Brian Gay,56.89,227,399
2020,6,35230,Nelson Ledesma,56.88,153,269
2020,6,46435,Austin Cook,56.85,195,343
2020,6,28252,Seamus Power,56.82,100,176
2020,6,30163,Henrik Norlander,56.78,222,391
2020,6,46717,Viktor Hovland,56.67,238,420
2020,6,32757,Patton Kizzire,56.61,197,348
2020,6,29484,Peter Uihlein,56.45,140,248
2020,6,19803,Ryan Armour,56.42,189,335
2020,7,30911,Tommy Fleetwood,56.36,133,236
2020,7,33490,Bo Hoag,56.35,204,362
2020,4,29420,Billy Horschel,56.34,271,481
2020,6,32254,Xinjun Zhang,56.26,265,471
2020,7,39997,Corey Conners,56.2,213,379
2020,7,49964,Aaron Wise,56.19,127,226
2020,7,49766,Hank Lebioda,55.94,179,320
2020,7,28420,Ryan Brehm,55.87,157,281
2020,7,20229,Stewart Cink,55.78,164,294
2020,8,27214,Kevin Streelman,55.76,237,425
2020,8,33141,Keegan Bradley,55.72,229,411
2020,8,27554,Scott Harrington,55.63,242,435
2020,8,40042,Tyler McCumber,55.59,179,322
2020,8,34213,Grayson Murray,55.56,130,234
2020,8,27095,Nick Watney,55.51,131,236
2020,8,35658,Kris Ventura,55.38,144,260
2020,8,12716,Charley Hoffman,55.36,186,336
2020,-2,26851,Marc Leishman,55.32,234,423
2020,7,32448,James Hahn,55.05,109,198
2020,7,27064,Jhonattan Vegas,54.48,146,268
2020,7,25572,Graeme McDowell,54.26,172,317
2020,7,29908,C.T. Pan,54.24,179,330
2020,7,40009,Dominic Bozzelli,54.17,130,240
2020,7,27974,Sung Kang,54.17,247,456
2020,7,33449,Zack Sucher,54.15,111,205
2020,7,32139,Danny Willett,54.07,146,270
2020,8,34563,Chesson Hadley,53.7,167,311
2020,8,46441,Robby Shelton,53.66,227,423
2020,8,27330,Josh Teater,53.33,112,210
2020,8,34255,Joseph Bramlett,53.15,152,286
2020,8,31646,Emiliano Grillo,53.15,177,333
2020,8,39546,Keith Mitchell,53.1,214,403
2020,8,34431,Robert Streb,52.72,155,294
2020,8,32333,Kevin Tway,52.32,169,323
2020,8,31557,Jim Herman,51.94,201,387
2020,8,10809,Jim Furyk,51.93,94,181
2020,8,36689,Brooks Koepka,51.46,123,239
2020,8,25632,Jimmy Walker,51.44,161,313
2020,8,35617,Martin Trainer,51.13,203,397
2020,8,39324,J.J. Spaun,50.99,181,355
2020,8,23623,Bo Van Pelt,49.26,133,270
2020,8,28307,Matt Every,48.76,138,283
2019,0,30911,Tommy Fleetwood,67.98,259,381
2019,0,29221,Webb Simpson,66.88,321,480
2019,0,35450,Patrick Cantlay,66.12,281,425
2019,0,22371,Aaron Baddeley,65.84,239,363
2019,0,25900,Lucas Glover,64.73,334,516
2019,0,26300,Matt Jones,64.55,326,505
2019,0,39971,Sungjae Im,64.53,444,688
2019,0,6522,Ernie Els,64.38,206,320
2019,0,47993,Denny McCarthy,64.31,319,496
2019,0,31560,Brian Stuard,64.31,382,594
2019,0,24925,Jonathan Byrd,64.17,197,307
2019,0,32839,Hideki Matsuyama,64.12,311,485
2019,0,10809,Jim Furyk,64.1,241,376
2019,0,34021,Bud Cauley,64.05,310,484
2019,0,30978,Kiradech Aphibarnrat,64.02,274,428
2019,0,26851,Marc Leishman,64.0,272,425
2019,0,25818,Scott Piercy,63.93,296,463
2019,0,23621,Rory Sabbatini,63.9,354,554
2019,0,19803,Ryan Armour,63.87,343,537
2019,0,29908,C.T. Pan,63.71,337,529
2019,0,23325,Vaughn Taylor,63.54,345,543
2019,0,37455,Si Woo Kim,63.51,329,518
2019,0,36799,Stephan Jaeger,63.45,276,435
2019,0,25632,Jimmy Walker,63.4,298,470
2019,0,28237,Rory McIlroy,63.38,244,385
2019,0,23108,Matt Kuchar,63.04,278,441
2019,0,27649,Brandt Snedeker,63.04,394,625
2019,0,25198,Francesco Molinari,62.99,223,354
2019,0,34360,Patrick Reed,62.99,337,535
2019,0,21961,Charles Howell III,62.94,304,483
2019,0,35732,Wes Roach,62.94,231,367
2019,0,37275,Sam Ryder,62.89,261,415
2019,0,49771,J.T. Poston,62.83,360,573
2019,0,32150,Michael Thompson,62.79,275,438
2019,0,34098,Russell Henley,62.69,252,402
2019,0,34466,Peter Malnati,62.64,337,538
2019,0,29970,Dylan Frittelli,62.63,290,463
2019,0,49303,Anders Albertson,62.37,232,372
2019,0,32200,Roberto Castro,62.35,255,409
2019,0,47959,Bryson DeChambeau,62.33,273,438
2019,0,21528,Henrik Stenson,62.3,190,305
2019,0,36689,Brooks Koepka,62.25,249,400
2019,0,48081,Xander Schauffele,62.23,262,421
2019,0,25572,Graeme McDowell,62.22,280,450
2019,0,29725,Tony Finau,62.2,306,492
2019,0,33122,Russell Knox,62.09,249,401
2019,0,22405,Justin Rose,62.09,244,393
2019,0,28775,Nate Lashley,62.06,247,398
2019,0,34046,Jordan Spieth,62.0,328,529
2019,0,45526,Abraham Ancer,61.98,326,526
2019,0,24024,Zach Johnson,61.95,267,431
2019,0,40026,Daniel Berger,61.84,256,414
2019,0,24361,Pat Perez,61.76,239,387
2019,0,46523,Joey Garber,61.74,213,345
2019,0,24924,Bill Haas,61.73,271,439
2019,0,19846,Brian Gay,61.65,352,571
2019,0,30191,Julián Etulain,61.59,263,427
2019,0,33418,Shawn Stefani,61.56,253,411
2019,0,29420,Billy Horschel,61.38,329,536
2019,0,33448,Justin Thomas,61.32,233,380
2019,0,51766,Wyndham Clark,61.23,319,521
2019,0,23353,J.J. Henry,61.22,191,312
2019,0,33419,Cameron Tringale,61.13,217,355
2019,0,29478,Kevin Kisner,61.06,312,511
2019,0,27936,Martin Laird,61.06,265,434
2019,0,35506,Mackenzie Hughes,61.05,290,475
2019,0,32333,Kevin Tway,61.05,290,475
2019,0,28252,Seamus Power,61.02,299,490
2019,0,35376,Roberto Díaz,60.87,238,391
2019,0,32102,Rickie Fowler,60.77,268,441
2019,0,25493,Nick Taylor,60.77,333,548
2019,0,35891,Cameron Smith,60.74,294,484
2019,0,29479,Scott Brown,60.73,300,494
2019,0,47347,Adam Schenk,60.71,343,565
2019,0,40115,Adam Svensson,60.7,224,369
2019,0,28679,Fabián Gómez,60.67,216,356
2019,0,30944,Jason Kokrak,60.67,307,506
2019,0,27958,Ryan Blaum,60.54,313,517
2019,0,26329,Louis Oosthuizen,60.47,231,382
2019,0,34099,Harris English,60.41,328,543
2019,0,34431,Robert Streb,60.36,265,439
2019,0,45486,Joaquin Niemann,60.33,333,552
2019,0,37189,Harold Varner III,60.33,292,484
2019,0,49298,Kramer Hickok,60.31,275,456
2019,0,47128,Richy Werenski,60.31,307,509
2019,0,32058,José de Jesús Rodríguez,60.29,252,418
2019,0,46402,Talor Gooch,60.27,176,292
2019,0,33410,Andrew Landry,60.27,264,438
2019,0,45157,Cam Davis,60.25,244,405
2019,0,27644,Brian Harman,60.1,345,574
2019,0,27974,Sung Kang,59.96,307,512
2019,0,34261,Scott Langley,59.88,303,506
2019,0,27214,Kevin Streelman,59.86,264,441
2019,0,24138,Ian Poulter,59.83,207,346
2019,0,24502,Adam Scott,59.82,204,341
2019,0,27963,Chris Stroud,59.81,247,413
2019,0,27895,Jonas Blixt,59.75,285,477
2019,0,26476,Chez Reavie,59.7,317,531
2019,0,20472,Alex Cejka,59.69,191,320
2019,0,34563,Chesson Hadley,59.66,281,471
2019,0,46970,Jon Rahm,59.63,226,379
2019,0,47504,Sam Burns,59.6,295,495
2019,0,28089,Jason Day,59.6,208,349
2019,0,31420,Anirban Lahiri,59.57,274,460
2019,0,39324,J.J. Spaun,59.53,278,467
2019,0,39327,Ben Silverman,59.51,244,410
2019,0,27095,Nick Watney,59.49,279,469
2019,0,37380,Curtis Luck,59.4,237,399
2019,0,23320,Ryan Palmer,59.31,223,376
2019,0,33948,Byeong Hun An,59.28,265,447
2019,0,29223,Sam Saunders,59.28,278,469
2019,0,27330,Josh Teater,59.27,211,356
2019,0,34256,Andrew Putnam,59.23,276,466
2019,0,35532,Tom Hoge,59.21,328,554
2019,0,26596,Ryan Moore,59.2,251,424
2019,0,26499,Rafa Cabrera Bello,59.16,268,453
2019,0,33141,Keegan Bradley,59.14,275,465
2019,0,29926,Danny Lee,58.97,286,485
2019,0,33667,Carlos Ortiz,58.95,280,475
2019,0,47990,Kyle Jones,58.91,238,404
2019,0,33486,Roger Sloan,58.9,311,528
2019,0,28259,Sangmoon Bae,58.89,202,343
2019,0,25396,Kevin Na,58.85,226,384
2019,0,32640,Troy Merritt,58.77,201,342
2019,0,32139,Danny Willett,58.75,225,383
2019,0,35449,Adam Long,58.74,279,475
2019,0,29484,Peter Uihlein,58.7,280,477
2019,0,25364,Paul Casey,58.67,230,392
2019,0,40009,Dominic Bozzelli,58.65,234,399
2019,0,30110,Kyle Stanley,58.65,261,445
2019,0,26758,David Hearn,58.55,161,275
2019,0,30692,Scott Stallings,58.46,273,467
2019,0,39977,Max Homa,58.37,293,502
2019,0,48822,Sebastián Muñoz,58.21,266,457
2019,0,29535,Brice Garnett,58.15,271,466
2019,0,46601,Trey Mullinax,58.08,248,427
2019,0,30786,Brady Schnell,57.98,189,326
2019,0,30925,Dustin Johnson,57.93,241,416
2019,0,32757,Patton Kizzire,57.92,278,480
2019,0,26951,Johnson Wagner,57.91,172,297
2019,0,36852,Jim Knous,57.79,178,308
2019,0,37340,Chase Wright,57.79,230,398
2019,0,32791,K.H. Lee,57.67,282,489
2019,0,33399,Adam Hadwin,57.62,276,479
2019,0,45609,Tyler Duncan,57.54,271,471
2019,0,27064,Jhonattan Vegas,57.54,229,398
