YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
2008,0,23541,Ben Crane,61.51,326,530
2008,0,21753,Brian Davis,61.39,415,676
2008,0,10505,Shane Bertsch,61.35,381,621
2008,0,8845,Scott Sterling,61.25,294,480
2008,0,6575,Dudley Hart,61.12,261,427
2008,0,20766,Padraig Harrington,61.02,216,354
2008,0,22348,Nick O'Hern,61.01,313,513
2008,0,12660,Jesper Parnevik,60.98,361,592
2008,0,7547,Craig Kanada,60.55,241,398
2008,0,6595,Kevin Sutherland,60.43,339,561
2008,0,1810,Phil Mickelson,60.42,290,480
2008,0,2223,Bob Tway,60.37,227,376
2008,0,25349,Tim Wilkinson,60.33,327,542
2008,0,10809,Jim Furyk,60.32,339,562
2008,0,20098,Stuart Appleby,60.24,347,576
2008,0,21878,Mark Wilson,60.13,383,637
2008,0,23718,Nathan Green,60.12,413,687
2008,0,1320,Bob Estes,60.08,298,496
2008,0,21350,Ryuji Imada,60.07,334,556
2008,0,10860,Justin Leonard,60.07,343,571
2008,0,1766,Billy Mayfair,60.07,355,591
2008,0,23125,Brad Elder,60.0,231,385
2008,0,22046,Geoff Ogilvy,59.91,263,439
2008,0,22548,Patrick Sheehan,59.86,440,735
2008,0,23048,Eric Axley,59.84,456,762
2008,0,26668,Marc Turnesa,59.71,326,546
2008,0,24449,Parker McLachlin,59.61,338,567
2008,0,22913,John Rollins,59.39,367,618
2008,0,7457,Steve Flesch,59.34,359,605
2008,0,29718,Anthony Kim,59.32,296,499
2008,0,22621,Ben Curtis,59.2,296,500
2008,0,1142,Bart Bryant,59.18,303,512
2008,0,26596,Ryan Moore,59.07,293,496
2008,0,25345,Carl Pettersson,59.0,426,722
2008,0,20663,Brenden Pappas,58.93,221,375
2008,0,6567,Vijay Singh,58.92,261,443
2008,0,26476,Chez Reavie,58.91,347,589
2008,0,20382,Stephen Leaney,58.81,197,335
2008,0,1948,Tim Petrovic,58.81,347,590
2008,0,28158,Steve Marino,58.78,385,655
2008,0,27214,Kevin Streelman,58.77,372,633
2008,0,6004,Stephen Ames,58.72,303,516
2008,0,2002,John Riegger,58.7,216,368
2008,0,10585,Scott McCarron,58.65,234,399
2008,0,22371,Aaron Baddeley,58.52,292,499
2008,0,27060,John Mallinger,58.51,392,670
2008,0,26300,Matt Jones,58.39,362,620
2008,0,21949,Joe Ogilvie,58.39,362,620
2008,0,6012,Greg Kraft,58.35,234,401
2008,0,23135,Tim Clark,58.32,340,583
2008,0,10875,Todd Demsey,58.32,284,487
2008,0,23157,Richard Johnson,58.29,327,561
2008,0,22806,Doug LaBelle II,58.27,215,369
2008,0,12652,Cameron Beckman,58.23,283,486
2008,0,25190,Jeff Quinney,58.19,348,598
2008,0,1226,Fred Couples,58.18,217,373
2008,0,24925,Jonathan Byrd,58.13,329,566
2008,0,8537,J.P. Hayes,58.09,273,470
2008,0,6643,Paul Goydos,58.08,302,520
2008,0,22293,Heath Slocum,58.04,361,622
2008,0,20157,Retief Goosen,58.02,246,424
2008,0,20574,Mathew Goggin,58.0,308,531
2008,0,1313,Steve Elkington,57.92,289,499
2008,0,1553,John Huston,57.91,161,278
2008,0,20105,Jeff Gove,57.89,154,266
2008,0,21731,Freddie Jacobson,57.84,310,536
2008,0,20104,Ken Duke,57.82,425,735
2008,0,8075,Jerry Kelly,57.76,320,554
2008,0,2239,Scott Verplank,57.76,294,509
2008,0,25562,Andres Romero,57.75,287,497
2008,0,28780,Nicholas Thompson,57.75,410,710
2008,0,11032,Frank Lickliter II,57.64,400,694
2008,0,25720,Chad Collins,57.63,268,465
2008,0,21209,Sergio Garcia,57.59,239,415
2008,0,1945,Kenny Perry,57.57,327,568
2008,0,1577,Lee Janzen,57.52,306,532
2008,0,23325,Vaughn Taylor,57.5,368,640
2008,0,12716,Charley Hoffman,57.42,321,559
2008,0,28089,Jason Day,57.26,288,503
2008,0,24357,K.J. Choi,57.24,249,435
2008,0,20850,Daniel Chopra,57.24,344,601
2008,0,26420,Richard Johnson,57.23,194,339
2008,0,7749,Brett Quigley,57.23,285,498
2008,0,12602,Dean Wilson,57.23,372,650
2008,0,27649,Brandt Snedeker,57.22,317,554
2008,0,1677,Tom Lehman,57.19,191,334
2008,0,27095,Nick Watney,57.19,314,549
2008,0,24024,Zach Johnson,57.14,280,490
2008,0,26951,Johnson Wagner,57.14,316,553
2008,0,10733,Kent Jones,57.1,193,338
2008,0,26289,Boo Weekley,57.08,274,480
2008,0,20634,Peter Lonard,57.01,317,556
2008,0,26695,Michael Letzig,56.94,316,555
2008,0,1797,Rocco Mediate,56.83,333,586
2008,0,6197,Michael Allen,56.78,310,546
2008,0,26500,Alejandro Cañizares,56.71,169,298
2008,0,6522,Ernie Els,56.61,197,348
2008,0,1139,Olin Browne,56.47,262,464
2008,0,6251,Chris DiMarco,56.45,324,574
2008,0,25900,Lucas Glover,56.44,320,567
2008,0,21961,Charles Howell III,56.42,334,592
2008,0,27936,Martin Laird,56.41,308,546
2008,0,23497,Tag Ridings,56.39,322,571
2008,0,23623,Bo Van Pelt,56.39,322,571
2008,0,24138,Ian Poulter,56.34,200,355
2008,0,20378,Mathias Grönberg,56.29,313,556
2008,0,23621,Rory Sabbatini,56.25,261,464
2008,0,21959,Ted Purdy,56.22,208,370
2008,0,24361,Pat Perez,56.2,308,548
2008,0,28475,Jeff Overton,56.18,359,639
2008,0,10649,Tom Scherrer,56.17,173,308
2008,0,23540,Jason Allred,56.14,215,383
2008,0,20443,Jin Park,56.12,289,515
2008,0,20572,Rod Pampling,56.11,294,524
2008,0,24912,Will MacKenzie,56.09,221,394
2008,0,23778,Brad Adamonis,56.08,286,510
2008,0,1035,Tommy Armour III,55.91,246,440
2008,0,1724,Jeff Maggert,55.85,291,521
2008,0,24140,Sean O'Hair,55.79,289,518
2008,0,25632,Jimmy Walker,55.79,241,432
2008,0,22892,Jason Gore,55.73,311,558
2008,0,24663,Y.E. Yang,55.72,297,533
2008,0,23320,Ryan Palmer,55.7,210,377
2008,0,23788,D.J. Trahan,55.69,318,571
2008,0,20472,Alex Cejka,55.68,255,458
2008,0,1707,Steve Lowery,55.64,301,541
2008,0,20229,Stewart Cink,55.6,268,482
2008,0,23353,J.J. Henry,55.59,333,599
2008,0,6034,Marco Dawson,55.58,219,394
2008,0,21461,Kenneth Ferrie,55.56,225,405
2008,0,1706,Davis Love III,55.56,275,495
2008,0,7867,Woody Austin,55.48,334,602
2008,0,24924,Bill Haas,55.31,302,546
2008,0,10885,Robert Allenby,55.26,315,570
2008,0,12309,Bob Sowards,55.25,200,362
2008,0,23797,Brett Rumford,55.2,260,471
2008,0,27141,J.B. Holmes,55.03,312,567
2008,0,12823,Carlos Franco,55.0,220,400
2008,0,25842,Jon Mills,54.75,294,537
2008,0,23409,James Driscoll,54.73,272,497
2008,0,20645,John Senden,54.69,280,512
2008,0,25804,Bubba Watson,54.69,303,554
2008,0,12510,Chad Campbell,54.68,292,534
2008,0,10425,Jay Williamson,54.65,288,527
2008,0,27933,John Merrick,54.49,285,523
2008,0,1161,Mark Calcavecchia,54.37,230,423
2008,0,1388,Robert Gamez,54.35,256,471
2008,0,1024,Billy Andrade,54.09,238,440
2008,0,19913,Ron Whittaker,54.03,161,298
2008,0,27963,Chris Stroud,54.0,236,437
2008,0,12705,Cliff Kresge,53.97,272,504
2008,0,6090,Jim McGovern,53.85,231,429
2008,0,1473,Todd Hamilton,53.83,330,613
2008,0,23614,Rich Beem,53.78,292,543
2008,0,24781,Hunter Mahan,53.55,249,465
2008,0,27770,Camilo Villegas,53.52,266,497
2008,0,6573,Brandt Jobe,53.5,168,314
2008,0,27120,Troy Matteson,53.44,295,552
2008,0,24502,Adam Scott,53.44,171,320
2008,0,21633,Steve Allan,53.31,161,302
2008,0,21805,Harrison Frazar,53.31,185,347
2008,0,26631,Cody Freeman,53.24,230,432
2008,0,12826,Paul Claxton,53.2,191,359
2008,0,27561,Nick Flanagan,53.18,293,551
2008,0,20848,Ángel Cabrera,53.06,182,343
2008,0,22378,Trevor Immelman,52.88,239,452
2008,0,24227,Justin Bolli,52.83,252,477
2008,0,22582,Kyle Thompson,52.66,228,433
2008,0,27613,David Lutterus,52.65,189,359
2008,0,20433,Mark Hensby,52.29,240,459
2008,0,26679,Kevin Stadler,52.23,269,515
2008,0,2206,David Toms,52.11,222,426
2008,0,25364,Paul Casey,52.02,167,321
2008,0,6621,Joe Durant,51.95,227,437
2008,0,24358,Robert Garrigus,51.74,268,518
2008,0,24490,George McNeill,51.72,285,551
2008,0,30925,Dustin Johnson,51.58,310,601
2008,0,25594,Travis Perkins,50.15,164,327
2008,0,19803,Ryan Armour,49.61,255,514
2008,0,9011,David Duval,49.1,190,387
2008,0,23349,Charles Warren,48.41,228,471
2008,0,30750,Tommy Gainey,46.1,142,308
2007,0,20127,Chris Riley,65.33,245,375
2007,0,23621,Rory Sabbatini,63.92,349,546
2007,0,25396,Kevin Na,63.65,366,575
2007,0,23135,Tim Clark,63.6,283,445
2007,0,23108,Matt Kuchar,63.41,324,511
2007,0,19972,José Coceres,63.17,199,315
2007,0,28475,Jeff Overton,62.46,203,325
2007,0,26882,Michael Sim,62.35,207,332
2007,0,24357,K.J. Choi,62.34,331,531
2007,0,20623,Gavin Coles,62.08,347,559
2007,0,20472,Alex Cejka,62.0,266,429
2007,0,7363,Craig Bowden,61.88,297,480
2007,0,27060,John Mallinger,61.88,396,640
2007,0,1928,Corey Pavin,61.71,353,572
2007,0,20766,Padraig Harrington,61.63,273,443
2007,0,22293,Heath Slocum,61.48,375,610
2007,0,27649,Brandt Snedeker,61.18,394,644
2007,0,2239,Scott Verplank,61.15,318,520
2007,0,19846,Brian Gay,61.14,420,687
2007,0,8793,Tiger Woods,61.02,191,313
2007,0,6527,Steve Stricker,60.98,300,492
2007,0,23718,Nathan Green,60.97,414,679
2007,0,20104,Ken Duke,60.95,423,694
2007,0,7867,Woody Austin,60.85,359,590
2007,0,22371,Aaron Baddeley,60.6,346,571
2007,0,1948,Tim Petrovic,60.59,429,708
2007,0,10213,Dicky Pride,60.59,266,439
2007,0,21878,Mark Wilson,60.57,318,525
2007,0,10809,Jim Furyk,60.53,273,451
2007,0,24024,Zach Johnson,60.42,290,480
2007,0,20850,Daniel Chopra,60.39,401,664
2007,0,1313,Steve Elkington,60.33,333,552
2007,0,1132,Mark Brooks,60.32,187,310
2007,0,22806,Doug LaBelle II,60.28,387,642
2007,0,23623,Bo Van Pelt,60.25,379,629
2007,0,24140,Sean O'Hair,60.17,349,580
2007,0,6522,Ernie Els,60.16,222,369
2007,0,22212,Craig Lile,60.12,300,499
2007,0,10860,Justin Leonard,59.97,361,602
2007,0,1941,Tom Pernice Jr.,59.94,428,714
2007,0,22405,Justin Rose,59.89,218,364
2007,0,20634,Peter Lonard,59.88,309,516
2007,0,21660,Jason Schultz,59.85,240,401
2007,0,6034,Marco Dawson,59.78,278,465
2007,0,20498,Briny Baird,59.77,367,614
2007,0,20628,Arron Oberholser,59.74,276,462
2007,0,21753,Brian Davis,59.65,380,637
2007,0,21350,Ryuji Imada,59.61,400,671
2007,0,7547,Craig Kanada,59.61,400,671
2007,0,20382,Stephen Leaney,59.44,277,466
2007,0,24138,Ian Poulter,59.42,246,414
2007,0,12602,Dean Wilson,59.31,360,607
2007,0,1810,Phil Mickelson,59.15,265,448
2007,0,20160,Charlie Wi,59.1,315,533
2007,0,28158,Steve Marino,59.07,368,623
2007,0,24449,Parker McLachlin,59.0,331,561
2007,0,22913,John Rollins,59.0,390,661
2007,0,1945,Kenny Perry,58.97,286,485
2007,0,1142,Bart Bryant,58.93,307,521
2007,0,8537,J.P. Hayes,58.92,350,594
2007,0,6567,Vijay Singh,58.88,358,608
2007,0,8931,Glen Day,58.85,306,520
2007,0,23788,D.J. Trahan,58.74,346,589
2007,0,12680,Shigeki Maruyama,58.66,342,583
2007,0,12705,Cliff Kresge,58.62,398,679
2007,0,25900,Lucas Glover,58.57,345,589
2007,0,2206,David Toms,58.57,294,502
2007,0,6004,Stephen Ames,58.49,279,477
2007,0,24925,Jonathan Byrd,58.46,280,479
2007,0,10423,Mike Weir,58.44,315,539
2007,0,20098,Stuart Appleby,58.42,295,505
2007,0,22892,Jason Gore,58.35,311,533
2007,0,23933,Michael Boyd,58.31,221,379
2007,0,1766,Billy Mayfair,58.26,328,563
2007,0,24490,George McNeill,58.26,349,599
2007,0,20572,Rod Pampling,58.23,329,565
2007,0,24457,Jaco Van Zyl,58.18,185,318
2007,0,8075,Jerry Kelly,58.14,357,614
2007,0,10117,Bob Heintz,58.1,312,537
2007,0,29718,Anthony Kim,58.1,337,580
2007,0,26881,Jarrod Lyle,58.06,270,465
2007,0,7457,Steve Flesch,58.05,357,615
2007,0,7223,Brian Bateman,58.03,206,355
2007,0,21209,Sergio Garcia,57.96,244,421
2007,0,20433,Mark Hensby,57.87,309,534
2007,0,2214,Kirk Triplett,57.86,276,477
2007,0,26596,Ryan Moore,57.82,329,569
2007,0,24924,Bill Haas,57.8,315,545
2007,0,10425,Jay Williamson,57.76,175,303
2007,0,20574,Mathew Goggin,57.72,314,544
2007,0,25273,Andrew Buckle,57.71,292,506
2007,0,27095,Nick Watney,57.71,303,525
2007,0,25345,Carl Pettersson,57.68,413,716
2007,0,23497,Tag Ridings,57.61,193,335
2007,0,8123,Jeff Brehaut,57.54,206,358
2007,0,21731,Freddie Jacobson,57.51,245,426
2007,0,23983,Luke Donald,57.43,255,444
2007,0,6643,Paul Goydos,57.31,247,431
2007,0,27770,Camilo Villegas,57.31,290,506
2007,0,6515,Shaun Micheel,57.25,308,538
2007,0,6595,Kevin Sutherland,57.2,302,528
2007,0,1157,Tom Byrum,57.14,172,301
2007,0,12660,Jesper Parnevik,57.11,289,506
2007,0,21949,Joe Ogilvie,57.1,386,676
2007,0,1320,Bob Estes,56.95,332,583
2007,0,2223,Bob Tway,56.92,370,650
2007,0,20229,Stewart Cink,56.9,305,536
2007,0,26289,Boo Weekley,56.88,339,596
2007,0,8881,Tripp Isenhour,56.7,330,582
2007,0,19824,Craig Barlow,56.68,174,307
2007,0,22046,Geoff Ogilvy,56.6,296,523
2007,0,20645,John Senden,56.56,293,518
2007,0,25804,Bubba Watson,56.54,281,497
2007,0,2036,Jim Rutledge,56.5,200,354
2007,0,1381,Fred Funk,56.43,237,420
2007,0,12782,Tim Herron,56.43,338,599
2007,0,1161,Mark Calcavecchia,56.35,324,575
2007,0,26420,Richard Johnson,56.3,326,579
2007,0,1724,Jeff Maggert,56.3,268,476
2007,0,22348,Nick O'Hern,56.26,274,487
2007,0,27120,Troy Matteson,56.22,321,571
2007,0,20378,Mathias Grönberg,56.18,341,607
2007,0,22378,Trevor Immelman,56.16,237,422
2007,0,27963,Chris Stroud,56.15,219,390
2007,0,1707,Steve Lowery,56.12,252,449
2007,0,12714,Chris Tidland,56.11,202,360
2007,0,25686,Jason Dufner,55.96,352,629
2007,0,24912,Will MacKenzie,55.83,340,609
2007,0,10733,Kent Jones,55.81,322,577
2007,0,23613,Rich Barcelo,55.79,289,518
2007,0,1035,Tommy Armour III,55.74,233,418
2007,0,12652,Cameron Beckman,55.71,278,499
2007,0,21961,Charles Howell III,55.38,314,567
2007,0,23800,Bryce Molder,55.33,218,394
2007,0,23320,Ryan Palmer,55.31,328,593
2007,0,21959,Ted Purdy,55.19,319,578
2007,0,20859,Anders Hansen,55.13,188,341
2007,0,21633,Steve Allan,55.08,206,374
2007,0,23048,Eric Axley,55.03,410,745
2007,0,1577,Lee Janzen,54.99,226,411
2007,0,6373,José María Olazábal,54.99,226,411
2007,0,1797,Rocco Mediate,54.95,250,455
2007,0,24507,Jason Bohn,54.87,197,359
2007,0,11032,Frank Lickliter II,54.87,327,596
2007,0,24781,Hunter Mahan,54.8,297,542
2007,0,21806,Paul Gow,54.76,236,431
2007,0,25190,Jeff Quinney,54.76,322,588
2007,0,25892,Steve Wheatcroft,54.73,243,444
2007,0,21470,Daisuke Maruyama,54.63,283,518
2007,0,27933,John Merrick,54.6,267,489
2007,0,20105,Jeff Gove,54.43,301,553
2007,0,19803,Ryan Armour,54.4,340,625
2007,0,6197,Michael Allen,54.39,229,421
2007,0,20157,Retief Goosen,54.37,193,355
2007,0,23325,Vaughn Taylor,54.37,305,561
2007,0,6251,Chris DiMarco,53.93,295,547
2007,0,12195,Tom Johnson,53.91,248,460
2007,0,23349,Charles Warren,53.91,310,575
2007,0,2246,Duffy Waldorf,53.9,221,410
2007,0,1677,Tom Lehman,53.8,191,355
2007,0,8375,Paul Stankowski,53.77,171,318
2007,0,11123,Chris Couch,53.36,262,491
2007,0,10885,Robert Allenby,53.35,271,508
2007,0,2101,Joey Sindelar,53.33,240,450
2007,0,21805,Harrison Frazar,53.29,300,563
2007,0,29476,Kyle Reifers,53.29,235,441
2007,0,21528,Henrik Stenson,53.27,171,321
2007,0,24361,Pat Perez,53.12,264,497
2007,0,26951,Johnson Wagner,53.11,299,563
2007,0,23614,Rich Beem,53.06,303,571
2007,0,24980,Scott Gutschewski,52.96,224,423
2007,0,6621,Joe Durant,52.94,261,493
2007,0,21646,David Branshaw,52.75,278,527
2007,0,1706,Davis Love III,52.73,222,421
2007,0,12716,Charley Hoffman,52.71,331,628
2007,0,22621,Ben Curtis,52.46,298,568
2007,0,1024,Billy Andrade,52.35,290,554
2007,0,26360,Bubba Dickerson,52.03,179,344
2007,0,24502,Adam Scott,52.01,220,423
2007,0,22295,Darron Stiles,51.98,197,379
2007,0,20691,Greg Owen,51.88,235,453
2007,0,27141,J.B. Holmes,51.82,228,440
2007,0,24358,Robert Garrigus,51.77,292,564
2007,0,23353,J.J. Henry,51.76,264,510
2007,0,24290,D.J. Brigman,51.69,199,385
2007,0,26679,Kevin Stadler,51.24,289,564
2007,0,2104,Jeff Sluman,51.15,201,393
2007,0,12510,Chad Campbell,51.11,300,587
2007,0,1473,Todd Hamilton,50.76,299,589
2007,0,7749,Brett Quigley,50.75,270,532
2007,0,1388,Robert Gamez,50.68,262,517
2007,0,23638,Brendon de Jonge,50.43,233,462
2007,0,27702,Matt Hendrix,49.87,192,385
2007,0,28486,Michael Putnam,49.08,268,546
2007,0,1249,John Daly,48.91,201,411
2007,0,23322,Brett Wetterich,48.86,258,528
2006,0,1928,Corey Pavin,66.45,305,459
2006,0,6527,Steve Stricker,65.55,234,357
2006,0,23983,Luke Donald,65.45,252,385
2006,0,10809,Jim Furyk,64.66,300,464
2006,0,19846,Brian Gay,64.6,458,709
2006,0,1313,Steve Elkington,64.52,180,279
2006,0,8385,Omar Uresti,63.59,227,357
2006,0,1042,Paul Azinger,63.16,372,589
2006,0,20812,Tjaart van der Walt,62.91,229,364
2006,0,8793,Tiger Woods,62.81,152,242
2006,0,20691,Greg Owen,62.61,273,436
2006,0,2239,Scott Verplank,62.55,329,526
2006,0,24507,Jason Bohn,61.97,396,639
2006,0,7749,Brett Quigley,61.84,376,608
2006,0,27095,Nick Watney,61.15,362,592
2006,0,11032,Frank Lickliter II,61.0,341,559
2006,0,23718,Nathan Green,60.98,422,692
2006,0,8075,Jerry Kelly,60.98,361,592
2006,0,20382,Stephen Leaney,60.97,303,497
2006,0,24925,Jonathan Byrd,60.94,220,361
2006,0,12680,Shigeki Maruyama,60.86,367,603
2006,0,7457,Steve Flesch,60.8,428,704
2006,0,20099,Doug Barron,60.77,316,520
2006,0,21350,Ryuji Imada,60.68,392,646
2006,0,6643,Paul Goydos,60.67,273,450
2006,0,20127,Chris Riley,60.65,336,554
2006,0,20229,Stewart Cink,60.61,337,556
2006,0,1219,John Cook,60.59,246,406
2006,0,12660,Jesper Parnevik,60.59,326,538
2006,0,6595,Kevin Sutherland,60.58,332,548
2006,0,1948,Tim Petrovic,60.57,384,634
2006,0,22378,Trevor Immelman,60.54,290,479
2006,0,1823,Larry Mize,60.49,199,329
2006,0,12645,Brent Geiberger,60.46,370,612
2006,0,1766,Billy Mayfair,60.42,342,566
2006,0,20766,Padraig Harrington,60.38,189,313
2006,0,24138,Ian Poulter,60.38,192,318
2006,0,21646,David Branshaw,60.37,323,535
2006,0,6567,Vijay Singh,60.28,349,579
2006,0,1320,Bob Estes,60.12,306,509
2006,0,2110,Jerry Smith,60.11,333,554
2006,0,1381,Fred Funk,60.06,382,636
2006,0,7867,Woody Austin,59.94,431,719
2006,0,26420,Richard Johnson,59.83,344,575
2006,0,21949,Joe Ogilvie,59.79,342,572
2006,0,26596,Ryan Moore,59.77,257,430
2006,0,11011,Mike Sposa,59.63,257,431
2006,0,24924,Bill Haas,59.55,368,618
2006,0,21753,Brian Davis,59.54,334,561
2006,0,23621,Rory Sabbatini,59.43,315,530
2006,0,22371,Aaron Baddeley,59.37,339,571
2006,0,12602,Dean Wilson,59.37,412,694
2006,0,6522,Ernie Els,59.33,248,418
2006,0,2206,David Toms,59.29,249,420
2006,0,28475,Jeff Overton,59.21,344,581
2006,0,20098,Stuart Appleby,59.18,303,512
2006,0,1666,Bernhard Langer,59.1,263,445
2006,0,6004,Stephen Ames,59.09,221,374
2006,0,23135,Tim Clark,59.09,286,484
2006,0,22548,Patrick Sheehan,59.08,384,650
2006,0,2246,Duffy Waldorf,59.03,330,559
2006,0,6251,Chris DiMarco,59.02,278,471
2006,0,1553,John Huston,58.97,286,485
2006,0,6575,Dudley Hart,58.96,319,541
2006,0,23349,Charles Warren,58.96,306,519
2006,0,25345,Carl Pettersson,58.95,372,631
2006,0,24357,K.J. Choi,58.9,311,528
2006,0,1887,Mark O'Meara,58.9,215,365
2006,0,22046,Geoff Ogilvy,58.89,275,467
2006,0,6197,Michael Allen,58.87,332,564
2006,0,2104,Jeff Sluman,58.86,372,632
2006,0,1024,Billy Andrade,58.84,263,447
2006,0,1619,Skip Kendall,58.82,250,425
2006,0,23320,Ryan Palmer,58.78,375,638
2006,0,8537,J.P. Hayes,58.76,208,354
2006,0,1685,J.L. Lewis,58.75,225,383
2006,0,10860,Justin Leonard,58.73,306,521
2006,0,20105,Jeff Gove,58.68,257,438
2006,0,10423,Mike Weir,58.67,301,513
2006,0,1941,Tom Pernice Jr.,58.58,389,664
2006,0,12662,Thomas Levet,58.47,183,313
2006,0,21878,Mark Wilson,58.45,256,438
2006,0,25804,Bubba Watson,58.35,276,473
2006,0,22405,Justin Rose,58.29,320,549
2006,0,20572,Rod Pampling,58.2,330,567
2006,0,20645,John Senden,58.18,281,483
2006,0,20634,Peter Lonard,58.13,293,504
2006,0,6012,Greg Kraft,58.05,292,503
2006,0,27943,Matt Hansen,58.02,228,393
2006,0,12760,Danny Ellis,58.0,250,431
2006,0,24502,Adam Scott,57.94,219,378
2006,0,1599,Steve Jones,57.92,318,549
2006,0,12510,Chad Campbell,57.84,295,510
2006,0,7223,Brian Bateman,57.83,240,415
2006,0,6373,José María Olazábal,57.78,208,360
2006,0,21805,Harrison Frazar,57.72,340,589
2006,0,27120,Troy Matteson,57.68,353,612
2006,0,20628,Arron Oberholser,57.67,252,437
2006,0,23623,Bo Van Pelt,57.63,355,616
2006,0,19881,Robert Damron,57.62,344,597
2006,0,21731,Freddie Jacobson,57.58,209,363
2006,0,20094,Jonathan Kaye,57.55,301,523
2006,0,24024,Zach Johnson,57.52,302,525
2006,0,21470,Daisuke Maruyama,57.5,276,480
2006,0,10505,Shane Bertsch,57.47,381,663
2006,0,20850,Daniel Chopra,57.47,404,703
2006,0,1132,Mark Brooks,57.41,341,594
2006,0,20157,Retief Goosen,57.37,214,373
2006,0,22946,Henrik Bjornstad,57.31,349,609
2006,0,1329,Brad Faxon,57.22,337,589
2006,0,1707,Steve Lowery,57.21,345,603
2006,0,20631,David McKenzie,57.11,281,492
2006,0,21407,Arjun Atwal,57.07,351,615
2006,0,8375,Paul Stankowski,56.98,245,430
2006,0,21961,Charles Howell III,56.92,325,571
2006,0,22621,Ben Curtis,56.88,306,538
2006,0,20121,Todd Fischer,56.76,382,673
2006,0,8835,Kris Cox,56.73,278,490
2006,0,21660,Jason Schultz,56.54,281,497
2006,0,23541,Ben Crane,56.49,309,547
2006,0,23048,Eric Axley,56.47,310,549
2006,0,6034,Marco Dawson,56.47,310,549
2006,0,27770,Camilo Villegas,56.45,328,581
2006,0,20498,Briny Baird,56.42,233,413
2006,0,20378,Mathias Grönberg,56.34,302,536
2006,0,20593,Greg Chalmers,56.28,278,494
2006,0,6515,Shaun Micheel,56.27,305,542
2006,0,23788,D.J. Trahan,56.26,328,583
2006,0,25900,Lucas Glover,56.23,334,594
2006,0,1161,Mark Calcavecchia,56.22,357,635
2006,0,10885,Robert Allenby,56.18,250,445
2006,0,25240,D.A. Points,56.18,300,534
2006,0,6621,Joe Durant,56.0,308,550
2006,0,2214,Kirk Triplett,56.0,196,350
2006,0,1388,Robert Gamez,55.97,333,595
2006,0,10733,Kent Jones,55.89,351,628
2006,0,12716,Charley Hoffman,55.86,329,589
2006,0,1810,Phil Mickelson,55.84,220,394
2006,0,24140,Sean O'Hair,55.79,347,622
2006,0,25842,Jon Mills,55.76,247,443
2006,0,22293,Heath Slocum,55.66,300,539
2006,0,1142,Bart Bryant,55.46,269,485
2006,0,1761,Len Mattiace,55.38,242,437
2006,0,6350,Bob May,55.36,191,345
2006,0,23325,Vaughn Taylor,55.36,315,569
2006,0,20574,Mathew Goggin,55.31,229,414
2006,0,2223,Bob Tway,55.27,278,503
2006,0,12782,Tim Herron,55.23,301,545
2006,0,1706,Davis Love III,55.14,252,457
2006,0,1226,Fred Couples,55.13,172,312
2006,0,24781,Hunter Mahan,55.13,317,575
2006,0,1139,Olin Browne,55.09,368,668
2006,0,8123,Jeff Brehaut,55.04,311,565
2006,0,6573,Brandt Jobe,54.91,285,519
2006,0,1677,Tom Lehman,54.89,202,368
2006,0,20472,Alex Cejka,54.82,290,529
2006,0,23353,J.J. Henry,54.78,292,533
2006,0,24358,Robert Garrigus,54.73,289,528
2006,0,19824,Craig Barlow,54.67,246,450
2006,0,23409,James Driscoll,54.58,304,557
2006,0,23497,Tag Ridings,54.58,381,698
2006,0,1945,Kenny Perry,54.57,221,405
2006,0,12823,Carlos Franco,54.55,294,539
2006,0,10565,Ian Leggatt,54.47,274,503
2006,0,24912,Will MacKenzie,54.44,276,507
2006,0,24361,Pat Perez,54.4,173,318
2006,0,19913,Ron Whittaker,54.24,262,483
2006,0,21959,Ted Purdy,54.09,324,599
2006,0,20548,Hidemichi Tanaka,54.07,299,553
2006,0,22892,Jason Gore,53.85,301,559
2006,0,28780,Nicholas Thompson,53.79,312,580
2006,0,1035,Tommy Armour III,53.77,228,424
2006,0,20608,David Howell,53.69,160,298
2006,0,23614,Rich Beem,53.66,271,505
2006,0,25632,Jimmy Walker,53.65,213,397
2006,0,25935,John Engler Jr.,53.61,260,485
2006,0,2101,Joey Sindelar,53.54,272,508
2006,0,1724,Jeff Maggert,53.47,270,505
2006,0,23322,Brett Wetterich,53.47,254,475
2006,0,23616,Ryan Hietala,53.07,225,424
2006,0,26360,Bubba Dickerson,53.03,315,594
2006,0,22913,John Rollins,52.97,294,555
2006,0,21209,Sergio Garcia,52.8,170,322
2006,0,1577,Lee Janzen,52.76,277,525
2006,0,2106,Chris Smith,52.7,195,370
2006,0,1249,John Daly,52.46,181,345
2006,0,9011,David Duval,52.42,260,496
2006,0,27141,J.B. Holmes,51.98,250,481
2006,0,12755,Vance Veazey,51.96,212,408
2006,0,24980,Scott Gutschewski,51.63,158,306
2006,0,1473,Todd Hamilton,51.34,287,559
2006,0,23673,Michael Connell,51.29,159,310
2006,0,25936,Alex Aragon,50.78,228,449
2006,0,7013,Wes Short Jr.,49.5,300,606
2006,0,23307,Roger Tambellini,49.47,188,380
2006,0,11123,Chris Couch,49.02,224,457
2005,0,20378,Mathias Grönberg,64.48,236,366
