YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2010,138,0,1577,Lee Janzen,0.65,1,154,+1.00
2010,138,0,24490,George McNeill,0.65,1,154,+1.00
2010,138,0,22913,John Rollins,0.65,1,154,E
2010,141,0,25632,Jimmy Walker,0.64,1,156,-1.00
2010,142,0,20070,Matt Bettencourt,0.63,1,158,E
2010,143,0,23673,Michael Connell,0.62,1,162,E
2010,144,0,29910,Blake Adams,0.61,1,164,E
2010,144,0,27436,Graham DeLaet,0.61,1,164,E
2010,144,0,21959,Ted Purdy,0.61,1,164,+1.00
2010,147,0,6251,Chris DiMarco,0.6,1,168,+2.00
2010,147,0,12716,Charley Hoffman,0.6,1,166,+1.00
2010,147,0,21878,Mark Wilson,0.6,1,166,E
2010,150,0,24925,Jonathan Byrd,0.59,1,170,E
2010,151,0,25240,D.A. Points,0.57,1,176,+1.00
2010,152,0,21350,Ryuji Imada,0.56,1,180,-1.00
2010,152,0,26300,Matt Jones,0.56,1,178,-1.00
2010,152,0,24361,Pat Perez,0.56,1,180,+1.00
2010,155,0,25345,Carl Pettersson,0.55,1,182,+2.00
2010,156,0,22371,Aaron Baddeley,0.54,1,184,+1.00
2010,157,0,27141,J.B. Holmes,0.52,1,192,+2.00
2010,158,0,20848,Ángel Cabrera,0.0,0,106,E
2010,158,0,20229,Stewart Cink,0.0,0,140,E
2010,158,0,1249,John Daly,0.0,0,102,E
2010,158,0,23409,James Driscoll,0.0,0,156,E
2010,158,0,24358,Robert Garrigus,0.0,0,130,E
2010,158,0,20574,Mathew Goggin,0.0,0,166,E
2010,158,0,20157,Retief Goosen,0.0,0,118,E
2010,158,0,20378,Mathias Grönberg,0.0,0,106,E
2010,158,0,24924,Bill Haas,0.0,0,162,E
2010,158,0,12782,Tim Herron,0.0,0,146,E
2010,158,0,27936,Martin Laird,0.0,0,178,E
2010,158,0,27797,Derek Lamely,0.0,0,146,E
2010,158,0,1707,Steve Lowery,0.0,0,126,E
2010,158,0,26881,Jarrod Lyle,0.0,0,92,E
2010,158,0,24912,Will MacKenzie,0.0,0,144,E
2010,158,0,28237,Rory McIlroy,0.0,0,88,E
2010,158,0,24140,Sean O'Hair,0.0,0,140,E
2010,158,0,22046,Geoff Ogilvy,0.0,0,104,E
2010,158,0,23320,Ryan Palmer,0.0,0,164,E
2010,158,0,20572,Rod Pampling,0.0,0,154,E
2010,158,0,24138,Ian Poulter,0.0,0,74,E
2010,158,0,28620,Aron Price,0.0,0,128,E
2010,158,0,25562,Andres Romero,0.0,0,146,E
2010,158,0,24502,Adam Scott,0.0,0,116,E
2010,158,0,6567,Vijay Singh,0.0,0,128,E
2010,158,0,8375,Paul Stankowski,0.0,0,108,E
2010,158,0,27214,Kevin Streelman,0.0,0,172,E
2010,158,0,6595,Kevin Sutherland,0.0,0,172,E
2010,158,0,23307,Roger Tambellini,0.0,0,138,E
2010,158,0,33419,Cameron Tringale,0.0,0,98,E
2010,158,0,23623,Bo Van Pelt,0.0,0,192,E
2010,158,0,23349,Charles Warren,0.0,0,112,E
2010,158,0,23322,Brett Wetterich,0.0,0,108,E
2010,158,0,26392,Chris Wilson,0.0,0,118,E
2010,158,0,24663,Y.E. Yang,0.0,0,120,E
2009,1,0,1928,Corey Pavin,16.92,22,130,-0.05
2009,2,0,1329,Brad Faxon,10.17,12,118,+0.25
2009,3,0,1132,Mark Brooks,9.57,9,94,+0.44
2009,4,0,12602,Dean Wilson,6.49,10,154,+0.60
2009,5,0,25190,Jeff Quinney,6.41,10,156,+0.40
2009,6,0,1677,Tom Lehman,5.81,5,86,-0.20
2009,7,0,8931,Glen Day,5.63,8,142,+0.25
2009,8,0,6012,Greg Kraft,5.56,5,90,+0.60
2009,9,0,6643,Paul Goydos,5.48,8,146,+0.38
2009,10,0,19846,Brian Gay,5.11,9,176,+0.11
2009,11,0,9011,David Duval,5.0,5,100,+0.60
2009,12,0,23048,Eric Axley,4.62,6,130,+0.50
2009,13,0,26420,Richard Johnson,4.38,7,160,-0.43
2009,14,0,27060,John Mallinger,4.27,7,164,+0.43
2009,15,0,27466,Spencer Levin,4.23,6,142,+0.33
2009,15,0,24449,Parker McLachlin,4.23,6,142,+0.50
2009,17,0,6539,Rick Price,4.17,4,96,+0.75
2009,18,0,10425,Jay Williamson,4.1,5,122,+0.60
2009,19,0,10423,Mike Weir,4.05,6,148,+0.17
2009,20,0,21350,Ryuji Imada,4.0,6,150,E
2009,21,0,20593,Greg Chalmers,3.9,6,154,-0.17
2009,22,0,23983,Luke Donald,3.79,5,132,+0.20
2009,22,0,27141,J.B. Holmes,3.79,5,132,+1.00
2009,24,0,1142,Bart Bryant,3.7,4,108,+0.75
2009,25,0,22348,Nick O'Hern,3.49,6,172,-0.17
2009,25,0,8845,Scott Sterling,3.49,3,86,+1.00
2009,27,0,24502,Adam Scott,3.41,3,88,E
2009,28,0,26668,Marc Turnesa,3.25,5,154,+0.80
2009,29,0,25919,Brian Vranesh,3.19,3,94,+0.67
2009,30,0,12652,Cameron Beckman,3.09,5,162,+0.40
2009,31,0,20634,Peter Lonard,3.05,5,164,+0.20
2009,32,0,27936,Martin Laird,3.03,4,132,+0.50
2009,33,0,21949,Joe Ogilvie,3.01,5,166,+0.20
2009,34,0,23718,Nathan Green,3.0,6,200,+0.33
2009,35,0,2239,Scott Verplank,2.98,5,168,+0.40
2009,36,0,30927,Brendon Todd,2.94,3,102,+0.33
2009,37,0,23614,Rich Beem,2.9,4,138,+0.50
2009,38,0,25396,Kevin Na,2.87,5,174,+0.40
2009,39,0,24361,Pat Perez,2.86,4,140,+0.75
2009,40,0,20127,Chris Riley,2.82,4,142,+0.75
2009,41,0,7223,Brian Bateman,2.73,3,110,+0.67
2009,42,0,22961,David Mathis,2.63,4,152,+0.75
2009,42,0,1948,Tim Petrovic,2.63,5,190,+0.20
2009,44,0,23108,Matt Kuchar,2.56,4,156,E
2009,45,0,1724,Jeff Maggert,2.53,4,158,+0.75
2009,46,0,22405,Justin Rose,2.5,3,120,E
2009,47,0,28620,Aron Price,2.47,4,162,-0.25
2009,48,0,22371,Aaron Baddeley,2.46,3,122,+1.33
2009,48,0,27770,Camilo Villegas,2.46,3,122,+0.33
2009,50,0,8075,Jerry Kelly,2.44,4,164,+0.50
2009,51,0,30711,Colt Knost,2.38,3,126,E
2009,52,0,20850,Daniel Chopra,2.25,4,178,+0.25
2009,52,0,21961,Charles Howell III,2.25,4,178,+0.25
2009,54,0,1797,Rocco Mediate,2.24,3,134,E
2009,55,0,25562,Andres Romero,2.22,2,90,+1.00
2009,56,0,20574,Mathew Goggin,2.21,3,136,E
2009,56,0,1577,Lee Janzen,2.21,3,136,E
2009,58,0,23353,J.J. Henry,2.2,4,182,+1.25
2009,59,0,22892,Jason Gore,2.17,3,138,E
2009,60,0,6251,Chris DiMarco,2.15,4,186,E
2009,61,0,12705,Cliff Kresge,2.08,3,144,E
2009,61,0,23621,Rory Sabbatini,2.08,3,144,+0.33
2009,63,0,21753,Brian Davis,2.02,4,198,+0.25
2009,64,0,21731,Freddie Jacobson,1.95,3,154,+0.67
2009,65,0,1320,Bob Estes,1.92,3,156,E
2009,65,0,23320,Ryan Palmer,1.92,3,156,+0.33
2009,67,0,20498,Briny Baird,1.9,3,158,E
2009,68,0,26301,James Nitties,1.88,3,160,+0.67
2009,69,0,6621,Joe Durant,1.85,2,108,+0.50
2009,70,0,1941,Tom Pernice Jr.,1.83,3,164,+0.33
2009,71,0,24846,Ricky Barnes,1.82,2,110,+0.50
2009,71,0,20766,Padraig Harrington,1.82,2,110,+0.50
2009,71,0,10117,Bob Heintz,1.82,2,110,E
2009,74,0,1707,Steve Lowery,1.81,3,166,+1.00
2009,75,0,24024,Zach Johnson,1.79,3,168,-0.33
2009,75,0,28475,Jeff Overton,1.79,3,168,+1.33
2009,75,0,23325,Vaughn Taylor,1.79,3,168,+0.67
2009,78,0,23800,Bryce Molder,1.75,2,114,+1.50
2009,78,0,6567,Vijay Singh,1.75,2,114,+0.50
2009,80,0,23638,Brendon de Jonge,1.74,3,172,+0.33
2009,80,0,25686,Jason Dufner,1.74,3,172,+0.33
2009,82,0,25900,Lucas Glover,1.72,3,174,-0.33
2009,83,0,20691,Greg Owen,1.69,3,178,+0.33
2009,84,0,2214,Kirk Triplett,1.67,2,120,-0.50
2009,85,0,27120,Troy Matteson,1.65,3,182,+0.67
2009,86,0,26497,Casey Wittenberg,1.64,2,122,+1.00
2009,87,0,25240,D.A. Points,1.61,3,186,E
2009,88,0,20070,Matt Bettencourt,1.6,3,188,+0.67
2009,88,0,29221,Webb Simpson,1.6,3,188,+0.33
2009,90,0,20157,Retief Goosen,1.59,2,126,-0.50
2009,91,0,6004,Stephen Ames,1.54,2,130,+0.50
2009,91,0,10733,Kent Jones,1.54,2,130,E
2009,93,0,6527,Steve Stricker,1.49,2,134,E
2009,94,0,23778,Brad Adamonis,1.47,2,136,+0.50
2009,94,0,25632,Jimmy Walker,1.47,2,136,-0.50
2009,96,0,24912,Will MacKenzie,1.45,2,138,+0.50
2009,97,0,10809,Jim Furyk,1.41,2,142,E
2009,98,0,30925,Dustin Johnson,1.35,2,148,+2.00
2009,99,0,20472,Alex Cejka,1.3,2,154,+0.50
2009,100,0,12510,Chad Campbell,1.28,2,156,-0.50
2009,101,0,26596,Ryan Moore,1.23,2,162,+0.50
2009,101,0,26951,Johnson Wagner,1.23,2,162,+0.50
2009,103,0,24781,Hunter Mahan,1.22,2,164,+0.50
2009,103,0,27963,Chris Stroud,1.22,2,164,E
2009,105,0,20848,Ángel Cabrera,1.19,1,84,-1.00
2009,105,0,7749,Brett Quigley,1.19,2,168,E
2009,107,0,22548,Patrick Sheehan,1.16,1,86,E
2009,108,0,23497,Tag Ridings,1.14,1,88,E
2009,108,0,23788,D.J. Trahan,1.14,2,176,-0.50
2009,110,0,23541,Ben Crane,1.12,2,178,+0.50
2009,110,0,22293,Heath Slocum,1.12,2,178,E
2009,112,0,21209,Sergio Garcia,1.09,1,92,E
2009,112,0,24138,Ian Poulter,1.09,1,92,-1.00
2009,112,0,22295,Darron Stiles,1.09,1,92,+1.00
2009,115,0,21959,Ted Purdy,1.08,2,186,-1.00
2009,115,0,27214,Kevin Streelman,1.08,2,186,+0.50
2009,117,0,27683,Leif Olson,1.06,1,94,+1.00
2009,118,0,24503,Jeff Klauk,1.05,2,190,+0.50
2009,118,0,21878,Mark Wilson,1.05,2,190,+0.50
2009,120,0,28118,Peter Tomasulo,0.94,1,106,E
2009,121,0,24357,K.J. Choi,0.89,1,112,+1.00
2009,122,0,31416,Derek Fathauer,0.88,1,114,E
2009,122,0,26881,Jarrod Lyle,0.88,1,114,E
2009,124,0,1035,Tommy Armour III,0.86,1,116,E
2009,125,0,24140,Sean O'Hair,0.78,1,128,+2.00
2009,126,0,20572,Rod Pampling,0.75,1,134,E
2009,127,0,20098,Stuart Appleby,0.74,1,136,+1.00
2009,128,0,6197,Michael Allen,0.72,1,138,E
2009,129,0,1473,Todd Hamilton,0.7,1,142,+1.00
2009,130,0,7457,Steve Flesch,0.68,1,146,+1.00
2009,130,0,1766,Billy Mayfair,0.68,1,146,E
2009,132,0,26476,Chez Reavie,0.67,1,150,E
2009,133,0,27095,Nick Watney,0.66,1,152,-1.00
2009,134,0,24663,Y.E. Yang,0.65,1,154,+2.00
2009,135,0,25345,Carl Pettersson,0.64,1,156,E
2009,136,0,20104,Ken Duke,0.63,1,158,E
2009,136,0,24358,Robert Garrigus,0.63,1,158,+1.00
2009,136,0,1945,Kenny Perry,0.63,1,158,+1.00
2009,139,0,25818,Scott Piercy,0.62,1,162,+1.00
2009,140,0,7867,Woody Austin,0.6,1,168,E
2009,140,0,10860,Justin Leonard,0.6,1,166,E
2009,140,0,6595,Kevin Sutherland,0.6,1,166,E
2009,143,0,24507,Jason Bohn,0.57,1,176,+1.00
2009,143,0,24924,Bill Haas,0.57,1,174,-1.00
2009,143,0,12782,Tim Herron,0.57,1,174,+2.00
2009,143,0,26851,Marc Leishman,0.57,1,174,+1.00
2009,147,0,21805,Harrison Frazar,0.56,1,178,+1.00
2009,147,0,2206,David Toms,0.56,1,180,+1.00
2009,147,0,23623,Bo Van Pelt,0.56,1,180,E
2009,150,0,10585,Scott McCarron,0.55,1,182,E
2009,151,0,26695,Michael Letzig,0.54,1,184,+1.00
2009,152,0,12716,Charley Hoffman,0.53,1,190,-1.00
2009,152,0,28780,Nicholas Thompson,0.53,1,188,E
2009,154,0,10885,Robert Allenby,0.0,0,120,E
2009,154,0,28087,Kris Blanks,0.0,0,108,E
2009,154,0,24925,Jonathan Byrd,0.0,0,170,E
2009,154,0,1161,Mark Calcavecchia,0.0,0,136,E
2009,154,0,20229,Stewart Cink,0.0,0,126,E
2009,154,0,23135,Tim Clark,0.0,0,136,E
2009,154,0,1226,Fred Couples,0.0,0,104,E
2009,154,0,22621,Ben Curtis,0.0,0,104,E
2009,154,0,28089,Jason Day,0.0,0,106,E
2009,154,0,1313,Steve Elkington,0.0,0,140,E
2009,154,0,6522,Ernie Els,0.0,0,116,E
2009,154,0,26300,Matt Jones,0.0,0,98,E
2009,154,0,29718,Anthony Kim,0.0,0,128,E
2009,154,0,1706,Davis Love III,0.0,0,166,E
2009,154,0,23548,Bill Lunde,0.0,0,162,E
2009,154,0,28158,Steve Marino,0.0,0,180,E
2009,154,0,24490,George McNeill,0.0,0,156,E
2009,154,0,27933,John Merrick,0.0,0,154,E
2009,154,0,1810,Phil Mickelson,0.0,0,110,E
2009,154,0,22046,Geoff Ogilvy,0.0,0,124,E
2009,154,0,22913,John Rollins,0.0,0,176,E
2009,154,0,20645,John Senden,0.0,0,196,E
2009,154,0,27649,Brandt Snedeker,0.0,0,142,E
2009,154,0,26679,Kevin Stadler,0.0,0,114,E
2009,154,0,23349,Charles Warren,0.0,0,114,E
2009,154,0,25804,Bubba Watson,0.0,0,126,E
2009,154,0,26289,Boo Weekley,0.0,0,138,E
2009,154,0,26498,Matt Weibring,0.0,0,118,E
2009,154,0,20160,Charlie Wi,0.0,0,180,E
2009,154,0,31323,Gary Woodland,0.0,0,86,E
2009,154,0,8793,Tiger Woods,0.0,0,104,E
2008,1,0,1928,Corey Pavin,13.93,17,122,+0.06
2008,2,0,20382,Stephen Leaney,9.18,9,98,-0.22
2008,3,0,25190,Jeff Quinney,7.59,12,158,+0.42
2008,4,0,10505,Shane Bertsch,6.77,13,192,+0.23
2008,5,0,26420,Richard Johnson,6.73,7,104,+0.43
2008,6,0,1139,Olin Browne,6.67,10,150,-0.10
2008,7,0,20443,Jin Park,6.49,10,154,+0.50
2008,8,0,6643,Paul Goydos,6.25,9,144,+0.56
2008,8,0,24024,Zach Johnson,6.25,9,144,+0.33
2008,10,0,7457,Steve Flesch,5.29,9,170,-0.22
2008,11,0,23108,Matt Kuchar,5.26,8,152,+0.50
2008,12,0,1161,Mark Calcavecchia,5.17,6,116,E
2008,13,0,8385,Omar Uresti,5.0,7,140,+0.43
2008,14,0,21350,Ryuji Imada,4.86,7,144,+0.29
2008,14,0,22348,Nick O'Hern,4.86,7,144,+0.14
2008,16,0,6012,Greg Kraft,4.72,5,106,+0.80
2008,17,0,1388,Robert Gamez,4.55,7,154,+0.43
2008,18,0,19846,Brian Gay,4.44,8,180,E
2008,18,0,12680,Shigeki Maruyama,4.44,4,90,+0.50
2008,20,0,6527,Steve Stricker,4.31,5,116,+0.60
2008,21,0,1707,Steve Lowery,4.29,6,140,+0.17
2008,22,0,9011,David Duval,4.26,4,94,+0.25
2008,23,0,7547,Craig Kanada,4.24,5,118,-0.20
2008,24,0,19913,Ron Whittaker,4.17,4,96,+0.50
2008,25,0,22582,Kyle Thompson,3.91,5,128,+0.40
2008,26,0,20848,Ángel Cabrera,3.85,3,78,+0.33
2008,27,0,12823,Carlos Franco,3.73,5,134,E
2008,28,0,8845,Scott Sterling,3.7,6,162,E
2008,29,0,6004,Stephen Ames,3.68,5,136,+0.40
2008,30,0,2239,Scott Verplank,3.62,5,138,+0.40
2008,31,0,12602,Dean Wilson,3.54,7,198,+0.29
2008,32,0,10423,Mike Weir,3.52,5,142,-0.20
2008,33,0,24357,K.J. Choi,3.45,4,116,E
2008,33,0,27060,John Mallinger,3.45,6,174,+0.50
2008,35,0,26951,Johnson Wagner,3.38,5,148,+0.20
2008,36,0,24781,Hunter Mahan,3.33,5,150,+0.20
2008,37,0,8075,Jerry Kelly,3.29,5,152,+0.40
2008,38,0,20623,Gavin Coles,3.26,3,92,-0.33
2008,39,0,23135,Tim Clark,3.25,5,154,+0.60
2008,40,0,10733,Kent Jones,3.23,4,124,E
2008,40,0,2223,Bob Tway,3.23,4,124,E
2008,42,0,28475,Jeff Overton,3.16,6,190,+0.67
2008,43,0,23621,Rory Sabbatini,3.13,4,128,+0.50
2008,44,0,20634,Peter Lonard,3.05,5,164,+0.60
2008,44,0,24449,Parker McLachlin,3.05,5,164,+0.40
2008,46,0,8537,J.P. Hayes,2.99,4,134,+0.50
2008,47,0,22913,John Rollins,2.98,5,168,+0.80
2008,48,0,21731,Freddie Jacobson,2.94,4,136,-0.50
2008,48,0,25562,Andres Romero,2.94,3,102,+1.00
2008,48,0,23797,Brett Rumford,2.94,4,136,+0.75
2008,51,0,24663,Y.E. Yang,2.87,5,174,+0.80
2008,52,0,23048,Eric Axley,2.86,6,210,+0.33
2008,52,0,27649,Brandt Snedeker,2.86,4,140,E
2008,54,0,1035,Tommy Armour III,2.82,4,142,+0.25
2008,55,0,11032,Frank Lickliter II,2.8,6,214,+0.33
2008,56,0,24138,Ian Poulter,2.78,2,72,+0.50
2008,57,0,20104,Ken Duke,2.68,6,224,-0.17
2008,57,0,2206,David Toms,2.68,3,112,-0.67
2008,59,0,1797,Rocco Mediate,2.67,4,150,+0.50
2008,60,0,26476,Chez Reavie,2.66,5,188,-0.20
2008,61,0,12705,Cliff Kresge,2.56,4,156,+0.75
2008,62,0,23409,James Driscoll,2.53,4,158,+0.25
2008,63,0,26695,Michael Letzig,2.5,4,160,+0.75
2008,64,0,10585,Scott McCarron,2.46,3,122,-0.33
2008,65,0,1677,Tom Lehman,2.44,2,82,E
2008,66,0,22621,Ben Curtis,2.34,3,128,+0.67
2008,66,0,21461,Kenneth Ferrie,2.34,3,128,+0.33
2008,66,0,21878,Mark Wilson,2.34,5,214,+0.80
2008,69,0,20127,Chris Riley,2.33,2,86,+1.50
2008,70,0,1948,Tim Petrovic,2.3,4,174,+0.50
2008,71,0,28158,Steve Marino,2.29,5,218,+0.40
2008,72,0,25720,Chad Collins,2.27,3,132,+0.67
2008,72,0,1320,Bob Estes,2.27,4,176,E
2008,74,0,21961,Charles Howell III,2.25,4,178,+0.75
2008,75,0,20472,Alex Cejka,2.24,3,134,E
2008,76,0,20105,Jeff Gove,2.17,2,92,-1.00
2008,76,0,29718,Anthony Kim,2.17,3,138,+0.33
2008,76,0,6090,Jim McGovern,2.17,3,138,+0.33
2008,79,0,6575,Dudley Hart,2.14,3,140,+0.67
2008,80,0,20572,Rod Pampling,2.08,3,144,+0.33
2008,81,0,25396,Kevin Na,2.06,4,194,+0.75
2008,82,0,23325,Vaughn Taylor,2.02,4,198,E
2008,83,0,20850,Daniel Chopra,2.0,3,150,+0.67
2008,83,0,22046,Geoff Ogilvy,2.0,2,100,+1.00
2008,85,0,20498,Briny Baird,1.98,4,202,E
2008,86,0,1941,Tom Pernice Jr.,1.96,4,204,E
2008,86,0,25345,Carl Pettersson,1.96,4,204,+0.25
2008,88,0,10809,Jim Furyk,1.92,3,156,E
2008,88,0,1473,Todd Hamilton,1.92,3,156,-0.33
2008,90,0,12652,Cameron Beckman,1.9,3,158,+0.33
2008,90,0,24925,Jonathan Byrd,1.9,3,158,E
2008,90,0,10860,Justin Leonard,1.9,3,158,+0.33
2008,93,0,1313,Steve Elkington,1.88,3,160,+0.33
2008,94,0,22378,Trevor Immelman,1.85,2,108,E
2008,94,0,22806,Doug LaBelle II,1.85,2,108,+1.00
2008,96,0,27933,John Merrick,1.83,3,164,+0.67
2008,96,0,24361,Pat Perez,1.83,3,164,+1.67
2008,98,0,23778,Brad Adamonis,1.81,3,166,E
2008,98,0,6251,Chris DiMarco,1.81,3,166,+1.67
2008,98,0,25842,Jon Mills,1.81,3,166,E
2008,101,0,23614,Rich Beem,1.79,3,168,+0.33
2008,101,0,6034,Marco Dawson,1.79,2,112,E
2008,103,0,12826,Paul Claxton,1.75,2,114,+0.50
2008,104,0,8931,Glen Day,1.72,2,116,+0.50
2008,105,0,12510,Chad Campbell,1.7,3,176,E
2008,106,0,22293,Heath Slocum,1.67,3,180,E
2008,107,0,22371,Aaron Baddeley,1.64,2,122,E
2008,108,0,21949,Joe Ogilvie,1.63,3,184,+0.33
2008,109,0,26631,Cody Freeman,1.61,2,124,+1.50
2008,109,0,21959,Ted Purdy,1.61,2,124,+0.50
2008,111,0,27770,Camilo Villegas,1.56,2,128,E
2008,112,0,25632,Jimmy Walker,1.54,2,130,+1.50
2008,113,0,1766,Billy Mayfair,1.52,3,198,+0.33
2008,114,0,1024,Billy Andrade,1.49,2,134,+1.00
2008,114,0,2002,John Riegger,1.49,2,134,E
2008,116,0,26289,Boo Weekley,1.45,2,138,E
2008,117,0,27214,Kevin Streelman,1.44,3,208,+1.67
2008,118,0,24502,Adam Scott,1.43,1,70,+2.00
2008,119,0,1142,Bart Bryant,1.41,2,142,E
2008,119,0,20433,Mark Hensby,1.41,2,142,E
2008,121,0,25364,Paul Casey,1.39,1,72,E
2008,121,0,21753,Brian Davis,1.39,3,216,+0.67
2008,121,0,6522,Ernie Els,1.39,1,72,E
2008,124,0,27963,Chris Stroud,1.37,2,146,+1.00
2008,125,0,10875,Todd Demsey,1.28,2,156,+1.00
2008,126,0,23541,Ben Crane,1.25,2,160,E
2008,127,0,6621,Joe Durant,1.19,2,168,E
2008,127,0,20157,Retief Goosen,1.19,1,84,+2.00
2008,127,0,23788,D.J. Trahan,1.19,2,168,E
2008,130,0,6197,Michael Allen,1.18,2,170,+1.00
2008,130,0,27561,Nick Flanagan,1.18,2,170,+0.50
2008,132,0,1724,Jeff Maggert,1.16,2,172,-0.50
2008,133,0,20574,Mathew Goggin,1.15,2,174,E
2008,134,0,27095,Nick Watney,1.14,2,176,+0.50
2008,135,0,26300,Matt Jones,1.1,2,182,+0.50
2008,136,0,27936,Martin Laird,1.09,2,184,-0.50
2008,137,0,7867,Woody Austin,1.08,2,186,+0.50
2008,137,0,12782,Tim Herron,1.08,2,186,+0.50
2008,139,0,27120,Troy Matteson,1.06,2,188,+1.00
2008,139,0,25594,Travis Perkins,1.06,1,94,E
2008,139,0,6595,Kevin Sutherland,1.06,2,188,+0.50
2008,142,0,23718,Nathan Green,1.05,2,190,+0.50
2008,142,0,24490,George McNeill,1.05,2,190,+0.50
2008,144,0,6573,Brandt Jobe,1.04,1,96,E
2008,145,0,23623,Bo Van Pelt,1.03,2,194,+1.50
2008,146,0,10649,Tom Scherrer,1.0,1,100,E
2008,147,0,30750,Tommy Gainey,0.96,1,104,E
2008,147,0,1553,John Huston,0.96,1,104,+1.00
2008,149,0,23353,J.J. Henry,0.94,2,212,+0.50
2008,150,0,12309,Bob Sowards,0.91,1,110,E
2008,151,0,21209,Sergio Garcia,0.89,1,112,+2.00
2008,151,0,22548,Patrick Sheehan,0.89,2,224,+1.00
2008,153,0,23125,Brad Elder,0.82,1,122,-1.00
2008,154,0,24912,Will MacKenzie,0.81,1,124,+1.00
2008,154,0,1810,Phil Mickelson,0.81,1,124,E
2008,156,0,23320,Ryan Palmer,0.79,1,126,E
2008,157,0,20098,Stuart Appleby,0.74,1,136,+1.00
2008,158,0,20229,Stewart Cink,0.72,1,138,-1.00
2008,158,0,24140,Sean O'Hair,0.72,1,138,E
2008,160,0,26596,Ryan Moore,0.71,1,140,+1.00
2008,161,0,27141,J.B. Holmes,0.68,1,146,+1.00
2008,161,0,7749,Brett Quigley,0.68,1,148,+1.00
2008,163,0,26679,Kevin Stadler,0.64,1,156,-1.00
2008,164,0,24227,Justin Bolli,0.63,1,160,E
2008,164,0,12660,Jesper Parnevik,0.63,1,160,E
2008,164,0,23349,Charles Warren,0.63,1,158,E
2008,167,0,1577,Lee Janzen,0.62,1,162,E
2008,168,0,19803,Ryan Armour,0.6,1,166,E
2008,168,0,20378,Mathias Grönberg,0.6,1,166,+1.00
2008,168,0,26668,Marc Turnesa,0.6,1,166,E
2008,168,0,10425,Jay Williamson,0.6,1,168,+1.00
2008,172,0,25900,Lucas Glover,0.57,1,174,E
2008,172,0,30925,Dustin Johnson,0.57,1,176,E
2008,172,0,25349,Tim Wilkinson,0.57,1,174,+1.00
2008,175,0,10885,Robert Allenby,0.55,1,182,+1.00
2008,176,0,22892,Jason Gore,0.54,1,184,+1.00
2008,176,0,12716,Charley Hoffman,0.54,1,184,E
2008,176,0,20160,Charlie Wi,0.54,1,186,E
2008,179,0,24924,Bill Haas,0.53,1,190,+1.00
2008,180,0,1945,Kenny Perry,0.52,1,192,+2.00
2008,181,0,21633,Steve Allan,0.0,0,100,E
2008,181,0,23540,Jason Allred,0.0,0,114,E
2008,181,0,26500,Alejandro Cañizares,0.0,0,88,E
2008,181,0,1226,Fred Couples,0.0,0,112,E
2008,181,0,28089,Jason Day,0.0,0,162,E
2008,181,0,21805,Harrison Frazar,0.0,0,130,E
2008,181,0,24358,Robert Garrigus,0.0,0,176,E
2008,181,0,20766,Padraig Harrington,0.0,0,68,E
2008,181,0,23157,Richard Johnson,0.0,0,150,E
2008,181,0,1706,Davis Love III,0.0,0,136,E
2008,181,0,27613,David Lutterus,0.0,0,105,E
2008,181,0,20663,Brenden Pappas,0.0,0,120,E
2008,181,0,23497,Tag Ridings,0.0,0,176,E
2008,181,0,20645,John Senden,0.0,0,172,E
2008,181,0,6567,Vijay Singh,0.0,0,132,E
2008,181,0,28780,Nicholas Thompson,0.0,0,206,E
2008,181,0,25804,Bubba Watson,0.0,0,170,E
2007,1,0,1928,Corey Pavin,13.64,21,154,+0.24
2007,2,0,19972,José Coceres,7.95,7,88,+0.29
2007,3,0,22621,Ben Curtis,6.62,9,136,+0.44
2007,4,0,6643,Paul Goydos,5.66,6,106,+0.17
2007,5,0,20127,Chris Riley,5.45,6,110,+1.17
2007,6,0,25190,Jeff Quinney,5.38,10,186,+0.50
2007,7,0,23621,Rory Sabbatini,5.22,7,134,+0.29
2007,8,0,24290,D.J. Brigman,5.08,6,118,+0.33
2007,9,0,2214,Kirk Triplett,4.67,7,150,+0.14
2007,10,0,7363,Craig Bowden,4.61,7,152,+0.29
2007,11,0,22348,Nick O'Hern,4.46,5,112,+0.20
2007,12,0,7223,Brian Bateman,4.26,4,94,+0.50
2007,13,0,20623,Gavin Coles,4.22,7,166,+0.14
2007,14,0,12195,Tom Johnson,4.17,6,144,+0.33
2007,15,0,6004,Stephen Ames,3.97,5,126,+0.40
2007,16,0,23613,Rich Barcelo,3.85,6,156,+0.17
2007,16,0,12510,Chad Campbell,3.85,6,156,+0.33
2007,18,0,23718,Nathan Green,3.76,7,186,+0.14
2007,19,0,20382,Stephen Leaney,3.75,6,160,-0.17
2007,20,0,23135,Tim Clark,3.7,4,108,-0.25
2007,21,0,27060,John Mallinger,3.65,7,192,E
2007,22,0,12714,Chris Tidland,3.64,4,110,+1.00
2007,23,0,19846,Brian Gay,3.4,7,206,+0.14
2007,24,0,20098,Stuart Appleby,3.39,4,118,+0.25
2007,25,0,22212,Craig Lile,3.33,5,150,+0.40
2007,26,0,1157,Tom Byrum,3.26,3,92,E
2007,27,0,2206,David Toms,3.17,4,126,E
2007,28,0,1313,Steve Elkington,3.16,5,158,+0.80
