YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2006,77,0,23621,Rory Sabbatini,1.41,2,142,+0.50
2006,79,0,10809,Jim Furyk,1.39,2,144,E
2006,79,0,6643,Paul Goydos,1.39,2,144,-0.50
2006,81,0,12510,Chad Campbell,1.37,2,146,+1.00
2006,81,0,20548,Hidemichi Tanaka,1.37,2,146,+0.50
2006,83,0,20229,Stewart Cink,1.35,2,148,E
2006,83,0,2223,Bob Tway,1.35,2,148,+0.50
2006,85,0,1724,Jeff Maggert,1.33,2,150,E
2006,86,0,10565,Ian Leggatt,1.32,2,152,+0.50
2006,86,0,21878,Mark Wilson,1.32,2,152,E
2006,88,0,19913,Ron Whittaker,1.27,2,158,E
2006,89,0,20631,David McKenzie,1.25,2,160,E
2006,90,0,1320,Bob Estes,1.23,2,162,-0.50
2006,91,0,21209,Sergio Garcia,1.22,1,82,+1.00
2006,92,0,6197,Michael Allen,1.19,2,168,+0.50
2006,92,0,1766,Billy Mayfair,1.19,2,168,-0.50
2006,92,0,24140,Sean O'Hair,1.19,2,168,+1.00
2006,95,0,20105,Jeff Gove,1.15,2,174,+1.00
2006,96,0,12680,Shigeki Maruyama,1.14,2,176,+1.50
2006,96,0,23788,D.J. Trahan,1.14,2,176,-0.50
2006,98,0,20378,Mathias Grönberg,1.12,2,178,E
2006,99,0,20157,Retief Goosen,1.09,1,92,E
2006,100,0,28475,Jeff Overton,1.08,2,186,+1.00
2006,101,0,21407,Arjun Atwal,1.05,2,190,+0.50
2006,102,0,6004,Stephen Ames,1.04,1,96,-1.00
2006,102,0,26360,Bubba Dickerson,1.04,2,192,+0.50
2006,102,0,23623,Bo Van Pelt,1.04,2,192,+0.50
2006,105,0,11032,Frank Lickliter II,1.03,2,194,+0.50
2006,106,0,1313,Steve Elkington,1.02,1,98,E
2006,106,0,12662,Thomas Levet,1.02,1,98,E
2006,106,0,23497,Tag Ridings,1.02,2,196,+1.00
2006,109,0,7867,Woody Austin,1.01,2,198,E
2006,110,0,1677,Tom Lehman,0.96,1,104,+1.00
2006,111,0,2214,Kirk Triplett,0.93,1,108,E
2006,112,0,8537,J.P. Hayes,0.91,1,110,-1.00
2006,113,0,7457,Steve Flesch,0.9,2,222,-0.50
2006,114,0,21731,Freddie Jacobson,0.89,1,112,+2.00
2006,115,0,1761,Len Mattiace,0.85,1,118,E
2006,116,0,10885,Robert Allenby,0.82,1,122,E
2006,116,0,25936,Alex Aragon,0.82,1,122,E
2006,118,0,7223,Brian Bateman,0.77,1,130,+2.00
2006,119,0,20574,Mathew Goggin,0.76,1,132,+1.00
2006,120,0,2106,Chris Smith,0.75,1,134,+1.00
2006,121,0,1024,Billy Andrade,0.74,1,136,-2.00
2006,122,0,10423,Mike Weir,0.72,1,138,E
2006,123,0,21660,Jason Schultz,0.67,1,150,+1.00
2006,124,0,22378,Trevor Immelman,0.66,1,152,E
2006,124,0,6573,Brandt Jobe,0.66,1,152,E
2006,126,0,24024,Zach Johnson,0.64,1,156,E
2006,126,0,20127,Chris Riley,0.64,1,156,E
2006,128,0,25804,Bubba Watson,0.63,1,158,E
2006,129,0,8835,Kris Cox,0.62,1,162,+2.00
2006,130,0,6575,Dudley Hart,0.61,1,164,E
2006,130,0,12660,Jesper Parnevik,0.61,1,164,E
2006,132,0,24912,Will MacKenzie,0.57,1,176,+1.00
2006,132,0,22913,John Rollins,0.57,1,174,E
2006,134,0,23048,Eric Axley,0.56,1,178,E
2006,134,0,21949,Joe Ogilvie,0.56,1,178,E
2006,136,0,20472,Alex Cejka,0.55,1,182,+2.00
2006,136,0,22405,Justin Rose,0.55,1,182,+2.00
2006,136,0,28780,Nicholas Thompson,0.55,1,182,+1.00
2006,139,0,26420,Richard Johnson,0.54,1,184,-1.00
2006,139,0,20094,Jonathan Kaye,0.54,1,184,E
2006,141,0,22946,Henrik Bjornstad,0.53,1,190,+1.00
2006,141,0,12716,Charley Hoffman,0.53,1,188,E
2006,141,0,27095,Nick Watney,0.53,1,190,E
2006,144,0,12645,Brent Geiberger,0.52,1,194,+1.00
2006,144,0,24924,Bill Haas,0.52,1,192,+1.00
2006,144,0,10733,Kent Jones,0.52,1,194,E
2006,144,0,1941,Tom Pernice Jr.,0.52,1,192,-1.00
2006,148,0,27120,Troy Matteson,0.5,1,202,+2.00
2006,149,0,20850,Daniel Chopra,0.49,1,206,E
2006,150,0,20098,Stuart Appleby,0.0,0,132,E
2006,150,0,22371,Aaron Baddeley,0.0,0,140,E
2006,150,0,19824,Craig Barlow,0.0,0,134,E
2006,150,0,23614,Rich Beem,0.0,0,142,E
2006,150,0,21646,David Branshaw,0.0,0,196,E
2006,150,0,24925,Jonathan Byrd,0.0,0,124,E
2006,150,0,20593,Greg Chalmers,0.0,0,134,E
2006,150,0,11123,Chris Couch,0.0,0,146,E
2006,150,0,1226,Fred Couples,0.0,0,76,E
2006,150,0,1249,John Daly,0.0,0,86,E
2006,150,0,21753,Brian Davis,0.0,0,180,E
2006,150,0,23409,James Driscoll,0.0,0,160,E
2006,150,0,6621,Joe Durant,0.0,0,202,E
2006,150,0,12760,Danny Ellis,0.0,0,128,E
2006,150,0,6522,Ernie Els,0.0,0,96,E
2006,150,0,21805,Harrison Frazar,0.0,0,174,E
2006,150,0,24358,Robert Garrigus,0.0,0,166,E
2006,150,0,22892,Jason Gore,0.0,0,160,E
2006,150,0,24980,Scott Gutschewski,0.0,0,102,E
2006,150,0,27943,Matt Hansen,0.0,0,132,E
2006,150,0,20766,Padraig Harrington,0.0,0,76,E
2006,150,0,12782,Tim Herron,0.0,0,134,E
2006,150,0,27141,J.B. Holmes,0.0,0,134,E
2006,150,0,21961,Charles Howell III,0.0,0,170,E
2006,150,0,1553,John Huston,0.0,0,144,E
2006,150,0,1706,Davis Love III,0.0,0,128,E
2006,150,0,24781,Hunter Mahan,0.0,0,188,E
2006,150,0,6350,Bob May,0.0,0,124,E
2006,150,0,1810,Phil Mickelson,0.0,0,106,E
2006,150,0,1823,Larry Mize,0.0,0,94,E
2006,150,0,26596,Ryan Moore,0.0,0,122,E
2006,150,0,6373,José María Olazábal,0.0,0,84,E
2006,150,0,23320,Ryan Palmer,0.0,0,190,E
2006,150,0,24361,Pat Perez,0.0,0,96,E
2006,150,0,24138,Ian Poulter,0.0,0,84,E
2006,150,0,7749,Brett Quigley,0.0,0,198,E
2006,150,0,24502,Adam Scott,0.0,0,104,E
2006,150,0,20645,John Senden,0.0,0,174,E
2006,150,0,6527,Steve Stricker,0.0,0,108,E
2006,150,0,6595,Kevin Sutherland,0.0,0,192,E
2006,150,0,23307,Roger Tambellini,0.0,0,122,E
2006,150,0,8385,Omar Uresti,0.0,0,118,E
2006,150,0,27770,Camilo Villegas,0.0,0,174,E
2006,150,0,2246,Duffy Waldorf,0.0,0,180,E
2006,150,0,23349,Charles Warren,0.0,0,172,E
2006,150,0,23322,Brett Wetterich,0.0,0,156,E
2006,150,0,8793,Tiger Woods,0.0,0,76,E
2005,1,0,1928,Corey Pavin,13.77,19,138,-0.16
2005,2,0,1487,Jeff Hart,8.2,10,122,+0.20
2005,3,0,20623,Gavin Coles,7.86,11,140,-0.09
2005,4,0,19972,José Coceres,6.48,7,108,+0.43
2005,5,0,6004,Stephen Ames,6.15,8,130,+0.13
2005,6,0,1157,Tom Byrum,5.56,9,162,E
2005,7,0,1329,Brad Faxon,5.38,7,130,E
2005,8,0,12645,Brent Geiberger,5.26,6,114,+0.83
2005,9,0,2010,Loren Roberts,4.9,5,102,+0.60
2005,10,0,23036,Chris Anderson,4.84,6,124,+0.33
2005,10,0,6527,Steve Stricker,4.84,6,124,-0.17
2005,12,0,1457,Jay Haas,4.65,4,86,E
2005,13,0,1219,John Cook,4.55,6,132,E
2005,14,0,1381,Fred Funk,4.49,8,178,-0.38
2005,15,0,1132,Mark Brooks,4.29,6,140,+0.67
2005,16,0,1761,Len Mattiace,4.27,7,164,+0.14
2005,17,0,1823,Larry Mize,4.17,4,96,+0.50
2005,18,0,20121,Todd Fischer,4.12,8,194,-0.13
2005,19,0,1619,Skip Kendall,3.85,6,156,+0.83
2005,19,0,12662,Thomas Levet,3.85,3,78,E
2005,19,0,20127,Chris Riley,3.85,4,104,+0.25
2005,22,0,10425,Jay Williamson,3.77,4,106,+0.25
2005,23,0,21878,Mark Wilson,3.57,5,140,+0.40
2005,24,0,20634,Peter Lonard,3.47,5,144,+0.20
2005,25,0,24507,Jason Bohn,3.45,6,174,+0.17
2005,26,0,21498,Hideto Tanihara,3.13,3,96,+1.67
2005,27,0,20160,Charlie Wi,3.08,4,130,+0.25
2005,28,0,1142,Bart Bryant,3.01,5,166,+0.20
2005,29,0,1599,Steve Jones,3.0,3,100,+0.67
2005,30,0,1127,Danny Briggs,2.94,4,136,+0.50
2005,31,0,20433,Mark Hensby,2.88,3,104,E
2005,31,0,24502,Adam Scott,2.88,3,104,E
2005,31,0,2101,Joey Sindelar,2.88,6,208,-0.33
2005,31,0,10423,Mike Weir,2.88,3,104,+0.33
2005,35,0,19881,Robert Damron,2.81,5,178,-0.20
2005,36,0,23614,Rich Beem,2.78,3,108,+0.67
2005,36,0,2239,Scott Verplank,2.78,4,144,+0.75
2005,38,0,21806,Paul Gow,2.7,4,148,+0.25
2005,39,0,12510,Chad Campbell,2.56,4,156,+0.25
2005,39,0,1723,Andrew Magee,2.56,4,156,+0.25
2005,39,0,2246,Duffy Waldorf,2.56,4,156,+0.75
2005,42,0,19846,Brian Gay,2.53,5,198,E
2005,42,0,20645,John Senden,2.53,5,198,+0.40
2005,44,0,1175,Jim Carter,2.5,3,120,+0.67
2005,44,0,1887,Mark O'Meara,2.5,3,120,+0.33
2005,46,0,1024,Billy Andrade,2.47,4,162,-0.25
2005,47,0,25847,Rob Rashell,2.46,3,122,+0.67
2005,48,0,6251,Chris DiMarco,2.38,3,126,-0.33
2005,48,0,25396,Kevin Na,2.38,4,168,+0.25
2005,50,0,22548,Patrick Sheehan,2.36,5,212,E
2005,51,0,6373,José María Olazábal,2.33,2,86,E
2005,52,0,6573,Brandt Jobe,2.27,4,176,+0.50
2005,53,0,1388,Robert Gamez,2.25,4,178,E
2005,54,0,20094,Jonathan Kaye,2.21,3,136,E
2005,55,0,1139,Olin Browne,2.2,4,182,E
2005,56,0,7457,Steve Flesch,2.17,3,138,+0.67
2005,57,0,23540,Jason Allred,2.11,3,142,+0.33
2005,58,0,2223,Bob Tway,2.05,3,146,+0.33
2005,59,0,21951,Joey Snyder III,2.04,4,196,+0.75
2005,60,0,21350,Ryuji Imada,2.03,3,148,+0.33
2005,61,0,22295,Darron Stiles,1.97,3,152,+0.33
2005,62,0,20548,Hidemichi Tanaka,1.96,4,204,+0.50
2005,63,0,10809,Jim Furyk,1.9,3,158,+0.67
2005,64,0,6575,Dudley Hart,1.88,3,160,+1.00
2005,64,0,8385,Omar Uresti,1.88,3,160,E
2005,66,0,8545,Glen Hnatiuk,1.82,2,110,E
2005,67,0,8075,Jerry Kelly,1.76,3,170,+1.00
2005,68,0,12602,Dean Wilson,1.74,3,172,+0.33
2005,69,0,23108,Matt Kuchar,1.72,2,116,+1.00
2005,70,0,1313,Steve Elkington,1.69,2,118,-0.50
2005,70,0,8537,J.P. Hayes,1.69,2,118,+0.50
2005,70,0,23320,Ryan Palmer,1.69,3,178,+0.67
2005,70,0,1948,Tim Petrovic,1.69,3,178,+1.00
2005,74,0,23497,Tag Ridings,1.65,3,182,E
2005,75,0,11032,Frank Lickliter II,1.63,3,184,+0.33
2005,75,0,26679,Kevin Stadler,1.63,3,184,E
2005,77,0,1707,Steve Lowery,1.6,3,188,+1.00
2005,78,0,24227,Justin Bolli,1.59,2,126,+1.00
2005,79,0,23325,Vaughn Taylor,1.58,3,190,+0.67
2005,80,0,7867,Woody Austin,1.56,3,192,-0.33
2005,80,0,1042,Paul Azinger,1.56,2,128,+1.00
2005,82,0,1035,Tommy Armour III,1.52,3,198,+0.33
2005,82,0,23621,Rory Sabbatini,1.52,2,132,+3.00
2005,84,0,1577,Lee Janzen,1.49,2,134,E
2005,85,0,24290,D.J. Brigman,1.47,2,136,-0.50
2005,85,0,12823,Carlos Franco,1.47,2,136,+0.50
2005,85,0,10585,Scott McCarron,1.47,2,136,E
2005,85,0,23623,Bo Van Pelt,1.47,3,204,+0.33
2005,89,0,23409,James Driscoll,1.45,2,138,E
2005,89,0,1797,Rocco Mediate,1.45,2,138,E
2005,91,0,20099,Doug Barron,1.43,2,140,E
2005,92,0,20474,Phillip Price,1.37,2,146,+1.00
2005,93,0,8725,Tom Gillis,1.33,2,150,E
2005,94,0,20229,Stewart Cink,1.32,2,152,+1.00
2005,94,0,10201,Matt Gogel,1.32,2,152,+1.00
2005,96,0,10885,Robert Allenby,1.27,2,158,+0.50
2005,96,0,24604,Hunter Haas,1.27,2,158,+0.50
2005,96,0,1473,Todd Hamilton,1.27,2,158,+0.50
2005,96,0,23725,Brendan Jones,1.27,2,158,+1.50
2005,100,0,24138,Ian Poulter,1.25,1,80,+1.00
2005,101,0,1161,Mark Calcavecchia,1.22,2,164,+0.50
2005,101,0,6034,Marco Dawson,1.22,2,164,+1.00
2005,103,0,6197,Michael Allen,1.19,2,168,+0.50
2005,103,0,1320,Bob Estes,1.19,2,168,+0.50
2005,103,0,25900,Lucas Glover,1.19,2,168,E
2005,103,0,20766,Padraig Harrington,1.19,1,84,-1.00
2005,107,0,21949,Joe Ogilvie,1.18,2,170,+0.50
2005,108,0,1553,John Huston,1.16,2,172,+0.50
2005,109,0,20157,Retief Goosen,1.11,1,90,E
2005,109,0,1685,J.L. Lewis,1.11,2,180,+0.50
2005,109,0,7749,Brett Quigley,1.11,2,180,+0.50
2005,112,0,7223,Brian Bateman,1.06,2,188,+0.50
2005,113,0,22293,Heath Slocum,1.05,2,190,+0.50
2005,114,0,1418,Bill Glasson,1.04,1,96,E
2005,114,0,2214,Kirk Triplett,1.04,1,96,E
2005,116,0,24925,Jonathan Byrd,1.01,2,198,+1.00
2005,117,0,1361,Dan Forsman,1.0,1,100,E
2005,118,0,20850,Daniel Chopra,0.98,2,204,+0.50
2005,118,0,1666,Bernhard Langer,0.98,1,102,+1.00
2005,118,0,20663,Brenden Pappas,0.98,1,102,E
2005,121,0,25345,Carl Pettersson,0.97,2,206,+0.50
2005,122,0,1226,Fred Couples,0.96,1,104,E
2005,123,0,28088,Matt Davidson,0.94,1,106,E
2005,124,0,1766,Billy Mayfair,0.93,2,216,E
2005,124,0,21959,Ted Purdy,0.93,2,216,E
2005,126,0,22621,Ben Curtis,0.91,1,110,+2.00
2005,126,0,20628,Arron Oberholser,0.91,1,110,+1.00
2005,128,0,24357,K.J. Choi,0.88,1,114,+1.00
2005,129,0,20378,Mathias Grönberg,0.86,1,116,E
2005,130,0,21731,Freddie Jacobson,0.82,1,122,E
2005,131,0,21407,Arjun Atwal,0.79,1,126,E
2005,131,0,1927,Dennis Paulson,0.79,1,126,-1.00
2005,133,0,1724,Jeff Maggert,0.78,1,128,E
2005,134,0,10912,Craig Perks,0.77,1,130,E
2005,134,0,12454,Mario Tiziani,0.77,1,130,+1.00
2005,136,0,8123,Jeff Brehaut,0.75,1,134,E
2005,136,0,10117,Bob Heintz,0.75,1,134,E
2005,138,0,21753,Brian Davis,0.7,1,142,E
2005,138,0,6515,Shaun Micheel,0.7,1,142,+1.00
2005,140,0,19824,Craig Barlow,0.68,1,146,+1.00
2005,140,0,24912,Will MacKenzie,0.68,1,146,E
2005,140,0,26287,Roland Thatcher,0.68,1,146,-1.00
2005,143,0,12826,Paul Claxton,0.67,1,150,-1.00
2005,144,0,20472,Alex Cejka,0.65,1,154,E
2005,145,0,21961,Charles Howell III,0.64,1,156,+1.00
2005,146,0,23552,Hank Kuehne,0.63,1,160,E
2005,147,0,22371,Aaron Baddeley,0.61,1,164,E
2005,148,0,20382,Stephen Leaney,0.6,1,168,E
2005,148,0,6595,Kevin Sutherland,0.6,1,166,+1.00
2005,150,0,12782,Tim Herron,0.59,1,170,E
2005,150,0,24024,Zach Johnson,0.59,1,170,+2.00
2005,150,0,8993,Franklin Langham,0.59,1,170,E
2005,153,0,12680,Shigeki Maruyama,0.57,1,176,+1.00
2005,154,0,22913,John Rollins,0.56,1,178,+1.00
2005,155,0,2104,Jeff Sluman,0.54,1,184,-1.00
2005,155,0,2106,Chris Smith,0.54,1,186,E
2005,157,0,21633,Steve Allan,0.53,1,188,E
2005,158,0,20498,Briny Baird,0.52,1,192,E
2005,158,0,23353,J.J. Henry,0.52,1,192,E
2005,158,0,10733,Kent Jones,0.52,1,194,-2.00
2005,161,0,21805,Harrison Frazar,0.5,1,202,+1.00
2005,162,0,20098,Stuart Appleby,0.0,0,132,E
2005,162,0,12652,Cameron Beckman,0.0,0,184,E
2005,162,0,23135,Tim Clark,0.0,0,142,E
2005,162,0,23541,Ben Crane,0.0,0,140,E
2005,162,0,1249,John Daly,0.0,0,124,E
2005,162,0,8931,Glen Day,0.0,0,156,E
2005,162,0,23983,Luke Donald,0.0,0,88,E
2005,162,0,6621,Joe Durant,0.0,0,150,E
2005,162,0,6599,John Elliott,0.0,0,112,E
2005,162,0,21209,Sergio Garcia,0.0,0,108,E
2005,162,0,24980,Scott Gutschewski,0.0,0,156,E
2005,162,0,26758,David Hearn,0.0,0,132,E
2005,162,0,23063,Scott Hend,0.0,0,142,E
2005,162,0,10962,Bradley Hughes,0.0,0,104,E
2005,162,0,26420,Richard Johnson,0.0,0,96,E
2005,162,0,6332,Neal Lancaster,0.0,0,190,E
2005,162,0,1677,Tom Lehman,0.0,0,110,E
2005,162,0,10860,Justin Leonard,0.0,0,122,E
2005,162,0,20502,Michael Long,0.0,0,140,E
2005,162,0,1706,Davis Love III,0.0,0,126,E
2005,162,0,24781,Hunter Mahan,0.0,0,198,E
2005,162,0,1810,Phil Mickelson,0.0,0,116,E
2005,162,0,24140,Sean O'Hair,0.0,0,182,E
2005,162,0,22046,Geoff Ogilvy,0.0,0,162,E
2005,162,0,20691,Greg Owen,0.0,0,152,E
2005,162,0,20572,Rod Pampling,0.0,0,144,E
2005,162,0,12660,Jesper Parnevik,0.0,0,152,E
2005,162,0,24361,Pat Perez,0.0,0,162,E
2005,162,0,1941,Tom Pernice Jr.,0.0,0,194,E
2005,162,0,1945,Kenny Perry,0.0,0,128,E
2005,162,0,25240,D.A. Points,0.0,0,180,E
2005,162,0,22405,Justin Rose,0.0,0,190,E
2005,162,0,6567,Vijay Singh,0.0,0,186,E
2005,162,0,2206,David Toms,0.0,0,134,E
2005,162,0,23788,D.J. Trahan,0.0,0,154,E
2005,162,0,20812,Tjaart van der Walt,0.0,0,112,E
2005,162,0,23349,Charles Warren,0.0,0,174,E
2005,162,0,27095,Nick Watney,0.0,0,178,E
2005,162,0,20396,Lee Westwood,0.0,0,72,E
2005,162,0,23322,Brett Wetterich,0.0,0,148,E
2005,162,0,8793,Tiger Woods,0.0,0,116,E
2004,1,0,1928,Corey Pavin,10.67,16,150,+0.19
2004,2,0,2010,Loren Roberts,6.67,10,150,-0.10
2004,3,0,1329,Brad Faxon,6.0,9,150,+0.11
2004,4,0,2223,Bob Tway,5.63,8,142,-0.13
2004,5,0,7363,Craig Bowden,5.56,9,162,+0.33
2004,6,0,6373,José María Olazábal,5.43,5,92,+0.20
2004,7,0,8385,Omar Uresti,5.42,9,166,+0.33
2004,8,0,1457,Jay Haas,5.38,7,130,+0.43
2004,9,0,1926,Steve Pate,5.07,7,138,+0.14
2004,10,0,20127,Chris Riley,5.0,6,120,+0.17
2004,11,0,22371,Aaron Baddeley,4.94,8,162,+0.50
2004,12,0,10213,Dicky Pride,4.76,6,126,+0.33
2004,13,0,7721,Pat Bates,4.64,9,194,+0.33
2004,14,0,6527,Steve Stricker,4.61,7,152,+0.57
2004,15,0,1132,Mark Brooks,4.55,6,132,E
2004,15,0,24357,K.J. Choi,4.55,6,132,E
2004,17,0,7939,Dan Olsen,4.23,6,142,+0.33
2004,18,0,2214,Kirk Triplett,4.05,6,148,+0.17
2004,19,0,20382,Stephen Leaney,3.97,5,126,+0.20
2004,19,0,12682,Hirofumi Miyase,3.97,5,126,+0.40
2004,21,0,7457,Steve Flesch,3.93,7,178,+0.57
2004,21,0,20433,Mark Hensby,3.93,7,178,+0.14
2004,23,0,1938,David Peoples,3.75,6,160,+0.17
2004,24,0,21731,Freddie Jacobson,3.68,5,136,+0.60
2004,24,0,1771,Blaine McCallister,3.68,5,136,E
2004,26,0,23108,Matt Kuchar,3.61,6,166,+0.17
2004,27,0,22621,Ben Curtis,3.57,3,84,+0.33
2004,28,0,20121,Todd Fischer,3.43,7,204,-0.29
2004,29,0,8537,J.P. Hayes,3.42,5,146,+0.40
2004,30,0,1473,Todd Hamilton,3.38,5,148,+0.60
2004,31,0,6078,Esteban Toledo,3.33,6,180,+0.33
2004,31,0,2239,Scott Verplank,3.33,5,150,+0.20
2004,33,0,23307,Roger Tambellini,3.29,5,152,+0.40
2004,34,0,1313,Steve Elkington,3.28,4,122,E
2004,35,0,1157,Tom Byrum,3.25,5,154,+0.20
2004,36,0,1666,Bernhard Langer,3.19,3,94,+0.33
2004,37,0,25686,Jason Dufner,3.16,5,158,+0.20
2004,37,0,8075,Jerry Kelly,3.16,6,190,-0.17
2004,37,0,22913,John Rollins,3.16,5,158,+0.20
2004,40,0,6214,Guy Boros,3.13,4,128,+0.25
2004,40,0,1887,Mark O'Meara,3.13,3,96,E
2004,42,0,12510,Chad Campbell,3.01,5,166,+0.40
2004,43,0,6197,Michael Allen,2.94,5,170,-0.20
2004,44,0,6809,Bob Burns,2.91,5,172,+0.20
2004,45,0,1927,Dennis Paulson,2.9,4,138,+0.50
2004,46,0,20104,Ken Duke,2.87,5,174,E
2004,47,0,1381,Fred Funk,2.84,5,176,+0.80
2004,48,0,12753,David Morland IV,2.82,4,142,+0.75
2004,49,0,19825,Darren Clarke,2.78,2,72,E
2004,49,0,1724,Jeff Maggert,2.78,3,108,-0.33
2004,51,0,1261,Jay Delsing,2.74,4,146,E
2004,52,0,12823,Carlos Franco,2.63,5,190,E
2004,52,0,1968,Nick Price,2.63,2,76,+1.00
2004,54,0,25396,Kevin Na,2.6,5,192,+0.40
2004,54,0,6595,Kevin Sutherland,2.6,4,154,+0.50
2004,56,0,1685,J.L. Lewis,2.55,5,196,+1.00
2004,57,0,1320,Bob Estes,2.54,3,118,+0.33
2004,58,0,24502,Adam Scott,2.5,2,80,-0.50
2004,59,0,21407,Arjun Atwal,2.47,4,162,E
2004,59,0,20548,Hidemichi Tanaka,2.47,4,162,-0.25
2004,61,0,6251,Chris DiMarco,2.44,4,164,-0.50
2004,62,0,21878,Mark Wilson,2.42,3,124,+0.33
2004,63,0,12705,Cliff Kresge,2.41,4,166,+1.00
2004,63,0,1707,Steve Lowery,2.41,4,166,+0.50
2004,65,0,10585,Scott McCarron,2.38,4,168,+0.25
2004,66,0,21961,Charles Howell III,2.35,4,170,-0.25
2004,66,0,8339,Spike McRoy,2.35,4,170,+0.75
2004,68,0,22405,Justin Rose,2.34,3,128,+1.00
2004,69,0,20157,Retief Goosen,2.33,2,86,-0.50
2004,70,0,1139,Olin Browne,2.27,4,176,E
2004,70,0,23983,Luke Donald,2.27,3,132,+0.33
2004,70,0,22293,Heath Slocum,2.27,4,176,-0.25
2004,70,0,26287,Roland Thatcher,2.27,3,132,E
2004,74,0,7867,Woody Austin,2.22,4,180,+0.25
2004,75,0,1527,Scott Hoch,2.17,2,92,+0.50
2004,76,0,1042,Paul Azinger,2.11,3,142,+1.00
2004,76,0,1941,Tom Pernice Jr.,2.11,4,190,+0.25
2004,78,0,24361,Pat Perez,2.08,4,192,+0.25
2004,79,0,12782,Tim Herron,2.05,3,146,E
2004,79,0,1761,Len Mattiace,2.05,3,146,E
2004,81,0,10425,Jay Williamson,2.04,4,196,+0.50
2004,82,0,25237,Kevin Muncrief,2.0,2,100,+0.50
2004,83,0,24290,D.J. Brigman,1.97,3,152,+0.33
2004,84,0,1024,Billy Andrade,1.96,4,204,E
2004,85,0,2106,Chris Smith,1.94,4,206,+0.75
2004,86,0,1378,David Frost,1.92,3,156,E
2004,86,0,10201,Matt Gogel,1.92,3,156,-0.33
2004,86,0,1553,John Huston,1.92,2,104,E
2004,86,0,23621,Rory Sabbatini,1.92,3,156,-0.33
2004,90,0,1219,John Cook,1.89,2,106,E
2004,91,0,12680,Shigeki Maruyama,1.88,3,160,E
2004,92,0,23325,Vaughn Taylor,1.83,3,164,+0.67
2004,93,0,11032,Frank Lickliter II,1.81,3,166,-0.33
2004,94,0,20634,Peter Lonard,1.79,2,112,+0.50
2004,94,0,12660,Jesper Parnevik,1.79,3,168,+0.33
2004,96,0,6004,Stephen Ames,1.76,3,170,E
2004,97,0,23338,David Gossett,1.75,2,114,+0.50
2004,98,0,23541,Ben Crane,1.7,3,176,E
2004,99,0,20498,Briny Baird,1.69,3,178,E
2004,99,0,25345,Carl Pettersson,1.69,3,178,E
2004,101,0,20472,Alex Cejka,1.67,2,120,+0.50
2004,102,0,25900,Lucas Glover,1.65,3,182,+0.33
2004,103,0,1203,Russ Cochran,1.64,2,122,+0.50
2004,103,0,10423,Mike Weir,1.64,2,122,E
2004,105,0,19881,Robert Damron,1.63,3,184,+0.33
2004,105,0,19846,Brian Gay,1.63,3,184,E
2004,107,0,21893,Brian Kortan,1.61,2,124,+0.50
2004,108,0,20645,John Senden,1.6,3,188,+0.67
2004,108,0,6567,Vijay Singh,1.6,3,188,+0.33
2004,110,0,1706,Davis Love III,1.59,2,126,-0.50
2004,110,0,1810,Phil Mickelson,1.59,2,126,-0.50
2004,112,0,19972,José Coceres,1.56,2,128,+0.50
2004,112,0,1677,Tom Lehman,1.56,2,128,-0.50
2004,114,0,8931,Glen Day,1.55,3,194,+0.33
2004,115,0,12602,Dean Wilson,1.52,3,198,-0.33
2004,116,0,6613,Tommy Tolles,1.49,2,134,+2.00
2004,116,0,2246,Duffy Waldorf,1.49,2,134,+0.50
2004,118,0,20094,Jonathan Kaye,1.47,2,136,+1.00
2004,119,0,6332,Neal Lancaster,1.46,3,206,+0.33
2004,120,0,1161,Mark Calcavecchia,1.45,2,138,+0.50
2004,121,0,10107,Deane Pappas,1.43,2,140,+1.00
2004,122,0,10860,Justin Leonard,1.41,2,142,E
2004,123,0,23135,Tim Clark,1.35,2,148,-0.50
2004,124,0,6515,Shaun Micheel,1.33,2,150,+0.50
2004,125,0,24925,Jonathan Byrd,1.3,2,154,E
2004,125,0,12760,Danny Ellis,1.3,2,154,+1.00
2004,125,0,2245,Grant Waite,1.3,2,154,+0.50
2004,128,0,1577,Lee Janzen,1.28,2,156,E
2004,129,0,2049,Gene Sauers,1.23,2,162,E
2004,130,0,1035,Tommy Armour III,1.2,2,166,+1.00
2004,130,0,20229,Stewart Cink,1.2,2,166,+1.00
2004,132,0,6522,Ernie Els,1.19,1,84,+1.00
2004,133,0,1619,Skip Kendall,1.15,2,174,+0.50
2004,134,0,1797,Rocco Mediate,1.14,1,88,+3.00
2004,135,0,23552,Hank Kuehne,1.12,2,178,E
2004,135,0,2104,Jeff Sluman,1.12,2,178,E
2004,137,0,1226,Fred Couples,1.09,1,92,+1.00
2004,138,0,21949,Joe Ogilvie,1.06,2,188,+0.50
2004,138,0,7749,Brett Quigley,1.06,2,188,E
2004,138,0,2101,Joey Sindelar,1.06,2,188,E
2004,141,0,24024,Zach Johnson,1.03,2,194,+1.00
2004,142,0,23497,Tag Ridings,1.0,1,100,E
2004,143,0,8881,Tripp Isenhour,0.98,1,102,+3.00
2004,143,0,26420,Richard Johnson,0.98,2,204,-0.50
2004,145,0,8123,Jeff Brehaut,0.96,2,208,E
