YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL RIGHT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2007,153,0,6567,Vijay Singh,15.05,181,1203,+0.03
2007,154,0,12716,Charley Hoffman,15.06,191,1268,+0.11
2007,155,0,24912,Will MacKenzie,15.07,202,1340,+0.15
2007,156,0,20098,Stuart Appleby,15.1,125,828,+0.17
2007,156,0,1948,Tim Petrovic,15.1,219,1450,+0.11
2007,158,0,1024,Billy Andrade,15.11,185,1224,+0.17
2007,159,0,6034,Marco Dawson,15.14,150,991,+0.11
2007,160,0,20850,Daniel Chopra,15.15,220,1452,+0.02
2007,161,0,6527,Steve Stricker,15.18,140,922,+0.05
2007,162,0,11123,Chris Couch,15.25,162,1062,+0.10
2007,163,0,7867,Woody Austin,15.31,190,1241,+0.10
2007,163,0,19824,Craig Barlow,15.31,111,725,+0.04
2007,165,0,25345,Carl Pettersson,15.35,211,1375,+0.03
2007,166,0,21633,Steve Allan,15.59,128,821,+0.03
2007,167,0,28475,Jeff Overton,15.7,127,809,-0.06
2007,168,0,28158,Steve Marino,15.71,220,1400,+0.05
2007,169,0,23613,Rich Barcelo,15.87,173,1090,+0.14
2007,170,0,24980,Scott Gutschewski,16.0,141,881,+0.09
2007,170,0,21660,Jason Schultz,16.0,132,825,+0.18
2007,172,0,10885,Robert Allenby,16.04,182,1135,+0.19
2007,173,0,1320,Bob Estes,16.1,189,1174,+0.14
2007,174,0,27770,Camilo Villegas,16.22,162,999,+0.08
2007,175,0,12782,Tim Herron,16.35,196,1199,+0.11
2007,176,0,7749,Brett Quigley,16.36,151,923,+0.15
2007,177,0,21528,Henrik Stenson,16.87,85,504,+0.21
2007,178,0,27120,Troy Matteson,16.89,191,1131,+0.15
2007,179,0,25273,Andrew Buckle,17.01,174,1023,+0.12
2007,180,0,27933,John Merrick,17.06,210,1231,+0.07
2007,181,0,21805,Harrison Frazar,17.16,197,1148,+0.08
2007,182,0,24502,Adam Scott,17.24,131,760,+0.11
2007,183,0,24358,Robert Garrigus,17.39,231,1328,+0.01
2007,184,0,23322,Brett Wetterich,17.51,184,1051,E
2007,185,0,20229,Stewart Cink,17.66,183,1036,+0.05
2007,186,0,23621,Rory Sabbatini,17.75,167,941,+0.01
2007,187,0,21961,Charles Howell III,18.34,184,1003,+0.10
2007,188,0,24449,Parker McLachlin,18.37,203,1105,+0.15
2007,189,0,6373,José María Olazábal,18.43,103,559,+0.08
2007,190,0,22371,Aaron Baddeley,19.06,182,955,+0.10
2007,191,0,23800,Bryce Molder,19.18,145,756,+0.16
2007,192,0,1249,John Daly,19.25,143,743,+0.02
2007,193,0,20157,Retief Goosen,19.75,94,476,+0.15
2007,194,0,8793,Tiger Woods,19.97,123,616,E
2007,195,0,22046,Geoff Ogilvy,20.22,182,900,+0.07
2007,196,0,6522,Ernie Els,20.29,125,616,E
2006,1,0,1139,Olin Browne,6.99,92,1316,+0.24
2006,2,0,1823,Larry Mize,7.04,46,653,+0.37
2006,3,0,1381,Fred Funk,7.26,92,1268,+0.17
2006,4,0,1724,Jeff Maggert,8.13,85,1046,+0.26
2006,5,0,21470,Daisuke Maruyama,8.27,91,1101,+0.21
2006,6,0,8385,Omar Uresti,8.53,70,821,+0.24
2006,7,0,23135,Tim Clark,8.63,78,904,+0.15
2006,8,0,6621,Joe Durant,8.97,126,1405,+0.17
2006,9,0,20472,Alex Cejka,9.54,121,1268,+0.13
2006,10,0,20766,Padraig Harrington,9.77,52,532,+0.12
2006,11,0,2214,Kirk Triplett,9.81,74,754,+0.18
2006,12,0,23983,Luke Donald,9.89,65,657,+0.25
2006,13,0,6012,Greg Kraft,9.91,101,1019,+0.24
2006,14,0,1219,John Cook,9.95,87,874,+0.20
2006,15,0,22293,Heath Slocum,9.98,124,1243,+0.23
2006,16,0,6643,Paul Goydos,10.0,100,1000,+0.21
2006,17,0,20099,Doug Barron,10.02,102,1018,+0.14
2006,18,0,6595,Kevin Sutherland,10.1,135,1336,+0.10
2006,19,0,1945,Kenny Perry,10.14,88,868,+0.10
2006,20,0,6350,Bob May,10.22,88,861,+0.09
2006,21,0,1388,Robert Gamez,10.28,132,1284,+0.33
2006,22,0,11011,Mike Sposa,10.36,94,907,+0.27
2006,23,0,28780,Nicholas Thompson,10.49,133,1268,+0.15
2006,24,0,10505,Shane Bertsch,10.51,149,1418,+0.19
2006,24,0,21753,Brian Davis,10.51,132,1256,+0.17
2006,26,0,1619,Skip Kendall,10.56,100,947,+0.20
2006,27,0,22405,Justin Rose,10.65,135,1268,+0.07
2006,28,0,2101,Joey Sindelar,10.67,125,1171,+0.19
2006,29,0,20378,Mathias Grönberg,10.7,133,1243,+0.11
2006,30,0,10809,Jim Furyk,10.78,109,1011,+0.09
2006,31,0,6527,Steve Stricker,10.79,81,751,+0.12
2006,32,0,20498,Briny Baird,10.81,116,1073,+0.04
2006,33,0,23048,Eric Axley,10.82,134,1239,+0.04
2006,34,0,20121,Todd Fischer,10.9,150,1376,+0.06
2006,35,0,20691,Greg Owen,10.91,108,990,+0.07
2006,36,0,6034,Marco Dawson,10.96,133,1213,+0.01
2006,37,0,20382,Stephen Leaney,10.97,128,1167,+0.14
2006,38,0,1132,Mark Brooks,10.98,130,1184,+0.18
2006,39,0,20634,Peter Lonard,11.03,105,952,+0.22
2006,39,0,24912,Will MacKenzie,11.03,135,1224,+0.10
2006,41,0,2223,Bob Tway,11.04,114,1033,+0.15
2006,42,0,10733,Kent Jones,11.05,149,1348,+0.07
2006,43,0,8075,Jerry Kelly,11.25,144,1280,+0.22
2006,44,0,10860,Justin Leonard,11.28,112,993,+0.20
2006,45,0,1313,Steve Elkington,11.31,77,681,+0.09
2006,46,0,20127,Chris Riley,11.43,124,1085,+0.28
2006,47,0,23541,Ben Crane,11.47,109,950,+0.14
2006,48,0,24781,Hunter Mahan,11.48,150,1307,+0.22
2006,49,0,1928,Corey Pavin,11.57,103,890,+0.16
2006,50,0,26596,Ryan Moore,11.62,99,852,+0.09
2006,51,0,1887,Mark O'Meara,11.64,71,610,+0.14
2006,52,0,21407,Arjun Atwal,11.65,154,1322,+0.12
2006,52,0,24140,Sean O'Hair,11.65,137,1176,+0.11
2006,54,0,9011,David Duval,11.68,93,796,+0.13
2006,54,0,1766,Billy Mayfair,11.68,137,1173,+0.08
2006,56,0,7223,Brian Bateman,11.71,106,905,+0.11
2006,56,0,21878,Mark Wilson,11.71,124,1059,+0.13
2006,58,0,20105,Jeff Gove,11.73,142,1211,E
2006,58,0,24138,Ian Poulter,11.73,69,588,+0.04
2006,60,0,8537,J.P. Hayes,11.86,91,767,+0.22
2006,61,0,2246,Duffy Waldorf,12.0,150,1250,+0.05
2006,62,0,12823,Carlos Franco,12.01,144,1199,+0.09
2006,63,0,20631,David McKenzie,12.03,134,1114,+0.20
2006,64,0,25842,Jon Mills,12.04,111,922,+0.23
2006,65,0,1035,Tommy Armour III,12.06,102,846,+0.12
2006,65,0,1685,J.L. Lewis,12.06,96,796,+0.17
2006,65,0,21949,Joe Ogilvie,12.06,150,1244,+0.05
2006,68,0,23349,Charles Warren,12.11,145,1197,+0.04
2006,69,0,2239,Scott Verplank,12.17,125,1027,+0.18
2006,70,0,1024,Billy Andrade,12.18,115,944,E
2006,71,0,1142,Bart Bryant,12.26,127,1036,+0.11
2006,72,0,23788,D.J. Trahan,12.32,151,1226,+0.25
2006,73,0,22548,Patrick Sheehan,12.34,172,1394,+0.12
2006,74,0,24980,Scott Gutschewski,12.38,88,711,+0.20
2006,75,0,27943,Matt Hansen,12.4,114,919,+0.09
2006,76,0,10885,Robert Allenby,12.44,106,852,+0.03
2006,76,0,24507,Jason Bohn,12.44,170,1367,+0.16
2006,76,0,22621,Ben Curtis,12.44,125,1005,+0.20
2006,76,0,1941,Tom Pernice Jr.,12.44,166,1334,+0.18
2006,80,0,24925,Jonathan Byrd,12.46,107,859,+0.02
2006,80,0,11032,Frank Lickliter II,12.46,168,1348,+0.09
2006,80,0,25240,D.A. Points,12.46,139,1116,+0.25
2006,83,0,21646,David Branshaw,12.47,170,1363,+0.22
2006,84,0,1706,Davis Love III,12.53,112,894,-0.01
2006,85,0,26360,Bubba Dickerson,12.56,168,1338,+0.25
2006,86,0,2104,Jeff Sluman,12.58,159,1264,+0.08
2006,87,0,7457,Steve Flesch,12.6,195,1548,+0.15
2006,87,0,26420,Richard Johnson,12.6,161,1278,+0.20
2006,89,0,12660,Jesper Parnevik,12.61,144,1142,+0.05
2006,90,0,21959,Ted Purdy,12.62,157,1244,+0.08
2006,90,0,8375,Paul Stankowski,12.62,123,975,+0.08
2006,92,0,1577,Lee Janzen,12.64,135,1068,+0.11
2006,93,0,8123,Jeff Brehaut,12.65,169,1336,+0.07
2006,94,0,1599,Steve Jones,12.68,138,1088,+0.07
2006,95,0,10423,Mike Weir,12.71,122,960,+0.07
2006,96,0,12645,Brent Geiberger,12.86,174,1353,+0.08
2006,96,0,20548,Hidemichi Tanaka,12.86,131,1019,+0.22
2006,98,0,20645,John Senden,12.93,157,1214,+0.01
2006,99,0,1666,Bernhard Langer,12.95,119,919,+0.12
2006,99,0,25345,Carl Pettersson,12.95,147,1135,+0.18
2006,101,0,25900,Lucas Glover,12.96,165,1273,+0.11
2006,101,0,2206,David Toms,12.96,113,872,+0.09
2006,101,0,20812,Tjaart van der Walt,12.96,103,795,+0.10
2006,104,0,2106,Chris Smith,12.97,121,933,+0.16
2006,105,0,22913,John Rollins,13.03,158,1213,+0.10
2006,106,0,12602,Dean Wilson,13.08,191,1460,+0.12
2006,107,0,6004,Stephen Ames,13.11,88,671,+0.05
2006,107,0,1707,Steve Lowery,13.11,166,1266,+0.11
2006,109,0,20574,Mathew Goggin,13.12,121,922,+0.17
2006,110,0,24024,Zach Johnson,13.14,143,1088,+0.16
2006,111,0,21350,Ryuji Imada,13.26,181,1365,+0.11
2006,112,0,23320,Ryan Palmer,13.29,176,1324,+0.23
2006,113,0,23718,Nathan Green,13.32,182,1366,+0.13
2006,114,0,21731,Freddie Jacobson,13.41,105,783,+0.06
2006,115,0,1677,Tom Lehman,13.42,97,723,+0.13
2006,116,0,19846,Brian Gay,13.44,200,1488,+0.12
2006,117,0,19913,Ron Whittaker,13.53,149,1101,+0.23
2006,118,0,6251,Chris DiMarco,13.54,125,923,+0.04
2006,119,0,24924,Bill Haas,13.55,181,1336,+0.08
2006,120,0,6575,Dudley Hart,13.57,155,1142,+0.13
2006,121,0,1810,Phil Mickelson,13.65,101,740,-0.05
2006,122,0,1948,Tim Petrovic,13.7,174,1270,+0.13
2006,123,0,1161,Mark Calcavecchia,13.75,161,1171,+0.09
2006,124,0,10565,Ian Leggatt,13.79,146,1059,+0.11
2006,125,0,7013,Wes Short Jr.,13.81,178,1289,+0.30
2006,126,0,6197,Michael Allen,13.88,163,1174,+0.07
2006,127,0,27095,Nick Watney,13.9,184,1324,+0.11
2006,128,0,23614,Rich Beem,13.93,138,991,+0.18
2006,128,0,12680,Shigeki Maruyama,13.93,171,1228,+0.13
2006,130,0,22046,Geoff Ogilvy,13.95,106,760,+0.24
2006,131,0,21209,Sergio Garcia,14.01,81,578,+0.11
2006,132,0,23673,Michael Connell,14.05,94,669,+0.17
2006,133,0,27120,Troy Matteson,14.06,198,1408,+0.10
2006,134,0,23325,Vaughn Taylor,14.11,158,1120,+0.11
2006,135,0,2110,Jerry Smith,14.12,181,1282,+0.19
2006,136,0,19881,Robert Damron,14.27,181,1268,+0.13
2006,137,0,11123,Chris Couch,14.29,145,1015,+0.12
2006,138,0,20850,Daniel Chopra,14.35,206,1436,-0.02
2006,139,0,20628,Arron Oberholser,14.41,135,937,+0.13
2006,140,0,27770,Camilo Villegas,14.43,175,1213,+0.07
2006,141,0,12760,Danny Ellis,14.45,129,893,+0.11
2006,142,0,1226,Fred Couples,14.5,77,531,+0.09
2006,143,0,20572,Rod Pampling,14.56,142,975,+0.22
2006,144,0,23621,Rory Sabbatini,14.57,144,988,+0.12
2006,145,0,7867,Woody Austin,14.67,202,1377,+0.15
2006,146,0,22946,Henrik Bjornstad,14.69,195,1327,+0.14
2006,147,0,19824,Craig Barlow,14.74,138,936,+0.14
2006,148,0,20608,David Howell,14.75,64,434,+0.30
2006,149,0,12782,Tim Herron,14.79,138,933,+0.09
2006,150,0,23616,Ryan Hietala,14.82,122,823,+0.10
2006,150,0,6373,José María Olazábal,14.82,87,587,+0.08
2006,152,0,23353,J.J. Henry,14.86,176,1184,+0.05
2006,152,0,20094,Jonathan Kaye,14.86,191,1285,+0.09
2006,154,0,12662,Thomas Levet,15.01,103,686,+0.22
2006,155,0,24358,Robert Garrigus,15.03,174,1158,+0.06
2006,156,0,23322,Brett Wetterich,15.05,163,1083,+0.15
2006,157,0,21805,Harrison Frazar,15.16,184,1214,+0.11
2006,158,0,24357,K.J. Choi,15.21,174,1144,+0.13
2006,159,0,20229,Stewart Cink,15.27,157,1028,+0.07
2006,159,0,12755,Vance Veazey,15.27,126,825,+0.06
2006,161,0,7749,Brett Quigley,15.3,211,1379,+0.04
2006,162,0,8835,Kris Cox,15.34,173,1128,+0.10
2006,163,0,20157,Retief Goosen,15.42,99,642,+0.02
2006,164,0,24502,Adam Scott,15.43,112,726,+0.08
2006,164,0,6567,Vijay Singh,15.43,190,1231,E
2006,166,0,1249,John Daly,15.45,93,602,+0.13
2006,167,0,22892,Jason Gore,15.54,174,1120,+0.04
2006,168,0,6522,Ernie Els,15.57,104,668,+0.05
2006,169,0,27141,J.B. Holmes,15.58,146,937,+0.23
2006,170,0,1042,Paul Azinger,15.61,185,1185,+0.14
2006,171,0,1320,Bob Estes,15.64,176,1125,+0.03
2006,172,0,6515,Shaun Micheel,15.7,181,1153,+0.07
2006,173,0,23623,Bo Van Pelt,15.76,211,1339,+0.04
2006,174,0,12510,Chad Campbell,16.03,163,1017,+0.11
2006,175,0,25935,John Engler Jr.,16.04,150,935,+0.30
2006,176,0,25936,Alex Aragon,16.1,137,851,+0.20
2006,177,0,1761,Len Mattiace,16.22,133,820,+0.07
2006,178,0,23497,Tag Ridings,16.24,221,1361,+0.11
2006,179,0,23307,Roger Tambellini,16.47,140,850,+0.19
2006,180,0,1553,John Huston,16.48,165,1001,+0.12
2006,181,0,22378,Trevor Immelman,16.51,175,1060,+0.01
2006,182,0,8793,Tiger Woods,16.54,88,532,+0.02
2006,183,0,21660,Jason Schultz,16.56,173,1045,+0.14
2006,184,0,24361,Pat Perez,16.57,111,670,+0.07
2006,185,0,20098,Stuart Appleby,16.67,154,924,+0.18
2006,186,0,20593,Greg Chalmers,16.68,156,935,+0.15
2006,187,0,1473,Todd Hamilton,16.76,145,865,+0.25
2006,188,0,6573,Brandt Jobe,17.09,181,1059,+0.19
2006,188,0,28475,Jeff Overton,17.09,222,1299,+0.13
2006,190,0,1329,Brad Faxon,17.4,185,1063,+0.17
2006,191,0,12716,Charley Hoffman,17.54,230,1311,+0.07
2006,192,0,21961,Charles Howell III,17.71,210,1186,+0.12
2006,193,0,22371,Aaron Baddeley,17.89,175,978,+0.15
2006,194,0,23409,James Driscoll,19.0,212,1116,+0.12
2006,195,0,25804,Bubba Watson,19.02,209,1099,+0.08
2006,196,0,25632,Jimmy Walker,19.68,159,808,+0.09
2005,1,0,1139,Olin Browne,7.84,99,1263,+0.20
2005,2,0,1724,Jeff Maggert,7.96,71,892,+0.11
2005,3,0,1487,Jeff Hart,8.01,68,849,+0.25
2005,4,0,1381,Fred Funk,8.8,109,1239,+0.11
2005,5,0,23108,Matt Kuchar,9.17,74,807,+0.18
2005,6,0,19846,Brian Gay,9.35,129,1379,+0.12
2005,7,0,2246,Duffy Waldorf,9.38,102,1088,+0.22
2005,8,0,19881,Robert Damron,9.69,120,1239,+0.24
2005,9,0,20472,Alex Cejka,9.73,104,1069,+0.14
2005,10,0,1619,Skip Kendall,10.04,109,1086,+0.22
2005,11,0,12826,Paul Claxton,10.13,106,1046,+0.23
2005,12,0,8385,Omar Uresti,10.21,114,1117,+0.18
2005,13,0,1127,Danny Briggs,10.22,97,949,+0.09
2005,14,0,1175,Jim Carter,10.27,86,837,+0.30
2005,15,0,2104,Jeff Sluman,10.4,133,1279,+0.11
2005,16,0,12652,Cameron Beckman,10.48,134,1279,+0.17
2005,17,0,20099,Doug Barron,10.64,104,977,+0.08
2005,17,0,1685,J.L. Lewis,10.64,133,1250,+0.08
2005,19,0,1219,John Cook,10.88,100,919,+0.25
2005,20,0,20094,Jonathan Kaye,10.89,104,955,+0.12
2005,20,0,1945,Kenny Perry,10.89,97,891,+0.09
2005,22,0,1823,Larry Mize,10.91,73,669,+0.27
2005,23,0,23135,Tim Clark,10.92,108,989,+0.09
2005,24,0,20433,Mark Hensby,10.93,80,732,+0.21
2005,25,0,1142,Bart Bryant,10.97,127,1158,+0.16
2005,26,0,8075,Jerry Kelly,11.03,130,1179,+0.10
2005,27,0,26679,Kevin Stadler,11.09,142,1281,+0.20
2005,28,0,20548,Hidemichi Tanaka,11.13,158,1420,+0.04
2005,29,0,1132,Mark Brooks,11.21,109,972,+0.26
2005,30,0,10425,Jay Williamson,11.23,83,739,+0.16
2005,31,0,1810,Phil Mickelson,11.25,91,809,-0.02
2005,31,0,22293,Heath Slocum,11.25,149,1325,+0.14
2005,33,0,20623,Gavin Coles,11.44,112,979,+0.13
2005,34,0,1161,Mark Calcavecchia,11.49,131,1140,+0.08
2005,34,0,20382,Stephen Leaney,11.49,134,1166,+0.13
2005,36,0,1707,Steve Lowery,11.52,151,1311,+0.06
2005,37,0,19824,Craig Barlow,11.53,117,1015,+0.20
2005,38,0,12645,Brent Geiberger,11.59,92,794,+0.21
2005,39,0,25240,D.A. Points,11.79,148,1255,+0.09
2005,40,0,8123,Jeff Brehaut,11.82,110,931,+0.03
2005,40,0,6595,Kevin Sutherland,11.82,137,1159,+0.09
2005,40,0,21878,Mark Wilson,11.82,115,973,+0.17
2005,43,0,22295,Darron Stiles,11.88,126,1061,+0.13
2005,44,0,26287,Roland Thatcher,11.9,121,1017,+0.16
2005,45,0,10733,Kent Jones,11.93,161,1349,+0.14
2005,46,0,7457,Steve Flesch,11.94,115,963,+0.23
2005,47,0,26758,David Hearn,11.97,110,919,+0.12
2005,47,0,20645,John Senden,11.97,165,1379,+0.18
2005,49,0,26420,Richard Johnson,11.99,80,667,+0.06
2005,50,0,22621,Ben Curtis,12.01,92,766,+0.18
2005,50,0,1361,Dan Forsman,12.01,83,691,+0.06
2005,52,0,8931,Glen Day,12.05,131,1087,+0.07
2005,52,0,1599,Steve Jones,12.05,84,697,+0.27
2005,54,0,1035,Tommy Armour III,12.06,166,1376,+0.11
2005,55,0,10809,Jim Furyk,12.15,134,1103,+0.25
2005,56,0,6034,Marco Dawson,12.19,139,1140,+0.08
2005,57,0,8725,Tom Gillis,12.25,128,1045,+0.14
2005,58,0,6515,Shaun Micheel,12.26,121,987,+0.15
2005,59,0,21959,Ted Purdy,12.34,186,1507,+0.10
2005,59,0,20127,Chris Riley,12.34,89,721,+0.16
2005,61,0,20498,Briny Baird,12.35,165,1336,+0.07
2005,62,0,23983,Luke Donald,12.36,76,615,+0.20
2005,63,0,1157,Tom Byrum,12.49,141,1129,+0.22
2005,64,0,8993,Franklin Langham,12.56,149,1186,+0.12
2005,65,0,21753,Brian Davis,12.66,125,987,+0.14
2005,66,0,24912,Will MacKenzie,12.68,129,1017,+0.12
2005,66,0,10912,Craig Perks,12.68,115,907,+0.24
2005,66,0,2223,Bob Tway,12.68,129,1017,+0.08
2005,69,0,21951,Joey Snyder III,12.73,174,1367,+0.01
2005,70,0,20634,Peter Lonard,12.77,128,1002,+0.05
2005,70,0,12660,Jesper Parnevik,12.77,135,1057,+0.06
2005,72,0,1388,Robert Gamez,12.79,158,1235,+0.22
2005,73,0,7223,Brian Bateman,12.8,167,1305,+0.21
2005,73,0,1553,John Huston,12.8,153,1195,+0.16
2005,75,0,20628,Arron Oberholser,12.81,98,765,+0.14
2005,76,0,20502,Michael Long,12.82,125,975,+0.14
2005,76,0,1766,Billy Mayfair,12.82,193,1506,+0.14
2005,78,0,25900,Lucas Glover,12.89,151,1171,+0.13
2005,79,0,6621,Joe Durant,12.91,135,1046,+0.08
2005,80,0,12602,Dean Wilson,12.97,155,1195,+0.09
2005,81,0,1666,Bernhard Langer,12.99,92,708,+0.10
2005,82,0,24024,Zach Johnson,13.0,155,1192,+0.12
2005,82,0,2106,Chris Smith,13.0,168,1292,+0.10
2005,84,0,21805,Harrison Frazar,13.07,184,1408,+0.12
2005,84,0,2239,Scott Verplank,13.07,131,1002,+0.15
2005,86,0,20121,Todd Fischer,13.1,177,1351,+0.11
2005,87,0,10201,Matt Gogel,13.11,139,1060,+0.09
2005,88,0,10860,Justin Leonard,13.15,112,852,+0.23
2005,89,0,10117,Bob Heintz,13.16,123,935,+0.23
2005,89,0,25396,Kevin Na,13.16,154,1170,+0.12
2005,91,0,1313,Steve Elkington,13.2,108,818,+0.19
2005,92,0,24227,Justin Bolli,13.23,116,877,+0.26
2005,92,0,12782,Tim Herron,13.23,156,1179,+0.10
2005,92,0,1577,Lee Janzen,13.23,123,930,+0.29
2005,95,0,22405,Justin Rose,13.29,176,1324,+0.01
2005,96,0,20157,Retief Goosen,13.33,84,630,+0.13
2005,96,0,2206,David Toms,13.33,125,938,+0.11
2005,98,0,21350,Ryuji Imada,13.35,138,1034,+0.04
2005,98,0,22913,John Rollins,13.35,166,1243,+0.10
2005,100,0,21806,Paul Gow,13.36,138,1033,+0.27
2005,101,0,20474,Phillip Price,13.4,136,1015,+0.10
2005,102,0,10962,Bradley Hughes,13.42,97,723,+0.20
2005,103,0,24507,Jason Bohn,13.48,163,1209,+0.08
2005,104,0,24604,Hunter Haas,13.51,149,1103,+0.08
2005,105,0,6004,Stephen Ames,13.55,123,908,+0.18
2005,106,0,20229,Stewart Cink,13.56,144,1062,+0.20
2005,106,0,23325,Vaughn Taylor,13.56,180,1327,+0.13
2005,108,0,28088,Matt Davidson,13.57,100,737,+0.26
2005,109,0,2101,Joey Sindelar,13.59,197,1450,+0.11
2005,110,0,10885,Robert Allenby,13.6,150,1103,+0.17
2005,110,0,27095,Nick Watney,13.6,169,1243,+0.15
2005,110,0,10423,Mike Weir,13.6,99,728,+0.22
2005,113,0,22548,Patrick Sheehan,13.64,201,1474,+0.20
2005,114,0,24781,Hunter Mahan,13.65,188,1377,+0.13
2005,115,0,19972,José Coceres,13.66,103,754,+0.18
2005,115,0,6332,Neal Lancaster,13.66,181,1325,+0.08
2005,117,0,1457,Jay Haas,13.67,82,600,+0.11
2005,117,0,23788,D.J. Trahan,13.67,147,1075,+0.05
2005,119,0,1024,Billy Andrade,13.75,155,1127,+0.26
2005,120,0,8545,Glen Hnatiuk,13.86,106,765,+0.17
2005,121,0,1887,Mark O'Meara,13.88,116,836,+0.11
2005,122,0,20160,Charlie Wi,13.89,126,907,+0.17
2005,123,0,24140,Sean O'Hair,13.95,177,1269,+0.14
2005,124,0,24290,D.J. Brigman,14.01,133,949,+0.12
2005,125,0,23353,J.J. Henry,14.08,188,1335,+0.11
2005,126,0,7867,Woody Austin,14.09,189,1341,+0.11
2005,127,0,2214,Kirk Triplett,14.16,95,671,+0.14
2005,128,0,1418,Bill Glasson,14.2,95,669,+0.19
2005,129,0,7749,Brett Quigley,14.21,178,1253,+0.16
2005,130,0,23036,Chris Anderson,14.22,123,865,+0.12
2005,131,0,10585,Scott McCarron,14.23,135,949,+0.11
2005,132,0,12510,Chad Campbell,14.25,155,1088,+0.12
2005,133,0,1941,Tom Pernice Jr.,14.29,193,1351,+0.17
2005,134,0,11032,Frank Lickliter II,14.3,183,1280,+0.16
2005,135,0,24361,Pat Perez,14.32,162,1131,+0.25
2005,135,0,25345,Carl Pettersson,14.32,205,1432,+0.08
2005,137,0,23497,Tag Ridings,14.42,183,1269,+0.04
2005,138,0,1928,Corey Pavin,14.45,139,962,+0.14
2005,139,0,20766,Padraig Harrington,14.46,85,588,+0.08
2005,140,0,21407,Arjun Atwal,14.48,127,877,+0.13
2005,141,0,21949,Joe Ogilvie,14.54,172,1183,+0.08
2005,142,0,23725,Brendan Jones,14.57,161,1105,+0.09
2005,143,0,24980,Scott Gutschewski,14.6,159,1089,+0.13
2005,144,0,1706,Davis Love III,14.63,128,875,+0.06
2005,144,0,1797,Rocco Mediate,14.63,140,957,+0.11
2005,146,0,6575,Dudley Hart,14.67,164,1118,+0.05
2005,147,0,20396,Lee Westwood,14.71,74,503,+0.16
2005,148,0,8537,J.P. Hayes,14.74,121,821,+0.12
2005,149,0,20378,Mathias Grönberg,14.75,119,807,+0.12
2005,150,0,23320,Ryan Palmer,14.77,184,1246,+0.14
2005,151,0,23409,James Driscoll,14.81,142,959,+0.16
2005,151,0,23623,Bo Van Pelt,14.81,210,1418,+0.09
2005,153,0,24357,K.J. Choi,14.82,118,796,+0.21
2005,153,0,12680,Shigeki Maruyama,14.82,182,1228,+0.09
2005,155,0,20850,Daniel Chopra,14.95,212,1418,E
2005,156,0,1723,Andrew Magee,15.0,163,1087,+0.10
2005,157,0,1761,Len Mattiace,15.07,172,1141,+0.15
2005,158,0,22046,Geoff Ogilvy,15.13,171,1130,-0.04
2005,159,0,6527,Steve Stricker,15.14,131,865,+0.05
2005,159,0,12454,Mario Tiziani,15.14,137,905,+0.05
2005,161,0,1320,Bob Estes,15.15,177,1168,+0.12
2005,162,0,23621,Rory Sabbatini,15.2,140,921,+0.16
2005,163,0,12662,Thomas Levet,15.23,83,545,+0.24
2005,164,0,12823,Carlos Franco,15.26,145,950,+0.07
2005,165,0,1329,Brad Faxon,15.27,138,904,+0.11
2005,166,0,20663,Brenden Pappas,15.29,109,713,+0.17
2005,166,0,21498,Hideto Tanihara,15.29,102,667,+0.24
2005,168,0,24925,Jonathan Byrd,15.31,212,1385,+0.12
2005,169,0,21209,Sergio Garcia,15.39,117,760,+0.02
2005,170,0,20691,Greg Owen,15.49,164,1059,+0.14
2005,171,0,6567,Vijay Singh,15.5,202,1303,-0.04
2005,172,0,1473,Todd Hamilton,15.54,172,1107,+0.23
2005,173,0,1042,Paul Azinger,15.57,139,893,+0.08
2005,174,0,23552,Hank Kuehne,15.67,175,1117,+0.12
2005,175,0,23349,Charles Warren,15.69,190,1211,+0.18
2005,176,0,6251,Chris DiMarco,15.8,139,880,+0.12
2005,177,0,23322,Brett Wetterich,15.81,163,1031,+0.06
2005,178,0,1249,John Daly,15.9,138,868,+0.23
2005,179,0,2010,Loren Roberts,16.01,114,712,+0.23
2005,180,0,1948,Tim Petrovic,16.04,199,1241,+0.15
2005,181,0,1677,Tom Lehman,16.08,123,765,+0.26
2005,182,0,25847,Rob Rashell,16.12,137,850,+0.15
2005,183,0,20812,Tjaart van der Walt,16.28,127,780,+0.17
2005,184,0,21633,Steve Allan,16.53,216,1307,+0.11
2005,185,0,20572,Rod Pampling,16.63,168,1010,+0.11
2005,186,0,21731,Freddie Jacobson,16.78,143,852,+0.13
2005,187,0,24138,Ian Poulter,16.85,94,558,+0.15
2005,188,0,20098,Stuart Appleby,16.88,156,924,+0.10
2005,189,0,6197,Michael Allen,17.22,202,1173,+0.06
2005,190,0,23614,Rich Beem,17.26,130,753,+0.23
2005,191,0,23541,Ben Crane,17.63,171,970,+0.07
2005,192,0,1927,Dennis Paulson,17.92,157,876,+0.11
2005,193,0,23063,Scott Hend,18.06,179,991,+0.13
2005,194,0,6373,José María Olazábal,18.14,109,601,-0.02
2005,195,0,21961,Charles Howell III,18.31,199,1087,+0.03
2005,196,0,23540,Jason Allred,18.48,182,985,+0.21
2005,197,0,1226,Fred Couples,18.62,135,725,+0.06
2005,198,0,24502,Adam Scott,18.96,138,728,-0.03
