YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
2013,66,0,28135,Aaron Watkins,2.9,23,792
2013,67,0,27214,Kevin Streelman,2.91,45,1548
2013,68,0,32200,Roberto Castro,2.92,51,1746
2013,68,0,1810,Phil Mickelson,2.92,41,1404
2013,68,0,25562,Andres Romero,2.92,31,1062
2013,71,0,24138,Ian Poulter,2.94,28,954
2013,72,0,22056,Cameron Percy,2.95,35,1188
2013,73,0,34261,Scott Langley,2.96,40,1350
2013,73,0,28310,Lee Williams,2.96,32,1080
2013,75,0,37273,Derek Ernst,2.97,31,1044
2013,76,0,33418,Shawn Stefani,3.0,34,1134
2013,77,0,23135,Tim Clark,3.01,33,1098
2013,77,0,24024,Zach Johnson,3.01,45,1494
2013,79,0,22806,Doug LaBelle II,3.02,38,1260
2013,80,0,20098,Stuart Appleby,3.04,46,1512
2013,81,0,34431,Robert Streb,3.05,39,1278
2013,82,0,24361,Pat Perez,3.06,38,1242
2013,83,0,6527,Steve Stricker,3.07,26,846
2013,84,0,12782,Tim Herron,3.09,25,810
2013,85,0,27770,Camilo Villegas,3.11,42,1350
2013,86,0,33461,Morgan Hoffmann,3.13,36,1152
2013,86,0,33419,Cameron Tringale,3.13,45,1440
2013,88,0,25572,Graeme McDowell,3.17,28,882
2013,89,0,34046,Jordan Spieth,3.18,47,1476
2013,89,0,27330,Josh Teater,3.18,47,1476
2013,91,0,24781,Hunter Mahan,3.2,49,1530
2013,92,0,34098,Russell Henley,3.21,45,1404
2013,92,0,20160,Charlie Wi,3.21,41,1278
2013,94,0,34099,Harris English,3.22,55,1710
2013,95,0,24357,K.J. Choi,3.24,49,1512
2013,96,0,25274,Steven Bowditch,3.25,38,1170
2013,97,0,34021,Bud Cauley,3.26,37,1134
2013,97,0,20104,Ken Duke,3.26,51,1566
2013,97,0,6573,Brandt Jobe,3.26,34,1044
2013,97,0,23325,Vaughn Taylor,3.26,27,828
2013,101,0,36884,Ben Kohles,3.29,42,1278
2013,102,0,30692,Scott Stallings,3.31,47,1422
2013,103,0,29518,Brendan Steele,3.32,49,1476
2013,104,0,12510,Chad Campbell,3.36,46,1368
2013,105,0,30750,Tommy Gainey,3.37,51,1512
2013,105,0,32150,Michael Thompson,3.37,40,1188
2013,107,0,26679,Kevin Stadler,3.38,48,1422
2013,108,0,24399,Scott Gardiner,3.39,36,1062
2013,108,0,26851,Marc Leishman,3.39,47,1386
2013,110,0,28500,Martin Flores,3.41,51,1494
2013,110,0,25818,Scott Piercy,3.41,46,1350
2013,110,0,34360,Patrick Reed,3.41,51,1494
2013,110,0,23623,Bo Van Pelt,3.41,43,1260
2013,114,0,8725,Tom Gillis,3.42,40,1170
2013,114,0,28092,D.H. Lee,3.42,40,1170
2013,114,0,25804,Bubba Watson,3.42,45,1314
2013,117,0,24490,George McNeill,3.43,42,1224
2013,118,0,24140,Sean O'Hair,3.47,35,1008
2013,119,0,22961,David Mathis,3.48,42,1206
2013,120,0,24846,Ricky Barnes,3.49,44,1260
2013,121,0,23788,D.J. Trahan,3.5,29,828
2013,122,0,30163,Henrik Norlander,3.51,43,1224
2013,122,0,22295,Darron Stiles,3.51,31,882
2013,124,0,24494,Erik Compton,3.53,47,1332
2013,124,0,21878,Mark Wilson,3.53,33,936
2013,126,0,23541,Ben Crane,3.54,37,1044
2013,126,0,2206,David Toms,3.54,28,792
2013,128,0,28307,Matt Every,3.56,57,1602
2013,128,0,20645,John Senden,3.56,50,1404
2013,130,0,10885,Robert Allenby,3.57,36,1008
2013,130,0,12716,Charley Hoffman,3.57,54,1512
2013,130,0,30925,Dustin Johnson,3.57,45,1260
2013,130,0,29289,S.Y. Noh,3.57,43,1206
2013,134,0,24227,Justin Bolli,3.64,36,990
2013,134,0,28237,Rory McIlroy,3.64,36,990
2013,136,0,29740,Brad Fritsch,3.68,51,1386
2013,137,0,22378,Trevor Immelman,3.7,46,1242
2013,137,0,22405,Justin Rose,3.7,40,1080
2013,139,0,34409,David Lingmerth,3.76,46,1224
2013,140,0,25240,D.A. Points,3.77,59,1566
2013,141,0,27436,Graham DeLaet,3.78,64,1692
2013,141,0,20396,Lee Westwood,3.78,47,1242
2013,143,0,22621,Ben Curtis,3.8,39,1026
2013,144,0,27936,Martin Laird,3.84,47,1224
2013,145,0,30944,Jason Kokrak,3.85,54,1404
2013,146,0,30852,Ryo Ishikawa,3.89,49,1260
2013,147,0,20229,Stewart Cink,3.91,50,1278
2013,147,0,26596,Ryan Moore,3.91,50,1278
2013,147,0,21528,Henrik Stenson,3.91,45,1152
2013,150,0,27503,Steve LeBrun,3.94,44,1116
2013,151,0,28780,Nicholas Thompson,3.98,71,1782
2013,151,0,26951,Johnson Wagner,3.98,43,1080
2013,153,0,20443,Jin Park,4.0,36,900
2013,154,0,32366,Kevin Chappell,4.03,58,1440
2013,155,0,28455,Will Claxton,4.06,46,1134
2013,155,0,1724,Jeff Maggert,4.06,46,1134
2013,157,0,25336,Alistair Presnell,4.09,42,1026
2013,158,0,20848,Ángel Cabrera,4.11,54,1314
2013,159,0,32334,Charlie Beljan,4.12,46,1116
2013,160,0,25444,Justin Hicks,4.15,56,1350
2013,161,0,28259,Sangmoon Bae,4.22,63,1494
2013,162,0,25686,Jason Dufner,4.26,59,1386
2013,162,0,27095,Nick Watney,4.26,66,1548
2013,164,0,27129,Luke List,4.28,47,1098
2013,165,0,34174,John Huh,4.29,68,1584
2013,166,0,20691,Greg Owen,4.3,55,1278
2013,167,0,26289,Boo Weekley,4.33,78,1800
2013,168,0,27408,Martin Kaymer,4.41,46,1044
2013,169,0,23621,Rory Sabbatini,4.47,66,1476
2013,170,0,23452,Nicolas Colsaerts,4.49,38,846
2013,171,0,35539,Luke Guthrie,4.54,67,1476
2013,172,0,27556,Ted Potter Jr.,4.55,50,1098
2013,173,0,1116,Michael Bradley,4.7,44,936
2013,174,0,19970,Robert Karlsson,4.91,46,936
2013,175,0,31557,Jim Herman,4.95,49,990
2013,176,0,33869,Eric Meierdierks,5.07,42,828
2013,177,0,6567,Vijay Singh,5.1,56,1098
2013,178,0,22046,Geoff Ogilvy,5.36,55,1026
2013,179,0,30110,Kyle Stanley,5.4,69,1278
2013,180,0,25900,Lucas Glover,5.73,67,1170
2012,1,0,19846,Brian Gay,1.53,24,1566
2012,2,0,29478,Kevin Kisner,1.62,19,1170
2012,3,0,10809,Jim Furyk,1.72,26,1512
2012,4,0,20593,Greg Chalmers,1.79,28,1566
2012,4,0,22621,Ben Curtis,1.79,20,1116
2012,6,0,27895,Jonas Blixt,1.85,24,1296
2012,7,0,23983,Luke Donald,1.88,21,1116
2012,7,0,21209,Sergio Garcia,1.88,19,1008
2012,9,0,6573,Brandt Jobe,1.95,20,1026
2012,10,0,23108,Matt Kuchar,2.03,30,1476
2012,11,0,25345,Carl Pettersson,2.05,34,1656
2012,12,0,1320,Bob Estes,2.07,29,1404
2012,13,0,20850,Daniel Chopra,2.1,20,954
2012,14,0,10213,Dicky Pride,2.11,22,1044
2012,15,0,23409,James Driscoll,2.14,32,1494
2012,16,0,25396,Kevin Na,2.18,31,1422
2012,17,0,6527,Steve Stricker,2.22,28,1260
2012,18,0,11123,Chris Couch,2.26,24,1062
2012,18,0,25572,Graeme McDowell,2.26,22,972
2012,18,0,31202,William McGirt,2.26,39,1728
2012,21,0,28500,Martin Flores,2.28,39,1710
2012,21,0,27649,Brandt Snedeker,2.28,32,1404
2012,23,0,6034,Marco Dawson,2.3,24,1044
2012,24,0,35139,Richard Lee,2.32,28,1206
2012,24,0,27466,Spencer Levin,2.32,33,1422
2012,26,0,22961,David Mathis,2.33,34,1458
2012,26,0,20160,Charlie Wi,2.33,36,1548
2012,28,0,33122,Russell Knox,2.37,29,1224
2012,28,0,26331,Charl Schwartzel,2.37,23,972
2012,30,0,21753,Brian Davis,2.38,39,1638
2012,30,0,24138,Ian Poulter,2.38,24,1008
2012,32,0,23800,Bryce Molder,2.39,34,1422
2012,33,0,29289,S.Y. Noh,2.42,44,1818
2012,33,0,25632,Jimmy Walker,2.42,44,1818
2012,35,0,30852,Ryo Ishikawa,2.46,23,936
2012,36,0,22371,Aaron Baddeley,2.47,32,1296
2012,37,0,24024,Zach Johnson,2.48,42,1692
2012,37,0,28475,Jeff Overton,2.48,45,1818
2012,39,0,30925,Dustin Johnson,2.49,30,1206
2012,40,0,1249,John Daly,2.54,21,828
2012,41,0,20766,Padraig Harrington,2.56,29,1134
2012,42,0,24781,Hunter Mahan,2.57,38,1476
2012,43,0,31558,J.J. Killeen,2.58,45,1746
2012,44,0,1797,Rocco Mediate,2.61,32,1224
2012,45,0,29221,Webb Simpson,2.63,36,1368
2012,46,0,27963,Chris Stroud,2.65,41,1548
2012,47,0,20098,Stuart Appleby,2.66,34,1278
2012,48,0,23320,Ryan Palmer,2.67,39,1458
2012,49,0,23353,J.J. Henry,2.68,43,1602
2012,49,0,27214,Kevin Streelman,2.68,43,1602
2012,51,0,1706,Davis Love III,2.69,31,1152
2012,51,0,25804,Bubba Watson,2.69,32,1188
2012,53,0,20070,Matt Bettencourt,2.7,37,1368
2012,53,0,24357,K.J. Choi,2.7,34,1260
2012,53,0,29222,Billy Hurley III,2.7,33,1224
2012,56,0,1116,Michael Bradley,2.73,31,1134
2012,56,0,24940,Edward Loar,2.73,28,1026
2012,56,0,26329,Louis Oosthuizen,2.73,31,1134
2012,59,0,24507,Jason Bohn,2.74,38,1386
2012,59,0,6251,Chris DiMarco,2.74,40,1458
2012,59,0,23325,Vaughn Taylor,2.74,39,1422
2012,59,0,23623,Bo Van Pelt,2.74,41,1494
2012,63,0,27644,Brian Harman,2.75,50,1818
2012,64,0,23135,Tim Clark,2.78,30,1080
2012,64,0,20572,Rod Pampling,2.78,42,1512
2012,64,0,20645,John Senden,2.78,39,1404
2012,64,0,24663,Y.E. Yang,2.78,31,1116
2012,68,0,21407,Arjun Atwal,2.81,38,1350
2012,68,0,24490,George McNeill,2.81,43,1530
2012,68,0,25834,Daniel Summerhays,2.81,41,1458
2012,71,0,24604,Hunter Haas,2.82,33,1170
2012,71,0,8793,Tiger Woods,2.82,34,1206
2012,73,0,8075,Jerry Kelly,2.84,43,1512
2012,74,0,30927,Brendon Todd,2.85,38,1332
2012,75,0,26758,David Hearn,2.87,49,1710
2012,76,0,20848,Ángel Cabrera,2.88,28,972
2012,76,0,26679,Kevin Stadler,2.88,42,1458
2012,78,0,6522,Ernie Els,2.92,41,1404
2012,79,0,22046,Geoff Ogilvy,2.93,38,1296
2012,80,0,23638,Brendon de Jonge,2.95,61,2070
2012,80,0,27797,Derek Lamely,2.95,34,1152
2012,82,0,24494,Erik Compton,2.96,41,1386
2012,83,0,32150,Michael Thompson,2.99,43,1440
2012,84,0,21961,Charles Howell III,3.0,53,1764
2012,85,0,32200,Roberto Castro,3.02,49,1620
2012,85,0,29926,Danny Lee,3.02,38,1260
2012,85,0,1810,Phil Mickelson,3.02,43,1422
2012,85,0,24361,Pat Perez,3.02,43,1422
2012,89,0,34021,Bud Cauley,3.03,54,1782
2012,89,0,12782,Tim Herron,3.03,48,1584
2012,89,0,30711,Colt Knost,3.03,42,1386
2012,92,0,26300,Matt Jones,3.04,29,954
2012,93,0,29910,Blake Adams,3.06,59,1926
2012,94,0,2206,David Toms,3.07,32,1044
2012,95,0,1724,Jeff Maggert,3.08,46,1494
2012,96,0,23542,Tommy Biershenk,3.09,40,1296
2012,96,0,28455,Will Claxton,3.09,55,1782
2012,96,0,20574,Mathew Goggin,3.09,35,1134
2012,96,0,34174,John Huh,3.09,55,1782
2012,96,0,28237,Rory McIlroy,3.09,30,972
2012,101,0,20623,Gavin Coles,3.1,39,1260
2012,101,0,20104,Ken Duke,3.1,58,1872
2012,101,0,27060,John Mallinger,3.1,39,1260
2012,101,0,25892,Steve Wheatcroft,3.1,29,936
2012,105,0,34099,Harris English,3.12,55,1764
2012,105,0,27302,Garth Mulroy,3.12,32,1026
2012,107,0,24924,Bill Haas,3.13,44,1404
2012,108,0,21731,Freddie Jacobson,3.15,34,1080
2012,109,0,30750,Tommy Gainey,3.17,56,1764
2012,109,0,22548,Patrick Sheehan,3.17,32,1008
2012,111,0,22293,Heath Slocum,3.18,51,1602
2012,112,0,23204,Gary Christian,3.19,50,1566
2012,112,0,22405,Justin Rose,3.19,39,1224
2012,114,0,29420,Billy Horschel,3.2,34,1062
2012,115,0,32102,Rickie Fowler,3.21,48,1494
2012,115,0,28308,Troy Kelly,3.21,37,1152
2012,117,0,25818,Scott Piercy,3.22,55,1710
2012,118,0,27120,Troy Matteson,3.23,57,1764
2012,118,0,29476,Kyle Reifers,3.23,50,1548
2012,120,0,23541,Ben Crane,3.24,42,1296
2012,121,0,28259,Sangmoon Bae,3.25,45,1386
2012,121,0,25686,Jason Dufner,3.25,48,1476
2012,123,0,28307,Matt Every,3.26,47,1440
2012,123,0,8725,Tom Gillis,3.26,44,1350
2012,123,0,10860,Justin Leonard,3.26,44,1350
2012,123,0,1941,Tom Pernice Jr.,3.26,34,1044
2012,127,0,21878,Mark Wilson,3.28,46,1404
2012,128,0,27141,J.B. Holmes,3.29,51,1548
2012,129,0,23718,Nathan Green,3.3,41,1242
2012,130,0,32334,Charlie Beljan,3.31,34,1026
2012,130,0,26596,Ryan Moore,3.31,53,1602
2012,130,0,24140,Sean O'Hair,3.31,50,1512
2012,133,0,27770,Camilo Villegas,3.32,46,1386
2012,134,0,28089,Jason Day,3.33,33,990
2012,135,0,24925,Jonathan Byrd,3.35,41,1224
2012,135,0,25457,Alexandre Rocha,3.35,35,1044
2012,137,0,22348,Nick O'Hern,3.38,45,1332
2012,138,0,22913,John Rollins,3.39,47,1386
2012,139,0,21350,Ryuji Imada,3.44,47,1368
2012,140,0,26951,Johnson Wagner,3.47,55,1584
2012,141,0,6004,Stephen Ames,3.5,34,972
2012,142,0,12510,Chad Campbell,3.51,53,1512
2012,142,0,23621,Rory Sabbatini,3.51,53,1512
2012,142,0,30110,Kyle Stanley,3.51,53,1512
2012,145,0,27933,John Merrick,3.52,50,1422
2012,146,0,23903,Stephen Gangluff,3.54,35,990
2012,146,0,25240,D.A. Points,3.54,56,1584
2012,148,0,10885,Robert Allenby,3.58,49,1368
2012,148,0,27974,Sung Kang,3.58,47,1314
2012,150,0,6567,Vijay Singh,3.59,64,1782
2012,151,0,27064,Jhonattan Vegas,3.61,50,1386
2012,151,0,27095,Nick Watney,3.61,61,1692
2012,153,0,28093,Miguel Angel Carballo,3.62,45,1242
2012,154,0,30944,Jason Kokrak,3.63,49,1350
2012,155,0,20229,Stewart Cink,3.65,44,1206
2012,156,0,26287,Roland Thatcher,3.67,35,954
2012,157,0,30926,Chris Kirk,3.68,59,1602
2012,157,0,1766,Billy Mayfair,3.68,57,1548
2012,159,0,30692,Scott Stallings,3.7,52,1404
2012,159,0,20396,Lee Westwood,3.7,36,972
2012,161,0,32698,Bobby Gates,3.73,57,1530
2012,162,0,24502,Adam Scott,3.74,39,1044
2012,163,0,23788,D.J. Trahan,3.78,47,1242
2012,164,0,27436,Graham DeLaet,3.8,54,1422
2012,165,0,21528,Henrik Stenson,3.81,35,918
2012,165,0,26289,Boo Weekley,3.81,48,1260
2012,167,0,20691,Greg Owen,3.83,62,1620
2012,168,0,26851,Marc Leishman,3.84,58,1512
2012,169,0,33141,Keegan Bradley,3.85,61,1584
2012,170,0,26476,Chez Reavie,3.88,58,1494
2012,171,0,27556,Ted Potter Jr.,3.9,54,1386
2012,172,0,33419,Cameron Tringale,3.91,62,1584
2012,173,0,21805,Harrison Frazar,4.01,39,972
2012,174,0,22378,Trevor Immelman,4.09,56,1368
2012,175,0,28087,Kris Blanks,4.1,48,1170
2012,175,0,12716,Charley Hoffman,4.1,65,1584
2012,177,0,33120,Mark Anderson,4.11,54,1314
2012,178,0,32366,Kevin Chappell,4.15,65,1566
2012,178,0,23548,Bill Lunde,4.15,59,1422
2012,180,0,27330,Josh Teater,4.18,70,1674
2012,181,0,24358,Robert Garrigus,4.24,68,1602
2012,182,0,27936,Martin Laird,4.26,56,1314
2012,183,0,29479,Scott Brown,4.41,50,1134
2012,184,0,29518,Brendan Steele,4.57,60,1314
2012,185,0,25562,Andres Romero,4.6,53,1152
2012,186,0,22582,Kyle Thompson,4.65,41,882
2012,187,0,24846,Ricky Barnes,4.67,74,1584
2012,188,0,12652,Cameron Beckman,4.83,67,1386
2012,189,0,31323,Gary Woodland,4.91,61,1242
2012,190,0,6036,Scott Dunlap,5.14,49,954
2012,191,0,19970,Robert Karlsson,5.24,49,936
2011,1,0,23983,Luke Donald,1.24,15,1206
2011,2,0,21731,Freddie Jacobson,1.75,29,1656
2011,3,0,20593,Greg Chalmers,1.83,29,1584
2011,3,0,23108,Matt Kuchar,1.83,29,1584
2011,3,0,23800,Bryce Molder,1.83,27,1476
2011,6,0,29478,Kevin Kisner,1.98,25,1260
2011,7,0,24490,George McNeill,2.01,25,1242
2011,8,0,24925,Jonathan Byrd,2.03,30,1476
2011,9,0,26420,Richard Johnson,2.08,24,1152
2011,9,0,30711,Colt Knost,2.08,30,1440
2011,11,0,25345,Carl Pettersson,2.11,36,1710
2011,12,0,23638,Brendon de Jonge,2.12,40,1890
2011,13,0,27466,Spencer Levin,2.16,44,2034
2011,14,0,23325,Vaughn Taylor,2.18,35,1602
2011,15,0,33911,Nate Smith,2.19,26,1188
2011,16,0,12602,Dean Wilson,2.24,25,1116
2011,17,0,25396,Kevin Na,2.25,34,1512
2011,17,0,6527,Steve Stricker,2.25,28,1242
2011,19,0,1948,Tim Petrovic,2.27,36,1584
2011,20,0,21209,Sergio Garcia,2.28,25,1098
2011,21,0,22378,Trevor Immelman,2.31,35,1512
2011,22,0,29221,Webb Simpson,2.32,41,1764
2011,23,0,24024,Zach Johnson,2.35,33,1404
2011,23,0,26300,Matt Jones,2.35,30,1278
2011,25,0,11123,Chris Couch,2.36,31,1314
2011,25,0,23497,Tag Ridings,2.36,37,1566
2011,27,0,23353,J.J. Henry,2.37,41,1728
2011,27,0,26596,Ryan Moore,2.37,32,1350
2011,29,0,27095,Nick Watney,2.38,33,1386
2011,30,0,19846,Brian Gay,2.41,39,1620
2011,30,0,20160,Charlie Wi,2.41,36,1494
2011,32,0,1577,Lee Janzen,2.42,27,1116
2011,33,0,1313,Steve Elkington,2.44,22,900
2011,34,0,1116,Michael Bradley,2.48,33,1332
2011,35,0,2206,David Toms,2.49,35,1404
2011,36,0,24138,Ian Poulter,2.51,23,918
2011,37,0,21949,Joe Ogilvie,2.52,34,1350
2011,38,0,22371,Aaron Baddeley,2.53,35,1386
2011,39,0,27649,Brandt Snedeker,2.55,39,1530
2011,40,0,8375,Paul Stankowski,2.56,36,1404
2011,41,0,7457,Steve Flesch,2.59,41,1584
2011,42,0,8075,Jerry Kelly,2.61,40,1530
2011,43,0,30926,Chris Kirk,2.62,41,1566
2011,43,0,29518,Brendan Steele,2.62,42,1602
2011,45,0,29910,Blake Adams,2.63,55,2088
2011,46,0,31202,William McGirt,2.64,49,1854
2011,46,0,27939,Matt McQuillan,2.64,28,1062
2011,46,0,24663,Y.E. Yang,2.64,28,1062
2011,49,0,28486,Michael Putnam,2.65,32,1206
2011,50,0,24604,Hunter Haas,2.66,46,1728
2011,51,0,22961,David Mathis,2.68,40,1494
2011,52,0,10505,Shane Bertsch,2.69,30,1116
2011,53,0,27936,Martin Laird,2.7,37,1368
2011,54,0,10860,Justin Leonard,2.71,40,1476
2011,55,0,33141,Keegan Bradley,2.75,45,1638
2011,55,0,6251,Chris DiMarco,2.75,46,1674
2011,55,0,12782,Tim Herron,2.75,42,1530
2011,58,0,10809,Jim Furyk,2.78,43,1548
2011,58,0,26758,David Hearn,2.78,44,1584
2011,58,0,21961,Charles Howell III,2.78,54,1944
2011,58,0,23320,Ryan Palmer,2.78,40,1440
2011,58,0,20572,Rod Pampling,2.78,36,1296
2011,58,0,20645,John Senden,2.78,47,1692
2011,58,0,27330,Josh Teater,2.78,52,1872
2011,65,0,27974,Sung Kang,2.82,32,1134
2011,65,0,10585,Scott McCarron,2.82,33,1170
2011,67,0,27141,J.B. Holmes,2.83,27,954
2011,68,0,27214,Kevin Streelman,2.84,46,1620
2011,69,0,21753,Brian Davis,2.86,54,1890
2011,69,0,1706,Davis Love III,2.86,36,1260
2011,71,0,28475,Jeff Overton,2.87,47,1638
2011,72,0,32150,Michael Thompson,2.88,41,1422
2011,73,0,28089,Jason Day,2.89,38,1314
2011,74,0,20098,Stuart Appleby,2.91,34,1170
2011,75,0,33413,Ben Martin,2.93,39,1332
2011,75,0,22348,Nick O'Hern,2.93,47,1602
2011,75,0,33419,Cameron Tringale,2.93,58,1980
2011,78,0,20229,Stewart Cink,2.94,37,1260
2011,78,0,23621,Rory Sabbatini,2.94,45,1530
2011,80,0,29720,Andres Gonzales,2.96,32,1080
2011,80,0,24924,Bill Haas,2.96,49,1656
2011,82,0,22293,Heath Slocum,2.97,47,1584
2011,83,0,27120,Troy Matteson,2.99,49,1638
2011,84,0,20848,Ángel Cabrera,3.0,27,900
2011,84,0,32876,Martin Piller,3.0,34,1134
2011,84,0,21878,Mark Wilson,3.0,47,1566
2011,87,0,21350,Ryuji Imada,3.01,45,1494
2011,88,0,25632,Jimmy Walker,3.02,43,1422
2011,89,0,25562,Andres Romero,3.03,42,1386
2011,89,0,26679,Kevin Stadler,3.03,48,1584
2011,91,0,21407,Arjun Atwal,3.05,50,1638
2011,91,0,23409,James Driscoll,3.05,39,1278
2011,91,0,30946,Alex Prugh,3.05,45,1476
2011,94,0,20498,Briny Baird,3.06,33,1080
2011,94,0,32366,Kevin Chappell,3.06,43,1404
2011,94,0,20157,Retief Goosen,3.06,27,882
2011,97,0,23673,Michael Connell,3.07,42,1368
2011,98,0,25900,Lucas Glover,3.08,41,1332
2011,98,0,31193,Jim Renner,3.08,36,1170
2011,100,0,32102,Rickie Fowler,3.09,45,1458
2011,100,0,26951,Johnson Wagner,3.09,45,1458
2011,102,0,20070,Matt Bettencourt,3.11,47,1512
2011,102,0,20472,Alex Cejka,3.11,33,1062
2011,102,0,24357,K.J. Choi,3.11,42,1350
2011,102,0,28679,Fabián Gómez,3.11,47,1512
2011,102,0,19970,Robert Karlsson,3.11,33,1062
2011,102,0,22046,Geoff Ogilvy,3.11,37,1188
2011,108,0,26851,Marc Leishman,3.13,49,1566
2011,109,0,6004,Stephen Ames,3.14,39,1242
2011,110,0,28620,Aron Price,3.16,33,1044
2011,111,0,29420,Billy Horschel,3.19,43,1350
2011,111,0,26668,Marc Turnesa,3.19,31,972
2011,111,0,27770,Camilo Villegas,3.19,39,1224
2011,114,0,23541,Ben Crane,3.2,42,1314
2011,114,0,22621,Ben Curtis,3.2,38,1188
2011,116,0,29718,Anthony Kim,3.21,41,1278
2011,116,0,35087,Bio Kim,3.21,41,1278
2011,118,0,20127,Chris Riley,3.22,44,1368
2011,119,0,24507,Jason Bohn,3.23,43,1332
2011,120,0,32698,Bobby Gates,3.25,48,1476
2011,121,0,26331,Charl Schwartzel,3.27,33,1008
2011,122,0,25274,Steven Bowditch,3.29,51,1548
2011,122,0,6643,Paul Goydos,3.29,48,1458
2011,122,0,10733,Kent Jones,3.29,45,1368
2011,122,0,27933,John Merrick,3.29,42,1278
2011,126,0,7867,Woody Austin,3.3,35,1062
2011,126,0,6522,Ernie Els,3.3,41,1242
2011,126,0,20766,Padraig Harrington,3.3,35,1062
2011,129,0,25240,D.A. Points,3.31,53,1602
2011,130,0,12716,Charley Hoffman,3.32,55,1656
2011,131,0,6573,Brandt Jobe,3.33,60,1800
2011,132,0,24361,Pat Perez,3.36,46,1368
2011,132,0,20436,Garrett Willis,3.36,43,1278
2011,134,0,30692,Scott Stallings,3.37,51,1512
2011,135,0,6515,Shaun Micheel,3.39,47,1386
2011,136,0,24290,D.J. Brigman,3.4,41,1206
2011,137,0,24140,Sean O'Hair,3.41,43,1260
2011,137,0,25834,Daniel Summerhays,3.41,46,1350
2011,139,0,25818,Scott Piercy,3.42,48,1404
2011,140,0,23718,Nathan Green,3.43,50,1458
2011,141,0,27963,Chris Stroud,3.47,55,1584
2011,142,0,26287,Roland Thatcher,3.48,42,1206
2011,143,0,28087,Kris Blanks,3.5,58,1656
2011,143,0,23548,Bill Lunde,3.5,58,1656
2011,145,0,30750,Tommy Gainey,3.53,66,1872
2011,145,0,22913,John Rollins,3.53,54,1530
2011,147,0,1810,Phil Mickelson,3.54,49,1386
2011,148,0,25572,Graeme McDowell,3.55,30,846
2011,149,0,24358,Robert Garrigus,3.61,54,1494
2011,149,0,22405,Justin Rose,3.61,50,1386
2011,151,0,24781,Hunter Mahan,3.62,58,1602
2011,152,0,25686,Jason Dufner,3.63,51,1404
2011,153,0,9011,David Duval,3.65,44,1206
2011,154,0,25804,Bubba Watson,3.66,52,1422
2011,155,0,25457,Alexandre Rocha,3.68,43,1170
2011,156,0,24846,Ricky Barnes,3.7,52,1404
2011,157,0,1766,Billy Mayfair,3.72,63,1692
2011,158,0,23614,Rich Beem,3.77,36,954
2011,158,0,8537,J.P. Hayes,3.77,38,1008
2011,160,0,31557,Jim Herman,3.78,47,1242
2011,161,0,26476,Chez Reavie,3.8,63,1656
2011,162,0,24980,Scott Gutschewski,3.81,46,1206
2011,163,0,12652,Cameron Beckman,3.83,49,1278
2011,164,0,6567,Vijay Singh,3.87,55,1422
2011,165,0,1797,Rocco Mediate,3.88,37,954
2011,165,0,31323,Gary Woodland,3.88,65,1674
2011,167,0,21805,Harrison Frazar,3.93,41,1044
2011,168,0,32640,Troy Merritt,3.97,45,1134
2011,168,0,30110,Kyle Stanley,3.97,70,1764
2011,170,0,12510,Chad Campbell,3.98,71,1782
2011,171,0,30925,Dustin Johnson,3.99,51,1278
2011,172,0,23623,Bo Van Pelt,4.01,65,1620
2011,173,0,28158,Steve Marino,4.02,55,1368
2011,174,0,31401,Zack Miller,4.07,63,1548
2011,175,0,10885,Robert Allenby,4.08,61,1494
2011,175,0,26881,Jarrod Lyle,4.08,61,1494
2011,177,0,34255,Joseph Bramlett,4.11,54,1314
2011,178,0,24502,Adam Scott,4.14,44,1062
2011,179,0,27797,Derek Lamely,4.19,49,1170
2011,180,0,34072,Will Strickler,4.36,40,918
2011,181,0,23788,D.J. Trahan,4.46,73,1638
2011,182,0,27064,Jhonattan Vegas,4.76,72,1512
2011,183,0,6621,Joe Durant,4.85,62,1278
2011,184,0,8725,Tom Gillis,4.95,49,990
2011,185,0,25444,Justin Hicks,5.19,56,1080
2011,186,0,26289,Boo Weekley,5.56,66,1188
2010,1,0,20766,Padraig Harrington,1.39,14,1008
2010,2,0,25720,Chad Collins,1.53,24,1566
2010,3,0,25345,Carl Pettersson,1.57,28,1782
2010,4,0,21961,Charles Howell III,1.62,30,1854
2010,5,0,23983,Luke Donald,1.63,20,1224
2010,6,0,20157,Retief Goosen,1.72,22,1278
2010,7,0,1313,Steve Elkington,1.73,23,1332
2010,8,0,12602,Dean Wilson,1.75,17,972
2010,9,0,19846,Brian Gay,1.87,33,1764
2010,10,0,22371,Aaron Baddeley,1.89,32,1692
2010,10,0,24024,Zach Johnson,1.89,31,1638
2010,12,0,6527,Steve Stricker,1.93,25,1296
2010,13,0,26882,Michael Sim,1.94,22,1134
2010,14,0,23108,Matt Kuchar,1.99,34,1710
2010,15,0,27649,Brandt Snedeker,2.0,32,1602
2010,16,0,20593,Greg Chalmers,2.03,34,1674
2010,17,0,23353,J.J. Henry,2.05,34,1656
2010,18,0,23638,Brendon de Jonge,2.1,43,2052
2010,19,0,23613,Rich Barcelo,2.14,27,1260
2010,20,0,8375,Paul Stankowski,2.15,24,1116
2010,21,0,8537,J.P. Hayes,2.18,31,1422
