YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
2007,146,0,26596,Ryan Moore,3.8,63,1656
2007,146,0,24138,Ian Poulter,3.8,41,1080
2007,146,0,2104,Jeff Sluman,3.8,41,1080
2007,149,0,24290,D.J. Brigman,3.81,46,1206
2007,150,0,25273,Andrew Buckle,3.82,53,1386
2007,151,0,10733,Kent Jones,3.84,67,1746
2007,152,0,1381,Fred Funk,3.85,45,1170
2007,152,0,8075,Jerry Kelly,3.85,70,1818
2007,154,0,21646,David Branshaw,3.88,58,1494
2007,154,0,28158,Steve Marino,3.88,74,1908
2007,156,0,22378,Trevor Immelman,3.92,48,1224
2007,156,0,26679,Kevin Stadler,3.92,67,1710
2007,158,0,25892,Steve Wheatcroft,3.96,52,1314
2007,159,0,20498,Briny Baird,4.01,83,2070
2007,159,0,22892,Jason Gore,4.01,62,1548
2007,161,0,1706,Davis Love III,4.02,47,1170
2007,162,0,25804,Bubba Watson,4.03,58,1440
2007,163,0,21805,Harrison Frazar,4.04,64,1584
2007,163,0,6515,Shaun Micheel,4.04,64,1584
2007,165,0,7457,Steve Flesch,4.06,73,1800
2007,166,0,11123,Chris Couch,4.09,56,1368
2007,167,0,8123,Jeff Brehaut,4.14,44,1062
2007,167,0,12510,Chad Campbell,4.14,67,1620
2007,169,0,19824,Craig Barlow,4.17,39,936
2007,170,0,20645,John Senden,4.18,73,1746
2007,171,0,12195,Tom Johnson,4.2,56,1332
2007,171,0,1707,Steve Lowery,4.2,56,1332
2007,173,0,23788,D.J. Trahan,4.21,75,1782
2007,174,0,7223,Brian Bateman,4.24,42,990
2007,175,0,7867,Woody Austin,4.27,73,1710
2007,176,0,27933,John Merrick,4.29,71,1656
2007,177,0,25686,Jason Dufner,4.33,78,1800
2007,177,0,2036,Jim Rutledge,4.33,46,1062
2007,179,0,1024,Billy Andrade,4.36,69,1584
2007,180,0,24912,Will MacKenzie,4.39,79,1800
2007,181,0,20574,Mathew Goggin,4.41,77,1746
2007,181,0,27095,Nick Watney,4.41,69,1566
2007,183,0,23614,Rich Beem,4.43,71,1602
2007,183,0,1249,John Daly,4.43,47,1062
2007,185,0,23349,Charles Warren,4.46,81,1818
2007,186,0,20105,Jeff Gove,4.48,83,1854
2007,186,0,24140,Sean O'Hair,4.48,79,1764
2007,188,0,6621,Joe Durant,4.6,72,1566
2007,188,0,20691,Greg Owen,4.6,67,1458
2007,190,0,2214,Kirk Triplett,4.69,65,1386
2007,191,0,22295,Darron Stiles,4.79,56,1170
2007,191,0,24457,Jaco Van Zyl,4.79,44,918
2007,193,0,10885,Robert Allenby,4.81,77,1602
2007,194,0,27141,J.B. Holmes,4.85,62,1278
2007,194,0,23322,Brett Wetterich,4.85,76,1566
2007,196,0,29476,Kyle Reifers,4.93,63,1278
2006,1,0,12660,Jesper Parnevik,1.39,21,1512
2006,2,0,19846,Brian Gay,1.4,27,1926
2006,3,0,6527,Steve Stricker,1.52,17,1116
2006,4,0,22371,Aaron Baddeley,1.54,21,1368
2006,5,0,10809,Jim Furyk,1.83,29,1584
2006,6,0,20850,Daniel Chopra,1.87,36,1926
2006,7,0,12755,Vance Veazey,1.88,20,1062
2006,8,0,26420,Richard Johnson,1.95,33,1692
2006,9,0,6197,Michael Allen,2.05,31,1512
2006,10,0,6522,Ernie Els,2.08,24,1152
2006,11,0,6034,Marco Dawson,2.17,34,1566
2006,12,0,23048,Eric Axley,2.18,35,1602
2006,13,0,20121,Todd Fischer,2.19,39,1782
2006,14,0,25632,Jimmy Walker,2.2,23,1044
2006,15,0,1329,Brad Faxon,2.21,31,1404
2006,16,0,23541,Ben Crane,2.22,32,1440
2006,16,0,26596,Ryan Moore,2.22,26,1170
2006,18,0,1042,Paul Azinger,2.23,35,1566
2006,19,0,20382,Stephen Leaney,2.25,34,1512
2006,20,0,10860,Justin Leonard,2.32,33,1422
2006,21,0,6515,Shaun Micheel,2.33,39,1674
2006,21,0,1810,Phil Mickelson,2.33,29,1242
2006,23,0,21350,Ryuji Imada,2.34,43,1836
2006,23,0,24024,Zach Johnson,2.34,37,1584
2006,25,0,20572,Rod Pampling,2.38,36,1512
2006,26,0,20229,Stewart Cink,2.4,38,1584
2006,26,0,1823,Larry Mize,2.4,22,918
2006,28,0,20098,Stuart Appleby,2.42,34,1404
2006,29,0,1132,Mark Brooks,2.43,39,1602
2006,30,0,6012,Greg Kraft,2.44,33,1350
2006,31,0,1619,Skip Kendall,2.47,32,1296
2006,32,0,6373,José María Olazábal,2.49,26,1044
2006,33,0,20157,Retief Goosen,2.5,27,1080
2006,34,0,2239,Scott Verplank,2.52,39,1548
2006,35,0,1320,Bob Estes,2.55,39,1530
2006,35,0,24924,Bill Haas,2.55,44,1728
2006,37,0,23983,Luke Donald,2.56,29,1134
2006,37,0,21805,Harrison Frazar,2.56,42,1638
2006,39,0,22405,Justin Rose,2.57,44,1710
2006,39,0,22293,Heath Slocum,2.57,43,1674
2006,41,0,12645,Brent Geiberger,2.58,45,1746
2006,41,0,21731,Freddie Jacobson,2.58,26,1008
2006,43,0,21949,Joe Ogilvie,2.63,43,1638
2006,44,0,2104,Jeff Sluman,2.64,48,1818
2006,44,0,2223,Bob Tway,2.64,37,1404
2006,46,0,22378,Trevor Immelman,2.65,41,1548
2006,47,0,7457,Steve Flesch,2.66,55,2070
2006,48,0,24138,Ian Poulter,2.67,25,936
2006,49,0,12760,Danny Ellis,2.69,31,1152
2006,50,0,12602,Dean Wilson,2.7,54,1998
2006,51,0,24980,Scott Gutschewski,2.72,25,918
2006,52,0,10885,Robert Allenby,2.74,38,1386
2006,53,0,11032,Frank Lickliter II,2.75,48,1746
2006,53,0,1707,Steve Lowery,2.75,48,1746
2006,53,0,22913,John Rollins,2.75,45,1638
2006,56,0,12680,Shigeki Maruyama,2.78,46,1656
2006,56,0,1887,Mark O'Meara,2.78,25,900
2006,56,0,22046,Geoff Ogilvy,2.78,35,1260
2006,56,0,20127,Chris Riley,2.78,41,1476
2006,56,0,22548,Patrick Sheehan,2.78,50,1800
2006,61,0,23353,J.J. Henry,2.81,47,1674
2006,61,0,23320,Ryan Palmer,2.81,50,1782
2006,61,0,19913,Ron Whittaker,2.81,40,1422
2006,64,0,10505,Shane Bertsch,2.83,52,1836
2006,64,0,12716,Charley Hoffman,2.83,50,1764
2006,66,0,2246,Duffy Waldorf,2.84,47,1656
2006,67,0,10565,Ian Leggatt,2.85,39,1368
2006,68,0,25900,Lucas Glover,2.86,52,1818
2006,68,0,1928,Corey Pavin,2.86,36,1260
2006,70,0,20548,Hidemichi Tanaka,2.89,38,1314
2006,71,0,20593,Greg Chalmers,2.9,35,1206
2006,71,0,24357,K.J. Choi,2.9,48,1656
2006,73,0,21407,Arjun Atwal,2.92,50,1710
2006,73,0,6251,Chris DiMarco,2.92,41,1404
2006,73,0,23616,Ryan Hietala,2.92,31,1062
2006,73,0,1706,Davis Love III,2.92,40,1368
2006,77,0,1139,Olin Browne,2.94,55,1872
2006,78,0,1724,Jeff Maggert,2.95,43,1458
2006,79,0,6004,Stephen Ames,2.96,33,1116
2006,80,0,22621,Ben Curtis,2.97,46,1548
2006,81,0,1035,Tommy Armour III,2.99,35,1170
2006,81,0,25240,D.A. Points,2.99,43,1440
2006,83,0,21878,Mark Wilson,3.0,41,1368
2006,84,0,6595,Kevin Sutherland,3.01,52,1728
2006,85,0,7749,Brett Quigley,3.02,57,1890
2006,86,0,6573,Brandt Jobe,3.03,48,1584
2006,86,0,23325,Vaughn Taylor,3.03,48,1584
2006,88,0,1142,Bart Bryant,3.04,47,1548
2006,89,0,6350,Bob May,3.05,34,1116
2006,89,0,28475,Jeff Overton,3.05,51,1674
2006,89,0,23322,Brett Wetterich,3.05,45,1476
2006,92,0,8075,Jerry Kelly,3.06,55,1800
2006,92,0,20631,David McKenzie,3.06,44,1440
2006,92,0,6567,Vijay Singh,3.06,55,1800
2006,95,0,1381,Fred Funk,3.07,58,1890
2006,96,0,1666,Bernhard Langer,3.09,40,1296
2006,96,0,20628,Arron Oberholser,3.09,44,1422
2006,98,0,20472,Alex Cejka,3.11,51,1638
2006,98,0,20766,Padraig Harrington,3.11,28,900
2006,100,0,1766,Billy Mayfair,3.13,53,1692
2006,101,0,2206,David Toms,3.14,39,1242
2006,102,0,25935,John Engler Jr.,3.15,38,1206
2006,103,0,1948,Tim Petrovic,3.17,52,1638
2006,103,0,23497,Tag Ridings,3.17,57,1800
2006,105,0,21660,Jason Schultz,3.19,43,1350
2006,106,0,19824,Craig Barlow,3.2,42,1314
2006,107,0,23718,Nathan Green,3.21,60,1872
2006,107,0,23621,Rory Sabbatini,3.21,48,1494
2006,109,0,1473,Todd Hamilton,3.24,42,1296
2006,110,0,24507,Jason Bohn,3.26,61,1872
2006,111,0,23349,Charles Warren,3.27,53,1620
2006,111,0,10423,Mike Weir,3.27,50,1530
2006,113,0,25842,Jon Mills,3.28,39,1188
2006,114,0,9011,David Duval,3.3,41,1242
2006,114,0,1761,Len Mattiace,3.3,35,1062
2006,116,0,8793,Tiger Woods,3.31,31,936
2006,117,0,20645,John Senden,3.35,56,1674
2006,118,0,8835,Kris Cox,3.36,49,1458
2006,118,0,10733,Kent Jones,3.36,61,1818
2006,120,0,24925,Jonathan Byrd,3.37,40,1188
2006,120,0,20378,Mathias Grönberg,3.37,54,1602
2006,120,0,2214,Kirk Triplett,3.37,34,1008
2006,123,0,1024,Billy Andrade,3.38,45,1332
2006,123,0,21470,Daisuke Maruyama,3.38,48,1422
2006,125,0,20498,Briny Baird,3.39,47,1386
2006,125,0,22946,Henrik Bjornstad,3.39,58,1710
2006,125,0,8385,Omar Uresti,3.39,36,1062
2006,128,0,6643,Paul Goydos,3.4,44,1296
2006,129,0,26360,Bubba Dickerson,3.41,59,1728
2006,129,0,27120,Troy Matteson,3.41,62,1818
2006,131,0,7223,Brian Bateman,3.42,40,1170
2006,132,0,25804,Bubba Watson,3.45,49,1422
2006,133,0,20608,David Howell,3.46,28,810
2006,134,0,6621,Joe Durant,3.47,63,1818
2006,134,0,1941,Tom Pernice Jr.,3.47,65,1872
2006,136,0,19881,Robert Damron,3.48,57,1638
2006,137,0,12782,Tim Herron,3.5,51,1458
2006,138,0,21646,David Branshaw,3.51,62,1764
2006,139,0,1599,Steve Jones,3.52,52,1476
2006,139,0,25345,Carl Pettersson,3.52,59,1674
2006,141,0,8123,Jeff Brehaut,3.53,61,1728
2006,142,0,23623,Bo Van Pelt,3.54,65,1836
2006,143,0,1388,Robert Gamez,3.55,60,1692
2006,144,0,1219,John Cook,3.57,43,1206
2006,145,0,12510,Chad Campbell,3.58,56,1566
2006,145,0,21961,Charles Howell III,3.58,60,1674
2006,145,0,27770,Camilo Villegas,3.58,60,1674
2006,148,0,1677,Tom Lehman,3.61,39,1080
2006,149,0,11123,Chris Couch,3.63,49,1350
2006,150,0,20105,Jeff Gove,3.64,57,1566
2006,151,0,20634,Peter Lonard,3.65,50,1368
2006,152,0,24361,Pat Perez,3.67,33,900
2006,153,0,6575,Dudley Hart,3.68,55,1494
2006,154,0,23788,D.J. Trahan,3.7,60,1620
2006,155,0,20099,Doug Barron,3.73,49,1314
2006,155,0,23135,Tim Clark,3.73,53,1422
2006,157,0,7867,Woody Austin,3.74,72,1926
2006,157,0,2110,Jerry Smith,3.74,62,1656
2006,159,0,23614,Rich Beem,3.75,56,1494
2006,160,0,2101,Joey Sindelar,3.77,61,1620
2006,161,0,1685,J.L. Lewis,3.8,39,1026
2006,162,0,8375,Paul Stankowski,3.81,48,1260
2006,163,0,25936,Alex Aragon,3.83,42,1098
2006,164,0,1945,Kenny Perry,3.86,50,1296
2006,165,0,1577,Lee Janzen,3.87,55,1422
2006,166,0,20691,Greg Owen,3.9,54,1386
2006,166,0,20812,Tjaart van der Walt,3.9,40,1026
2006,168,0,24140,Sean O'Hair,3.91,69,1764
2006,169,0,27095,Nick Watney,3.92,67,1710
2006,170,0,21209,Sergio Garcia,3.94,39,990
2006,171,0,21753,Brian Davis,3.95,64,1620
2006,172,0,24781,Hunter Mahan,3.97,70,1764
2006,173,0,24358,Robert Garrigus,4.02,60,1494
2006,173,0,21959,Ted Purdy,4.02,73,1818
2006,175,0,24912,Will MacKenzie,4.04,64,1584
2006,176,0,24502,Adam Scott,4.08,50,1224
2006,177,0,20094,Jonathan Kaye,4.11,68,1656
2006,178,0,1313,Steve Elkington,4.14,38,918
2006,179,0,2106,Chris Smith,4.23,51,1206
2006,180,0,22892,Jason Gore,4.3,65,1512
2006,181,0,8537,J.P. Hayes,4.34,43,990
2006,182,0,11011,Mike Sposa,4.36,51,1170
2006,183,0,1553,John Huston,4.4,57,1296
2006,184,0,1249,John Daly,4.54,40,882
2006,185,0,20574,Mathew Goggin,4.6,58,1260
2006,186,0,23409,James Driscoll,4.65,67,1440
2006,186,0,12823,Carlos Franco,4.65,72,1548
2006,188,0,23307,Roger Tambellini,4.74,52,1098
2006,189,0,23673,Michael Connell,4.75,41,864
2006,190,0,1161,Mark Calcavecchia,4.84,81,1674
2006,191,0,12662,Thomas Levet,5.01,46,918
2006,192,0,1226,Fred Couples,5.11,46,900
2006,193,0,27141,J.B. Holmes,5.19,72,1386
2006,194,0,7013,Wes Short Jr.,5.26,89,1692
2006,194,0,28780,Nicholas Thompson,5.26,88,1674
2006,196,0,27943,Matt Hansen,6.14,73,1188
2005,1,0,12660,Jesper Parnevik,1.76,26,1476
2005,2,0,12645,Brent Geiberger,1.79,19,1062
2005,3,0,6527,Steve Stricker,1.88,21,1116
2005,4,0,20121,Todd Fischer,1.89,33,1746
2005,5,0,23541,Ben Crane,2.03,27,1332
2005,6,0,20229,Stewart Cink,2.04,33,1620
2005,7,0,1139,Olin Browne,2.05,35,1710
2005,8,0,6251,Chris DiMarco,2.07,28,1350
2005,9,0,24507,Jason Bohn,2.08,34,1638
2005,10,0,6373,José María Olazábal,2.1,20,954
2005,11,0,24227,Justin Bolli,2.12,24,1134
2005,12,0,1329,Brad Faxon,2.19,28,1278
2005,13,0,20474,Phillip Price,2.21,29,1314
2005,14,0,1219,John Cook,2.22,28,1260
2005,15,0,1320,Bob Estes,2.23,37,1656
2005,16,0,10201,Matt Gogel,2.27,31,1368
2005,16,0,1887,Mark O'Meara,2.27,27,1188
2005,18,0,2223,Bob Tway,2.28,34,1494
2005,19,0,21407,Arjun Atwal,2.31,27,1170
2005,20,0,12602,Dean Wilson,2.33,36,1548
2005,21,0,19846,Brian Gay,2.36,42,1782
2005,21,0,1928,Corey Pavin,2.36,31,1314
2005,23,0,22371,Aaron Baddeley,2.37,35,1476
2005,24,0,1313,Steve Elkington,2.4,29,1206
2005,25,0,2010,Loren Roberts,2.41,23,954
2005,26,0,21350,Ryuji Imada,2.42,34,1404
2005,26,0,7749,Brett Quigley,2.42,40,1656
2005,28,0,27095,Nick Watney,2.43,39,1602
2005,29,0,20099,Doug Barron,2.46,31,1260
2005,29,0,20157,Retief Goosen,2.46,27,1098
2005,31,0,22548,Patrick Sheehan,2.47,49,1980
2005,32,0,20160,Charlie Wi,2.48,29,1170
2005,33,0,1941,Tom Pernice Jr.,2.49,48,1926
2005,34,0,23983,Luke Donald,2.5,27,1080
2005,35,0,1042,Paul Azinger,2.53,30,1188
2005,35,0,20645,John Senden,2.53,45,1782
2005,37,0,25345,Carl Pettersson,2.54,48,1890
2005,38,0,1142,Bart Bryant,2.56,42,1638
2005,38,0,25847,Rob Rashell,2.56,30,1170
2005,38,0,2214,Kirk Triplett,2.56,24,936
2005,41,0,24024,Zach Johnson,2.57,44,1710
2005,42,0,8075,Jerry Kelly,2.58,46,1782
2005,43,0,6197,Michael Allen,2.59,42,1620
2005,44,0,23036,Chris Anderson,2.6,29,1116
2005,44,0,2206,David Toms,2.6,36,1386
2005,46,0,20623,Gavin Coles,2.62,33,1260
2005,47,0,22046,Geoff Ogilvy,2.63,44,1674
2005,48,0,2104,Jeff Sluman,2.66,45,1692
2005,49,0,10860,Justin Leonard,2.67,36,1350
2005,50,0,10809,Jim Furyk,2.69,45,1674
2005,50,0,1388,Robert Gamez,2.69,44,1638
2005,50,0,23108,Matt Kuchar,2.69,29,1080
2005,53,0,24781,Hunter Mahan,2.7,49,1818
2005,53,0,8793,Tiger Woods,2.7,36,1332
2005,55,0,12680,Shigeki Maruyama,2.72,48,1764
2005,56,0,8123,Jeff Brehaut,2.74,33,1206
2005,56,0,24357,K.J. Choi,2.74,36,1314
2005,56,0,12454,Mario Tiziani,2.74,32,1170
2005,59,0,8993,Franklin Langham,2.75,43,1566
2005,60,0,1132,Mark Brooks,2.78,36,1296
2005,60,0,6575,Dudley Hart,2.78,42,1512
2005,60,0,1761,Len Mattiace,2.78,42,1512
2005,60,0,2239,Scott Verplank,2.78,43,1548
2005,64,0,21805,Harrison Frazar,2.81,51,1818
2005,64,0,1473,Todd Hamilton,2.81,46,1638
2005,64,0,22293,Heath Slocum,2.81,50,1782
2005,67,0,23409,James Driscoll,2.82,36,1278
2005,68,0,24980,Scott Gutschewski,2.85,42,1476
2005,68,0,10585,Scott McCarron,2.85,38,1332
2005,68,0,6567,Vijay Singh,2.85,56,1962
2005,71,0,23135,Tim Clark,2.87,45,1566
2005,72,0,25900,Lucas Glover,2.91,45,1548
2005,72,0,8537,J.P. Hayes,2.91,33,1134
2005,72,0,20634,Peter Lonard,2.91,44,1512
2005,75,0,1619,Skip Kendall,2.92,41,1404
2005,75,0,23320,Ryan Palmer,2.92,51,1746
2005,77,0,23497,Tag Ridings,2.93,48,1638
2005,78,0,21878,Mark Wilson,2.94,37,1260
2005,79,0,24604,Hunter Haas,2.95,42,1422
2005,79,0,1707,Steve Lowery,2.95,51,1728
2005,81,0,7223,Brian Bateman,2.96,50,1692
2005,81,0,8725,Tom Gillis,2.96,40,1350
2005,81,0,6573,Brandt Jobe,2.96,49,1656
2005,84,0,22621,Ben Curtis,2.99,35,1170
2005,84,0,1418,Bill Glasson,2.99,28,936
2005,84,0,23552,Hank Kuehne,2.99,43,1440
2005,87,0,1024,Billy Andrade,3.01,45,1494
2005,88,0,6004,Stephen Ames,3.02,43,1422
2005,88,0,20433,Mark Hensby,3.02,37,1224
2005,88,0,21961,Charles Howell III,3.02,49,1620
2005,88,0,24502,Adam Scott,3.02,37,1224
2005,92,0,25396,Kevin Na,3.04,47,1548
2005,93,0,6034,Marco Dawson,3.05,45,1476
2005,93,0,21731,Freddie Jacobson,3.05,39,1278
2005,93,0,20663,Brenden Pappas,3.05,28,918
2005,93,0,1948,Tim Petrovic,3.05,51,1674
2005,97,0,20098,Stuart Appleby,3.06,44,1440
2005,97,0,1175,Jim Carter,3.06,33,1080
2005,97,0,8931,Glen Day,3.06,43,1404
2005,97,0,1723,Andrew Magee,3.06,43,1404
2005,97,0,21951,Joey Snyder III,3.06,54,1764
2005,102,0,1035,Tommy Armour III,3.07,57,1854
2005,102,0,6595,Kevin Sutherland,3.07,48,1566
2005,104,0,24138,Ian Poulter,3.08,31,1008
2005,105,0,10733,Kent Jones,3.09,54,1746
2005,105,0,20628,Arron Oberholser,3.09,35,1134
2005,107,0,20548,Hidemichi Tanaka,3.1,57,1836
2005,108,0,19881,Robert Damron,3.12,50,1602
2005,109,0,20766,Padraig Harrington,3.13,27,864
2005,110,0,12510,Chad Campbell,3.14,52,1656
2005,110,0,1381,Fred Funk,3.14,57,1818
2005,110,0,10425,Jay Williamson,3.14,30,954
2005,113,0,10117,Bob Heintz,3.15,38,1206
2005,113,0,2101,Joey Sindelar,3.15,59,1872
2005,115,0,20572,Rod Pampling,3.17,48,1512
2005,115,0,1927,Dennis Paulson,3.17,36,1134
2005,117,0,20498,Briny Baird,3.18,55,1728
2005,118,0,12652,Cameron Beckman,3.2,53,1656
2005,118,0,12782,Tim Herron,3.2,57,1782
2005,120,0,20850,Daniel Chopra,3.21,60,1872
2005,121,0,26420,Richard Johnson,3.22,29,900
2005,122,0,20382,Stephen Leaney,3.23,50,1548
2005,123,0,21498,Hideto Tanihara,3.24,28,864
2005,124,0,20502,Michael Long,3.25,41,1260
2005,124,0,23325,Vaughn Taylor,3.25,58,1782
2005,126,0,1706,Davis Love III,3.26,44,1350
2005,127,0,22405,Justin Rose,3.27,56,1710
2005,127,0,20812,Tjaart van der Walt,3.27,33,1008
2005,129,0,1157,Tom Byrum,3.28,49,1494
2005,130,0,1599,Steve Jones,3.29,32,972
2005,131,0,11032,Frank Lickliter II,3.3,57,1728
2005,132,0,21949,Joe Ogilvie,3.31,59,1782
2005,133,0,22913,John Rollins,3.33,57,1710
2005,134,0,26679,Kevin Stadler,3.38,56,1656
2005,135,0,19824,Craig Barlow,3.39,47,1386
2005,135,0,2246,Duffy Waldorf,3.39,50,1476
2005,137,0,1577,Lee Janzen,3.42,45,1314
2005,138,0,8545,Glen Hnatiuk,3.43,34,990
2005,139,0,23353,J.J. Henry,3.44,62,1800
2005,139,0,1823,Larry Mize,3.44,31,900
2005,139,0,22295,Darron Stiles,3.44,47,1368
2005,139,0,8385,Omar Uresti,3.44,52,1512
2005,143,0,12826,Paul Claxton,3.45,49,1422
2005,143,0,20094,Jonathan Kaye,3.45,46,1332
2005,145,0,1487,Jeff Hart,3.46,38,1098
2005,145,0,1685,J.L. Lewis,3.46,61,1764
2005,147,0,6599,John Elliott,3.47,35,1008
2005,148,0,1457,Jay Haas,3.49,32,918
2005,148,0,1553,John Huston,3.49,54,1548
2005,150,0,6332,Neal Lancaster,3.51,60,1710
2005,151,0,6515,Shaun Micheel,3.52,50,1422
2005,151,0,25240,D.A. Points,3.52,57,1620
2005,153,0,21806,Paul Gow,3.53,47,1332
2005,153,0,1724,Jeff Maggert,3.53,47,1332
2005,153,0,1810,Phil Mickelson,3.53,47,1332
2005,156,0,20691,Greg Owen,3.54,51,1440
2005,157,0,1766,Billy Mayfair,3.59,71,1980
2005,158,0,23623,Bo Van Pelt,3.62,73,2016
2005,158,0,10423,Mike Weir,3.62,43,1188
2005,160,0,1161,Mark Calcavecchia,3.64,59,1620
2005,161,0,1666,Bernhard Langer,3.65,44,1206
2005,161,0,1677,Tom Lehman,3.65,44,1206
2005,163,0,7867,Woody Austin,3.67,66,1800
2005,163,0,1361,Dan Forsman,3.67,33,900
2005,165,0,1127,Danny Briggs,3.68,45,1224
2005,165,0,10912,Craig Perks,3.68,43,1170
2005,167,0,24925,Jonathan Byrd,3.7,66,1782
2005,167,0,23621,Rory Sabbatini,3.7,52,1404
2005,169,0,12823,Carlos Franco,3.73,51,1368
2005,170,0,23349,Charles Warren,3.77,59,1566
2005,171,0,24361,Pat Perez,3.81,61,1602
2005,172,0,20472,Alex Cejka,3.91,57,1458
2005,172,0,20127,Chris Riley,3.91,45,1152
2005,174,0,7457,Steve Flesch,3.92,60,1530
2005,175,0,23725,Brendan Jones,3.94,56,1422
2005,175,0,2106,Chris Smith,3.94,66,1674
2005,177,0,1797,Rocco Mediate,3.96,52,1314
2005,177,0,21959,Ted Purdy,3.96,87,2196
2005,179,0,23788,D.J. Trahan,3.97,55,1386
2005,180,0,24140,Sean O'Hair,3.98,71,1782
2005,181,0,23540,Jason Allred,4.03,53,1314
2005,182,0,10885,Robert Allenby,4.06,65,1602
2005,182,0,10962,Bradley Hughes,4.06,38,936
2005,184,0,1226,Fred Couples,4.08,50,1224
2005,185,0,1249,John Daly,4.09,56,1368
2005,186,0,23614,Rich Beem,4.12,46,1116
2005,186,0,19972,José Coceres,4.12,40,972
2005,188,0,20396,Lee Westwood,4.28,37,864
2005,189,0,23322,Brett Wetterich,4.43,59,1332
2005,190,0,1945,Kenny Perry,4.44,64,1440
2005,191,0,24912,Will MacKenzie,4.57,60,1314
2005,192,0,21753,Brian Davis,4.67,63,1350
2005,193,0,28088,Matt Davidson,4.72,45,954
2005,194,0,26758,David Hearn,4.74,58,1224
2005,195,0,6621,Joe Durant,4.87,71,1458
2005,196,0,21209,Sergio Garcia,4.9,60,1224
2005,197,0,24290,D.J. Brigman,4.94,64,1296
2005,198,0,20378,Mathias Grönberg,4.98,52,1044
2005,199,0,21633,Steve Allan,4.99,88,1764
2005,200,0,26287,Roland Thatcher,5.02,66,1314
2005,201,0,12662,Thomas Levet,5.87,56,954
2005,202,0,23063,Scott Hend,5.94,78,1314
2004,1,0,20157,Retief Goosen,1.41,14,990
2004,2,0,6373,José María Olazábal,1.6,15,936
2004,3,0,6527,Steve Stricker,1.64,23,1404
2004,4,0,19846,Brian Gay,1.65,28,1692
2004,5,0,20593,Greg Chalmers,1.67,21,1260
2004,6,0,20229,Stewart Cink,1.72,30,1746
2004,7,0,8793,Tiger Woods,1.77,23,1296
2004,8,0,2010,Loren Roberts,1.9,27,1422
2004,9,0,20127,Chris Riley,1.95,26,1332
2004,10,0,1457,Jay Haas,1.97,28,1422
2004,11,0,1329,Brad Faxon,2.06,33,1602
2004,12,0,1473,Todd Hamilton,2.15,34,1584
2004,13,0,1320,Bob Estes,2.19,28,1278
2004,14,0,1219,John Cook,2.2,21,954
2004,14,0,6522,Ernie Els,2.2,23,1044
2004,14,0,2002,John Riegger,2.2,21,954
2004,17,0,10860,Justin Leonard,2.22,34,1530
2004,18,0,12760,Danny Ellis,2.24,31,1386
2004,19,0,2239,Scott Verplank,2.26,37,1638
2004,20,0,8931,Glen Day,2.3,41,1782
2004,21,0,20850,Daniel Chopra,2.31,44,1908
2004,21,0,2214,Kirk Triplett,2.31,35,1512
2004,23,0,7223,Brian Bateman,2.36,34,1440
2004,24,0,1157,Tom Byrum,2.41,36,1494
2004,25,0,6197,Michael Allen,2.42,37,1530
2004,25,0,22371,Aaron Baddeley,2.42,37,1530
2004,25,0,23541,Ben Crane,2.42,40,1656
2004,28,0,6251,Chris DiMarco,2.49,44,1764
2004,29,0,23552,Hank Kuehne,2.5,40,1602
2004,30,0,20121,Todd Fischer,2.51,46,1836
2004,30,0,21805,Harrison Frazar,2.51,37,1476
2004,30,0,20433,Mark Hensby,2.51,42,1674
2004,33,0,8537,J.P. Hayes,2.52,34,1350
2004,34,0,12645,Brent Geiberger,2.56,42,1638
2004,34,0,20548,Hidemichi Tanaka,2.56,41,1602
2004,36,0,12660,Jesper Parnevik,2.58,40,1548
2004,36,0,25345,Carl Pettersson,2.58,45,1746
2004,38,0,1042,Paul Azinger,2.59,35,1350
2004,38,0,20382,Stephen Leaney,2.59,35,1350
2004,38,0,1761,Len Mattiace,2.59,35,1350
2004,41,0,8075,Jerry Kelly,2.6,51,1962
2004,42,0,1938,David Peoples,2.64,38,1440
2004,42,0,1941,Tom Pernice Jr.,2.64,47,1782
2004,44,0,24024,Zach Johnson,2.65,51,1926
2004,45,0,20628,Arron Oberholser,2.66,35,1314
2004,46,0,26420,Richard Johnson,2.67,49,1836
2004,46,0,6595,Kevin Sutherland,2.67,39,1458
2004,48,0,22046,Geoff Ogilvy,2.68,42,1566
2004,49,0,20498,Briny Baird,2.69,47,1746
2004,50,0,1139,Olin Browne,2.71,43,1584
2004,50,0,6809,Bob Burns,2.71,42,1548
2004,52,0,12680,Shigeki Maruyama,2.72,45,1656
2004,53,0,21407,Arjun Atwal,2.74,41,1494
2004,53,0,1706,Davis Love III,2.74,37,1350
2004,53,0,1928,Corey Pavin,2.74,39,1422
2004,56,0,1948,Tim Petrovic,2.75,53,1926
2004,57,0,19972,José Coceres,2.78,32,1152
2004,57,0,23983,Luke Donald,2.78,36,1296
2004,57,0,20634,Peter Lonard,2.78,33,1188
2004,57,0,22293,Heath Slocum,2.78,45,1620
2004,61,0,1388,Robert Gamez,2.8,52,1854
2004,62,0,12782,Tim Herron,2.81,42,1494
2004,63,0,7939,Dan Olsen,2.82,37,1314
2004,64,0,1381,Fred Funk,2.84,49,1728
2004,64,0,10585,Scott McCarron,2.84,44,1548
