YEAR,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
2011,0,7457,Steve Flesch,15.996,351.904
2011,0,22621,Ben Curtis,15.989,303.789
2011,0,20848,Ángel Cabrera,15.79,236.845
2011,0,2214,Kirk Triplett,15.75,110.25
2011,0,23788,D.J. Trahan,15.677,391.917
2011,0,26300,Matt Jones,15.602,327.633
2011,0,22961,David Mathis,15.532,326.18
2011,0,20472,Alex Cejka,15.134,302.682
2011,0,25274,Steven Bowditch,15.093,347.13
2011,0,1968,Nick Price,15.0,15.0
2011,0,24507,Jason Bohn,14.965,284.34
2011,0,12652,Cameron Beckman,14.734,324.15
2011,0,1766,Billy Mayfair,14.726,353.43
2011,0,7867,Woody Austin,14.71,220.647
2011,0,27330,Josh Teater,14.55,392.85
2011,0,12602,Dean Wilson,14.441,317.696
2011,0,28486,Michael Putnam,14.289,300.069
2011,0,10860,Justin Leonard,14.267,328.152
2011,0,10733,Kent Jones,14.165,297.47
2011,0,21407,Arjun Atwal,14.127,339.047
2011,0,20127,Chris Riley,13.905,292.0
2011,0,20436,Garrett Willis,13.511,270.21
2011,0,1948,Tim Petrovic,13.054,326.34
2011,0,10505,Shane Bertsch,12.942,207.077
2011,0,31202,William McGirt,12.837,333.75
2011,0,6621,Joe Durant,12.383,260.05
2011,0,10585,Scott McCarron,12.296,221.33
2011,0,21528,Henrik Stenson,12.231,159.0
2011,0,27974,Sung Kang,12.164,218.953
2011,0,23497,Tag Ridings,11.901,285.616
2011,0,1157,Tom Byrum,11.75,11.75
2011,0,1473,Todd Hamilton,11.725,117.25
2011,0,26289,Boo Weekley,11.72,222.682
2011,0,33413,Ben Martin,11.512,241.75
2011,0,31401,Zack Miller,11.164,290.255
2011,0,23673,Michael Connell,10.583,232.833
2011,0,20850,Daniel Chopra,10.5,21.0
2011,0,26695,Michael Letzig,10.382,114.2
2011,0,8375,Paul Stankowski,10.35,207.0
2011,0,32698,Bobby Gates,10.25,256.24
2011,0,28118,Peter Tomasulo,10.104,121.25
2011,0,1577,Lee Janzen,9.894,168.196
2011,0,1707,Steve Lowery,9.875,19.75
2011,0,30711,Colt Knost,9.852,226.59
2011,0,27060,John Mallinger,9.756,136.59
2011,0,9011,David Duval,9.571,191.41
2011,0,20580,Andre Stolz,9.493,18.985
2011,0,23718,Nathan Green,9.481,208.575
2011,0,28679,Fabián Gómez,9.454,207.989
2011,0,29420,Billy Horschel,9.358,196.527
2011,0,11032,Frank Lickliter II,9.297,102.265
2011,0,1928,Corey Pavin,9.25,37.0
2011,0,26668,Marc Turnesa,9.232,175.414
2011,0,31557,Jim Herman,8.898,160.17
2011,0,23349,Charles Warren,8.875,88.75
2011,0,24912,Will MacKenzie,8.75,105.0
2011,0,26881,Jarrod Lyle,8.698,217.453
2011,0,8537,J.P. Hayes,8.655,147.13
2011,0,35087,Bio Kim,8.512,178.75
2011,0,1945,Kenny Perry,8.442,109.75
2011,0,19881,Robert Damron,8.417,25.25
2011,0,25834,Daniel Summerhays,8.407,210.17
2011,0,30946,Alex Prugh,8.377,209.42
2011,0,31193,Jim Renner,8.297,149.342
2011,0,25190,Jeff Quinney,8.106,89.167
2011,0,10213,Dicky Pride,7.938,63.5
2011,0,19824,Craig Barlow,7.85,39.25
2011,0,1313,Steve Elkington,7.661,107.25
2011,0,25444,Justin Hicks,7.644,145.235
2011,0,26420,Richard Johnson,7.565,143.73
2011,0,25720,Chad Collins,7.531,120.5
2011,0,24290,D.J. Brigman,7.365,139.93
2011,0,6214,Guy Boros,7.25,7.25
2011,0,25457,Alexandre Rocha,7.069,127.25
2011,0,22892,Jason Gore,6.97,41.82
2011,0,6515,Shaun Micheel,6.953,159.91
2011,0,32640,Troy Merritt,6.888,130.88
2011,0,1161,Mark Calcavecchia,6.8,34.0
2011,0,24980,Scott Gutschewski,6.597,125.35
2011,0,1724,Jeff Maggert,6.357,89.0
2011,0,32876,Martin Piller,6.341,120.48
2011,0,27302,Garth Mulroy,6.125,24.5
2011,0,1249,John Daly,6.107,109.93
2011,0,20094,Jonathan Kaye,6.0,12.0
2011,0,29478,Kevin Kisner,5.788,115.75
2011,0,27797,Derek Lamely,5.601,123.222
2011,0,34072,Will Strickler,5.567,83.5
2011,0,33911,Nate Smith,5.522,110.446
2011,0,29720,Andres Gonzales,5.456,92.75
2011,0,7363,Craig Bowden,5.25,21.0
2011,0,34255,Joseph Bramlett,5.24,110.044
2011,0,20433,Mark Hensby,4.875,29.25
2011,0,7749,Brett Quigley,4.687,46.87
2011,0,1797,Rocco Mediate,4.447,84.5
2011,0,6197,Michael Allen,4.313,17.25
2011,0,1978,Fran Quinn,4.286,30.0
2011,0,10425,Jay Williamson,4.208,25.25
2011,0,23614,Rich Beem,4.118,78.25
2011,0,12660,Jesper Parnevik,4.05,40.5
2011,0,12714,Chris Tidland,3.958,43.535
2011,0,24503,Jeff Klauk,3.947,31.574
2011,0,8385,Omar Uresti,3.8,19.0
2011,0,1388,Robert Gamez,3.556,32.0
2011,0,29461,Jamie Lovemark,3.389,30.5
2011,0,6012,Greg Kraft,3.0,3.0
2011,0,27124,Chris Baryla,2.882,49.0
2011,0,21959,Ted Purdy,2.333,14.0
2011,0,2246,Duffy Waldorf,1.886,24.514
2011,0,27796,Joe Affrunti,1.762,10.574
2011,0,26498,Matt Weibring,1.7,8.5
2011,0,20095,Carl Paulson,1.694,15.25
2011,0,26882,Michael Sim,1.682,26.91
2011,0,27990,Scott Gordon,1.609,25.75
2011,0,20029,Notah Begay III,1.563,6.25
2011,0,1381,Fred Funk,1.286,9.0
2011,0,6373,José María Olazábal,0.542,3.25
2011,0,1685,J.L. Lewis,0.47,0.47
2011,0,7223,Brian Bateman,0.46,0.46
2011,0,27436,Graham DeLaet,0.435,0.87
2011,0,1132,Mark Brooks,0.4,2.0
2011,0,1887,Mark O'Meara,0.307,0.92
2011,0,1619,Skip Kendall,0.165,0.99
2011,0,10423,Mike Weir,0.122,1.83
2010,0,6522,Ernie Els,115.357,1845.713
2010,0,6527,Steve Stricker,113.144,1697.167
2010,0,29718,Anthony Kim,110.534,1215.87
2010,0,1810,Phil Mickelson,101.809,1628.95
2010,0,10809,Jim Furyk,93.937,1690.873
2010,0,22405,Justin Rose,88.479,1592.627
2010,0,28237,Rory McIlroy,84.71,1101.23
2010,0,25804,Bubba Watson,83.241,1498.333
2010,0,24781,Hunter Mahan,76.385,1527.7
2010,0,25364,Paul Casey,76.306,991.972
2010,0,27770,Camilo Villegas,75.839,1213.42
2010,0,23135,Tim Clark,74.18,1409.416
2010,0,30925,Dustin Johnson,71.668,1361.694
2010,0,20157,Retief Goosen,71.228,1068.417
2010,0,28475,Jeff Overton,69.841,1536.496
2010,0,10885,Robert Allenby,68.759,1168.896
2010,0,23108,Matt Kuchar,68.44,1437.23
2010,0,23983,Luke Donald,68.036,1088.583
2010,0,23541,Ben Crane,65.186,1303.717
2010,0,24138,Ian Poulter,61.115,733.38
2010,0,24024,Zach Johnson,59.557,1191.13
2010,0,24502,Adam Scott,58.764,940.23
2010,0,23623,Bo Van Pelt,57.832,1272.31
2010,0,27141,J.B. Holmes,57.652,1153.044
2010,0,22046,Geoff Ogilvy,54.319,814.785
2010,0,1928,Corey Pavin,54.063,432.5
2010,0,32102,Rickie Fowler,52.134,1146.944
2010,0,27095,Nick Watney,51.772,983.663
2010,0,24924,Bill Haas,51.236,1024.722
2010,0,24357,K.J. Choi,51.235,922.222
2010,0,23320,Ryan Palmer,51.02,1071.41
2010,0,28089,Jason Day,49.4,988.0
2010,0,24507,Jason Bohn,48.743,926.122
2010,0,8793,Tiger Woods,47.87,430.83
2010,0,25345,Carl Pettersson,47.594,1142.25
2010,0,21731,Freddie Jacobson,45.893,826.073
2010,0,26596,Ryan Moore,44.635,892.707
2010,0,24140,Sean O'Hair,42.91,858.193
2010,0,20766,Padraig Harrington,41.38,662.084
2010,0,2239,Scott Verplank,41.362,785.87
2010,0,23325,Vaughn Taylor,41.187,823.73
2010,0,24846,Ricky Barnes,41.177,947.08
2010,0,23638,Brendon de Jonge,39.812,1035.1
2010,0,6515,Shaun Micheel,39.667,595.0
2010,0,25396,Kevin Na,38.297,804.24
2010,0,22293,Heath Slocum,38.014,722.27
2010,0,24663,Y.E. Yang,37.67,678.063
2010,0,2206,David Toms,37.411,748.222
2010,0,25900,Lucas Glover,37.142,742.833
2010,0,20098,Stuart Appleby,36.818,957.276
2010,0,12602,Dean Wilson,36.167,434.0
2010,0,20229,Stewart Cink,35.684,678.0
2010,0,23800,Bryce Molder,35.604,747.69
2010,0,27649,Brandt Snedeker,35.341,812.853
2010,0,26851,Marc Leishman,35.159,738.333
2010,0,20160,Charlie Wi,34.487,689.73
2010,0,21961,Charles Howell III,33.919,746.226
2010,0,26882,Michael Sim,33.734,573.473
2010,0,28158,Steve Marino,33.472,635.96
2010,0,20848,Ángel Cabrera,32.775,524.4
2010,0,21753,Brian Davis,32.542,781.0
2010,0,19846,Brian Gay,31.047,714.083
2010,0,23621,Rory Sabbatini,30.898,617.95
2010,0,21209,Sergio Garcia,30.729,460.934
2010,0,2256,Tom Watson,30.5,91.5
2010,0,6004,Stephen Ames,30.458,548.25
2010,0,22913,John Rollins,30.18,633.79
2010,0,1313,Steve Elkington,30.031,570.584
2010,0,1226,Fred Couples,29.643,207.5
2010,0,26300,Matt Jones,29.415,647.138
2010,0,6567,Vijay Singh,29.398,587.961
2010,0,1945,Kenny Perry,29.214,555.067
2010,0,1677,Tom Lehman,29.135,203.944
2010,0,12716,Charley Hoffman,28.744,546.137
2010,0,20127,Chris Riley,28.417,511.5
2010,0,25686,Jason Dufner,28.055,617.2
2010,0,23788,D.J. Trahan,27.491,577.306
2010,0,20436,Garrett Willis,27.23,517.373
2010,0,6643,Paul Goydos,27.143,597.14
2010,0,27466,Spencer Levin,26.896,645.5
2010,0,21528,Henrik Stenson,26.775,321.3
2010,0,10860,Justin Leonard,26.47,555.861
2010,0,8725,Tom Gillis,26.357,553.5
2010,0,25562,Andres Romero,26.118,417.89
2010,0,24361,Pat Perez,25.412,533.643
2010,0,20593,Greg Chalmers,25.349,557.667
2010,0,22371,Aaron Baddeley,25.323,481.13
2010,0,12510,Chad Campbell,25.033,550.73
2010,0,1706,Davis Love III,25.015,475.28
2010,0,6595,Kevin Sutherland,24.929,498.583
2010,0,25632,Jimmy Walker,24.104,554.4
2010,0,23353,J.J. Henry,23.924,598.1
2010,0,24358,Robert Garrigus,23.849,381.585
2010,0,25240,D.A. Points,23.645,543.833
2010,0,11123,Chris Couch,23.581,471.61
2010,0,29910,Blake Adams,23.348,513.666
2010,0,8537,J.P. Hayes,23.108,439.06
2010,0,28087,Kris Blanks,23.067,553.612
2010,0,26289,Boo Weekley,22.858,525.726
2010,0,8375,Paul Stankowski,22.753,295.783
2010,0,27936,Martin Laird,22.71,476.92
2010,0,22348,Nick O'Hern,22.494,247.43
2010,0,25720,Chad Collins,22.267,512.13
2010,0,1948,Tim Petrovic,22.17,532.083
2010,0,30946,Alex Prugh,21.93,526.33
2010,0,22621,Ben Curtis,21.887,415.86
2010,0,1320,Bob Estes,21.596,431.91
2010,0,8075,Jerry Kelly,21.425,492.767
2010,0,6621,Joe Durant,21.391,320.868
2010,0,12652,Cameron Beckman,21.355,427.09
2010,0,20472,Alex Cejka,21.26,488.983
2010,0,9011,David Duval,21.254,403.82
2010,0,28620,Aron Price,21.087,358.476
2010,0,1724,Jeff Maggert,21.06,463.323
2010,0,20498,Briny Baird,20.8,457.6
2010,0,23322,Brett Wetterich,20.688,248.25
2010,0,20645,John Senden,20.311,467.157
2010,0,27797,Derek Lamely,20.301,487.22
2010,0,27120,Troy Matteson,20.254,425.343
2010,0,21350,Ryuji Imada,20.22,444.833
2010,0,27330,Josh Teater,20.076,501.89
2010,0,27214,Kevin Streelman,20.005,460.11
2010,0,29221,Webb Simpson,19.917,478.007
2010,0,2214,Kirk Triplett,19.9,199.0
2010,0,24925,Jonathan Byrd,19.778,415.347
2010,0,26695,Michael Letzig,19.761,414.971
2010,0,21407,Arjun Atwal,19.189,191.89
2010,0,10423,Mike Weir,18.966,360.353
2010,0,28307,Matt Every,18.941,321.99
2010,0,23718,Nathan Green,18.823,414.1
2010,0,23548,Bill Lunde,18.7,448.805
2010,0,6197,Michael Allen,18.673,242.75
2010,0,1941,Tom Pernice Jr.,18.409,331.367
2010,0,27933,John Merrick,17.96,449.0
2010,0,10505,Shane Bertsch,17.82,53.46
2010,0,22378,Trevor Immelman,17.764,266.46
2010,0,20070,Matt Bettencourt,17.491,472.25
2010,0,21949,Joe Ogilvie,17.445,453.56
2010,0,25818,Scott Piercy,17.294,380.46
2010,0,26679,Kevin Stadler,17.137,394.14
2010,0,7867,Woody Austin,17.123,393.834
2010,0,27436,Graham DeLaet,17.076,392.745
2010,0,20686,Jeev Milkha Singh,16.867,253.0
2010,0,27963,Chris Stroud,16.768,368.893
2010,0,23409,James Driscoll,16.211,340.43
2010,0,25190,Jeff Quinney,15.76,378.25
2010,0,23673,Michael Connell,15.679,313.576
2010,0,1116,Michael Bradley,15.311,306.22
2010,0,26881,Jarrod Lyle,15.106,226.583
2010,0,21878,Mark Wilson,14.907,342.87
2010,0,24912,Will MacKenzie,14.849,267.283
2010,0,10425,Jay Williamson,14.754,280.32
2010,0,10585,Scott McCarron,14.733,353.583
2010,0,26420,Richard Johnson,14.693,323.25
2010,0,24490,George McNeill,14.689,337.85
2010,0,6251,Chris DiMarco,14.31,286.2
2010,0,1766,Billy Mayfair,14.278,314.111
2010,0,12714,Chris Tidland,14.25,270.75
2010,0,27060,John Mallinger,14.249,341.972
2010,0,7749,Brett Quigley,14.018,336.42
2010,0,32640,Troy Merritt,13.795,331.09
2010,0,31323,Gary Woodland,13.75,110.0
2010,0,26301,James Nitties,13.52,338.0
2010,0,1577,Lee Janzen,13.331,279.951
2010,0,20572,Rod Pampling,13.095,275.0
2010,0,10733,Kent Jones,12.986,116.871
2010,0,7457,Steve Flesch,12.341,271.5
2010,0,12782,Tim Herron,12.334,234.341
2010,0,8931,Glen Day,11.958,143.5
2010,0,20433,Mark Hensby,11.867,142.4
2010,0,20378,Mathias Grönberg,11.618,197.5
2010,0,20574,Mathew Goggin,11.598,266.75
2010,0,24503,Jeff Klauk,11.385,148.0
2010,0,28780,Nicholas Thompson,11.356,283.893
2010,0,11032,Frank Lickliter II,11.235,67.41
2010,0,19824,Craig Barlow,11.081,99.73
2010,0,1619,Skip Kendall,10.626,159.39
2010,0,23307,Roger Tambellini,10.437,219.17
2010,0,22056,Cameron Percy,10.288,205.75
2010,0,31560,Brian Stuard,9.845,226.435
2010,0,21959,Ted Purdy,9.74,243.5
2010,0,25892,Steve Wheatcroft,9.693,213.25
2010,0,23613,Rich Barcelo,9.338,186.75
2010,0,12823,Carlos Franco,9.15,91.5
2010,0,25572,Graeme McDowell,9.05,90.5
2010,0,22946,Henrik Bjornstad,8.952,188.0
2010,0,27302,Garth Mulroy,8.899,160.176
2010,0,23614,Rich Beem,8.866,79.79
2010,0,25349,Tim Wilkinson,8.857,132.861
2010,0,1381,Fred Funk,8.794,43.97
2010,0,8385,Omar Uresti,8.744,192.361
2010,0,26951,Johnson Wagner,8.562,196.932
2010,0,20691,Greg Owen,8.386,184.486
2010,0,26476,Chez Reavie,8.333,125.0
2010,0,26498,Matt Weibring,8.275,82.75
2010,0,6034,Marco Dawson,8.2,82.0
2010,0,22892,Jason Gore,8.1,81.0
2010,0,6214,Guy Boros,8.042,48.25
2010,0,10213,Dicky Pride,7.85,39.25
2010,0,23349,Charles Warren,7.229,115.667
2010,0,1797,Rocco Mediate,7.159,150.34
2010,0,12705,Cliff Kresge,7.024,91.311
2010,0,21805,Harrison Frazar,6.824,116.0
2010,0,26287,Roland Thatcher,6.753,141.813
2010,0,28500,Martin Flores,6.528,137.09
2010,0,33419,Cameron Tringale,6.294,107.0
2010,0,20850,Daniel Chopra,6.161,141.695
2010,0,1161,Mark Calcavecchia,5.895,88.42
2010,0,19881,Robert Damron,5.875,23.5
2010,0,1388,Robert Gamez,5.825,46.6
2010,0,1249,John Daly,5.722,97.28
2010,0,20094,Jonathan Kaye,5.625,33.75
2010,0,27613,David Lutterus,5.15,103.0
2010,0,2294,Willie Wood,5.0,5.0
2010,0,12680,Shigeki Maruyama,4.875,19.5
2010,0,20663,Brenden Pappas,4.664,88.611
2010,0,20105,Jeff Gove,4.515,76.75
2010,0,1761,Len Mattiace,4.3,21.5
2010,0,7363,Craig Bowden,4.168,79.19
2010,0,12755,Vance Veazey,4.069,73.24
2010,0,1473,Todd Hamilton,3.969,63.5
2010,0,7235,John Morse,3.722,18.611
2010,0,1978,Fran Quinn,3.714,26.0
2010,0,1157,Tom Byrum,3.667,11.0
2010,0,1175,Jim Carter,3.5,17.5
2010,0,1685,J.L. Lewis,3.438,13.75
2010,0,1553,John Huston,3.302,39.62
2010,0,12388,Michael Clark II,3.167,19.0
2010,0,1707,Steve Lowery,3.058,67.271
2010,0,12663,Phil Tataurangi,2.945,11.78
2010,0,26392,Chris Wilson,2.75,57.75
2010,0,32617,Jerod Turner,2.694,56.58
2010,0,29285,Brent Delahoussaye,2.672,42.75
2010,0,2106,Chris Smith,2.65,26.5
2010,0,1132,Mark Brooks,2.438,29.25
2010,0,6514,Kevin Johnson,2.393,52.65
2010,0,24449,Parker McLachlin,2.159,32.39
2010,0,1329,Brad Faxon,2.074,39.4
2010,0,1035,Tommy Armour III,1.5,6.0
2010,0,22122,Andrew McLardy,1.406,22.5
2010,0,27124,Chris Baryla,1.273,8.91
2010,0,23048,Eric Axley,1.1,5.5
2010,0,1042,Paul Azinger,0.86,0.86
2010,0,6012,Greg Kraft,0.816,13.87
2010,0,1374,Robin Freeman,0.553,2.21
2010,0,23778,Brad Adamonis,0.436,1.745
2010,0,24227,Justin Bolli,0.342,6.16
2010,0,8339,Spike McRoy,0.113,0.45
2009,0,8793,Tiger Woods,263.896,3430.646
2009,0,2256,Tom Watson,165.0,330.0
2009,0,6527,Steve Stricker,119.72,2154.967
2009,0,1810,Phil Mickelson,116.406,1629.69
2009,0,22046,Geoff Ogilvy,100.188,1603.0
2009,0,1945,Kenny Perry,99.638,1992.75
2009,0,25364,Paul Casey,96.771,1161.25
2009,0,24024,Zach Johnson,96.142,2018.984
2009,0,20157,Retief Goosen,91.192,1459.071
2009,0,24663,Y.E. Yang,85.328,1621.241
2009,0,25900,Lucas Glover,79.163,1741.593
2009,0,24140,Sean O'Hair,77.589,1474.188
2009,0,20848,Ángel Cabrera,74.442,967.75
2009,0,19846,Brian Gay,73.349,1540.32
2009,0,27095,Nick Watney,73.05,1387.95
2009,0,20229,Stewart Cink,68.066,1225.193
2009,0,2206,David Toms,66.373,1393.829
2009,0,10809,Jim Furyk,65.99,1187.821
2009,0,24138,Ian Poulter,64.782,906.954
2009,0,24781,Hunter Mahan,64.116,1282.328
2009,0,23621,Rory Sabbatini,61.232,1163.4
2009,0,23983,Luke Donald,58.406,992.9
2009,0,30925,Dustin Johnson,57.748,1154.957
2009,0,23135,Tim Clark,54.452,980.127
2009,0,29718,Anthony Kim,53.169,957.033
2009,0,22913,John Rollins,52.945,1111.843
2009,0,24361,Pat Perez,51.129,920.313
2009,0,10423,Mike Weir,50.967,968.367
2009,0,8075,Jerry Kelly,50.877,1068.419
2009,0,10885,Robert Allenby,49.735,845.5
2009,0,27770,Camilo Villegas,49.199,885.576
2009,0,6522,Ernie Els,48.857,732.85
2009,0,26596,Ryan Moore,48.714,1022.997
2009,0,25396,Kevin Na,46.406,1020.938
2009,0,12716,Charley Hoffman,45.876,963.391
2009,0,1761,Len Mattiace,44.0,44.0
2009,0,1226,Fred Couples,43.738,568.6
2009,0,23800,Bryce Molder,41.834,669.35
2009,0,21961,Charles Howell III,40.754,937.333
2009,0,1706,Davis Love III,40.545,851.455
2009,0,28089,Jason Day,39.95,599.25
2009,0,10860,Justin Leonard,39.928,838.49
2009,0,28158,Steve Marino,39.099,938.383
2009,0,20645,John Senden,39.059,937.406
2009,0,1823,Larry Mize,39.0,39.0
2009,0,21878,Mark Wilson,38.561,848.35
2009,0,6643,Paul Goydos,38.182,725.45
2009,0,20766,Padraig Harrington,37.979,607.667
2009,0,27060,John Mallinger,36.881,774.5
2009,0,6373,José María Olazábal,36.375,145.5
2009,0,23541,Ben Crane,36.35,727.0
2009,0,21209,Sergio Garcia,35.803,501.239
2009,0,25686,Jason Dufner,35.755,786.6
2009,0,7867,Woody Austin,35.125,667.38
2009,0,6004,Stephen Ames,34.822,591.98
2009,0,27933,John Merrick,34.626,761.767
2009,0,23718,Nathan Green,34.267,822.397
2009,0,6567,Vijay Singh,34.051,646.963
2009,0,25804,Bubba Watson,33.853,677.06
2009,0,12510,Chad Campbell,33.476,703.0
2009,0,24507,Jason Bohn,33.184,630.5
2009,0,26287,Roland Thatcher,33.121,364.333
2009,0,7749,Brett Quigley,33.032,759.725
2009,0,21753,Brian Davis,32.906,822.66
2009,0,26679,Kevin Stadler,32.764,556.98
2009,0,23623,Bo Van Pelt,32.289,742.656
2009,0,24925,Jonathan Byrd,32.27,580.854
2009,0,2239,Scott Verplank,32.04,640.805
2009,0,27141,J.B. Holmes,31.763,635.25
2009,0,6595,Kevin Sutherland,31.519,693.41
2009,0,20574,Mathew Goggin,31.503,661.563
2009,0,20160,Charlie Wi,31.056,683.233
2009,0,27649,Brandt Snedeker,30.842,616.833
2009,0,22621,Ben Curtis,30.656,490.5
2009,0,1320,Bob Estes,30.552,611.043
2009,0,20498,Briny Baird,30.236,695.429
2009,0,26289,Boo Weekley,29.481,589.626
2009,0,23108,Matt Kuchar,29.208,554.943
2009,0,28475,Jeff Overton,28.463,597.729
2009,0,6573,Brandt Jobe,28.375,227.0
2009,0,12680,Shigeki Maruyama,28.295,141.477
2009,0,24503,Jeff Klauk,28.037,644.862
2009,0,23353,J.J. Henry,27.36,656.63
2009,0,22405,Justin Rose,27.328,491.909
2009,0,26695,Michael Letzig,27.135,596.98
2009,0,23409,James Driscoll,26.742,427.872
2009,0,20593,Greg Chalmers,25.86,543.068
2009,0,26300,Matt Jones,25.214,353.0
2009,0,26851,Marc Leishman,24.885,547.467
2009,0,10585,Scott McCarron,24.625,566.37
2009,0,24357,K.J. Choi,24.583,491.667
2009,0,1577,Lee Janzen,24.538,490.755
2009,0,6197,Michael Allen,24.467,440.41
2009,0,22348,Nick O'Hern,24.393,512.25
2009,0,21959,Ted Purdy,24.177,580.25
2009,0,21350,Ryuji Imada,23.76,498.96
2009,0,12652,Cameron Beckman,23.429,468.583
2009,0,1717,Sandy Lyle,23.25,46.5
2009,0,24924,Bill Haas,23.242,534.577
2009,0,21731,Freddie Jacobson,23.198,417.561
2009,0,25818,Scott Piercy,23.079,530.82
2009,0,25240,D.A. Points,23.069,530.58
2009,0,24490,George McNeill,22.869,480.25
2009,0,1161,Mark Calcavecchia,22.808,410.55
2009,0,22371,Aaron Baddeley,22.661,430.563
2009,0,20572,Rod Pampling,22.624,452.473
2009,0,23788,D.J. Trahan,22.583,542.0
2009,0,29221,Webb Simpson,22.554,518.75
2009,0,27214,Kevin Streelman,22.532,518.239
2009,0,24502,Adam Scott,22.294,379.0
2009,0,20127,Chris Riley,22.158,376.688
2009,0,26301,James Nitties,22.05,507.149
2009,0,1527,Scott Hoch,22.0,22.0
2009,0,1116,Michael Bradley,21.864,306.093
2009,0,1948,Tim Petrovic,21.711,542.778
2009,0,1093,Ronnie Black,21.667,65.0
2009,0,24358,Robert Garrigus,21.63,432.59
2009,0,26420,Richard Johnson,20.855,417.1
2009,0,1677,Tom Lehman,20.332,284.65
2009,0,25190,Jeff Quinney,20.226,424.753
2009,0,1035,Tommy Armour III,20.15,302.25
2009,0,20472,Alex Cejka,19.599,411.577
2009,0,25562,Andres Romero,19.337,328.736
2009,0,20850,Daniel Chopra,19.175,441.023
2009,0,12782,Tim Herron,19.157,421.462
2009,0,22378,Trevor Immelman,19.076,247.99
2009,0,20691,Greg Owen,18.672,448.135
2009,0,23349,Charles Warren,18.325,329.843
2009,0,1797,Rocco Mediate,18.151,326.725
2009,0,23548,Bill Lunde,18.01,414.23
2009,0,20436,Garrett Willis,17.958,107.75
2009,0,20070,Matt Bettencourt,17.808,463.017
2009,0,7457,Steve Flesch,17.67,388.73
2009,0,21805,Harrison Frazar,17.408,400.375
2009,0,22961,David Mathis,17.144,377.175
2009,0,2010,Loren Roberts,16.333,49.0
2009,0,6251,Chris DiMarco,16.312,391.477
2009,0,8845,Scott Sterling,16.109,257.75
2009,0,23325,Vaughn Taylor,16.103,386.46
2009,0,1928,Corey Pavin,15.902,333.95
2009,0,24846,Ricky Barnes,15.789,299.992
2009,0,1724,Jeff Maggert,15.779,362.92
2009,0,27963,Chris Stroud,15.774,378.58
2009,0,23614,Rich Beem,15.763,346.792
2009,0,21949,Joe Ogilvie,15.544,373.065
2009,0,22293,Heath Slocum,15.423,354.74
2009,0,9011,David Duval,15.222,274.0
2009,0,22548,Patrick Sheehan,15.22,213.085
2009,0,1473,Todd Hamilton,15.188,364.5
2009,0,23497,Tag Ridings,14.657,219.86
2009,0,26498,Matt Weibring,14.652,263.742
2009,0,24912,Will MacKenzie,14.587,291.737
2009,0,25632,Jimmy Walker,14.189,283.785
2009,0,27120,Troy Matteson,14.151,353.765
2009,0,23320,Ryan Palmer,14.075,323.725
2009,0,27466,Spencer Levin,14.067,295.398
2009,0,20104,Ken Duke,14.066,351.65
2009,0,28620,Aron Price,13.802,317.444
2009,0,27936,Martin Laird,13.779,289.36
2009,0,20098,Stuart Appleby,13.725,301.95
2009,0,8339,Spike McRoy,13.5,13.5
2009,0,1142,Bart Bryant,13.346,226.89
2009,0,12705,Cliff Kresge,13.296,319.115
2009,0,20094,Jonathan Kaye,12.971,220.5
2009,0,2104,Jeff Sluman,12.625,25.25
2009,0,25349,Tim Wilkinson,12.623,176.72
2009,0,23638,Brendon de Jonge,12.617,315.435
2009,0,6515,Shaun Micheel,12.588,201.415
2009,0,8931,Glen Day,12.42,273.237
2009,0,2106,Chris Smith,12.292,36.875
2009,0,28087,Kris Blanks,11.859,201.608
2009,0,26951,Johnson Wagner,11.673,268.48
2009,0,28780,Nicholas Thompson,11.667,315.0
2009,0,12602,Dean Wilson,11.66,291.492
2009,0,1941,Tom Pernice Jr.,11.568,254.5
2009,0,6621,Joe Durant,11.444,206.0
2009,0,1707,Steve Lowery,11.392,262.025
2009,0,8537,J.P. Hayes,11.205,168.07
2009,0,23778,Brad Adamonis,11.021,253.49
2009,0,11032,Frank Lickliter II,10.804,151.25
2009,0,1132,Mark Brooks,10.688,181.697
2009,0,26881,Jarrod Lyle,10.573,179.744
2009,0,25345,Carl Pettersson,10.339,258.47
2009,0,1553,John Huston,10.25,133.25
2009,0,1313,Steve Elkington,10.211,194.0
2009,0,26497,Casey Wittenberg,10.056,211.185
2009,0,26476,Chez Reavie,10.016,240.377
2009,0,6575,Dudley Hart,9.981,129.75
2009,0,22295,Darron Stiles,9.961,169.333
2009,0,20628,Arron Oberholser,9.833,29.5
2009,0,1619,Skip Kendall,9.583,28.75
2009,0,10425,Jay Williamson,9.573,172.315
2009,0,1766,Billy Mayfair,9.364,224.73
2009,0,22892,Jason Gore,9.362,196.608
2009,0,8385,Omar Uresti,9.268,83.413
2009,0,6332,Neal Lancaster,9.25,55.5
2009,0,1938,David Peoples,9.208,55.25
2009,0,10117,Bob Heintz,8.982,143.717
2009,0,30927,Brendon Todd,8.556,154.0
2009,0,1249,John Daly,8.455,50.73
2009,0,8375,Paul Stankowski,8.361,75.25
2009,0,28135,Aaron Watkins,8.352,116.93
2009,0,20433,Mark Hensby,8.35,41.75
2009,0,24449,Parker McLachlin,8.214,172.5
