YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
2009,0,28158,Steve Marino,14.9,59,396
2009,0,23135,Tim Clark,14.83,47,317
2009,0,1945,Kenny Perry,14.79,54,365
2009,0,7457,Steve Flesch,14.78,47,318
2009,0,24361,Pat Perez,14.78,43,291
2009,0,21878,Mark Wilson,14.78,60,406
2009,0,20070,Matt Bettencourt,14.75,59,400
2009,0,23497,Tag Ridings,14.63,30,205
2009,0,27466,Spencer Levin,14.56,45,309
2009,0,2206,David Toms,14.54,58,399
2009,0,24140,Sean O'Hair,14.52,44,303
2009,0,21805,Harrison Frazar,14.51,55,379
2009,0,19846,Brian Gay,14.51,56,386
2009,0,1941,Tom Pernice Jr.,14.45,49,339
2009,0,2239,Scott Verplank,14.45,51,353
2009,0,25396,Kevin Na,14.44,54,374
2009,0,12716,Charley Hoffman,14.43,57,395
2009,0,26497,Casey Wittenberg,14.43,42,291
2009,0,6643,Paul Goydos,14.42,46,319
2009,0,27683,Leif Olson,14.42,30,208
2009,0,20472,Alex Cejka,14.41,48,333
2009,0,26301,James Nitties,14.41,50,347
2009,0,1161,Mark Calcavecchia,14.38,42,292
2009,0,20127,Chris Riley,14.38,45,313
2009,0,23548,Bill Lunde,14.37,49,341
2009,0,24490,George McNeill,14.37,48,334
2009,0,20498,Briny Baird,14.36,52,362
2009,0,2214,Kirk Triplett,14.34,36,251
2009,0,24358,Robert Garrigus,14.24,48,337
2009,0,26695,Michael Letzig,14.18,56,395
2009,0,23800,Bryce Molder,14.08,39,277
2009,0,26498,Matt Weibring,14.07,37,263
2009,0,27060,John Mallinger,14.02,52,371
2009,0,20572,Rod Pampling,13.99,40,286
2009,0,1766,Billy Mayfair,13.95,47,337
2009,0,1142,Bart Bryant,13.92,33,237
2009,0,22892,Jason Gore,13.91,42,302
2009,0,1724,Jeff Maggert,13.89,45,324
2009,0,27770,Camilo Villegas,13.89,40,288
2009,0,23638,Brendon de Jonge,13.75,51,371
2009,0,23325,Vaughn Taylor,13.73,49,357
2009,0,31416,Derek Fathauer,13.62,35,257
2009,0,9011,David Duval,13.6,31,228
2009,0,1948,Tim Petrovic,13.6,54,397
2009,0,10423,Mike Weir,13.57,46,339
2009,0,26300,Matt Jones,13.54,31,229
2009,0,20691,Greg Owen,13.52,53,392
2009,0,30927,Brendon Todd,13.49,29,215
2009,0,22371,Aaron Baddeley,13.46,35,260
2009,0,12510,Chad Campbell,13.46,49,364
2009,0,23320,Ryan Palmer,13.42,42,313
2009,0,8075,Jerry Kelly,13.39,49,366
2009,0,1677,Tom Lehman,13.33,30,225
2009,0,1706,Davis Love III,13.33,46,345
2009,0,6012,Greg Kraft,13.3,27,203
2009,0,21959,Ted Purdy,13.27,54,407
2009,0,1226,Fred Couples,13.24,29,219
2009,0,20104,Ken Duke,13.24,47,355
2009,0,24449,Parker McLachlin,13.24,38,287
2009,0,23353,J.J. Henry,13.23,52,393
2009,0,21731,Freddie Jacobson,13.21,44,333
2009,0,20574,Mathew Goggin,13.2,40,303
2009,0,20229,Stewart Cink,13.19,38,288
2009,0,24663,Y.E. Yang,13.13,44,335
2009,0,21753,Brian Davis,13.1,55,420
2009,0,24507,Jason Bohn,13.09,47,359
2009,0,1035,Tommy Armour III,13.03,31,238
2009,0,23048,Eric Axley,13.01,38,292
2009,0,1707,Steve Lowery,12.98,44,339
2009,0,7749,Brett Quigley,12.96,49,378
2009,0,23621,Rory Sabbatini,12.96,42,324
2009,0,27933,John Merrick,12.84,47,366
2009,0,23983,Luke Donald,12.83,39,304
2009,0,27095,Nick Watney,12.82,45,351
2009,0,27963,Chris Stroud,12.81,46,359
2009,0,10425,Jay Williamson,12.81,36,281
2009,0,20160,Charlie Wi,12.8,48,375
2009,0,10733,Kent Jones,12.79,38,297
2009,0,23718,Nathan Green,12.77,54,423
2009,0,25818,Scott Piercy,12.72,44,346
2009,0,24925,Jonathan Byrd,12.71,46,362
2009,0,30711,Colt Knost,12.71,37,291
2009,0,6595,Kevin Sutherland,12.66,49,387
2009,0,24924,Bill Haas,12.63,47,372
2009,0,28620,Aron Price,12.6,46,365
2009,0,21350,Ryuji Imada,12.57,43,342
2009,0,23349,Charles Warren,12.55,32,255
2009,0,26420,Richard Johnson,12.54,43,343
2009,0,24503,Jeff Klauk,12.53,50,399
2009,0,22621,Ben Curtis,12.5,31,248
2009,0,1473,Todd Hamilton,12.5,42,336
2009,0,25804,Bubba Watson,12.5,37,296
2009,0,26851,Marc Leishman,12.47,46,369
2009,0,28118,Peter Tomasulo,12.4,31,250
2009,0,29221,Webb Simpson,12.34,47,381
2009,0,20766,Padraig Harrington,12.26,32,261
2009,0,22348,Nick O'Hern,12.23,45,368
2009,0,28780,Nicholas Thompson,12.21,48,393
2009,0,6197,Michael Allen,12.2,36,295
2009,0,22961,David Mathis,12.17,41,337
2009,0,23788,D.J. Trahan,12.14,47,387
2009,0,10585,Scott McCarron,12.13,45,371
2009,0,26881,Jarrod Lyle,12.12,32,264
2009,0,26679,Kevin Stadler,12.08,32,265
2009,0,28475,Jeff Overton,12.06,45,373
2009,0,7223,Brian Bateman,12.05,27,224
2009,0,25562,Andres Romero,12.05,27,224
2009,0,20848,Ángel Cabrera,12.04,26,216
2009,0,26289,Boo Weekley,12.01,37,308
2009,0,29718,Anthony Kim,11.99,35,292
2009,0,6621,Joe Durant,11.97,31,259
2009,0,20634,Peter Lonard,11.97,42,351
2009,0,6251,Chris DiMarco,11.9,47,395
2009,0,6539,Rick Price,11.76,26,221
2009,0,27936,Martin Laird,11.72,34,290
2009,0,20098,Stuart Appleby,11.71,37,316
2009,0,25686,Jason Dufner,11.65,43,369
2009,0,30925,Dustin Johnson,11.64,39,335
2009,0,20645,John Senden,11.63,47,404
2009,0,10809,Jim Furyk,11.57,39,337
2009,0,6522,Ernie Els,11.54,30,260
2009,0,24912,Will MacKenzie,11.51,32,278
2009,0,26476,Chez Reavie,11.49,37,322
2009,0,25345,Carl Pettersson,11.4,39,342
2009,0,23541,Ben Crane,11.38,43,378
2009,0,24357,K.J. Choi,11.37,29,255
2009,0,22295,Darron Stiles,11.37,24,211
2009,0,1320,Bob Estes,11.36,36,317
2009,0,12705,Cliff Kresge,11.29,36,319
2009,0,1797,Rocco Mediate,11.18,36,322
2009,0,1313,Steve Elkington,11.03,32,290
2009,0,27120,Troy Matteson,10.82,42,388
2009,0,23778,Brad Adamonis,10.8,31,287
2009,0,21209,Sergio Garcia,10.78,25,232
2009,0,22293,Heath Slocum,10.77,42,390
2009,0,25632,Jimmy Walker,10.6,32,302
2009,0,21961,Charles Howell III,9.98,40,401
2009,0,27649,Brandt Snedeker,9.79,32,327
2009,0,20157,Retief Goosen,9.76,29,297
2009,0,24502,Adam Scott,9.71,20,206
2009,0,1329,Brad Faxon,9.43,23,244
2009,0,7867,Woody Austin,9.36,32,342
2009,0,26668,Marc Turnesa,9.32,29,311
2009,0,24846,Ricky Barnes,9.29,25,269
2009,0,23614,Rich Beem,9.15,29,317
2009,0,8931,Glen Day,8.31,27,325
2009,0,22913,John Rollins,8.31,31,373
2009,0,24138,Ian Poulter,7.14,16,224
2008,0,2223,Bob Tway,20.0,57,285
2008,0,1577,Lee Janzen,18.41,67,364
2008,0,10505,Shane Bertsch,16.75,66,394
2008,0,23320,Ryan Palmer,16.73,47,281
2008,0,1941,Tom Pernice Jr.,16.71,71,425
2008,0,24024,Zach Johnson,16.57,55,332
2008,0,20104,Ken Duke,16.24,77,474
2008,0,27613,David Lutterus,16.18,39,241
2008,0,25364,Paul Casey,16.04,34,212
2008,0,6004,Stephen Ames,15.85,52,328
2008,0,24490,George McNeill,15.78,62,393
2008,0,21633,Steve Allan,15.74,37,235
2008,0,7547,Craig Kanada,15.59,41,263
2008,0,8931,Glen Day,15.33,40,261
2008,0,1313,Steve Elkington,15.2,52,342
2008,0,23409,James Driscoll,15.19,53,349
2008,0,10733,Kent Jones,15.11,42,278
2008,0,1928,Corey Pavin,15.03,43,286
2008,0,26500,Alejandro Cañizares,15.02,32,213
2008,0,26631,Cody Freeman,14.93,40,268
2008,0,28158,Steve Marino,14.85,72,485
2008,0,23788,D.J. Trahan,14.77,57,386
2008,0,26476,Chez Reavie,14.63,61,417
2008,0,22548,Patrick Sheehan,14.62,74,506
2008,0,27214,Kevin Streelman,14.62,68,465
2008,0,1035,Tommy Armour III,14.6,46,315
2008,0,20157,Retief Goosen,14.53,34,234
2008,0,25190,Jeff Quinney,14.53,51,351
2008,0,22293,Heath Slocum,14.49,61,421
2008,0,6575,Dudley Hart,14.48,43,297
2008,0,6034,Marco Dawson,14.45,38,263
2008,0,26420,Richard Johnson,14.29,35,245
2008,0,12705,Cliff Kresge,14.29,49,343
2008,0,20848,Ángel Cabrera,14.0,28,200
2008,0,20229,Stewart Cink,13.98,46,329
2008,0,22348,Nick O'Hern,13.98,45,322
2008,0,27561,Nick Flanagan,13.97,51,365
2008,0,12826,Paul Claxton,13.95,36,258
2008,0,25396,Kevin Na,13.92,55,395
2008,0,26289,Boo Weekley,13.9,46,331
2008,0,6522,Ernie Els,13.86,28,202
2008,0,6595,Kevin Sutherland,13.82,55,398
2008,0,24502,Adam Scott,13.78,27,196
2008,0,27770,Camilo Villegas,13.78,43,312
2008,0,12309,Bob Sowards,13.77,34,247
2008,0,20472,Alex Cejka,13.73,42,306
2008,0,1948,Tim Petrovic,13.71,54,394
2008,0,25345,Carl Pettersson,13.71,61,445
2008,0,19803,Ryan Armour,13.69,49,358
2008,0,1724,Jeff Maggert,13.64,48,352
2008,0,20433,Mark Hensby,13.59,39,287
2008,0,1388,Robert Gamez,13.58,44,324
2008,0,20623,Gavin Coles,13.57,30,221
2008,0,23778,Brad Adamonis,13.52,48,355
2008,0,7457,Steve Flesch,13.51,52,385
2008,0,23797,Brett Rumford,13.51,40,296
2008,0,24781,Hunter Mahan,13.49,46,341
2008,0,23048,Eric Axley,13.48,62,460
2008,0,12660,Jesper Parnevik,13.41,48,358
2008,0,1320,Bob Estes,13.39,49,366
2008,0,26951,Johnson Wagner,13.39,45,336
2008,0,21878,Mark Wilson,13.39,58,433
2008,0,25562,Andres Romero,13.38,36,269
2008,0,6012,Greg Kraft,13.33,34,255
2008,0,6197,Michael Allen,13.32,49,368
2008,0,25720,Chad Collins,13.31,39,293
2008,0,2239,Scott Verplank,13.31,43,323
2008,0,26668,Marc Turnesa,13.28,47,354
2008,0,8385,Omar Uresti,13.25,40,302
2008,0,6527,Steve Stricker,13.19,38,288
2008,0,10649,Tom Scherrer,13.16,30,228
2008,0,21731,Freddie Jacobson,13.1,41,313
2008,0,6090,Jim McGovern,13.07,40,306
2008,0,12652,Cameron Beckman,12.99,46,354
2008,0,22892,Jason Gore,12.99,50,385
2008,0,22913,John Rollins,12.93,49,379
2008,0,23135,Tim Clark,12.89,46,357
2008,0,23541,Ben Crane,12.89,45,349
2008,0,23614,Rich Beem,12.88,47,365
2008,0,12510,Chad Campbell,12.86,49,381
2008,0,20498,Briny Baird,12.85,59,459
2008,0,28089,Jason Day,12.84,42,327
2008,0,24925,Jonathan Byrd,12.83,44,343
2008,0,23621,Rory Sabbatini,12.67,38,300
2008,0,26679,Kevin Stadler,12.67,46,363
2008,0,19913,Ron Whittaker,12.61,28,222
2008,0,24227,Justin Bolli,12.57,44,350
2008,0,11032,Frank Lickliter II,12.56,55,438
2008,0,23349,Charles Warren,12.5,40,320
2008,0,27120,Troy Matteson,12.47,48,385
2008,0,12823,Carlos Franco,12.46,37,297
2008,0,21805,Harrison Frazar,12.46,37,297
2008,0,20766,Padraig Harrington,12.44,25,201
2008,0,20127,Chris Riley,12.44,26,209
2008,0,19846,Brian Gay,12.41,51,411
2008,0,24361,Pat Perez,12.4,46,371
2008,0,23353,J.J. Henry,12.33,54,438
2008,0,26596,Ryan Moore,12.33,36,292
2008,0,20645,John Senden,12.33,46,373
2008,0,26695,Michael Letzig,12.29,44,358
2008,0,6621,Joe Durant,12.27,46,375
2008,0,10585,Scott McCarron,12.2,31,254
2008,0,27649,Brandt Snedeker,12.17,41,337
2008,0,12602,Dean Wilson,12.16,54,444
2008,0,27060,John Mallinger,12.14,47,387
2008,0,27963,Chris Stroud,12.12,40,330
2008,0,20160,Charlie Wi,12.12,48,396
2008,0,12782,Tim Herron,12.09,48,397
2008,0,20443,Jin Park,12.07,42,348
2008,0,1473,Todd Hamilton,12.06,45,373
2008,0,23325,Vaughn Taylor,12.05,50,415
2008,0,20850,Daniel Chopra,11.98,40,334
2008,0,22582,Kyle Thompson,11.97,34,284
2008,0,24357,K.J. Choi,11.96,33,276
2008,0,23623,Bo Van Pelt,11.95,49,410
2008,0,21949,Joe Ogilvie,11.94,48,402
2008,0,23108,Matt Kuchar,11.86,42,354
2008,0,10423,Mike Weir,11.85,41,346
2008,0,6643,Paul Goydos,11.82,37,313
2008,0,25632,Jimmy Walker,11.78,35,297
2008,0,20634,Peter Lonard,11.76,44,374
2008,0,24138,Ian Poulter,11.73,23,196
2008,0,24924,Bill Haas,11.6,47,405
2008,0,27936,Martin Laird,11.56,46,398
2008,0,23497,Tag Ridings,11.45,41,358
2008,0,21209,Sergio Garcia,11.43,32,280
2008,0,25900,Lucas Glover,11.38,42,369
2008,0,1707,Steve Lowery,11.37,34,299
2008,0,1945,Kenny Perry,11.34,45,397
2008,0,23125,Brad Elder,11.31,31,274
2008,0,1024,Billy Andrade,11.3,33,292
2008,0,28780,Nicholas Thompson,11.3,52,460
2008,0,1766,Billy Mayfair,11.27,47,417
2008,0,8075,Jerry Kelly,11.24,40,356
2008,0,1677,Tom Lehman,11.22,23,205
2008,0,24449,Parker McLachlin,11.2,40,357
2008,0,20663,Brenden Pappas,11.15,30,269
2008,0,24358,Robert Garrigus,11.14,41,368
2008,0,26300,Matt Jones,11.14,43,386
2008,0,1706,Davis Love III,11.11,35,315
2008,0,10885,Robert Allenby,11.09,48,433
2008,0,1139,Olin Browne,11.08,35,316
2008,0,21350,Ryuji Imada,11.08,36,325
2008,0,23718,Nathan Green,11.05,43,389
2008,0,25804,Bubba Watson,11.0,43,391
2008,0,22621,Ben Curtis,10.94,35,320
2008,0,28475,Jeff Overton,10.79,45,417
2008,0,8845,Scott Sterling,10.77,39,362
2008,0,12716,Charley Hoffman,10.64,40,376
2008,0,20574,Mathew Goggin,10.54,39,370
2008,0,2002,John Riegger,10.51,31,295
2008,0,23540,Jason Allred,10.47,27,258
2008,0,10809,Jim Furyk,10.46,39,373
2008,0,21959,Ted Purdy,10.43,29,278
2008,0,22371,Aaron Baddeley,10.42,30,288
2008,0,27095,Nick Watney,10.39,40,385
2008,0,6573,Brandt Jobe,10.38,22,212
2008,0,6567,Vijay Singh,10.36,32,309
2008,0,25842,Jon Mills,10.34,40,387
2008,0,10860,Justin Leonard,10.32,39,378
2008,0,7867,Woody Austin,10.31,43,417
2008,0,20098,Stuart Appleby,10.29,35,340
2008,0,21753,Brian Davis,10.23,45,440
2008,0,20382,Stephen Leaney,10.23,22,215
2008,0,7749,Brett Quigley,10.19,33,324
2008,0,10875,Todd Demsey,10.12,33,326
2008,0,30925,Dustin Johnson,10.11,38,376
2008,0,9011,David Duval,10.1,21,208
2008,0,27933,John Merrick,10.05,40,398
2008,0,1142,Bart Bryant,10.03,33,329
2008,0,22806,Doug LaBelle II,9.96,26,261
2008,0,27141,J.B. Holmes,9.91,34,343
2008,0,20105,Jeff Gove,9.9,20,202
2008,0,25349,Tim Wilkinson,9.9,38,384
2008,0,8537,J.P. Hayes,9.89,27,273
2008,0,29718,Anthony Kim,9.85,32,325
2008,0,2206,David Toms,9.85,27,274
2008,0,30750,Tommy Gainey,9.84,24,244
2008,0,10425,Jay Williamson,9.82,38,387
2008,0,1161,Mark Calcavecchia,9.81,26,265
2008,0,24663,Y.E. Yang,9.72,35,360
2008,0,12680,Shigeki Maruyama,9.66,20,207
2008,0,20378,Mathias Grönberg,9.58,34,355
2008,0,1810,Phil Mickelson,9.58,30,313
2008,0,22378,Trevor Immelman,9.42,26,276
2008,0,1226,Fred Couples,9.39,23,245
2008,0,6251,Chris DiMarco,9.32,33,354
2008,0,1553,John Huston,9.09,21,231
2008,0,24912,Will MacKenzie,9.02,23,255
2008,0,20572,Rod Pampling,8.92,29,325
2008,0,22046,Geoff Ogilvy,8.85,23,260
2008,0,23157,Richard Johnson,8.6,27,314
2008,0,21961,Charles Howell III,8.59,34,396
2008,0,24140,Sean O'Hair,8.54,28,328
2008,0,21461,Kenneth Ferrie,8.53,25,293
2008,0,1797,Rocco Mediate,8.52,30,352
2008,0,25594,Travis Perkins,6.98,15,215
2007,0,23135,Tim Clark,19.62,51,260
2007,0,21528,Henrik Stenson,17.03,31,182
2007,0,20766,Padraig Harrington,16.73,41,245
2007,0,21633,Steve Allan,16.34,42,257
2007,0,21731,Freddie Jacobson,16.3,45,276
2007,0,21209,Sergio Garcia,16.29,43,264
2007,0,21949,Joe Ogilvie,16.27,68,418
2007,0,20498,Briny Baird,16.13,75,465
2007,0,1677,Tom Lehman,16.06,40,249
2007,0,1035,Tommy Armour III,15.95,52,326
2007,0,6515,Shaun Micheel,15.95,56,351
2007,0,28486,Michael Putnam,15.93,61,383
2007,0,25396,Kevin Na,15.43,52,337
2007,0,23621,Rory Sabbatini,15.43,48,311
2007,0,27770,Camilo Villegas,15.43,52,337
2007,0,12602,Dean Wilson,15.14,56,370
2007,0,22293,Heath Slocum,15.09,62,411
2007,0,19846,Brian Gay,15.08,65,431
2007,0,19972,José Coceres,15.0,30,200
2007,0,10425,Jay Williamson,15.0,30,200
2007,0,28475,Jeff Overton,14.81,36,243
2007,0,12660,Jesper Parnevik,14.8,53,358
2007,0,20628,Arron Oberholser,14.76,40,271
2007,0,24925,Jonathan Byrd,14.68,43,293
2007,0,22405,Justin Rose,14.59,34,233
2007,0,25900,Lucas Glover,14.55,56,385
2007,0,7547,Craig Kanada,14.55,64,440
2007,0,8931,Glen Day,14.49,50,345
2007,0,8793,Tiger Woods,14.41,34,236
2007,0,23638,Brendon de Jonge,14.33,44,307
2007,0,6197,Michael Allen,14.29,43,301
2007,0,1724,Jeff Maggert,14.24,45,316
2007,0,20104,Ken Duke,14.22,64,450
2007,0,1797,Rocco Mediate,14.09,41,291
2007,0,1313,Steve Elkington,14.04,50,356
2007,0,20433,Mark Hensby,14.02,46,328
2007,0,24490,George McNeill,13.88,54,389
2007,0,8123,Jeff Brehaut,13.81,33,239
2007,0,20850,Daniel Chopra,13.79,59,428
2007,0,12510,Chad Campbell,13.73,49,357
2007,0,1161,Mark Calcavecchia,13.71,51,372
2007,0,10809,Jim Furyk,13.71,44,321
2007,0,21753,Brian Davis,13.68,55,402
2007,0,22212,Craig Lile,13.68,42,307
2007,0,10423,Mike Weir,13.66,44,322
2007,0,12680,Shigeki Maruyama,13.61,46,338
2007,0,6522,Ernie Els,13.6,31,228
2007,0,23933,Michael Boyd,13.58,33,243
2007,0,27933,John Merrick,13.55,50,369
2007,0,23320,Ryan Palmer,13.55,50,369
2007,0,6643,Paul Goydos,13.52,33,244
2007,0,8537,J.P. Hayes,13.5,49,363
2007,0,1941,Tom Pernice Jr.,13.46,56,416
2007,0,2239,Scott Verplank,13.4,43,321
2007,0,25190,Jeff Quinney,13.39,51,381
2007,0,24980,Scott Gutschewski,13.38,36,269
2007,0,25686,Jason Dufner,13.37,54,404
2007,0,12782,Tim Herron,13.35,53,397
2007,0,1948,Tim Petrovic,13.26,57,430
2007,0,7867,Woody Austin,13.25,51,385
2007,0,2206,David Toms,13.25,40,302
2007,0,23349,Charles Warren,13.24,54,408
2007,0,1388,Robert Gamez,13.2,47,356
2007,0,21350,Ryuji Imada,13.13,55,419
2007,0,24358,Robert Garrigus,13.09,50,382
2007,0,21805,Harrison Frazar,13.07,46,352
2007,0,23353,J.J. Henry,13.06,44,337
2007,0,24361,Pat Perez,13.06,44,337
2007,0,23322,Brett Wetterich,13.04,45,345
2007,0,23614,Rich Beem,13.03,46,353
2007,0,23983,Luke Donald,13.03,34,261
2007,0,22295,Darron Stiles,13.03,34,261
2007,0,10117,Bob Heintz,12.93,45,348
2007,0,25345,Carl Pettersson,12.93,56,433
2007,0,24781,Hunter Mahan,12.91,47,364
2007,0,24449,Parker McLachlin,12.91,43,333
2007,0,1249,John Daly,12.88,30,233
2007,0,27095,Nick Watney,12.86,45,350
2007,0,20382,Stephen Leaney,12.84,43,335
2007,0,24357,K.J. Choi,12.76,43,337
2007,0,1142,Bart Bryant,12.75,44,345
2007,0,20623,Gavin Coles,12.75,45,353
2007,0,19803,Ryan Armour,12.73,55,432
2007,0,20691,Greg Owen,12.73,41,322
2007,0,20645,John Senden,12.73,49,385
2007,0,1381,Fred Funk,12.64,33,261
2007,0,1945,Kenny Perry,12.61,43,341
2007,0,6004,Stephen Ames,12.58,38,302
2007,0,12716,Charley Hoffman,12.56,49,390
2007,0,23325,Vaughn Taylor,12.53,46,367
2007,0,20105,Jeff Gove,12.44,52,418
2007,0,27649,Brandt Snedeker,12.44,53,426
2007,0,23108,Matt Kuchar,12.43,42,338
2007,0,10860,Justin Leonard,12.43,47,378
2007,0,7457,Steve Flesch,12.41,50,403
2007,0,24912,Will MacKenzie,12.38,50,404
2007,0,26289,Boo Weekley,12.38,50,404
2007,0,29718,Anthony Kim,12.34,47,381
2007,0,10213,Dicky Pride,12.28,35,285
2007,0,24290,D.J. Brigman,12.27,33,269
2007,0,11032,Frank Lickliter II,12.27,47,383
2007,0,8375,Paul Stankowski,12.26,26,212
2007,0,6527,Steve Stricker,12.26,39,318
2007,0,21660,Jason Schultz,12.25,31,253
2007,0,24138,Ian Poulter,12.24,29,237
2007,0,7749,Brett Quigley,12.22,38,311
2007,0,1706,Davis Love III,12.16,31,255
2007,0,1132,Mark Brooks,12.15,26,214
2007,0,1320,Bob Estes,12.15,43,354
2007,0,26420,Richard Johnson,12.11,46,380
2007,0,1577,Lee Janzen,12.03,32,266
2007,0,6251,Chris DiMarco,11.97,37,309
2007,0,27120,Troy Matteson,11.97,42,351
2007,0,6373,José María Olazábal,11.94,24,201
2007,0,23788,D.J. Trahan,11.94,48,402
2007,0,12652,Cameron Beckman,11.89,46,387
2007,0,23718,Nathan Green,11.88,50,421
2007,0,23048,Eric Axley,11.86,51,430
2007,0,6034,Marco Dawson,11.86,35,295
2007,0,20229,Stewart Cink,11.78,41,348
2007,0,24502,Adam Scott,11.74,31,264
2007,0,27060,John Mallinger,11.73,46,392
2007,0,21959,Ted Purdy,11.71,48,410
2007,0,1024,Billy Andrade,11.67,42,360
2007,0,26882,Michael Sim,11.65,24,206
2007,0,1810,Phil Mickelson,11.62,33,284
2007,0,26596,Ryan Moore,11.62,43,370
2007,0,1707,Steve Lowery,11.6,34,293
2007,0,20634,Peter Lonard,11.59,40,345
2007,0,6567,Vijay Singh,11.59,46,397
2007,0,22378,Trevor Immelman,11.57,31,268
2007,0,28158,Steve Marino,11.56,49,424
2007,0,12705,Cliff Kresge,11.55,50,433
2007,0,20160,Charlie Wi,11.51,42,365
2007,0,22046,Geoff Ogilvy,11.44,35,306
2007,0,24140,Sean O'Hair,11.37,44,387
2007,0,2104,Jeff Sluman,11.29,28,248
2007,0,27141,J.B. Holmes,11.27,32,284
2007,0,8075,Jerry Kelly,11.25,45,400
2007,0,8881,Tripp Isenhour,11.24,39,347
2007,0,22892,Jason Gore,11.21,39,348
2007,0,23800,Bryce Molder,11.21,25,223
2007,0,20157,Retief Goosen,11.17,21,188
2007,0,10885,Robert Allenby,11.05,39,353
2007,0,21806,Paul Gow,10.99,31,282
2007,0,21646,David Branshaw,10.95,37,338
2007,0,2246,Duffy Waldorf,10.95,30,274
2007,0,12195,Tom Johnson,10.93,33,302
2007,0,20378,Mathias Grönberg,10.91,42,385
2007,0,20574,Mathew Goggin,10.89,43,395
2007,0,21878,Mark Wilson,10.89,39,358
2007,0,24924,Bill Haas,10.88,41,377
2007,0,1157,Tom Byrum,10.84,22,203
2007,0,2223,Bob Tway,10.84,45,415
2007,0,20572,Rod Pampling,10.8,38,352
2007,0,6595,Kevin Sutherland,10.76,37,344
2007,0,25273,Andrew Buckle,10.75,33,307
2007,0,2101,Joey Sindelar,10.75,33,307
2007,0,1928,Corey Pavin,10.74,35,326
2007,0,10733,Kent Jones,10.71,42,392
2007,0,7363,Craig Bowden,10.51,33,314
2007,0,22371,Aaron Baddeley,10.48,33,315
2007,0,20472,Alex Cejka,10.46,34,325
2007,0,26951,Johnson Wagner,10.46,41,392
2007,0,22913,John Rollins,10.42,42,403
2007,0,23623,Bo Van Pelt,10.4,44,423
2007,0,22621,Ben Curtis,10.36,32,309
2007,0,27963,Chris Stroud,10.27,27,263
2007,0,24457,Jaco Van Zyl,10.24,21,205
2007,0,25892,Steve Wheatcroft,10.2,30,294
2007,0,11123,Chris Couch,10.13,31,306
2007,0,20098,Stuart Appleby,10.07,29,288
2007,0,22806,Doug LaBelle II,10.0,42,420
2007,0,2214,Kirk Triplett,9.94,31,312
2007,0,24507,Jason Bohn,9.87,23,233
2007,0,25804,Bubba Watson,9.82,32,326
2007,0,21470,Daisuke Maruyama,9.8,34,347
2007,0,6621,Joe Durant,9.68,33,341
2007,0,20859,Anders Hansen,9.68,21,217
2007,0,1766,Billy Mayfair,9.52,38,399
2007,0,21961,Charles Howell III,9.51,33,347
2007,0,19824,Craig Barlow,9.48,20,211
2007,0,1473,Todd Hamilton,9.48,29,306
2007,0,23497,Tag Ridings,9.48,20,211
2007,0,27702,Matt Hendrix,9.41,24,255
2007,0,24024,Zach Johnson,9.33,28,300
2007,0,23613,Rich Barcelo,9.32,30,322
2007,0,26881,Jarrod Lyle,9.32,29,311
2007,0,12714,Chris Tidland,9.21,22,239
2007,0,29476,Kyle Reifers,8.48,24,283
2007,0,7223,Brian Bateman,8.22,18,219
2007,0,2036,Jim Rutledge,8.05,19,236
2007,0,20127,Chris Riley,8.02,19,237
2007,0,26679,Kevin Stadler,7.94,30,378
2007,0,22348,Nick O'Hern,7.41,20,270
2007,0,26360,Bubba Dickerson,6.28,13,207
2006,0,2214,Kirk Triplett,21.24,48,226
2006,0,1941,Tom Pernice Jr.,17.84,76,426
2006,0,24925,Jonathan Byrd,16.85,46,273
2006,0,1035,Tommy Armour III,16.79,45,268
2006,0,23983,Luke Donald,16.6,42,253
2006,0,6373,José María Olazábal,16.31,38,233
2006,0,1810,Phil Mickelson,16.19,45,278
2006,0,2239,Scott Verplank,16.15,57,353
2006,0,1139,Olin Browne,16.11,67,416
2006,0,24502,Adam Scott,16.06,44,274
2006,0,10809,Jim Furyk,16.05,56,349
2006,0,7013,Wes Short Jr.,16.0,60,375
2006,0,1619,Skip Kendall,15.7,46,293
2006,0,12680,Shigeki Maruyama,15.59,58,372
2006,0,19846,Brian Gay,15.56,68,437
2006,0,23541,Ben Crane,15.53,50,322
2006,0,23623,Bo Van Pelt,15.5,64,413
2006,0,24140,Sean O'Hair,15.31,60,392
2006,0,20229,Stewart Cink,15.28,55,360
2006,0,19913,Ron Whittaker,15.26,49,321
2006,0,9011,David Duval,15.16,42,277
2006,0,1024,Billy Andrade,15.13,46,304
2006,0,2246,Duffy Waldorf,15.08,57,378
2006,0,2104,Jeff Sluman,14.98,62,414
2006,0,24781,Hunter Mahan,14.96,60,401
2006,0,23135,Tim Clark,14.91,48,322
2006,0,8793,Tiger Woods,14.9,31,208
2006,0,7867,Woody Austin,14.87,65,437
2006,0,20628,Arron Oberholser,14.83,47,317
2006,0,1928,Corey Pavin,14.69,42,286
2006,0,22405,Justin Rose,14.55,56,385
2006,0,21959,Ted Purdy,14.53,59,406
2006,0,24357,K.J. Choi,14.52,54,372
2006,0,26420,Richard Johnson,14.51,56,386
2006,0,6350,Bob May,14.51,37,255
