YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
2014,0,35541,John Peterson,1.37,170,12400,0,
2014,0,1766,Billy Mayfair,1.33,24,1800,0,
2014,0,28455,Will Claxton,1.31,52,4000,0,
2014,0,12652,Cameron Beckman,1.29,72,5600,0,
2014,0,20472,Alex Cejka,1.26,34,2700,0,
2014,0,1161,Mark Calcavecchia,1.22,49,4000,0,
2014,0,6004,Stephen Ames,1.18,104,8800,0,
2014,0,26668,Marc Turnesa,1.18,31,2600,0,
2014,0,8793,Tiger Woods,1.18,45,3800,0,
2014,0,28310,Lee Williams,1.17,74,6300,0,
2014,0,1761,Len Mattiace,1.16,21,1800,0,
2014,0,1577,Lee Janzen,1.13,41,3600,0,
2014,0,21878,Mark Wilson,1.13,142,12500,0,
2014,0,35840,Kevin Foley,1.1,78,7100,0,
2014,0,9011,David Duval,1.07,77,7200,0,
2014,0,19825,Darren Clarke,1.04,83,8000,0,
2014,0,36884,Ben Kohles,1.0,13,1300,0,
2014,0,25900,Lucas Glover,0.98,129,13100,0,
2014,0,28092,D.H. Lee,0.95,94,9900,0,
2014,0,30946,Alex Prugh,0.95,72,7600,0,
2014,0,2106,Chris Smith,0.91,28,3100,0,
2014,0,23325,Vaughn Taylor,0.91,12,1300,0,
2014,0,23718,Nathan Green,0.88,14,1600,0,
2014,0,1249,John Daly,0.87,63,7300,0,
2014,0,20070,Matt Bettencourt,0.86,57,6600,0,
2014,0,23788,D.J. Trahan,0.86,18,2100,0,
2014,0,23497,Tag Ridings,0.75,42,5600,0,
2014,0,21949,Joe Ogilvie,0.64,40,6200,0,
2014,0,21407,Arjun Atwal,0.61,11,1800,0,
2014,0,1473,Todd Hamilton,0.55,11,1900,0,
2014,0,28679,Fabián Gómez,0.53,10,1800,0,
2014,0,31289,Benjamín Alvarado,0.5,15,3000,0,
2014,0,28087,Kris Blanks,0.5,19,3800,0,
2014,0,21805,Harrison Frazar,0.5,37,7300,0,
2014,0,12660,Jesper Parnevik,0.34,4,1300,0,
2014,0,1381,Fred Funk,0.25,9,3800,0,
2014,0,24940,Edward Loar,0.25,23,9100,0,
2014,0,7749,Brett Quigley,0.16,1,500,0,
2014,0,6643,Paul Goydos,0.12,11,9500,0,
2014,0,20850,Daniel Chopra,0.11,9,7600,0,
2014,0,8375,Paul Stankowski,0.08,1,1100,0,
2014,0,6251,Chris DiMarco,0.03,1,3100,0,
2014,0,10585,Scott McCarron,0.03,2,5600,0,
2014,0,25936,Alex Aragon,0.02,2,8600,0,
2014,0,2239,Scott Verplank,0.02,1,6000,0,
2014,0,32698,Bobby Gates,0.01,1,6900,0,
2013,0,8793,Tiger Woods,46.01,3059,6650,5,7.0
2013,0,1810,Phil Mickelson,23.8,2166,9100,2,6.0
2013,0,23108,Matt Kuchar,22.59,2293,10150,2,7.0
2013,0,6527,Steve Stricker,22.12,1117,5050,0,5.0
2013,0,27649,Brandt Snedeker,22.07,2218,10050,2,8.0
2013,0,24502,Adam Scott,20.25,1347,6650,1,5.0
2013,0,22405,Justin Rose,20.23,1447,7150,1,5.0
2013,0,21528,Henrik Stenson,19.27,1426,7400,0,6.0
2013,0,34046,Jordan Spieth,15.78,1436,9100,1,7.0
2013,0,28089,Jason Day,14.03,1284,9150,0,6.0
2013,0,24924,Bill Haas,13.5,1505,11150,1,9.0
2013,0,33141,Keegan Bradley,13.29,1416,10650,0,7.0
2013,0,25572,Graeme McDowell,13.16,941,7150,1,4.0
2013,0,25686,Jason Dufner,13.01,1256,9650,1,3.0
2013,0,29420,Billy Horschel,12.98,1487,11450,1,7.0
2013,0,27214,Kevin Streelman,12.88,1333,10350,1,5.0
2013,0,30925,Dustin Johnson,12.7,1226,9650,1,5.0
2013,0,26289,Boo Weekley,11.87,1335,11250,1,4.0
2013,0,10809,Jim Furyk,10.95,1057,9650,0,5.0
2013,0,28237,Rory McIlroy,10.87,777,7150,0,5.0
2013,0,24024,Zach Johnson,10.71,1141,10650,0,6.0
2013,0,26331,Charl Schwartzel,10.69,871,8150,0,4.0
2013,0,29221,Webb Simpson,10.66,1188,11150,0,4.0
2013,0,34099,Harris English,9.99,1134,11350,1,4.0
2013,0,24781,Hunter Mahan,9.92,1101,11100,0,4.0
2013,0,20396,Lee Westwood,9.9,856,8650,0,6.0
2013,0,23983,Luke Donald,9.89,707,7150,0,4.0
2013,0,34360,Patrick Reed,9.83,1062,10800,1,5.0
2013,0,21209,Sergio Garcia,9.57,684,7150,0,4.0
2013,0,34098,Russell Henley,9.39,1048,11150,1,3.0
2013,0,25632,Jimmy Walker,9.22,996,10800,0,5.0
2013,0,20634,Peter Lonard,9.17,28,300,0,
2013,0,8375,Paul Stankowski,9.17,28,300,0,
2013,0,30926,Chris Kirk,9.04,904,10000,0,3.0
2013,0,24138,Ian Poulter,9.02,645,7150,0,3.0
2013,0,21961,Charles Howell III,8.97,996,11100,0,5.0
2013,0,20848,Ángel Cabrera,8.84,826,9350,0,2.0
2013,0,7867,Woody Austin,8.81,326,3700,1,1.0
2013,0,27895,Jonas Blixt,8.81,912,10350,1,2.0
2013,0,25240,D.A. Points,8.76,1038,11850,1,2.0
2013,0,27933,John Merrick,8.74,909,10400,1,2.0
2013,0,25804,Bubba Watson,8.6,830,9650,0,3.0
2013,0,26300,Matt Jones,8.36,836,10000,0,4.0
2013,0,32150,Michael Thompson,8.2,828,10100,1,3.0
2013,0,32102,Rickie Fowler,8.1,822,10150,0,4.0
2013,0,12716,Charley Hoffman,8.1,793,9800,0,5.0
2013,0,27936,Martin Laird,8.05,809,10050,1,2.0
2013,0,23320,Ryan Palmer,7.77,801,10300,0,4.0
2013,0,27436,Graham DeLaet,7.72,856,11100,0,5.0
2013,0,30927,Brendon Todd,7.5,293,3900,0,
2013,0,34409,David Lingmerth,7.47,806,10800,0,3.0
2013,0,23135,Tim Clark,7.33,703,9600,0,3.0
2013,0,20104,Ken Duke,7.3,902,12350,1,2.0
2013,0,21731,Freddie Jacobson,7.24,659,9100,0,3.0
2013,0,28259,Sangmoon Bae,7.19,838,11650,1,2.0
2013,0,19846,Brian Gay,7.16,744,10400,1,1.0
2013,0,21099,David Lynn,7.12,716,10050,0,2.0
2013,0,27963,Chris Stroud,7.08,800,11300,0,4.0
2013,0,25818,Scott Piercy,6.93,773,11150,0,4.0
2013,0,1666,Bernhard Langer,6.92,42,600,0,
2013,0,32200,Roberto Castro,6.86,823,12000,0,2.0
2013,0,30692,Scott Stallings,6.86,816,11900,0,4.0
2013,0,22913,John Rollins,6.82,696,10200,0,2.0
2013,0,26596,Ryan Moore,6.77,653,9650,0,3.0
2013,0,6522,Ernie Els,6.6,571,8650,0,1.0
2013,0,37273,Derek Ernst,6.6,598,9050,1,1.0
2013,0,31323,Gary Woodland,6.57,683,10400,1,1.0
2013,0,26758,David Hearn,6.56,728,11100,0,2.0
2013,0,1320,Bob Estes,6.53,523,8000,0,2.0
2013,0,32366,Kevin Chappell,6.5,689,10600,0,3.0
2013,0,29479,Scott Brown,6.47,588,9100,1,1.0
2013,0,1226,Fred Couples,6.29,138,2200,0,
2013,0,23638,Brendon de Jonge,6.25,769,12300,0,3.0
2013,0,27330,Josh Teater,6.2,682,11000,0,3.0
2013,0,26851,Marc Leishman,6.17,648,10500,0,4.0
2013,0,24357,K.J. Choi,6.14,666,10850,0,2.0
2013,0,8075,Jerry Kelly,6.1,580,9500,0,2.0
2013,0,30110,Kyle Stanley,6.07,662,10900,0,3.0
2013,0,27095,Nick Watney,5.94,663,11150,0,2.0
2013,0,33419,Cameron Tringale,5.89,654,11100,0,1.0
2013,0,27408,Martin Kaymer,5.82,474,8150,0,3.0
2013,0,24358,Robert Garrigus,5.67,601,10600,0,2.0
2013,0,24361,Pat Perez,5.67,544,9600,0,4.0
2013,0,21878,Mark Wilson,5.67,476,8400,0,3.0
2013,0,25834,Daniel Summerhays,5.45,594,10900,0,4.0
2013,0,20229,Stewart Cink,5.41,568,10500,0,3.0
2013,0,8931,Glen Day,5.4,113,2100,0,1.0
2013,0,26679,Kevin Stadler,5.31,547,10300,0,2.0
2013,0,1203,Russ Cochran,5.3,27,500,0,
2013,0,34174,John Huh,5.27,661,12550,0,2.0
2013,0,29518,Brendan Steele,5.22,574,11000,0,2.0
2013,0,22046,Geoff Ogilvy,5.2,492,9450,0,1.0
2013,0,23800,Bryce Molder,5.19,504,9700,0,
2013,0,21753,Brian Davis,5.18,622,12000,0,3.0
2013,0,35139,Richard Lee,5.18,565,10900,0,2.0
2013,0,28500,Martin Flores,5.16,552,10700,0,2.0
2013,0,31560,Brian Stuard,5.16,583,11300,0,4.0
2013,0,27556,Ted Potter Jr.,5.13,518,10100,0,2.0
2013,0,31202,William McGirt,5.12,533,10400,0,2.0
2013,0,23623,Bo Van Pelt,5.08,542,10650,0,1.0
2013,0,33461,Morgan Hoffmann,4.99,444,8900,0,3.0
2013,0,35539,Luke Guthrie,4.98,607,12200,0,2.0
2013,0,23621,Rory Sabbatini,4.98,553,11100,0,5.0
2013,0,23409,James Driscoll,4.9,524,10700,0,2.0
2013,0,10860,Justin Leonard,4.88,536,11000,0,1.0
2013,0,1024,Billy Andrade,4.81,63,1300,0,1.0
2013,0,28780,Nicholas Thompson,4.76,585,12300,0,2.0
2013,0,25562,Andres Romero,4.68,430,9200,0,2.0
2013,0,30944,Jason Kokrak,4.65,521,11200,0,3.0
2013,0,27770,Camilo Villegas,4.64,450,9700,0,2.0
2013,0,27644,Brian Harman,4.62,578,12500,0,2.0
2013,0,1724,Jeff Maggert,4.57,453,9900,0,2.0
2013,0,26476,Chez Reavie,4.57,439,9600,0,
2013,0,28475,Jeff Overton,4.52,484,10700,0,2.0
2013,0,28092,D.H. Lee,4.5,432,9600,0,3.0
2013,0,28307,Matt Every,4.43,545,12300,0,3.0
2013,0,20580,Andre Stolz,4.42,13,300,0,
2013,0,12652,Cameron Beckman,4.41,150,3400,0,1.0
2013,0,24507,Jason Bohn,4.37,454,10400,0,2.0
2013,0,22792,Peter Hanson,4.37,356,8150,0,1.0
2013,0,33122,Russell Knox,4.37,197,4500,0,
2013,0,22348,Nick O'Hern,4.32,169,3900,0,1.0
2013,0,1378,David Frost,4.3,22,500,0,
2013,0,23353,J.J. Henry,4.3,516,12000,0,2.0
2013,0,25274,Steven Bowditch,4.25,400,9400,0,1.0
2013,0,24490,George McNeill,4.24,399,9400,0,
2013,0,26329,Louis Oosthuizen,4.14,249,6000,0,1.0
2013,0,25900,Lucas Glover,4.12,454,11000,0,2.0
2013,0,32334,Charlie Beljan,4.1,459,11200,0,1.0
2013,0,32448,James Hahn,4.1,480,11700,0,2.0
2013,0,24494,Erik Compton,4.06,422,10400,0,1.0
2013,0,2206,David Toms,4.05,326,8050,0,1.0
2013,0,25444,Justin Hicks,4.03,451,11200,0,1.0
2013,0,20157,Retief Goosen,3.97,182,4600,0,1.0
2013,0,23541,Ben Crane,3.92,369,9400,0,2.0
2013,0,23452,Nicolas Colsaerts,3.9,353,9050,0,3.0
2013,0,20766,Padraig Harrington,3.88,345,8900,0,3.0
2013,0,20160,Charlie Wi,3.86,401,10400,0,1.0
2013,0,1945,Kenny Perry,3.83,58,1500,0,
2013,0,31557,Jim Herman,3.82,325,8500,0,2.0
2013,0,20645,John Senden,3.79,458,12100,0,
2013,0,25345,Carl Pettersson,3.76,439,11650,0,1.0
2013,0,20098,Stuart Appleby,3.73,395,10600,0,1.0
2013,0,26951,Johnson Wagner,3.73,430,11500,0,2.0
2013,0,20593,Greg Chalmers,3.69,395,10700,0,2.0
2013,0,22371,Aaron Baddeley,3.64,401,11000,0,2.0
2013,0,23325,Vaughn Taylor,3.57,246,6900,0,1.0
2013,0,33418,Shawn Stefani,3.43,333,9700,0,2.0
2013,0,23548,Bill Lunde,3.4,133,3900,0,1.0
2013,0,6573,Brandt Jobe,3.33,283,8500,0,
2013,0,24925,Jonathan Byrd,3.25,234,7200,0,2.0
2013,0,29740,Brad Fritsch,3.21,350,10900,0,1.0
2013,0,1619,Skip Kendall,3.21,19,600,0,
2013,0,28679,Fabián Gómez,3.19,339,10600,0,1.0
2013,0,34261,Scott Langley,3.19,386,12100,0,1.0
2013,0,34431,Robert Streb,3.15,359,11400,0,
2013,0,20127,Chris Riley,3.14,35,1100,0,
2013,0,1706,Davis Love III,3.07,209,6800,0,1.0
2013,0,22293,Heath Slocum,2.99,102,3400,0,
2013,0,34021,Bud Cauley,2.98,343,11500,0,
2013,0,27896,Ross Fisher,2.95,215,7300,0,1.0
2013,0,20691,Greg Owen,2.94,336,11400,0,
2013,0,6567,Vijay Singh,2.94,291,9900,0,
2013,0,12602,Dean Wilson,2.94,24,800,0,
2013,0,20070,Matt Bettencourt,2.91,102,3500,0,
2013,0,27503,Steve LeBrun,2.88,270,9400,0,
2013,0,12510,Chad Campbell,2.87,330,11500,0,1.0
2013,0,19970,Robert Karlsson,2.85,236,8300,0,1.0
2013,0,27796,Joe Affrunti,2.82,56,2000,0,
2013,0,24846,Ricky Barnes,2.81,342,12200,0,
2013,0,25364,Paul Casey,2.81,100,3550,0,
2013,0,30852,Ryo Ishikawa,2.81,298,10600,0,1.0
2013,0,10213,Dicky Pride,2.79,293,10500,0,2.0
2013,0,6034,Marco Dawson,2.75,8,300,0,
2013,0,10733,Kent Jones,2.75,8,300,0,
2013,0,23718,Nathan Green,2.71,92,3400,0,
2013,0,22806,Doug LaBelle II,2.71,290,10700,0,
2013,0,23497,Tag Ridings,2.71,295,10900,0,1.0
2013,0,2246,Duffy Waldorf,2.69,35,1300,0,
2013,0,24227,Justin Bolli,2.68,278,10400,0,2.0
2013,0,1142,Bart Bryant,2.65,27,1000,0,
2013,0,22378,Trevor Immelman,2.63,295,11200,0,1.0
2013,0,6251,Chris DiMarco,2.58,118,4600,0,1.0
2013,0,8725,Tom Gillis,2.54,264,10400,0,
2013,0,36884,Ben Kohles,2.51,286,11400,0,1.0
2013,0,12782,Tim Herron,2.5,190,7600,0,
2013,0,22621,Ben Curtis,2.46,251,10200,0,
2013,0,23788,D.J. Trahan,2.45,169,6900,0,1.0
2013,0,22056,Cameron Percy,2.44,230,9400,0,
2013,0,30750,Tommy Gainey,2.36,324,13750,0,1.0
2013,0,25396,Kevin Na,2.35,92,3900,0,
2013,0,23552,Hank Kuehne,2.34,59,2500,0,
2013,0,30163,Henrik Norlander,2.31,229,9900,0,
2013,0,7457,Steve Flesch,2.29,60,2600,0,
2013,0,6595,Kevin Sutherland,2.26,129,5700,0,
2013,0,1948,Tim Petrovic,2.23,109,4900,0,1.0
2013,0,26668,Marc Turnesa,2.15,13,600,0,
2013,0,6004,Stephen Ames,2.07,182,8800,0,
2013,0,24663,Y.E. Yang,1.96,182,9300,0,
2013,0,27060,John Mallinger,1.93,112,5800,0,
2013,0,29289,S.Y. Noh,1.93,226,11700,0,1.0
2013,0,1388,Robert Gamez,1.9,21,1100,0,
2013,0,27129,Luke List,1.85,202,10900,0,
2013,0,22961,David Mathis,1.79,197,11000,0,1.0
2013,0,27120,Troy Matteson,1.76,194,11000,0,
2013,0,24140,Sean O'Hair,1.76,183,10400,0,
2013,0,28455,Will Claxton,1.69,186,11000,0,
2013,0,10423,Mike Weir,1.68,173,10300,0,
2013,0,6373,José María Olazábal,1.63,20,1200,0,
2013,0,32698,Bobby Gates,1.62,144,8900,0,1.0
2013,0,20572,Rod Pampling,1.58,109,6900,0,
2013,0,26497,Casey Wittenberg,1.58,199,12600,0,1.0
2013,0,24399,Scott Gardiner,1.55,161,10400,0,
2013,0,28158,Steve Marino,1.52,91,6000,0,
2013,0,28135,Aaron Watkins,1.5,126,8400,0,1.0
2013,0,22295,Darron Stiles,1.41,125,8900,0,
2013,0,20443,Jin Park,1.4,125,8900,0,
2013,0,6621,Joe Durant,1.39,40,2900,0,
2013,0,2256,Tom Watson,1.39,32,2300,0,
2013,0,1717,Sandy Lyle,1.35,16,1200,0,
2013,0,28310,Lee Williams,1.35,134,9900,0,
2013,0,1766,Billy Mayfair,1.34,79,5900,0,1.0
2013,0,25336,Alistair Presnell,1.33,140,10500,0,
2013,0,29720,Andres Gonzales,1.3,96,7400,0,1.0
2013,0,23204,Gary Christian,1.28,52,4100,0,
2013,0,21951,Joey Snyder III,1.25,85,6800,0,
2013,0,10885,Robert Allenby,1.15,129,11200,0,1.0
2013,0,30711,Colt Knost,1.13,130,11500,0,
2013,0,29425,Andrew Svoboda,1.11,89,8000,0,
2013,0,21350,Ryuji Imada,1.09,32,2900,0,
2013,0,1677,Tom Lehman,0.95,11,1100,0,
2013,0,35901,Paul Haley II,0.94,74,7900,0,
2013,0,20105,Jeff Gove,0.93,69,7400,0,
2013,0,2239,Scott Verplank,0.91,57,6300,0,
2013,0,33869,Eric Meierdierks,0.86,72,8400,0,
2013,0,21949,Joe Ogilvie,0.86,58,6700,0,
2013,0,1116,Michael Bradley,0.79,74,9400,0,
2013,0,25457,Alexandre Rocha,0.79,10,1300,0,
2013,0,7013,Wes Short Jr.,0.77,51,6600,0,
2013,0,27141,J.B. Holmes,0.66,17,2500,0,
2013,0,1887,Mark O'Meara,0.62,11,1700,0,
2013,0,26695,Michael Letzig,0.56,41,7400,0,
2013,0,6332,Neal Lancaster,0.54,16,3000,0,
2013,0,12660,Jesper Parnevik,0.34,20,5800,0,
2013,0,1249,John Daly,0.31,18,5800,0,
2013,0,28308,Troy Kelly,0.31,15,4800,0,
2013,0,1577,Lee Janzen,0.16,8,4900,0,
2013,0,9011,David Duval,0.14,5,3200,0,
2013,0,21407,Arjun Atwal,0.12,4,3400,0,
2013,0,11032,Frank Lickliter II,0.08,1,1100,0,
2013,0,21959,Ted Purdy,0.08,1,1100,0,
2013,0,1473,Todd Hamilton,0.06,1,1400,0,
2013,0,10585,Scott McCarron,0.06,2,3300,0,
2012,0,28237,Rory McIlroy,31.45,2092,6650,2,7.0
2012,0,8793,Tiger Woods,27.84,2269,8150,3,6.0
2012,0,25804,Bubba Watson,22.08,1777,8050,1,5.0
2012,0,25686,Jason Dufner,20.79,2110,10150,2,8.0
2012,0,24024,Zach Johnson,18.96,2019,10650,2,6.0
2012,0,23983,Luke Donald,18.1,1294,7150,1,6.0
2012,0,6527,Steve Stricker,17.86,1456,8150,1,7.0
2012,0,22405,Justin Rose,17.5,1426,8150,1,7.0
2012,0,24781,Hunter Mahan,17.13,1739,10150,2,4.0
2012,0,23108,Matt Kuchar,16.58,1600,9650,1,8.0
2012,0,6522,Ernie Els,16.07,1447,9000,1,5.0
2012,0,22621,Ben Curtis,15.83,997,6300,1,3.0
2012,0,29221,Webb Simpson,14.99,1424,9500,1,6.0
2012,0,33141,Keegan Bradley,14.98,1670,11150,1,5.0
2012,0,25345,Carl Pettersson,14.77,1691,11450,1,6.0
2012,0,24502,Adam Scott,14.52,966,6650,0,3.0
2012,0,25572,Graeme McDowell,14.51,1037,7150,0,4.0
2012,0,1810,Phil Mickelson,14.3,1373,9600,1,5.0
2012,0,30925,Dustin Johnson,13.8,1097,7950,1,5.0
2012,0,21209,Sergio Garcia,13.08,935,7150,1,2.0
2012,0,10809,Jim Furyk,12.71,1284,10100,0,5.0
2012,0,27649,Brandt Snedeker,12.51,1194,9550,1,4.0
2012,0,32102,Rickie Fowler,12.27,1246,10150,1,5.0
2012,0,20396,Lee Westwood,11.6,713,6150,0,5.0
2012,0,26329,Louis Oosthuizen,11.38,928,8150,0,3.0
2012,0,24358,Robert Garrigus,11.1,1155,10400,0,5.0
2012,0,24924,Bill Haas,11.09,1181,10650,1,3.0
2012,0,23623,Bo Van Pelt,11.03,1175,10650,0,8.0
2012,0,25818,Scott Piercy,11.01,1304,11850,1,3.0
2012,0,24138,Ian Poulter,10.49,698,6650,0,4.0
2012,0,2294,Willie Wood,10.4,26,250,0,
2012,0,26951,Johnson Wagner,10.05,1181,11750,1,4.0
2012,0,10213,Dicky Pride,9.77,586,6000,0,3.0
2012,0,34174,John Huh,9.72,1123,11550,1,4.0
2012,0,26851,Marc Leishman,9.69,1003,10350,1,2.0
2012,0,27936,Martin Laird,9.62,976,10150,0,3.0
2012,0,30110,Kyle Stanley,9.31,1177,12650,1,2.0
2012,0,20645,John Senden,8.98,867,9650,0,5.0
2012,0,21878,Mark Wilson,8.84,986,11150,1,2.0
2012,0,23541,Ben Crane,8.53,849,9950,0,4.0
2012,0,20160,Charlie Wi,8.34,901,10800,0,3.0
2012,0,20766,Padraig Harrington,8.33,646,7750,0,3.0
2012,0,23135,Tim Clark,8.32,707,8500,0,2.0
2012,0,34021,Bud Cauley,7.87,902,11450,0,5.0
2012,0,25396,Kevin Na,7.81,866,11100,0,6.0
2012,0,28307,Matt Every,7.73,711,9200,0,5.0
2012,0,23320,Ryan Palmer,7.6,745,9800,0,4.0
2012,0,7749,Brett Quigley,7.4,37,500,0,
2012,0,26331,Charl Schwartzel,7.36,519,7050,0,2.0
2012,0,1761,Len Mattiace,7.3,18,250,0,
2012,0,24925,Jonathan Byrd,7.21,732,10150,0,5.0
2012,0,22913,John Rollins,7.01,732,10450,0,5.0
2012,0,29289,S.Y. Noh,6.98,827,11850,0,3.0
2012,0,2206,David Toms,6.88,623,9050,0,4.0
2012,0,22046,Geoff Ogilvy,6.82,624,9150,0,1.0
2012,0,1928,Corey Pavin,6.7,67,1000,0,
2012,0,23638,Brendon de Jonge,6.68,815,12200,0,2.0
2012,0,21528,Henrik Stenson,6.63,394,5950,0,1.0
2012,0,24140,Sean O'Hair,6.57,644,9800,0,2.0
2012,0,26596,Ryan Moore,6.55,635,9700,0,4.0
2012,0,25632,Jimmy Walker,6.52,763,11700,0,4.0
2012,0,27095,Nick Watney,6.51,726,11150,0,3.0
2012,0,27895,Jonas Blixt,6.49,470,7250,0,3.0
2012,0,33419,Cameron Tringale,6.44,689,10700,0,4.0
2012,0,25240,D.A. Points,6.38,714,11200,0,3.0
2012,0,20104,Ken Duke,6.36,776,12200,0,6.0
2012,0,21753,Brian Davis,6.35,728,11450,0,4.0
2012,0,26679,Kevin Stadler,6.29,620,9850,0,3.0
2012,0,22371,Aaron Baddeley,6.26,635,10150,0,3.0
2012,0,27556,Ted Potter Jr.,6.16,647,10500,1,1.0
2012,0,21731,Freddie Jacobson,6.14,500,8150,0,1.0
2012,0,26881,Jarrod Lyle,6.13,199,3250,0,1.0
2012,0,24361,Pat Perez,6.06,603,9950,0,1.0
2012,0,6567,Vijay Singh,6.05,669,11050,0,3.0
2012,0,27466,Spencer Levin,5.98,735,12300,0,3.0
2012,0,25834,Daniel Summerhays,5.97,567,9500,0,4.0
2012,0,32150,Michael Thompson,5.95,634,10650,0,2.0
2012,0,27141,J.B. Holmes,5.92,568,9600,0,2.0
2012,0,28089,Jason Day,5.91,417,7050,0,3.0
2012,0,24357,K.J. Choi,5.88,597,10150,0,2.0
2012,0,23353,J.J. Henry,5.84,713,12200,1,3.0
2012,0,28475,Jeff Overton,5.82,667,11450,0,2.0
2012,0,24490,George McNeill,5.73,599,10450,1,1.0
2012,0,30926,Chris Kirk,5.69,574,10100,0,4.0
2012,0,21961,Charles Howell III,5.64,666,11800,0,1.0
2012,0,1706,Davis Love III,5.61,443,7900,0,2.0
2012,0,25562,Andres Romero,5.51,506,9200,0,2.0
2012,0,12716,Charley Hoffman,5.49,628,11450,0,2.0
2012,0,27933,John Merrick,5.39,572,10600,0,2.0
2012,0,20691,Greg Owen,5.37,556,10350,0,2.0
2012,0,8725,Tom Gillis,5.33,511,9600,0,1.0
2012,0,27060,John Mallinger,5.25,543,10350,0,2.0
2012,0,27120,Troy Matteson,5.22,662,12700,0,3.0
2012,0,23621,Rory Sabbatini,5.22,602,11550,0,2.0
2012,0,20593,Greg Chalmers,5.14,589,11450,0,
2012,0,1226,Fred Couples,5.13,108,2100,0,
2012,0,6214,Guy Boros,5.1,26,500,0,
2012,0,31202,William McGirt,5.08,602,11850,0,2.0
2012,0,20157,Retief Goosen,5.03,330,6550,0,2.0
2012,0,1249,John Daly,5.01,298,5950,0,1.0
2012,0,30692,Scott Stallings,5.01,554,11050,1,2.0
2012,0,23800,Bryce Molder,4.98,495,9950,0,1.0
2012,0,28259,Sangmoon Bae,4.97,604,12150,0,2.0
2012,0,32200,Roberto Castro,4.97,477,9600,0,1.0
2012,0,28455,Will Claxton,4.93,530,10750,0,2.0
2012,0,34099,Harris English,4.9,549,11200,0,3.0
2012,0,1577,Lee Janzen,4.87,219,4500,0,1.0
2012,0,29420,Billy Horschel,4.81,289,6000,0,1.0
2012,0,28500,Martin Flores,4.79,556,11600,0,2.0
2012,0,12510,Chad Campbell,4.72,517,10950,0,2.0
2012,0,1320,Bob Estes,4.67,458,9800,0,1.0
2012,0,29910,Blake Adams,4.5,599,13300,0,2.0
2012,0,27436,Graham DeLaet,4.48,441,9850,0,2.0
2012,0,6621,Joe Durant,4.45,205,4600,0,1.0
2012,0,28308,Troy Kelly,4.45,394,8850,0,1.0
2012,0,27963,Chris Stroud,4.32,484,11200,0,2.0
2012,0,24846,Ricky Barnes,4.31,489,11350,0,1.0
2012,0,1161,Mark Calcavecchia,4.27,68,1600,0,1.0
2012,0,27330,Josh Teater,4.27,506,11850,0,3.0
2012,0,21805,Harrison Frazar,4.2,387,9200,0,2.0
2012,0,27644,Brian Harman,4.13,493,11950,0,
2012,0,26758,David Hearn,4.07,432,10600,0,1.0
2012,0,26289,Boo Weekley,4.05,365,9000,0,2.0
2012,0,20472,Alex Cejka,4.04,166,4100,0,
2012,0,23204,Gary Christian,4.02,422,10500,0,1.0
2012,0,8931,Glen Day,3.98,40,1000,0,
2012,0,2246,Duffy Waldorf,3.96,168,4250,0,
2012,0,19846,Brian Gay,3.91,424,10850,0,2.0
2012,0,22378,Trevor Immelman,3.91,411,10500,0,
2012,0,8075,Jerry Kelly,3.9,385,9850,0,
2012,0,1724,Jeff Maggert,3.9,433,11100,0,1.0
2012,0,20572,Rod Pampling,3.9,398,10200,0,1.0
2012,0,27214,Kevin Streelman,3.87,424,10950,0,3.0
2012,0,6197,Michael Allen,3.81,52,1350,0,1.0
2012,0,10885,Robert Allenby,3.76,417,11100,0,2.0
2012,0,23409,James Driscoll,3.73,408,10950,0,2.0
2012,0,32366,Kevin Chappell,3.71,447,12050,0,1.0
2012,0,1707,Steve Lowery,3.7,9,250,0,
2012,0,20127,Chris Riley,3.61,144,4000,0,
2012,0,1619,Skip Kendall,3.55,71,2000,0,
2012,0,1766,Billy Mayfair,3.54,393,11100,0,1.0
2012,0,30750,Tommy Gainey,3.45,464,13450,0,1.0
2012,0,29518,Brendan Steele,3.44,334,9700,0,3.0
2012,0,19970,Robert Karlsson,3.41,239,7000,0,
2012,0,30711,Colt Knost,3.4,390,11450,0,2.0
2012,0,27064,Jhonattan Vegas,3.4,361,10600,0,2.0
2012,0,1945,Kenny Perry,3.38,85,2500,0,
2012,0,24507,Jason Bohn,3.34,363,10850,0,2.0
2012,0,1473,Todd Hamilton,3.3,110,3350,0,1.0
2012,0,22293,Heath Slocum,3.29,365,11100,0,
2012,0,24663,Y.E. Yang,3.29,351,10650,0,
2012,0,20229,Stewart Cink,3.18,310,9750,0,
2012,0,31323,Gary Woodland,3.17,321,10100,0,
2012,0,23325,Vaughn Taylor,3.12,312,10000,0,
2012,0,24494,Erik Compton,3.11,311,10000,0,
2012,0,2049,Gene Sauers,3.1,16,500,0,
2012,0,23718,Nathan Green,3.06,245,8000,0,1.0
2012,0,20098,Stuart Appleby,3.02,287,9500,0,
2012,0,23548,Bill Lunde,2.99,294,9850,0,
2012,0,1677,Tom Lehman,2.97,25,850,0,
2012,0,12782,Tim Herron,2.96,339,11450,0,
2012,0,23614,Rich Beem,2.94,113,3850,0,
2012,0,35139,Richard Lee,2.91,262,9000,0,
