YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
2010,0,6527,Steve Stricker,3.21,4190234,130500000
2010,0,27408,Martin Kaymer,3.09,2356459,76300000
2010,0,25364,Paul Casey,2.94,3613192,122700000
2010,0,23108,Matt Kuchar,2.81,4910473,174500000
2010,0,30925,Dustin Johnson,2.79,4473121,160100000
2010,0,1810,Phil Mickelson,2.72,3821732,140400000
2010,0,26539,Robert Rock,2.66,186239,7000000
2010,0,10117,Bob Heintz,2.63,355047,13500000
2010,0,23983,Luke Donald,2.62,3665233,139900000
2010,0,29718,Anthony Kim,2.62,2574921,98400000
2010,0,25336,Alistair Presnell,2.52,214300,8500000
2010,0,22405,Justin Rose,2.5,3603330,144300000
2010,0,20157,Retief Goosen,2.47,3218088,130400000
2010,0,25572,Graeme McDowell,2.43,1848636,76100000
2010,0,25804,Bubba Watson,2.24,3198995,142800000
2010,0,28237,Rory McIlroy,2.19,2554278,116500000
2010,0,23135,Tim Clark,2.18,3530000,161600000
2010,0,27770,Camilo Villegas,2.15,3035522,141000000
2010,0,21407,Arjun Atwal,2.09,1507142,72100000
2010,0,24781,Hunter Mahan,2.09,3574547,170800000
2010,0,26331,Charl Schwartzel,2.09,1710844,81900000
2010,0,28475,Jeff Overton,2.07,3456355,167000000
2010,0,10885,Robert Allenby,2.02,2974996,147300000
2010,0,24138,Ian Poulter,1.89,2079663,110200000
2010,0,28089,Jason Day,1.86,2904324,156200000
2010,0,23623,Bo Van Pelt,1.86,3336257,179200000
2010,0,24924,Bill Haas,1.83,2905135,158400000
2010,0,12716,Charley Hoffman,1.77,2559643,145000000
2010,0,22046,Geoff Ogilvy,1.76,2393044,136000000
2010,0,23320,Ryan Palmer,1.76,2985295,169200000
2010,0,24024,Zach Johnson,1.74,2916992,167500000
2010,0,24502,Adam Scott,1.74,2489400,142900000
2010,0,23541,Ben Crane,1.71,2841498,165900000
2010,0,1928,Corey Pavin,1.69,839193,49700000
2010,0,32102,Rickie Fowler,1.64,2857106,173700000
2010,0,27095,Nick Watney,1.54,2536711,164600000
2010,0,24357,K.J. Choi,1.52,2199960,144600000
2010,0,22293,Heath Slocum,1.5,2387682,159100000
2010,0,26596,Ryan Moore,1.47,2374823,161700000
2010,0,8793,Tiger Woods,1.46,1294763,88700000
2010,0,27141,J.B. Holmes,1.43,2386246,166700000
2010,0,24358,Robert Garrigus,1.41,1583274,112100000
2010,0,30926,Chris Kirk,1.36,54480,4000000
2010,0,27936,Martin Laird,1.28,2137926,166500000
2010,0,19970,Robert Karlsson,1.27,1030919,81200000
2010,0,23814,Edoardo Molinari,1.26,770017,61000000
2010,0,20473,Ignacio Garrido,1.25,87839,7000000
2010,0,24507,Jason Bohn,1.24,1904760,154000000
2010,0,23325,Vaughn Taylor,1.21,1838859,152400000
2010,0,25396,Kevin Na,1.18,2021812,171000000
2010,0,25345,Carl Pettersson,1.17,1934462,165500000
2010,0,23638,Brendon de Jonge,1.16,2167976,186200000
2010,0,21731,Freddie Jacobson,1.16,1666252,144200000
2010,0,24748,WC Liang,1.15,315435,27500000
2010,0,24140,Sean O'Hair,1.12,1859039,166500000
2010,0,20766,Padraig Harrington,1.09,1381451,127000000
2010,0,2239,Scott Verplank,1.08,1653189,152500000
2010,0,20098,Stuart Appleby,1.06,1965824,184700000
2010,0,24846,Ricky Barnes,1.04,1835192,176600000
2010,0,24925,Jonathan Byrd,1.04,1534978,146900000
2010,0,20121,Todd Fischer,1.04,31200,3000000
2010,0,26882,Michael Sim,1.04,1338925,128500000
2010,0,20376,Stephen Gallacher,1.03,149244,14500000
2010,0,23788,D.J. Trahan,1.01,1619690,160800000
2010,0,20229,Stewart Cink,1.0,1573634,157500000
2010,0,2206,David Toms,1.0,1590996,159000000
2010,0,25900,Lucas Glover,0.99,1511272,152800000
2010,0,27649,Brandt Snedeker,0.98,1602687,163500000
2010,0,28158,Steve Marino,0.97,1479238,153200000
2010,0,20160,Charlie Wi,0.97,1568490,161800000
2010,0,12602,Dean Wilson,0.96,832639,87000000
2010,0,23621,Rory Sabbatini,0.95,1546807,162900000
2010,0,20848,Ángel Cabrera,0.94,1266438,134600000
2010,0,1226,Fred Couples,0.94,397406,42400000
2010,0,21961,Charles Howell III,0.93,1482208,159100000
2010,0,20104,Ken Duke,0.92,220777,24000000
2010,0,23800,Bryce Molder,0.91,1428436,157500000
2010,0,22792,Peter Hanson,0.9,479574,53500000
2010,0,26851,Marc Leishman,0.9,1488835,165300000
2010,0,27214,Kevin Streelman,0.89,1472347,165700000
2010,0,24663,Y.E. Yang,0.89,1301724,146800000
2010,0,27447,John Ellis,0.88,44000,5000000
2010,0,21209,Sergio Garcia,0.88,936844,105900000
2010,0,25198,Francesco Molinari,0.88,568696,64500000
2010,0,21753,Brian Davis,0.87,1640514,189500000
2010,0,6515,Shaun Micheel,0.87,1025499,117300000
2010,0,1797,Rocco Mediate,0.84,1138065,135800000
2010,0,12652,Cameron Beckman,0.83,1158484,140400000
2010,0,1706,Davis Love III,0.83,1214471,147100000
2010,0,6621,Joe Durant,0.81,788754,96800000
2010,0,19846,Brian Gay,0.81,1521660,188600000
2010,0,6567,Vijay Singh,0.81,1334259,164700000
2010,0,1313,Steve Elkington,0.79,955081,120400000
2010,0,30946,Alex Prugh,0.79,1272604,161200000
2010,0,27072,Alvaro Quiros,0.78,549764,70500000
2010,0,22913,John Rollins,0.77,1182735,153400000
2010,0,25562,Andres Romero,0.77,979168,127100000
2010,0,8375,Paul Stankowski,0.77,666589,86900000
2010,0,8725,Tom Gillis,0.76,1166144,152600000
2010,0,26300,Matt Jones,0.76,1215740,160600000
2010,0,20127,Chris Riley,0.76,1001580,132000000
2010,0,27064,Jhonattan Vegas,0.76,26483,3500000
2010,0,6197,Michael Allen,0.75,726629,96500000
2010,0,6643,Paul Goydos,0.73,1121249,152900000
2010,0,25686,Jason Dufner,0.71,1121693,159100000
2010,0,1945,Kenny Perry,0.71,968810,136600000
2010,0,27466,Spencer Levin,0.7,1199669,171800000
2010,0,22983,Bradley Dredge,0.69,47999,7000000
2010,0,20645,John Senden,0.69,1274054,184100000
2010,0,23481,Marcel Siem,0.69,47999,7000000
2010,0,9011,David Duval,0.68,919583,134400000
2010,0,23548,Bill Lunde,0.68,1075873,158100000
2010,0,21528,Henrik Stenson,0.68,683069,100400000
2010,0,2256,Tom Watson,0.68,149371,22000000
2010,0,24511,Thongchai Jaidee,0.67,414185,62000000
2010,0,19958,Miguel Angel Jiménez,0.67,371249,55000000
2010,0,28087,Kris Blanks,0.66,1109176,167000000
2010,0,23353,J.J. Henry,0.66,1035685,157000000
2010,0,8075,Jerry Kelly,0.66,1136896,171400000
2010,0,27506,Oliver Wilson,0.66,464471,70100000
2010,0,29910,Blake Adams,0.65,963591,148300000
2010,0,11123,Chris Couch,0.65,888145,137600000
2010,0,27436,Graham DeLaet,0.65,954009,147600000
2010,0,1677,Tom Lehman,0.65,356784,54600000
2010,0,28620,Aron Price,0.65,713735,110500000
2010,0,20436,Garrett Willis,0.65,871761,133300000
2010,0,6004,Stephen Ames,0.64,916526,143600000
2010,0,23673,Michael Connell,0.64,846458,131400000
2010,0,21350,Ryuji Imada,0.64,1028867,161500000
2010,0,27963,Chris Stroud,0.63,942081,149300000
2010,0,20593,Greg Chalmers,0.61,989413,161100000
2010,0,23322,Brett Wetterich,0.61,510671,83100000
2010,0,8537,J.P. Hayes,0.6,862521,143100000
2010,0,27797,Derek Lamely,0.6,972959,163200000
2010,0,24361,Pat Perez,0.6,947585,159100000
2010,0,26679,Kevin Stadler,0.6,931720,155600000
2010,0,10860,Justin Leonard,0.59,1026442,173600000
2010,0,27330,Josh Teater,0.59,1005321,170200000
2010,0,25632,Jimmy Walker,0.59,937985,160000000
2010,0,22371,Aaron Baddeley,0.58,879314,152200000
2010,0,12510,Chad Campbell,0.58,971150,168100000
2010,0,22348,Nick O'Hern,0.58,398631,69000000
2010,0,20472,Alex Cejka,0.57,904252,157800000
2010,0,1941,Tom Pernice Jr.,0.57,662728,116500000
2010,0,25240,D.A. Points,0.57,975433,170900000
2010,0,6595,Kevin Sutherland,0.56,818679,146800000
2010,0,25720,Chad Collins,0.55,815959,148100000
2010,0,30004,Ross McGowan,0.55,259722,47500000
2010,0,29221,Webb Simpson,0.55,972960,177700000
2010,0,26287,Roland Thatcher,0.55,796155,144800000
2010,0,26289,Boo Weekley,0.55,872726,158100000
2010,0,22621,Ben Curtis,0.54,812135,150000000
2010,0,6573,Brandt Jobe,0.54,35316,6500000
2010,0,1948,Tim Petrovic,0.54,1028958,189500000
2010,0,23349,Charles Warren,0.54,574613,106600000
2010,0,26500,Alejandro Cañizares,0.53,55955,10600000
2010,0,30909,David Horsey,0.53,84450,16000000
2010,0,1724,Jeff Maggert,0.53,801578,152400000
2010,0,24083,Marcus Fraser,0.52,44000,8500000
2010,0,2214,Kirk Triplett,0.52,258872,50000000
2010,0,21878,Mark Wilson,0.52,789679,151700000
2010,0,26951,Johnson Wagner,0.51,753802,146700000
2010,0,24512,Simon Dyson,0.5,304320,60800000
2010,0,20669,James Kingston,0.5,42250,8500000
2010,0,32640,Troy Merritt,0.49,786975,159100000
2010,0,23497,Tag Ridings,0.49,28594,5800000
2010,0,20498,Briny Baird,0.48,753575,155600000
2010,0,20070,Matt Bettencourt,0.48,855899,178500000
2010,0,1320,Bob Estes,0.48,701158,147100000
2010,0,28307,Matt Every,0.48,456846,95600000
2010,0,30852,Ryo Ishikawa,0.48,336429,70500000
2010,0,25734,Colm Moriarty,0.48,33791,7000000
2010,0,22400,Hennie Otto,0.48,40750,8500000
2010,0,22986,Søren Kjeldsen,0.47,246988,52300000
2010,0,26881,Jarrod Lyle,0.47,422759,90600000
2010,0,1766,Billy Mayfair,0.47,642230,135600000
2010,0,22056,Cameron Percy,0.47,620261,131200000
2010,0,12714,Chris Tidland,0.47,588289,124500000
2010,0,7867,Woody Austin,0.46,727351,158000000
2010,0,26420,Richard Johnson,0.46,678514,146900000
2010,0,24912,Will MacKenzie,0.46,557503,121600000
2010,0,28486,Michael Putnam,0.45,23850,5300000
2010,0,27120,Troy Matteson,0.44,736058,167200000
2010,0,25818,Scott Piercy,0.44,676431,155400000
2010,0,10423,Mike Weir,0.44,559092,128200000
2010,0,25191,Gonzalo Fernandez-Castaño,0.43,99633,23000000
2010,0,10733,Kent Jones,0.43,188746,43500000
2010,0,27060,John Mallinger,0.43,684685,159100000
2010,0,23718,Nathan Green,0.42,636179,151500000
2010,0,20596,Michael Jonzon,0.42,35875,8500000
2010,0,24490,George McNeill,0.42,664852,159800000
2010,0,20686,Jeev Milkha Singh,0.42,420244,99500000
2010,0,1577,Lee Janzen,0.41,603195,146300000
2010,0,10585,Scott McCarron,0.41,642540,158400000
2010,0,20213,Katsumasa Miyamoto,0.41,63500,15500000
2010,0,21633,Steve Allan,0.4,42000,10500000
2010,0,19824,Craig Barlow,0.39,184621,47100000
2010,0,32366,Kevin Chappell,0.39,44000,11200000
2010,0,32495,Rob Grube,0.39,19890,5100000
2010,0,33399,Adam Hadwin,0.39,19890,5100000
2010,0,27768,Brock Mackenzie,0.39,19890,5100000
2010,0,25190,Jeff Quinney,0.39,605863,156300000
2010,0,27933,John Merrick,0.38,658812,172200000
2010,0,27349,Alex Noren,0.38,92250,24000000
2010,0,21949,Joe Ogilvie,0.38,641795,169600000
2010,0,20433,Mark Hensby,0.37,228383,61800000
2010,0,22378,Trevor Immelman,0.37,422169,113500000
2010,0,24957,Simon Khan,0.37,114021,30500000
2010,0,26695,Michael Letzig,0.37,563727,152300000
2010,0,31560,Brian Stuard,0.37,536496,144900000
2010,0,27324,Seungsu Han,0.36,10812,3000000
2010,0,19985,Santiago Luna,0.36,12960,3600000
2010,0,26525,Grégory Bourdy,0.34,54475,16000000
2010,0,23409,James Driscoll,0.34,500622,145400000
2010,0,20859,Anders Hansen,0.34,151000,45000000
2010,0,1619,Skip Kendall,0.34,304438,90600000
2010,0,28780,Nicholas Thompson,0.34,546474,158400000
2010,0,26908,Yuta Ikeda,0.33,263713,79100000
2010,0,26301,James Nitties,0.33,525032,160900000
2010,0,10425,Jay Williamson,0.33,404496,123300000
2010,0,6251,Chris DiMarco,0.32,409203,127400000
2010,0,7457,Steve Flesch,0.32,440373,138400000
2010,0,23540,Jason Allred,0.31,23385,7500000
2010,0,26499,Rafa Cabrera Bello,0.31,23385,7500000
2010,0,20574,Mathew Goggin,0.31,483537,158300000
2010,0,23624,Soren Hansen,0.31,170750,55000000
2010,0,31557,Jim Herman,0.31,23385,7500000
2010,0,12782,Tim Herron,0.31,391499,127500000
2010,0,7749,Brett Quigley,0.31,497294,159700000
2010,0,19825,Darren Clarke,0.3,43274,14500000
2010,0,27896,Ross Fisher,0.29,217795,76400000
2010,0,20378,Mathias Grönberg,0.29,322128,111700000
2010,0,27302,Garth Mulroy,0.29,287117,98500000
2010,0,33464,Danny Wax,0.29,14450,5000000
2010,0,25892,Steve Wheatcroft,0.29,408594,140400000
2010,0,10505,Shane Bertsch,0.28,57107,20500000
2010,0,1116,Michael Bradley,0.28,360843,130700000
2010,0,23307,Roger Tambellini,0.28,370735,132800000
2010,0,28860,Daniel Barbetti,0.27,9481,3500000
2010,0,23699,Danny Chia,0.27,19046,7000000
2010,0,32416,Benjamin Fox,0.27,33540,12600000
2010,0,1388,Robert Gamez,0.27,101700,37300000
2010,0,23465,Peter Gustafsson,0.27,9481,3500000
2010,0,23984,Zane Scotland,0.27,19046,7000000
2010,0,30110,Kyle Stanley,0.27,43090,16000000
2010,0,33419,Cameron Tringale,0.27,302618,110400000
2010,0,32698,Bobby Gates,0.26,34722,13600000
2010,0,28258,K.T. Kim,0.26,38101,14500000
2010,0,2076,Peter Senior,0.26,18047,7000000
2010,0,11032,Frank Lickliter II,0.25,74720,29700000
2010,0,25842,Jon Mills,0.25,12818,5100000
2010,0,29289,S.Y. Noh,0.25,81422,33100000
2010,0,34478,Jerry Richardson Jr.,0.25,12724,5100000
2010,0,26498,Matt Weibring,0.25,128328,51300000
2010,0,19905,Andrew Coltart,0.24,16742,7000000
2010,0,28500,Martin Flores,0.24,318673,135400000
2010,0,12823,Carlos Franco,0.24,123230,51300000
2010,0,12705,Cliff Kresge,0.24,199583,82600000
2010,0,12682,Hirofumi Miyase,0.24,17126,7000000
2010,0,20935,Toru Taniguchi,0.24,34719,14500000
2010,0,27821,Steven Tiley,0.24,17126,7000000
2010,0,24461,Thomas Aiken,0.23,16358,7000000
2010,0,6034,Marco Dawson,0.23,108160,46400000
2010,0,24503,Jeff Klauk,0.23,173676,76800000
2010,0,33204,Shane Lowry,0.23,33791,14500000
2010,0,29223,Sam Saunders,0.23,95226,40800000
2010,0,20367,Fredrik Andersson Hed,0.22,31842,14500000
2010,0,24786,Jeff Burns,0.22,13237,6100000
2010,0,24494,Erik Compton,0.22,77245,35600000
2010,0,30924,Rhys Davies,0.22,66511,30500000
2010,0,8931,Glen Day,0.22,147776,65700000
2010,0,25457,Alexandre Rocha,0.22,12040,5600000
2010,0,23614,Rich Beem,0.21,128877,60200000
2010,0,6214,Guy Boros,0.21,54832,25800000
2010,0,29222,Billy Hurley III,0.21,8560,4000000
2010,0,20572,Rod Pampling,0.21,299263,143000000
2010,0,21660,Jason Schultz,0.21,13845,6500000
2010,0,8385,Omar Uresti,0.21,283455,137900000
2010,0,25349,Tim Wilkinson,0.21,160705,78200000
2010,0,31323,Gary Woodland,0.21,95814,45200000
2010,0,20850,Daniel Chopra,0.2,311405,153300000
2010,0,21805,Harrison Frazar,0.2,201280,100300000
2010,0,1381,Fred Funk,0.2,77802,39500000
2010,0,29461,Jamie Lovemark,0.2,45400,22200000
2010,0,10217,Warren Schutte,0.2,8471,4300000
2010,0,26497,Casey Wittenberg,0.2,11200,5600000
2010,0,1042,Paul Azinger,0.19,9486,5100000
2010,0,25431,Rob Labritz,0.19,14150,7500000
2010,0,33168,Michael O'Neal,0.19,18424,9600000
2010,0,21959,Ted Purdy,0.19,307676,162500000
2010,0,7707,Mike Small,0.19,69665,37100000
2010,0,33120,Mark Anderson,0.18,10203,5700000
2010,0,20567,Kevin Hayashi,0.18,9900,5500000
2010,0,20691,Greg Owen,0.18,268835,151300000
2010,0,10213,Dicky Pride,0.18,40120,21800000
2010,0,29425,Andrew Svoboda,0.18,10556,5800000
2010,0,33788,Blake Trimble,0.18,9752,5300000
2010,0,28302,Matthew Richardson,0.17,13023,7500000
2010,0,22946,Henrik Bjornstad,0.16,215911,132500000
2010,0,34257,Jason Preeo,0.16,11707,7500000
2010,0,25450,Ty Tryon,0.16,12293,7500000
2010,0,31114,Drew Weaver,0.16,17365,11100000
2010,0,23613,Rich Barcelo,0.15,188890,129300000
2010,0,1249,John Daly,0.15,158585,109100000
2010,0,8635,Colin Montgomerie,0.15,30977,20500000
2010,0,22892,Jason Gore,0.14,77211,55900000
2010,0,20094,Jonathan Kaye,0.14,38989,27800000
2010,0,7363,Craig Bowden,0.13,140935,104700000
2010,0,1161,Mark Calcavecchia,0.13,119979,92600000
2010,0,32874,Erick Justesen,0.13,15651,12500000
2010,0,7235,John Morse,0.13,28998,22300000
2010,0,26476,Chez Reavie,0.13,112993,85900000
2010,0,23633,Phil Schmitt,0.13,12544,10000000
2010,0,1175,Jim Carter,0.12,29285,23800000
2010,0,12662,Thomas Levet,0.12,12960,10600000
2010,0,12680,Shigeki Maruyama,0.12,22440,19000000
2010,0,1978,Fran Quinn,0.12,45096,36400000
2010,0,22000,Chris Wood,0.12,45000,36300000
2010,0,1157,Tom Byrum,0.11,13420,12700000
2010,0,19881,Robert Damron,0.11,17446,16200000
2010,0,33140,Alex Hamilton,0.11,10835,10000000
2010,0,25972,Pablo Martin Benavides,0.11,11707,11100000
2010,0,31141,Gareth Maybin,0.11,16672,14500000
2010,0,20663,Brenden Pappas,0.11,133584,121100000
2010,0,1553,John Huston,0.1,69248,70400000
2010,0,27613,David Lutterus,0.1,123168,126800000
2010,0,31437,Chris Rogers,0.1,11704,11600000
2010,0,12663,Phil Tataurangi,0.1,19449,18800000
2010,0,12755,Vance Veazey,0.1,111369,116300000
2010,0,32532,Manuel Villegas,0.1,9481,9100000
2010,0,2294,Willie Wood,0.1,6540,6600000
2010,0,23048,Eric Axley,0.09,24124,27300000
2010,0,1707,Steve Lowery,0.09,118601,131600000
2010,0,1761,Len Mattiace,0.09,22200,25400000
2010,0,25398,Ryuichi Oda,0.09,11165,12500000
2010,0,12388,Michael Clark II,0.08,21044,25800000
2010,0,20105,Jeff Gove,0.08,92154,108900000
2010,0,32617,Jerod Turner,0.08,91343,111400000
2010,0,27124,Chris Baryla,0.07,24254,34900000
2010,0,29285,Brent Delahoussaye,0.07,69708,104100000
2010,0,1374,Robin Freeman,0.07,13062,18300000
2010,0,21284,Hiroyuki Fujita,0.07,18368,26000000
2010,0,32831,Aaron Goldberg,0.07,10615,15600000
2010,0,1473,Todd Hamilton,0.07,77608,105900000
2010,0,1685,J.L. Lewis,0.07,12960,19700000
2010,0,23778,Brad Adamonis,0.06,12060,21900000
2010,0,24227,Justin Bolli,0.06,73990,115600000
2010,0,1132,Mark Brooks,0.06,46360,72100000
2010,0,26392,Chris Wilson,0.06,76481,132300000
2010,0,1329,Brad Faxon,0.05,55482,122500000
2010,0,1385,Jim Gallagher Jr.,0.05,6552,12200000
2010,0,6514,Kevin Johnson,0.05,69806,134600000
2010,0,6012,Greg Kraft,0.05,52176,110200000
2010,0,24449,Parker McLachlin,0.05,53291,106300000
2010,0,22122,Andrew McLardy,0.05,53106,104200000
2010,0,2106,Chris Smith,0.05,23400,48100000
2010,0,1035,Tommy Armour III,0.04,11130,29000000
2010,0,8339,Spike McRoy,0.04,6840,18300000
2010,0,33451,Matt Hill,0.03,7305,25400000
2010,0,12660,Jesper Parnevik,0.03,9165,26900000
2010,0,26668,Marc Turnesa,0.03,10158,38700000
2009,0,8793,Tiger Woods,8.53,10508163,123119273
2009,0,2256,Tom Watson,5.42,732603,13519273
2009,0,6527,Steve Stricker,4.22,6332634,150219273
2009,0,1810,Phil Mickelson,4.15,5332753,128500000
2009,0,21528,Henrik Stenson,3.61,2697809,74819273
2009,0,22000,Chris Wood,3.06,428441,14019273
2009,0,25364,Paul Casey,3.02,2582181,85619273
2009,0,24140,Sean O'Hair,2.74,4316490,157819273
2009,0,22046,Geoff Ogilvy,2.74,3866268,141219273
2009,0,1945,Kenny Perry,2.73,4445560,163119273
2009,0,24024,Zach Johnson,2.71,4714811,173719273
2009,0,10809,Jim Furyk,2.51,3946513,157019273
2009,0,24663,Y.E. Yang,2.32,3489514,150700000
2009,0,20157,Retief Goosen,2.31,3232649,139819273
2009,0,20396,Lee Westwood,2.31,1379963,59719273
2009,0,25900,Lucas Glover,2.21,3692578,167019273
2009,0,20848,Ángel Cabrera,2.17,2625471,121119273
2009,0,27095,Nick Watney,2.02,3221417,159319273
2009,0,24138,Ian Poulter,1.97,2431000,123519273
2009,0,19846,Brian Gay,1.9,3201292,168219273
2009,0,20766,Padraig Harrington,1.86,2628374,141019273
2009,0,20229,Stewart Cink,1.85,2821029,152519273
2009,0,29461,Jamie Lovemark,1.82,453872,25000000
2009,0,2206,David Toms,1.81,3047194,168219273
2009,0,30925,Dustin Johnson,1.75,2977898,169919273
2009,0,25396,Kevin Na,1.74,2724823,156700000
2009,0,24781,Hunter Mahan,1.73,2941345,170319273
2009,0,32102,Rickie Fowler,1.71,571090,33400000
2009,0,23108,Matt Kuchar,1.68,2489192,148119273
2009,0,23621,Rory Sabbatini,1.66,2752289,165919273
2009,0,8075,Jerry Kelly,1.63,2562645,156900000
2009,0,24461,Thomas Aiken,1.62,339671,21019273
2009,0,6522,Ernie Els,1.6,2147155,133819273
2009,0,28237,Rory McIlroy,1.54,1239110,80519273
2009,0,23983,Luke Donald,1.5,2174943,145219273
2009,0,27896,Ross Fisher,1.5,1142546,76019273
2009,0,23135,Tim Clark,1.47,2235100,152219273
2009,0,10423,Mike Weir,1.45,2379420,164119273
2009,0,6004,Stephen Ames,1.43,2131536,149519273
2009,0,25686,Jason Dufner,1.4,2190791,156000000
2009,0,22913,John Rollins,1.4,2269474,162600000
2009,0,2239,Scott Verplank,1.39,2092110,150700000
2009,0,26596,Ryan Moore,1.37,2222869,161700000
2009,0,29718,Anthony Kim,1.32,1972154,149919273
2009,0,10860,Justin Leonard,1.3,2232374,171219273
2009,0,10885,Robert Allenby,1.29,1890943,146219273
2009,0,20645,John Senden,1.29,2305490,178719273
2009,0,22293,Heath Slocum,1.26,2195565,174100000
2009,0,27770,Camilo Villegas,1.26,1804978,143119273
2009,0,25198,Francesco Molinari,1.24,304367,24519273
2009,0,28158,Steve Marino,1.23,2161537,175819273
2009,0,28089,Jason Day,1.21,1251218,103100000
2009,0,20218,Shingo Katayama,1.19,544500,45600000
2009,0,24361,Pat Perez,1.19,1720358,145100000
2009,0,23800,Bryce Molder,1.18,1381209,117019273
2009,0,1226,Fred Couples,1.17,1197970,102100000
2009,0,12716,Charley Hoffman,1.15,1894924,164819273
2009,0,27506,Oliver Wilson,1.14,756772,66319273
2009,0,21878,Mark Wilson,1.13,1838412,162200000
2009,0,26851,Marc Leishman,1.11,1742240,157000000
2009,0,23623,Bo Van Pelt,1.11,1945305,175400000
2009,0,32366,Kevin Chappell,1.07,197487,18400000
2009,0,6643,Paul Goydos,1.07,1619917,150819273
2009,0,27060,John Mallinger,1.07,1717136,161000000
2009,0,12510,Chad Campbell,1.04,1725236,165519273
2009,0,21961,Charles Howell III,1.03,1804457,174719273
2009,0,23624,Soren Hansen,1.02,617534,60319273
2009,0,21209,Sergio Garcia,1.01,1212521,120519273
2009,0,23541,Ben Crane,1.0,1667082,166719273
2009,0,22986,Søren Kjeldsen,1.0,557668,56019273
2009,0,21753,Brian Davis,0.99,1874317,188400000
2009,0,27936,Martin Laird,0.99,1349353,136619273
2009,0,6373,José María Olazábal,0.99,239629,24300000
2009,0,24490,George McNeill,0.98,1439218,147600000
2009,0,27649,Brandt Snedeker,0.97,1483554,153019273
2009,0,25572,Graeme McDowell,0.96,780140,81419273
2009,0,1706,Davis Love III,0.94,1622397,172419273
2009,0,22792,Peter Hanson,0.93,357958,38519273
2009,0,25804,Bubba Watson,0.93,1430242,154519273
2009,0,12680,Shigeki Maruyama,0.92,256330,27900000
2009,0,24925,Jonathan Byrd,0.91,1316769,144800000
2009,0,20121,Todd Fischer,0.9,136701,15200000
2009,0,7749,Brett Quigley,0.88,1412778,159800000
2009,0,6567,Vijay Singh,0.88,1276813,145419273
2009,0,27933,John Merrick,0.87,1438890,165700000
2009,0,27120,Troy Matteson,0.86,1466066,170500000
2009,0,1948,Tim Petrovic,0.86,1551866,179600000
2009,0,24924,Bill Haas,0.85,1425416,167300000
2009,0,20669,James Kingston,0.85,127935,15019273
2009,0,26679,Kevin Stadler,0.85,925513,108300000
2009,0,23409,James Driscoll,0.84,807577,95819273
2009,0,19958,Miguel Angel Jiménez,0.83,493681,59619273
2009,0,25240,D.A. Points,0.83,1320020,158800000
2009,0,27797,Derek Lamely,0.82,58187,7100000
2009,0,1761,Len Mattiace,0.82,49742,6100000
2009,0,20160,Charlie Wi,0.82,1375096,168500000
2009,0,23718,Nathan Green,0.8,1436339,178800000
2009,0,21731,Freddie Jacobson,0.8,1189992,149019273
2009,0,27408,Martin Kaymer,0.8,656406,81719273
2009,0,20686,Jeev Milkha Singh,0.8,824436,102500000
2009,0,1527,Scott Hoch,0.79,31657,4000000
2009,0,26287,Roland Thatcher,0.78,681630,87600000
2009,0,24507,Jason Bohn,0.77,1159935,150400000
2009,0,1116,Michael Bradley,0.77,727787,94000000
2009,0,27141,J.B. Holmes,0.77,1219532,158419273
2009,0,7867,Woody Austin,0.76,1137330,149600000
2009,0,20593,Greg Chalmers,0.76,1058285,139500000
2009,0,1320,Bob Estes,0.76,1079926,142000000
2009,0,22405,Justin Rose,0.76,1125516,148619273
2009,0,27124,Chris Baryla,0.75,123037,16300000
2009,0,24503,Jeff Klauk,0.75,1243692,165900000
2009,0,26289,Boo Weekley,0.75,1107446,147719273
2009,0,23325,Vaughn Taylor,0.74,1178281,158600000
2009,0,20940,Kenichi Kuboya,0.73,47793,6519273
2009,0,23533,Anthony Kang,0.71,60000,8500000
2009,0,29221,Webb Simpson,0.71,1249673,176900000
2009,0,6595,Kevin Sutherland,0.71,1218601,172319273
2009,0,20498,Briny Baird,0.7,1186980,168819273
2009,0,23353,J.J. Henry,0.7,1161640,165400000
2009,0,28475,Jeff Overton,0.7,1193344,169419273
2009,0,1577,Lee Janzen,0.69,871185,126200000
2009,0,26300,Matt Jones,0.69,593311,86300000
2009,0,20472,Alex Cejka,0.68,953662,141100000
2009,0,20574,Mathew Goggin,0.67,1118844,165919273
2009,0,1823,Larry Mize,0.67,46575,7000000
2009,0,22348,Nick O'Hern,0.67,1074214,159200000
2009,0,24357,K.J. Choi,0.66,968504,146519273
2009,0,25818,Scott Piercy,0.66,1032713,157300000
2009,0,21207,José Manuel Lara,0.65,72000,11100000
2009,0,20572,Rod Pampling,0.65,956896,148119273
2009,0,22621,Ben Curtis,0.64,799522,124819273
2009,0,25562,Andres Romero,0.63,789304,125319273
2009,0,10585,Scott McCarron,0.62,980816,158300000
2009,0,26882,Michael Sim,0.62,130188,21000000
2009,0,23725,Brendan Jones,0.61,98112,16000000
2009,0,27302,Garth Mulroy,0.61,52000,8500000
2009,0,1161,Mark Calcavecchia,0.6,787343,131219273
2009,0,26301,James Nitties,0.6,931530,156000000
2009,0,24502,Adam Scott,0.6,783137,129719273
2009,0,27214,Kevin Streelman,0.6,1007440,169300000
2009,0,20436,Garrett Willis,0.6,164905,27600000
