YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
2016,160,0,8075,Jerry Kelly,"88' 1""","5459' 2""",62
2016,161,0,25364,Paul Casey,"88' 0""","4753' 4""",54
2016,162,0,34265,Will Wilcox,"87' 11""","4922' 5""",56
2016,163,0,34261,Scott Langley,"87' 10""",4478',51
2016,164,0,25396,Kevin Na,"87' 4""","5676' 7""",65
2016,165,0,12510,Chad Campbell,"87' 1""","6963' 7""",80
2016,165,0,33122,Russell Knox,"87' 1""","6357' 5""",73
2016,167,0,25720,Chad Collins,"87' 0""","5219' 7""",60
2016,168,0,20104,Ken Duke,"86' 4""","5182' 0""",60
2016,169,0,31557,Jim Herman,"85' 6""","5730' 9""",67
2016,170,0,25834,Daniel Summerhays,"85' 5""","6919' 4""",81
2016,171,0,45526,Abraham Ancer,"85' 0""","2720' 1""",32
2016,171,0,25686,Jason Dufner,"85' 0""","7138' 8""",84
2016,173,0,30711,Colt Knost,"84' 1""","6473' 1""",77
2016,174,0,25900,Lucas Glover,"83' 11""","6124' 1""",73
2016,175,0,20572,Rod Pampling,"83' 7""","2924' 5""",35
2016,176,0,10213,Dicky Pride,"83' 3""",3580',43
2016,177,0,34431,Robert Streb,"83' 1""","5814' 4""",70
2016,178,0,24490,George McNeill,"82' 6""","3960' 6""",48
2016,179,0,27466,Spencer Levin,"81' 11""","7290' 9""",89
2016,180,0,10809,Jim Furyk,"81' 4""","3008' 3""",37
2016,181,0,23800,Bryce Molder,"80' 10""",5822',72
2016,182,0,27942,Rob Oppenheim,"80' 6""",3943',49
2016,183,0,26289,Boo Weekley,"76' 8""","5829' 8""",76
2016,184,0,29974,Branden Grace,"72' 10""","2841' 1""",39
2016,185,0,24846,Ricky Barnes,"72' 8""","5450' 6""",75
2015,1,0,33448,Justin Thomas,"132' 8""",3534',102
2015,2,0,36699,Patrick Rodgers,"130' 9""","6012' 9""",46
2015,3,0,33141,Keegan Bradley,"125' 3""","270' 11""",82
2015,4,0,27141,J.B. Holmes,"125' 2""","8636' 5""",69
2015,5,0,1810,Phil Mickelson,"122' 1""","6224' 6""",51
2015,6,0,12716,Charley Hoffman,"121' 4""","70' 1""",83
2015,7,0,20766,Padraig Harrington,"119' 6""","6811' 0""",57
2015,8,0,30946,Alex Prugh,"119' 3""",9537',80
2015,9,0,32448,James Hahn,"118' 5""",9001',76
2015,10,0,32102,Rickie Fowler,"118' 4""",7693',65
2015,11,0,30925,Dustin Johnson,"118' 0""","5780' 6""",49
2015,12,0,36689,Brooks Koepka,"117' 9""","9891' 3""",84
2015,13,0,28089,Jason Day,"117' 8""","7175' 6""",61
2015,14,0,32150,Michael Thompson,"117' 6""","9751' 6""",83
2015,15,0,27436,Graham DeLaet,"117' 3""",6098',52
2015,16,0,34264,Hudson Swafford,"116' 11""","52' 8""",86
2015,17,0,33461,Morgan Hoffmann,"116' 5""","9079' 3""",78
2015,18,0,29725,Tony Finau,"116' 2""","807' 3""",93
2015,19,0,25818,Scott Piercy,"115' 11""","9969' 5""",86
2015,20,0,23320,Ryan Palmer,"113' 9""",7506',66
2015,21,0,34046,Jordan Spieth,"113' 3""","7698' 7""",68
2015,22,0,34098,Russell Henley,"112' 9""","9471' 0""",84
2015,23,0,29289,S.Y. Noh,"112' 5""","6518' 7""",58
2015,23,0,33486,Roger Sloan,"112' 5""","4721' 7""",42
2015,23,0,28780,Nicholas Thompson,"112' 5""",9219',82
2015,26,0,32366,Kevin Chappell,"111' 6""","6914' 3""",62
2015,27,0,29223,Sam Saunders,"111' 5""","7907' 9""",71
2015,28,0,33667,Carlos Ortiz,"111' 3""","795' 1""",97
2015,29,0,25493,Nick Taylor,"110' 9""","9857' 4""",89
2015,30,0,29926,Danny Lee,"110' 5""","2148' 2""",110
2015,31,0,1706,Davis Love III,"110' 1""","4734' 0""",43
2015,31,0,24140,Sean O'Hair,"110' 1""","7923' 5""",72
2015,33,0,20157,Retief Goosen,"110' 0""",7808',71
2015,34,0,29518,Brendan Steele,"109' 6""","9967' 6""",91
2015,35,0,22405,Justin Rose,"109' 4""",5794',53
2015,36,0,28307,Matt Every,"109' 1""","7415' 5""",68
2015,37,0,32640,Troy Merritt,"108' 9""","8697' 5""",80
2015,38,0,34563,Chesson Hadley,"108' 4""","9205' 0""",85
2015,39,0,21209,Sergio Garcia,"108' 3""","4438' 7""",41
2015,39,0,27936,Martin Laird,"108' 3""",7254',67
2015,41,0,25632,Jimmy Walker,"107' 7""","7636' 2""",71
2015,42,0,30736,Oscar Fraustro,"107' 5""","4081' 9""",38
2015,43,0,23983,Luke Donald,"107' 4""","5473' 8""",51
2015,43,0,34099,Harris English,"107' 4""","515' 0""",98
2015,43,0,24358,Robert Garrigus,"107' 4""","5366' 9""",50
2015,46,0,22046,Geoff Ogilvy,"107' 2""","4287' 3""",40
2015,47,0,33399,Adam Hadwin,"106' 10""","9510' 9""",89
2015,48,0,22371,Aaron Baddeley,"106' 4""","4253' 1""",40
2015,49,0,21878,Mark Wilson,"106' 3""","8714' 9""",82
2015,50,0,32334,Charlie Beljan,"106' 2""","6052' 4""",57
2015,51,0,34409,David Lingmerth,"106' 0""","9115' 3""",86
2015,51,0,30692,Scott Stallings,"106' 0""",5511',52
2015,53,0,22892,Jason Gore,"105' 10""","6775' 0""",64
2015,54,0,32839,Hideki Matsuyama,"105' 9""","8881' 8""",84
2015,55,0,20848,Ángel Cabrera,"105' 8""","5285' 2""",50
2015,56,0,23108,Matt Kuchar,"105' 7""","9185' 4""",87
2015,57,0,40026,Daniel Berger,"105' 4""","7164' 0""",68
2015,58,0,31323,Gary Woodland,"105' 0""","6196' 2""",59
2015,59,0,33419,Cameron Tringale,"104' 11""",9024',86
2015,60,0,35545,Blayne Barber,"104' 7""","7217' 9""",69
2015,61,0,30944,Jason Kokrak,"104' 6""","8779' 2""",84
2015,61,0,24781,Hunter Mahan,"104' 6""","7525' 5""",72
2015,63,0,26758,David Hearn,"104' 3""","9799' 2""",94
2015,64,0,6567,Vijay Singh,"104' 2""","7501' 3""",72
2015,65,0,27214,Kevin Streelman,"104' 1""","8431' 7""",81
2015,66,0,24024,Zach Johnson,"104' 0""","8941' 5""",86
2015,67,0,24924,Bill Haas,"103' 11""","8208' 8""",79
2015,68,0,39977,Max Homa,"103' 9""","6433' 3""",62
2015,69,0,29420,Billy Horschel,"103' 6""","8904' 0""",86
2015,70,0,6522,Ernie Els,"103' 4""",3823',37
2015,70,0,22056,Cameron Percy,"103' 4""","6715' 9""",65
2015,72,0,24925,Jonathan Byrd,"103' 0""","5767' 1""",56
2015,73,0,35539,Luke Guthrie,"102' 10""","8022' 6""",78
2015,74,0,25804,Bubba Watson,"102' 9""",5344',52
2015,75,0,33418,Shawn Stefani,"102' 3""","9303' 3""",91
2015,76,0,28500,Martin Flores,"101' 11""","9069' 3""",89
2015,77,0,32200,Roberto Castro,"101' 10""","3870' 0""",38
2015,78,0,27895,Jonas Blixt,"101' 8""","5896' 8""",58
2015,78,0,34174,John Huh,"101' 8""","1186' 2""",110
2015,78,0,31193,Jim Renner,"101' 8""","5896' 9""",58
2015,78,0,25892,Steve Wheatcroft,"101' 8""","9153' 5""",90
2015,82,0,29720,Andres Gonzales,"101' 6""",8829',87
2015,83,0,26476,Chez Reavie,"101' 3""","6077' 0""",60
2015,84,0,25562,Andres Romero,"101' 2""","4958' 3""",49
2015,84,0,27095,Nick Watney,"101' 2""","8901' 3""",88
2015,86,0,25274,Steven Bowditch,"101' 1""","7' 8""",99
2015,87,0,21753,Brian Davis,"101' 0""","8282' 2""",82
2015,88,0,26851,Marc Leishman,"100' 11""","6360' 0""",63
2015,88,0,29221,Webb Simpson,"100' 11""","6961' 8""",69
2015,90,0,23353,J.J. Henry,"100' 10""",7262',72
2015,90,0,23621,Rory Sabbatini,"100' 10""","7461' 5""",74
2015,90,0,28132,Tyrone Van Aswegen,"100' 10""","3832' 2""",38
2015,93,0,20472,Alex Cejka,"100' 6""","8239' 7""",82
2015,94,0,40058,Zac Blair,"100' 0""","98' 2""",101
2015,94,0,25198,Francesco Molinari,"100' 0""","4998' 8""",50
2015,96,0,27064,Jhonattan Vegas,"99' 4""","7548' 0""",76
2015,97,0,25345,Carl Pettersson,"99' 2""","311' 8""",104
2015,97,0,23623,Bo Van Pelt,"99' 2""","7237' 6""",73
2015,99,0,27963,Chris Stroud,"98' 11""","7122' 3""",72
2015,100,0,25240,D.A. Points,"98' 9""","5332' 6""",54
2015,101,0,36801,Mark Hubbard,"98' 7""","6311' 1""",64
2015,102,0,20396,Lee Westwood,"98' 4""","4030' 2""",41
2015,103,0,23548,Bill Lunde,"98' 2""","3828' 0""",39
2015,104,0,34256,Andrew Putnam,"98' 1""","5786' 5""",59
2015,105,0,37454,Whee Kim,"98' 0""","5388' 8""",55
2015,106,0,27644,Brian Harman,"97' 11""","8128' 0""",83
2015,106,0,28475,Jeff Overton,"97' 11""","8221' 9""",84
2015,108,0,20771,Steven Alker,"97' 9""","5765' 6""",59
2015,109,0,34262,Jon Curran,"97' 8""","7130' 0""",73
2015,110,0,35532,Tom Hoge,"97' 7""",6535',67
2015,111,0,25364,Paul Casey,"97' 1""","6117' 9""",63
2015,112,0,27649,Brandt Snedeker,"96' 11""","9013' 6""",93
2015,113,0,20645,John Senden,"96' 8""","5801' 5""",60
2015,114,0,26951,Johnson Wagner,"96' 6""","5114' 3""",53
2015,115,0,24502,Adam Scott,"96' 5""",3374',35
2015,115,0,2206,David Toms,"96' 5""","5879' 6""",61
2015,117,0,29222,Billy Hurley III,"96' 4""","6842' 4""",71
2015,118,0,29478,Kevin Kisner,"96' 1""","471' 2""",109
2015,119,0,30852,Ryo Ishikawa,"95' 11""","8537' 6""",89
2015,120,0,26300,Matt Jones,"95' 10""","6610' 2""",69
2015,120,0,34360,Patrick Reed,"95' 10""","7951' 9""",83
2015,122,0,28259,Sangmoon Bae,"95' 5""","9253' 1""",97
2015,123,0,25191,Gonzalo Fernandez-Castaño,"95' 3""","6192' 8""",65
2015,123,0,35541,John Peterson,"95' 3""","8759' 4""",92
2015,125,0,26329,Louis Oosthuizen,"95' 2""","4284' 3""",45
2015,126,0,29535,Brice Garnett,"95' 1""","6562' 8""",69
2015,127,0,29479,Scott Brown,"95' 0""",7982',84
2015,128,0,30926,Chris Kirk,"94' 7""","5862' 1""",62
2015,129,0,24357,K.J. Choi,"94' 5""","5096' 8""",54
2015,130,0,29476,Kyle Reifers,"94' 3""","7444' 0""",79
2015,131,0,26596,Ryan Moore,"93' 9""","6375' 7""",68
2015,132,0,25349,Tim Wilkinson,"93' 5""","5417' 8""",58
2015,133,0,31557,Jim Herman,"93' 3""","7923' 6""",85
2015,134,0,29425,Andrew Svoboda,"93' 2""","6988' 0""",75
2015,135,0,25900,Lucas Glover,"92' 11""","7525' 4""",81
2015,135,0,24138,Ian Poulter,"92' 11""",4925',53
2015,137,0,28679,Fabián Gómez,"92' 8""","6857' 2""",74
2015,137,0,28486,Michael Putnam,"92' 8""","6486' 4""",70
2015,139,0,35451,Scott Pinckney,"92' 6""","7495' 9""",81
2015,140,0,20229,Stewart Cink,"92' 4""","6093' 7""",66
2015,140,0,22293,Heath Slocum,"92' 4""",3877',42
2015,142,0,24494,Erik Compton,"92' 2""",7463',81
2015,142,0,23541,Ben Crane,"92' 2""","4885' 1""",53
2015,144,0,24361,Pat Perez,"92' 1""","8014' 9""",87
2015,145,0,26331,Charl Schwartzel,"91' 11""","3767' 5""",41
2015,146,0,31560,Brian Stuard,"91' 5""","8589' 5""",94
2015,147,0,37273,Derek Ernst,"91' 2""","6381' 3""",70
2015,148,0,33413,Ben Martin,"90' 11""","8091' 5""",89
2015,149,0,30927,Brendon Todd,"90' 10""","7358' 3""",81
2015,150,0,10885,Robert Allenby,"90' 9""","5083' 5""",56
2015,151,0,10809,Jim Furyk,"90' 8""","4715' 9""",52
2015,151,0,21961,Charles Howell III,"90' 8""","9612' 1""",106
2015,153,0,25369,Jamie Donaldson,"90' 7""","4075' 0""",45
2015,154,0,34261,Scott Langley,"90' 6""","7057' 8""",78
2015,155,0,12510,Chad Campbell,"90' 2""",9105',101
2015,156,0,23638,Brendon de Jonge,"89' 7""","9134' 5""",102
2015,157,0,24507,Jason Bohn,"89' 6""","8860' 3""",99
2015,158,0,20691,Greg Owen,"89' 0""","4449' 9""",50
2015,159,0,27770,Camilo Villegas,"87' 7""","7357' 5""",84
2015,160,0,31416,Derek Fathauer,"87' 6""",5860',67
2015,160,0,21528,Henrik Stenson,"87' 6""",2537',29
2015,162,0,24490,George McNeill,"87' 3""","7066' 6""",81
2015,163,0,30711,Colt Knost,"86' 10""","7471' 0""",86
2015,164,0,34265,Will Wilcox,"86' 8""","3725' 8""",43
2015,165,0,20593,Greg Chalmers,"86' 6""","3719' 1""",43
2015,166,0,34130,Sung Joon Park,"86' 3""","5694' 4""",66
2015,167,0,34431,Robert Streb,"85' 5""","9229' 3""",108
2015,168,0,31202,William McGirt,"84' 6""","9298' 8""",110
2015,169,0,23800,Bryce Molder,"84' 5""","7092' 3""",84
2015,170,0,23048,Eric Axley,"84' 4""",4046',48
2015,171,0,10860,Justin Leonard,"84' 1""","5045' 5""",60
2015,172,0,27933,John Merrick,"84' 0""",5124',61
2015,173,0,25720,Chad Collins,"83' 11""","5958' 7""",71
2015,174,0,25834,Daniel Summerhays,"83' 1""",6809',82
2015,175,0,25686,Jason Dufner,"82' 2""","4603' 3""",56
2015,176,0,25396,Kevin Na,"81' 11""","6472' 6""",79
2015,176,0,26289,Boo Weekley,"81' 11""",5160',63
2015,178,0,8075,Jerry Kelly,"81' 6""","5702' 7""",70
2015,179,0,33122,Russell Knox,"79' 4""","7850' 2""",99
2015,180,0,28023,Byron Smith,"79' 3""","3248' 5""",41
2015,181,0,34358,Jonathan Randolph,"77' 11""",4906',63
2015,182,0,27466,Spencer Levin,"76' 5""","7413' 0""",97
2015,183,0,20104,Ken Duke,"75' 8""","6813' 4""",90
2015,184,0,24846,Ricky Barnes,"72' 2""","4041' 7""",56
2014,1,0,29461,Jamie Lovemark,"126' 1""","5548' 1""",44
2014,2,0,28089,Jason Day,"124' 11""","3498' 1""",28
2014,3,0,35300,Andrew Loupe,"123' 1""","5293' 1""",43
2014,4,0,32102,Rickie Fowler,"123' 0""","7749' 2""",63
2014,5,0,12716,Charley Hoffman,"122' 10""","9949' 2""",81
2014,6,0,27141,J.B. Holmes,"121' 6""","7897' 3""",65
2014,7,0,27436,Graham DeLaet,"120' 10""","6644' 0""",55
2014,8,0,34021,Bud Cauley,"118' 8""","5576' 3""",47
2014,9,0,33141,Keegan Bradley,"117' 7""","7408' 2""",63
2014,9,0,20848,Ángel Cabrera,"117' 7""","7759' 4""",66
2014,9,0,36689,Brooks Koepka,"117' 7""",4468',38
2014,12,0,34264,Hudson Swafford,"117' 0""","6200' 3""",53
2014,13,0,25804,Bubba Watson,"116' 7""","5480' 0""",47
2014,14,0,24140,Sean O'Hair,"115' 11""","6839' 0""",59
2014,15,0,30110,Kyle Stanley,"115' 2""",8520',74
2014,16,0,32448,James Hahn,"114' 10""","7924' 4""",69
2014,17,0,30925,Dustin Johnson,"114' 7""","4469' 8""",39
2014,18,0,24912,Will MacKenzie,"114' 4""","9033' 6""",79
2014,19,0,1810,Phil Mickelson,"114' 1""","5361' 2""",47
2014,20,0,23320,Ryan Palmer,"113' 6""","7490' 4""",66
2014,21,0,27330,Josh Teater,"112' 11""","8693' 3""",77
2014,22,0,27120,Troy Matteson,"112' 9""","5410' 2""",48
2014,23,0,24781,Hunter Mahan,"112' 8""","8674' 6""",77
2014,24,0,22046,Geoff Ogilvy,"112' 1""","7845' 0""",70
2014,25,0,25632,Jimmy Walker,"111' 4""","7350' 0""",66
2014,26,0,28237,Rory McIlroy,"111' 2""","5224' 1""",47
2014,26,0,21878,Mark Wilson,"111' 2""",6891',62
2014,28,0,1706,Davis Love III,"110' 9""","5981' 0""",54
2014,29,0,33461,Morgan Hoffmann,"110' 2""",9695',88
2014,30,0,24924,Bill Haas,"110' 1""","8807' 1""",80
2014,31,0,22405,Justin Rose,"110' 0""","5722' 0""",52
2014,32,0,24358,Robert Garrigus,"109' 11""","7255' 7""",66
2014,33,0,26851,Marc Leishman,"109' 7""","7344' 1""",67
2014,34,0,28780,Nicholas Thompson,"109' 6""","7556' 8""",69
2014,35,0,32334,Charlie Beljan,"109' 5""","7658' 1""",70
2014,36,0,30692,Scott Stallings,"109' 4""","6668' 2""",61
2014,37,0,23983,Luke Donald,"109' 3""","4259' 9""",39
2014,38,0,34099,Harris English,"109' 2""",6656',61
2014,39,0,26329,Louis Oosthuizen,"109' 1""",2944',27
2014,40,0,37273,Derek Ernst,"108' 7""","6299' 2""",58
2014,41,0,29420,Billy Horschel,"108' 4""","7474' 5""",69
2014,42,0,29926,Danny Lee,"108' 2""",7031',65
2014,43,0,27064,Jhonattan Vegas,"107' 9""","7111' 4""",66
2014,44,0,6567,Vijay Singh,"107' 6""","7849' 0""",73
2014,45,0,32839,Hideki Matsuyama,"107' 1""","7068' 4""",66
2014,46,0,21209,Sergio Garcia,"107' 0""","3637' 8""",34
2014,47,0,23353,J.J. Henry,"106' 7""","7780' 1""",73
2014,47,0,34409,David Lingmerth,"106' 7""",7355',69
2014,49,0,31323,Gary Woodland,"105' 11""","6884' 6""",65
2014,50,0,20157,Retief Goosen,"105' 6""","9177' 3""",87
2014,51,0,34098,Russell Henley,"105' 5""","8118' 9""",77
2014,52,0,35139,Richard Lee,"105' 2""",7152',68
2014,53,0,6522,Ernie Els,"105' 1""","6723' 3""",64
2014,53,0,29518,Brendan Steele,"105' 1""","7777' 8""",74
2014,55,0,23541,Ben Crane,"104' 11""","8812' 9""",84
2014,56,0,22913,John Rollins,"104' 7""",6484',62
2014,57,0,33418,Shawn Stefani,"104' 3""",5629',54
2014,58,0,29221,Webb Simpson,"104' 1""","7496' 0""",72
2014,58,0,28132,Tyrone Van Aswegen,"104' 1""","4684' 1""",45
2014,60,0,24925,Jonathan Byrd,"103' 11""","6859' 3""",66
2014,61,0,20229,Stewart Cink,"103' 10""","6956' 9""",67
2014,62,0,32333,Kevin Tway,"103' 8""","4976' 7""",48
2014,63,0,27895,Jonas Blixt,"103' 6""","3830' 8""",37
2014,64,0,29740,Brad Fritsch,"103' 3""","3510' 9""",34
2014,65,0,28307,Matt Every,"103' 1""","6805' 1""",66
2014,65,0,35539,Luke Guthrie,"103' 1""","8452' 9""",82
2014,65,0,26758,David Hearn,"103' 1""","9176' 2""",89
2014,68,0,32366,Kevin Chappell,"103' 0""","9165' 0""",89
2014,68,0,20396,Lee Westwood,"103' 0""","4222' 9""",41
2014,70,0,29289,S.Y. Noh,"102' 10""","7507' 5""",73
2014,71,0,34360,Patrick Reed,"102' 9""","6884' 9""",67
2014,72,0,27214,Kevin Streelman,"102' 8""",6879',67
2014,73,0,30926,Chris Kirk,"102' 1""","8574' 5""",84
2014,74,0,22371,Aaron Baddeley,"101' 9""","5596' 3""",55
2014,74,0,35732,Wes Roach,"101' 9""","5289' 2""",52
2014,76,0,25364,Paul Casey,"101' 8""","4474' 3""",44
2014,76,0,24361,Pat Perez,"101' 8""","7525' 5""",74
2014,76,0,32150,Michael Thompson,"101' 8""","5591' 1""",55
2014,79,0,34174,John Huh,"101' 7""","7209' 7""",71
2014,80,0,25240,D.A. Points,"101' 1""",5053',50
2014,81,0,27936,Martin Laird,"100' 8""","4429' 7""",44
2014,82,0,29478,Kevin Kisner,"100' 2""",7512',75
2014,83,0,30944,Jason Kokrak,"99' 11""","5696' 6""",57
2014,84,0,25562,Andres Romero,"99' 10""","5690' 9""",57
2014,85,0,27649,Brandt Snedeker,"99' 9""","6583' 4""",66
2014,86,0,35541,John Peterson,"99' 6""","5771' 9""",58
2014,86,0,33419,Cameron Tringale,"99' 6""","449' 8""",105
2014,86,0,23623,Bo Van Pelt,"99' 6""",6863',69
2014,89,0,30750,Tommy Gainey,"99' 5""","5865' 0""",59
2014,89,0,21528,Henrik Stenson,"99' 5""","2685' 2""",27
2014,91,0,2206,David Toms,"99' 1""","5550' 2""",56
2014,92,0,21753,Brian Davis,"98' 9""","8590' 4""",87
2014,93,0,27408,Martin Kaymer,"98' 7""","4928' 6""",50
2014,93,0,26331,Charl Schwartzel,"98' 7""",4831',49
2014,95,0,29535,Brice Garnett,"98' 2""","7853' 9""",80
2014,95,0,26679,Kevin Stadler,"98' 2""","6478' 5""",66
2014,95,0,26951,Johnson Wagner,"98' 2""",5691',58
2014,98,0,26300,Matt Jones,"97' 11""",6659',68
2014,99,0,1724,Jeff Maggert,"97' 9""","4398' 6""",45
2014,100,0,21961,Charles Howell III,"97' 8""",9672',99
2014,101,0,34563,Chesson Hadley,"97' 7""","7706' 0""",79
2014,101,0,24024,Zach Johnson,"97' 7""","8688' 3""",89
2014,103,0,32200,Roberto Castro,"97' 6""",5847',60
2014,104,0,24138,Ian Poulter,"97' 3""","4084' 3""",42
2014,105,0,32640,Troy Merritt,"97' 0""","5919' 6""",61
2014,105,0,25345,Carl Pettersson,"97' 0""","8631' 3""",89
2014,107,0,25191,Gonzalo Fernandez-Castaño,"96' 11""","6977' 2""",72
2014,108,0,20498,Briny Baird,"96' 6""","3667' 1""",38
2014,109,0,29479,Scott Brown,"96' 4""","7993' 4""",83
2014,110,0,22293,Heath Slocum,"96' 2""","6153' 8""",64
2014,110,0,34265,Will Wilcox,"96' 2""","3942' 6""",41
2014,112,0,28486,Michael Putnam,"95' 11""","8726' 4""",91
2014,113,0,33413,Ben Martin,"95' 7""","5925' 0""",62
2014,114,0,28092,D.H. Lee,"95' 3""","4571' 5""",48
2014,115,0,12510,Chad Campbell,"95' 2""","4379' 6""",46
2014,116,0,25900,Lucas Glover,"95' 0""","4559' 9""",48
2014,116,0,25349,Tim Wilkinson,"95' 0""","7411' 2""",78
2014,118,0,31193,Jim Renner,"94' 10""","4836' 6""",51
2014,119,0,26956,Bronson La'Cassie,"94' 8""",3690',39
2014,120,0,22621,Ben Curtis,"94' 4""","6509' 0""",69
2014,121,0,20645,John Senden,"94' 3""",8388',89
2014,122,0,34046,Jordan Spieth,"94' 1""",7905',84
2014,123,0,10885,Robert Allenby,"94' 0""","5923' 6""",63
2014,124,0,27644,Brian Harman,"93' 0""","9581' 7""",103
2014,125,0,25274,Steven Bowditch,"92' 7""","7221' 6""",78
2014,125,0,24494,Erik Compton,"92' 7""","7595' 1""",82
2014,125,0,27095,Nick Watney,"92' 7""",4998',54
2014,128,0,25396,Kevin Na,"92' 6""","7957' 8""",86
2014,129,0,23108,Matt Kuchar,"92' 1""","7277' 8""",79
2014,130,0,26596,Ryan Moore,"91' 11""","6157' 3""",67
2014,131,0,27963,Chris Stroud,"91' 10""","6614' 9""",72
2014,132,0,19846,Brian Gay,"91' 8""","5957' 1""",65
2014,132,0,28475,Jeff Overton,"91' 8""","6232' 4""",68
2014,132,0,29425,Andrew Svoboda,"91' 8""",6781',74
2014,135,0,25572,Graeme McDowell,"91' 3""","4379' 9""",48
2014,136,0,23621,Rory Sabbatini,"90' 11""","6090' 7""",67
2014,137,0,29222,Billy Hurley III,"90' 10""","7082' 4""",78
2014,138,0,31557,Jim Herman,"90' 6""","4253' 7""",47
2014,139,0,24502,Adam Scott,"90' 5""","4702' 4""",52
2014,140,0,31560,Brian Stuard,"90' 0""","7468' 6""",83
2014,141,0,20160,Charlie Wi,"89' 10""","6018' 5""",67
2014,142,0,28500,Martin Flores,"89' 7""","6450' 5""",72
2014,143,0,23638,Brendon de Jonge,"89' 6""","8141' 9""",91
2014,144,0,25444,Justin Hicks,"89' 2""","8918' 6""",100
2014,145,0,25720,Chad Collins,"88' 9""",4793',54
2014,146,0,28259,Sangmoon Bae,"88' 5""",5833',66
2014,147,0,24507,Jason Bohn,"88' 3""","7410' 8""",84
2014,147,0,23409,James Driscoll,"88' 3""","4236' 0""",48
2014,147,0,34431,Robert Streb,"88' 3""","6001' 7""",68
2014,150,0,25834,Daniel Summerhays,"88' 1""","8459' 2""",96
2014,151,0,24490,George McNeill,"87' 7""","6041' 2""",69
2014,152,0,30852,Ryo Ishikawa,"86' 5""","4751' 0""",55
2014,153,0,27556,Ted Potter Jr.,"86' 2""","5429' 8""",63
2014,154,0,20098,Stuart Appleby,"86' 1""","7490' 3""",87
2014,154,0,30927,Brendon Todd,"86' 1""","7836' 3""",91
2014,156,0,23135,Tim Clark,"85' 5""","5554' 3""",65
2014,157,0,27770,Camilo Villegas,"85' 4""","7768' 2""",91
2014,158,0,8075,Jerry Kelly,"85' 1""",6038',71
2014,159,0,7867,Woody Austin,"84' 11""","5012' 5""",59
2014,160,0,31202,William McGirt,"84' 3""","7831' 5""",93
2014,161,0,10809,Jim Furyk,"84' 2""","6228' 6""",74
2014,162,0,24357,K.J. Choi,"83' 10""","5783' 8""",69
2014,163,0,23800,Bryce Molder,"82' 10""",5716',69
2014,164,0,20593,Greg Chalmers,"82' 8""","6528' 1""",79
2014,165,0,10423,Mike Weir,"81' 11""","4507' 0""",55
2014,166,0,10860,Justin Leonard,"81' 5""","5373' 2""",66
2014,167,0,26289,Boo Weekley,"81' 3""","4305' 5""",53
2014,168,0,33122,Russell Knox,"78' 2""","7270' 7""",93
2014,169,0,22378,Trevor Immelman,"77' 0""","4925' 7""",64
2014,170,0,27933,John Merrick,"76' 4""","5646' 0""",74
2014,171,0,24663,Y.E. Yang,"76' 3""","4576' 8""",60
2014,172,0,21731,Freddie Jacobson,"75' 4""","5575' 1""",74
2014,173,0,25686,Jason Dufner,"75' 0""",3150',42
2014,174,0,27466,Spencer Levin,"74' 4""","3717' 9""",50
2014,175,0,20104,Ken Duke,"72' 11""","4448' 5""",61
2014,176,0,24846,Ricky Barnes,"72' 10""","5463' 0""",75
2014,177,0,34261,Scott Langley,"66' 6""","5518' 9""",83
2013,1,0,28089,Jason Day,"131' 8""",5661',43
2013,2,0,27436,Graham DeLaet,"125' 2""","8385' 4""",67
2013,3,0,24140,Sean O'Hair,"119' 11""","4797' 1""",40
2013,4,0,33141,Keegan Bradley,"119' 6""","6933' 3""",58
2013,5,0,32102,Rickie Fowler,"119' 3""",6675',56
2013,6,0,27330,Josh Teater,"118' 4""","6980' 6""",59
2013,7,0,34360,Patrick Reed,"117' 9""","7538' 6""",64
2013,8,0,30110,Kyle Stanley,"116' 9""","6073' 0""",52
2013,9,0,28237,Rory McIlroy,"114' 10""",3788',33
2013,10,0,32334,Charlie Beljan,"113' 3""","4644' 7""",41
2013,11,0,21528,Henrik Stenson,"111' 5""","2563' 5""",23
2013,12,0,24361,Pat Perez,"111' 3""","6673' 8""",60
2013,13,0,34021,Bud Cauley,"111' 0""","5772' 6""",52
2013,14,0,32448,James Hahn,"110' 11""","6987' 5""",63
2013,14,0,23320,Ryan Palmer,"110' 11""","6657' 6""",60
2013,16,0,29289,S.Y. Noh,"110' 9""","6310' 7""",57
2013,17,0,24781,Hunter Mahan,"110' 7""","6967' 1""",63
2013,18,0,20848,Ángel Cabrera,"110' 6""","5855' 5""",53
2013,18,0,12716,Charley Hoffman,"110' 6""","7958' 0""",72
2013,20,0,24358,Robert Garrigus,"109' 10""","4174' 2""",38
2013,21,0,29420,Billy Horschel,"109' 4""","8421' 4""",77
2013,22,0,8793,Tiger Woods,"109' 2""","2946' 8""",27
2013,23,0,27936,Martin Laird,"109' 1""",4909',45
2013,24,0,27120,Troy Matteson,"108' 10""","5660' 6""",52
2013,25,0,22792,Peter Hanson,"108' 8""","3584' 9""",33
2013,26,0,23452,Nicolas Colsaerts,"108' 7""","3475' 8""",32
2013,27,0,22046,Geoff Ogilvy,"108' 6""","4341' 7""",40
