YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
2012,85,0,24502,Adam Scott,80.3,652,812
2012,86,0,29910,Blake Adams,80.24,1198,1493
2012,87,0,23320,Ryan Palmer,80.21,908,1132
2012,88,0,22378,Trevor Immelman,80.13,851,1062
2012,89,0,27963,Chris Stroud,80.12,963,1202
2012,90,0,20574,Mathew Goggin,80.11,705,880
2012,91,0,25818,Scott Piercy,80.06,1064,1329
2012,92,0,23638,Brendon de Jonge,80.01,1285,1606
2012,92,0,29289,S.Y. Noh,80.01,1129,1411
2012,94,0,27095,Nick Watney,80.0,1052,1315
2012,95,0,23353,J.J. Henry,79.92,991,1240
2012,95,0,27936,Martin Laird,79.92,816,1021
2012,97,0,25457,Alexandre Rocha,79.9,648,811
2012,98,0,26679,Kevin Stadler,79.88,905,1133
2012,99,0,32200,Roberto Castro,79.87,1004,1257
2012,100,0,26331,Charl Schwartzel,79.84,602,754
2012,101,0,19846,Brian Gay,79.69,965,1211
2012,102,0,28259,Sangmoon Bae,79.65,853,1071
2012,103,0,21753,Brian Davis,79.57,1009,1268
2012,104,0,22582,Kyle Thompson,79.53,544,684
2012,105,0,29420,Billy Horschel,79.52,656,825
2012,106,0,20593,Greg Chalmers,79.47,964,1213
2012,107,0,24507,Jason Bohn,79.46,851,1071
2012,108,0,20160,Charlie Wi,79.45,951,1197
2012,109,0,20229,Stewart Cink,79.44,742,934
2012,110,0,12510,Chad Campbell,79.37,931,1173
2012,111,0,26851,Marc Leishman,79.35,930,1172
2012,111,0,25834,Daniel Summerhays,79.35,899,1133
2012,113,0,24663,Y.E. Yang,79.26,688,868
2012,114,0,27895,Jonas Blixt,79.22,797,1006
2012,115,0,30750,Tommy Gainey,79.17,1083,1368
2012,116,0,20766,Padraig Harrington,79.13,694,877
2012,117,0,32366,Kevin Chappell,79.03,957,1211
2012,118,0,21961,Charles Howell III,78.98,1082,1370
2012,118,0,28475,Jeff Overton,78.98,1112,1408
2012,118,0,27556,Ted Potter Jr.,78.98,849,1075
2012,121,0,24604,Hunter Haas,78.96,717,908
2012,122,0,25892,Steve Wheatcroft,78.95,574,727
2012,123,0,26289,Boo Weekley,78.92,771,977
2012,124,0,32150,Michael Thompson,78.82,878,1114
2012,125,0,30944,Jason Kokrak,78.78,824,1046
2012,126,0,10860,Justin Leonard,78.74,822,1044
2012,127,0,27649,Brandt Snedeker,78.73,855,1086
2012,128,0,1320,Bob Estes,78.66,855,1087
2012,129,0,32698,Bobby Gates,78.65,932,1185
2012,130,0,31202,William McGirt,78.61,1051,1337
2012,131,0,19970,Robert Karlsson,78.57,572,728
2012,132,0,27214,Kevin Streelman,78.55,974,1240
2012,133,0,10885,Robert Allenby,78.49,832,1060
2012,134,0,29476,Kyle Reifers,78.36,938,1197
2012,135,0,25345,Carl Pettersson,78.35,1006,1284
2012,136,0,20623,Gavin Coles,78.32,766,978
2012,137,0,23548,Bill Lunde,78.18,860,1100
2012,138,0,21805,Harrison Frazar,78.13,593,759
2012,139,0,21731,Freddie Jacobson,78.1,656,840
2012,140,0,31323,Gary Woodland,78.05,754,966
2012,141,0,27436,Graham DeLaet,77.97,860,1103
2012,142,0,27064,Jhonattan Vegas,77.94,841,1079
2012,143,0,1810,Phil Mickelson,77.79,858,1103
2012,144,0,1249,John Daly,77.66,497,640
2012,145,0,20572,Rod Pampling,77.65,910,1172
2012,146,0,28500,Martin Flores,77.47,1028,1327
2012,147,0,23325,Vaughn Taylor,77.45,855,1104
2012,148,0,22961,David Mathis,77.43,875,1130
2012,149,0,28307,Matt Every,77.35,864,1117
2012,150,0,25632,Jimmy Walker,77.26,1087,1407
2012,151,0,21407,Arjun Atwal,77.2,806,1044
2012,152,0,29926,Danny Lee,76.97,752,977
2012,153,0,1797,Rocco Mediate,76.9,729,948
2012,154,0,27466,Spencer Levin,76.88,848,1103
2012,155,0,10213,Dicky Pride,76.85,624,812
2012,156,0,23718,Nathan Green,76.79,741,965
2012,157,0,29478,Kevin Kisner,76.74,696,907
2012,158,0,28093,Miguel Angel Carballo,76.64,738,963
2012,159,0,28089,Jason Day,76.63,587,766
2012,160,0,24490,George McNeill,76.5,905,1183
2012,161,0,6004,Stephen Ames,76.2,573,752
2012,162,0,24494,Erik Compton,76.02,818,1076
2012,163,0,29479,Scott Brown,75.85,666,878
2012,163,0,21350,Ryuji Imada,75.85,804,1060
2012,165,0,22371,Aaron Baddeley,75.77,766,1011
2012,166,0,32334,Charlie Beljan,75.72,602,795
2012,167,0,27141,J.B. Holmes,75.31,906,1203
2012,168,0,31558,J.J. Killeen,75.26,1019,1354
2012,169,0,21528,Henrik Stenson,75.07,536,714
2012,170,0,27974,Sung Kang,74.93,762,1017
2012,171,0,29222,Billy Hurley III,74.87,712,951
2012,172,0,6573,Brandt Jobe,74.78,596,797
2012,173,0,28308,Troy Kelly,74.58,666,893
2012,174,0,26287,Roland Thatcher,74.49,552,741
2012,175,0,27120,Troy Matteson,74.45,1017,1366
2012,176,0,20848,Ángel Cabrera,74.4,561,754
2012,177,0,30927,Brendon Todd,73.81,761,1031
2012,178,0,22548,Patrick Sheehan,73.69,577,783
2012,179,0,27797,Derek Lamely,73.43,655,892
2012,180,0,24940,Edward Loar,73.4,585,797
2012,181,0,23409,James Driscoll,73.16,845,1155
2012,182,0,23542,Tommy Biershenk,72.74,731,1005
2012,183,0,25562,Andres Romero,72.42,646,892
2012,184,0,33120,Mark Anderson,72.28,738,1021
2012,185,0,26300,Matt Jones,72.26,534,739
2012,186,0,6034,Marco Dawson,71.69,580,809
2012,187,0,1116,Michael Bradley,71.17,627,881
2012,188,0,20850,Daniel Chopra,70.31,521,741
2012,189,0,30852,Ryo Ishikawa,69.97,508,726
2012,190,0,20070,Matt Bettencourt,69.91,741,1060
2012,191,0,23903,Stephen Gangluff,68.01,523,769
2011,1,0,22293,Heath Slocum,88.56,1091,1232
2011,2,0,23541,Ben Crane,86.35,886,1026
2011,3,0,22621,Ben Curtis,86.01,793,922
2011,4,0,6621,Joe Durant,85.84,849,989
2011,5,0,20645,John Senden,85.74,1124,1311
2011,6,0,21753,Brian Davis,85.65,1253,1463
2011,7,0,6643,Paul Goydos,85.47,965,1129
2011,8,0,1313,Steve Elkington,85.37,595,697
2011,9,0,6527,Steve Stricker,85.26,827,970
2011,10,0,1797,Rocco Mediate,85.2,633,743
2011,11,0,26476,Chez Reavie,85.18,1092,1282
2011,12,0,24924,Bill Haas,85.17,1097,1288
2011,13,0,25686,Jason Dufner,84.79,920,1085
2011,14,0,24502,Adam Scott,84.7,703,830
2011,15,0,24024,Zach Johnson,84.62,924,1092
2011,16,0,20472,Alex Cejka,84.37,691,819
2011,17,0,23623,Bo Van Pelt,84.26,1060,1258
2011,18,0,24138,Ian Poulter,84.12,604,718
2011,19,0,21878,Mark Wilson,84.06,1018,1211
2011,20,0,27214,Kevin Streelman,83.93,1055,1257
2011,21,0,1766,Billy Mayfair,83.85,1101,1313
2011,22,0,22913,John Rollins,83.69,990,1183
2011,23,0,23788,D.J. Trahan,83.61,1061,1269
2011,24,0,11123,Chris Couch,83.56,849,1016
2011,25,0,23108,Matt Kuchar,83.55,1031,1234
2011,26,0,25572,Graeme McDowell,83.53,553,662
2011,27,0,25240,D.A. Points,83.51,1038,1243
2011,28,0,29221,Webb Simpson,83.31,1138,1366
2011,29,0,22405,Justin Rose,83.3,898,1078
2011,30,0,27649,Brandt Snedeker,83.28,986,1184
2011,31,0,23983,Luke Donald,83.16,780,938
2011,32,0,24781,Hunter Mahan,83.11,1038,1249
2011,33,0,25804,Bubba Watson,82.99,917,1105
2011,34,0,10809,Jim Furyk,82.96,998,1203
2011,34,0,8725,Tom Gillis,82.96,638,769
2011,36,0,12716,Charley Hoffman,82.81,1065,1286
2011,36,0,22046,Geoff Ogilvy,82.81,761,919
2011,38,0,1706,Davis Love III,82.74,810,979
2011,39,0,20157,Retief Goosen,82.7,564,682
2011,40,0,30925,Dustin Johnson,82.65,824,997
2011,41,0,31323,Gary Woodland,82.63,1070,1295
2011,42,0,23325,Vaughn Taylor,82.59,1025,1241
2011,43,0,24361,Pat Perez,82.53,874,1059
2011,44,0,22378,Trevor Immelman,82.49,966,1171
2011,45,0,22348,Nick O'Hern,82.37,1023,1242
2011,46,0,26331,Charl Schwartzel,82.27,645,784
2011,47,0,27936,Martin Laird,82.23,870,1058
2011,48,0,10860,Justin Leonard,82.21,938,1141
2011,48,0,2206,David Toms,82.21,892,1085
2011,50,0,21350,Ryuji Imada,82.12,951,1158
2011,51,0,24357,K.J. Choi,82.04,859,1047
2011,52,0,23673,Michael Connell,82.0,870,1061
2011,53,0,6522,Ernie Els,81.96,795,970
2011,54,0,10885,Robert Allenby,81.93,952,1162
2011,55,0,24846,Ricky Barnes,81.89,891,1088
2011,56,0,12510,Chad Campbell,81.88,1130,1380
2011,56,0,12602,Dean Wilson,81.88,705,861
2011,58,0,27095,Nick Watney,81.73,877,1073
2011,59,0,26287,Roland Thatcher,81.65,761,932
2011,60,0,19846,Brian Gay,81.64,1023,1253
2011,61,0,28087,Kris Blanks,81.61,1047,1283
2011,62,0,24358,Robert Garrigus,81.6,949,1163
2011,63,0,6567,Vijay Singh,81.47,897,1101
2011,64,0,21209,Sergio Garcia,81.41,692,850
2011,65,0,28475,Jeff Overton,81.29,1034,1272
2011,66,0,24925,Jonathan Byrd,81.26,932,1147
2011,67,0,24663,Y.E. Yang,81.23,671,826
2011,68,0,29910,Blake Adams,81.2,1313,1617
2011,68,0,25900,Lucas Glover,81.2,838,1032
2011,70,0,32102,Rickie Fowler,81.13,920,1134
2011,71,0,23800,Bryce Molder,81.1,927,1143
2011,72,0,6573,Brandt Jobe,80.93,1129,1395
2011,73,0,19970,Robert Karlsson,80.87,668,826
2011,74,0,20160,Charlie Wi,80.85,937,1159
2011,75,0,26289,Boo Weekley,80.8,745,922
2011,76,0,23614,Rich Beem,80.78,597,739
2011,77,0,28158,Steve Marino,80.77,857,1061
2011,78,0,6251,Chris DiMarco,80.74,1048,1298
2011,79,0,23638,Brendon de Jonge,80.59,1179,1463
2011,80,0,30926,Chris Kirk,80.46,976,1213
2011,81,0,25345,Carl Pettersson,80.45,1070,1330
2011,82,0,1810,Phil Mickelson,80.32,865,1077
2011,83,0,8075,Jerry Kelly,80.27,952,1186
2011,84,0,27466,Spencer Levin,80.25,1264,1575
2011,85,0,24604,Hunter Haas,80.21,1074,1339
2011,86,0,24507,Jason Bohn,80.19,834,1040
2011,87,0,20436,Garrett Willis,80.18,793,989
2011,88,0,20127,Chris Riley,80.17,849,1059
2011,89,0,6004,Stephen Ames,80.15,771,962
2011,90,0,29518,Brendan Steele,80.03,994,1242
2011,91,0,26596,Ryan Moore,80.02,837,1046
2011,91,0,26951,Johnson Wagner,80.02,905,1131
2011,93,0,31202,William McGirt,79.97,1150,1438
2011,94,0,23353,J.J. Henry,79.81,1067,1337
2011,95,0,8537,J.P. Hayes,79.62,621,780
2011,95,0,27141,J.B. Holmes,79.62,590,741
2011,97,0,26300,Matt Jones,79.23,782,987
2011,98,0,20593,Greg Chalmers,79.15,972,1228
2011,99,0,26851,Marc Leishman,79.14,960,1213
2011,100,0,23548,Bill Lunde,79.07,1016,1285
2011,101,0,33419,Cameron Tringale,78.96,1212,1535
2011,102,0,25396,Kevin Na,78.7,920,1169
2011,103,0,22371,Aaron Baddeley,78.64,847,1077
2011,104,0,32640,Troy Merritt,78.61,691,879
2011,105,0,1948,Tim Petrovic,78.57,964,1227
2011,106,0,20098,Stuart Appleby,78.55,714,909
2011,107,0,27770,Camilo Villegas,78.36,746,952
2011,108,0,23320,Ryan Palmer,78.35,876,1118
2011,109,0,25834,Daniel Summerhays,78.28,818,1045
2011,110,0,21961,Charles Howell III,78.18,1179,1508
2011,111,0,26668,Marc Turnesa,78.16,587,751
2011,112,0,27330,Josh Teater,78.1,1134,1452
2011,113,0,27963,Chris Stroud,78.0,957,1227
2011,114,0,28089,Jason Day,77.98,797,1022
2011,115,0,20070,Matt Bettencourt,77.96,916,1175
2011,116,0,30750,Tommy Gainey,77.86,1129,1450
2011,117,0,27120,Troy Matteson,77.76,986,1268
2011,118,0,25632,Jimmy Walker,77.7,857,1103
2011,119,0,24140,Sean O'Hair,77.69,759,977
2011,120,0,9011,David Duval,77.49,723,933
2011,121,0,20766,Padraig Harrington,77.28,636,823
2011,122,0,21407,Arjun Atwal,77.25,985,1275
2011,123,0,22961,David Mathis,77.16,895,1160
2011,124,0,20498,Briny Baird,77.0,646,839
2011,125,0,10733,Kent Jones,76.96,815,1059
2011,126,0,23718,Nathan Green,76.92,870,1131
2011,127,0,25562,Andres Romero,76.89,825,1073
2011,128,0,27064,Jhonattan Vegas,76.83,902,1174
2011,129,0,33413,Ben Martin,76.81,795,1035
2011,130,0,29420,Billy Horschel,76.67,802,1046
2011,131,0,21805,Harrison Frazar,76.61,619,808
2011,132,0,10585,Scott McCarron,76.52,694,907
2011,133,0,12782,Tim Herron,76.5,908,1187
2011,134,0,1116,Michael Bradley,76.43,788,1031
2011,135,0,33141,Keegan Bradley,76.36,969,1269
2011,136,0,20229,Stewart Cink,76.31,744,975
2011,137,0,7457,Steve Flesch,76.3,937,1228
2011,138,0,25274,Steven Bowditch,76.23,914,1199
2011,139,0,26758,David Hearn,76.04,936,1231
2011,140,0,23621,Rory Sabbatini,75.93,899,1184
2011,140,0,30110,Kyle Stanley,75.93,1038,1367
2011,142,0,26881,Jarrod Lyle,75.89,878,1157
2011,143,0,26679,Kevin Stadler,75.59,926,1225
2011,144,0,30711,Colt Knost,75.47,843,1117
2011,145,0,28620,Aron Price,75.34,611,811
2011,146,0,12652,Cameron Beckman,75.33,748,993
2011,147,0,25818,Scott Piercy,75.25,821,1091
2011,148,0,30692,Scott Stallings,75.21,880,1170
2011,149,0,32366,Kevin Chappell,75.11,818,1089
2011,150,0,7867,Woody Austin,75.03,616,821
2011,151,0,10505,Shane Bertsch,74.97,650,867
2011,152,0,31401,Zack Miller,74.94,897,1197
2011,153,0,30946,Alex Prugh,74.74,855,1144
2011,154,0,27933,John Merrick,74.62,741,993
2011,155,0,27974,Sung Kang,74.35,655,881
2011,156,0,32150,Michael Thompson,74.21,820,1105
2011,157,0,6515,Shaun Micheel,74.16,795,1072
2011,158,0,27939,Matt McQuillan,74.15,611,824
2011,159,0,29718,Anthony Kim,74.05,739,998
2011,159,0,34072,Will Strickler,74.05,528,713
2011,161,0,8375,Paul Stankowski,74.04,807,1090
2011,162,0,20572,Rod Pampling,73.98,745,1007
2011,163,0,28486,Michael Putnam,73.9,691,935
2011,164,0,21731,Freddie Jacobson,73.56,946,1286
2011,165,0,28679,Fabián Gómez,73.44,860,1171
2011,166,0,23497,Tag Ridings,73.31,890,1214
2011,167,0,32698,Bobby Gates,73.29,837,1142
2011,168,0,26420,Richard Johnson,73.27,655,894
2011,169,0,25444,Justin Hicks,73.06,613,839
2011,170,0,1577,Lee Janzen,72.98,632,866
2011,171,0,29478,Kevin Kisner,72.7,711,978
2011,172,0,27797,Derek Lamely,72.2,657,910
2011,173,0,31557,Jim Herman,72.12,696,965
2011,174,0,23409,James Driscoll,72.05,714,991
2011,175,0,33911,Nate Smith,72.02,664,922
2011,176,0,20848,Ángel Cabrera,71.86,503,700
2011,177,0,24490,George McNeill,71.7,689,961
2011,178,0,25457,Alexandre Rocha,71.29,648,909
2011,179,0,34255,Joseph Bramlett,71.05,724,1019
2011,180,0,32876,Martin Piller,70.68,622,880
2011,181,0,21949,Joe Ogilvie,70.13,735,1048
2011,182,0,24980,Scott Gutschewski,69.69,653,937
2011,183,0,31193,Jim Renner,69.53,632,909
2011,184,0,29720,Andres Gonzales,69.49,583,839
2011,185,0,35087,Bio Kim,69.29,686,990
2011,186,0,24290,D.J. Brigman,66.17,620,937
2010,1,0,23135,Tim Clark,87.87,1043,1187
2010,2,0,23541,Ben Crane,87.83,1010,1150
2010,3,0,6595,Kevin Sutherland,87.01,1038,1193
2010,4,0,24781,Hunter Mahan,86.94,1025,1179
2010,5,0,24924,Bill Haas,86.57,1051,1214
2010,6,0,23788,D.J. Trahan,86.46,1111,1285
2010,7,0,6527,Steve Stricker,86.42,878,1016
2010,8,0,20645,John Senden,86.35,1246,1443
2010,9,0,24912,Will MacKenzie,86.16,865,1004
2010,10,0,11123,Chris Couch,86.09,792,920
2010,10,0,19846,Brian Gay,86.09,1182,1373
2010,12,0,2206,David Toms,85.98,1018,1184
2010,13,0,25686,Jason Dufner,85.86,1044,1216
2010,14,0,24502,Adam Scott,85.76,819,955
2010,15,0,6643,Paul Goydos,85.61,934,1091
2010,16,0,10809,Jim Furyk,85.6,886,1035
2010,17,0,1706,Davis Love III,85.57,949,1109
2010,17,0,26596,Ryan Moore,85.57,949,1109
2010,19,0,6004,Stephen Ames,85.56,883,1032
2010,20,0,23108,Matt Kuchar,85.48,1142,1336
2010,21,0,24925,Jonathan Byrd,85.38,1010,1183
2010,22,0,23325,Vaughn Taylor,85.33,1035,1213
2010,23,0,27095,Nick Watney,85.31,1057,1239
2010,24,0,1945,Kenny Perry,85.15,814,956
2010,25,0,22621,Ben Curtis,85.13,933,1096
2010,26,0,27120,Troy Matteson,84.97,1001,1178
2010,27,0,22913,John Rollins,84.85,963,1135
2010,28,0,8725,Tom Gillis,84.83,1146,1351
2010,29,0,32102,Rickie Fowler,84.79,1165,1374
2010,30,0,24024,Zach Johnson,84.65,1086,1283
2010,31,0,24507,Jason Bohn,84.6,989,1169
2010,32,0,10885,Robert Allenby,84.58,883,1044
2010,33,0,2239,Scott Verplank,84.52,868,1027
2010,34,0,24140,Sean O'Hair,84.5,976,1155
2010,35,0,22293,Heath Slocum,84.4,1152,1365
2010,36,0,23623,Bo Van Pelt,84.33,1232,1461
2010,37,0,1948,Tim Petrovic,84.26,1237,1468
2010,38,0,10585,Scott McCarron,84.24,1053,1250
2010,39,0,24663,Y.E. Yang,84.07,834,992
2010,40,0,20229,Stewart Cink,83.98,949,1130
2010,41,0,20691,Greg Owen,83.96,806,960
2010,41,0,22405,Justin Rose,83.96,916,1091
2010,43,0,21731,Freddie Jacobson,83.88,973,1160
2010,44,0,25240,D.A. Points,83.85,1054,1257
2010,45,0,20574,Mathew Goggin,83.84,996,1188
2010,46,0,12510,Chad Campbell,83.81,1087,1297
2010,47,0,21753,Brian Davis,83.64,1176,1406
2010,48,0,26695,Michael Letzig,83.58,977,1169
2010,49,0,25804,Bubba Watson,83.55,899,1076
2010,50,0,1797,Rocco Mediate,83.47,823,986
2010,51,0,10860,Justin Leonard,83.43,1027,1231
2010,52,0,20472,Alex Cejka,83.39,939,1126
2010,53,0,25396,Kevin Na,83.38,1084,1300
2010,54,0,21209,Sergio Garcia,83.31,609,731
2010,55,0,29910,Blake Adams,83.22,972,1168
2010,56,0,6567,Vijay Singh,83.03,866,1043
2010,57,0,20572,Rod Pampling,83.01,889,1071
2010,58,0,20160,Charlie Wi,82.97,1096,1321
2010,59,0,21878,Mark Wilson,82.96,1008,1215
2010,60,0,28158,Steve Marino,82.91,946,1141
2010,61,0,1577,Lee Janzen,82.9,887,1070
2010,62,0,20593,Greg Chalmers,82.73,1068,1291
2010,63,0,6522,Ernie Els,82.52,812,984
2010,64,0,22046,Geoff Ogilvy,82.46,696,844
2010,65,0,24361,Pat Perez,82.42,1036,1257
2010,66,0,1320,Bob Estes,82.39,903,1096
2010,67,0,23322,Brett Wetterich,82.36,621,754
2010,68,0,20157,Retief Goosen,82.35,821,997
2010,69,0,8385,Omar Uresti,82.31,847,1029
2010,70,0,25364,Paul Casey,82.24,676,822
2010,71,0,27330,Josh Teater,82.21,1155,1405
2010,72,0,28237,Rory McIlroy,82.2,605,736
2010,73,0,24846,Ricky Barnes,82.14,1182,1439
2010,73,0,20436,Garrett Willis,82.14,938,1142
2010,75,0,25900,Lucas Glover,82.09,857,1044
2010,76,0,26287,Roland Thatcher,82.02,821,1001
2010,77,0,27770,Camilo Villegas,81.92,829,1012
2010,78,0,26882,Michael Sim,81.9,724,884
2010,79,0,27060,John Mallinger,81.89,891,1088
2010,79,0,27649,Brandt Snedeker,81.89,1013,1237
2010,81,0,7749,Brett Quigley,81.87,1093,1335
2010,82,0,8075,Jerry Kelly,81.84,1136,1388
2010,83,0,6251,Chris DiMarco,81.74,998,1221
2010,84,0,29221,Webb Simpson,81.7,1112,1361
2010,85,0,30925,Dustin Johnson,81.68,945,1157
2010,86,0,21350,Ryuji Imada,81.59,1024,1255
2010,87,0,27936,Martin Laird,81.58,1041,1276
2010,88,0,27214,Kevin Streelman,81.51,1023,1255
2010,89,0,22378,Trevor Immelman,81.45,628,771
2010,90,0,28089,Jason Day,81.41,937,1151
2010,91,0,23983,Luke Donald,81.28,773,951
2010,92,0,23320,Ryan Palmer,81.27,950,1169
2010,93,0,20848,Ángel Cabrera,81.24,723,890
2010,94,0,26851,Marc Leishman,81.22,995,1225
2010,95,0,25190,Jeff Quinney,81.16,1025,1263
2010,96,0,24138,Ian Poulter,80.92,560,692
2010,97,0,7867,Woody Austin,80.91,1047,1294
2010,98,0,28780,Nicholas Thompson,80.88,990,1224
2010,99,0,20766,Padraig Harrington,80.72,632,783
2010,100,0,23621,Rory Sabbatini,80.7,882,1093
2010,101,0,12714,Chris Tidland,80.69,869,1077
2010,102,0,24490,George McNeill,80.56,891,1106
2010,103,0,27141,J.B. Holmes,80.4,1128,1403
2010,104,0,23409,James Driscoll,80.37,872,1085
2010,105,0,22371,Aaron Baddeley,80.28,1050,1308
2010,106,0,12716,Charley Hoffman,80.24,950,1184
2010,107,0,25818,Scott Piercy,80.21,985,1228
2010,108,0,30946,Alex Prugh,80.16,982,1225
2010,109,0,25562,Andres Romero,80.08,816,1019
2010,110,0,7457,Steve Flesch,79.96,866,1083
2010,111,0,6621,Joe Durant,79.94,745,932
2010,112,0,1810,Phil Mickelson,79.93,856,1071
2010,113,0,23718,Nathan Green,79.92,959,1200
2010,114,0,27436,Graham DeLaet,79.54,976,1227
2010,115,0,20498,Briny Baird,79.44,962,1211
2010,116,0,24357,K.J. Choi,79.42,911,1147
2010,117,0,32640,Troy Merritt,79.37,950,1197
2010,118,0,20850,Daniel Chopra,79.24,813,1026
2010,119,0,26300,Matt Jones,79.22,980,1237
2010,120,0,26951,Johnson Wagner,79.14,937,1184
2010,121,0,28087,Kris Blanks,79.1,1003,1268
2010,122,0,1313,Steve Elkington,79.02,810,1025
2010,123,0,20098,Stuart Appleby,78.89,1110,1407
2010,124,0,28307,Matt Every,78.85,656,832
2010,125,0,8537,J.P. Hayes,78.8,866,1099
2010,126,0,22056,Cameron Percy,78.77,805,1022
2010,127,0,23638,Brendon de Jonge,78.74,1248,1585
2010,128,0,20127,Chris Riley,78.66,800,1017
2010,129,0,12705,Cliff Kresge,78.45,546,696
2010,130,0,12652,Cameron Beckman,78.4,744,949
2010,130,0,1766,Billy Mayfair,78.4,853,1088
2010,132,0,21961,Charles Howell III,78.28,1121,1432
2010,132,0,27933,John Merrick,78.28,1193,1524
2010,134,0,27466,Spencer Levin,78.25,1198,1531
2010,135,0,1116,Michael Bradley,78.2,843,1078
2010,136,0,26301,James Nitties,78.19,1000,1279
2010,137,0,26289,Boo Weekley,78.11,960,1229
2010,138,0,27302,Garth Mulroy,77.78,574,738
2010,139,0,1707,Steve Lowery,77.74,723,930
2010,140,0,21949,Joe Ogilvie,77.63,1069,1377
2010,141,0,23800,Bryce Molder,77.59,907,1169
2010,142,0,26420,Richard Johnson,77.53,980,1264
2010,143,0,7363,Craig Bowden,77.46,605,781
2010,144,0,10425,Jay Williamson,77.41,819,1058
2010,145,0,9011,David Duval,77.23,763,988
2010,146,0,28620,Aron Price,77.1,754,978
2010,147,0,23349,Charles Warren,76.96,688,894
2010,148,0,23353,J.J. Henry,76.95,985,1280
2010,149,0,21959,Ted Purdy,76.76,918,1196
2010,150,0,26679,Kevin Stadler,76.75,921,1200
2010,151,0,27963,Chris Stroud,76.68,960,1252
2010,152,0,22946,Henrik Bjornstad,76.67,769,1003
2010,153,0,10423,Mike Weir,76.66,611,797
2010,154,0,20686,Jeev Milkha Singh,76.48,595,778
2010,155,0,28475,Jeff Overton,76.32,954,1250
2010,156,0,23548,Bill Lunde,76.21,836,1097
2010,157,0,1941,Tom Pernice Jr.,75.98,791,1041
2010,158,0,1724,Jeff Maggert,75.52,799,1058
2010,159,0,20378,Mathias Grönberg,75.44,642,851
2010,160,0,29285,Brent Delahoussaye,75.41,598,793
2010,161,0,23307,Roger Tambellini,75.35,807,1071
2010,162,0,31560,Brian Stuard,75.24,848,1127
2010,163,0,25345,Carl Pettersson,75.07,1033,1376
2010,164,0,25632,Jimmy Walker,74.87,852,1138
2010,165,0,23673,Michael Connell,74.82,930,1243
2010,166,0,24358,Robert Garrigus,74.8,742,992
2010,167,0,12602,Dean Wilson,74.73,562,752
2010,168,0,20663,Brenden Pappas,74.7,685,917
2010,169,0,22122,Andrew McLardy,74.62,541,725
2010,170,0,33419,Cameron Tringale,74.19,569,767
2010,171,0,12782,Tim Herron,73.84,813,1101
2010,172,0,20105,Jeff Gove,73.8,586,794
2010,173,0,28500,Martin Flores,73.78,771,1045
2010,174,0,8375,Paul Stankowski,73.67,638,866
2010,175,0,26392,Chris Wilson,73.37,664,905
2010,176,0,24227,Justin Bolli,73.11,560,766
2010,177,0,25892,Steve Wheatcroft,73.08,752,1029
2010,178,0,27797,Derek Lamely,73.03,823,1127
2010,179,0,6514,Kevin Johnson,72.69,628,864
2010,180,0,27613,David Lutterus,72.66,699,962
2010,181,0,1329,Brad Faxon,72.08,581,806
2010,182,0,6515,Shaun Micheel,71.94,705,980
2010,183,0,1619,Skip Kendall,71.85,582,810
2010,184,0,20070,Matt Bettencourt,71.46,904,1265
2010,185,0,25720,Chad Collins,71.29,864,1212
2010,186,0,26881,Jarrod Lyle,71.22,537,754
2010,187,0,1161,Mark Calcavecchia,70.44,498,707
2010,188,0,6012,Greg Kraft,70.03,507,724
2010,189,0,12755,Vance Veazey,69.27,559,807
2010,190,0,1249,John Daly,68.93,608,882
2010,191,0,23613,Rich Barcelo,68.14,665,976
2010,192,0,32617,Jerod Turner,67.91,510,751
2009,1,0,2214,Kirk Triplett,88.54,734,829
2009,2,0,23135,Tim Clark,87.03,946,1087
2009,3,0,23788,D.J. Trahan,86.88,1165,1341
2009,4,0,1724,Jeff Maggert,86.7,952,1098
2009,5,0,1035,Tommy Armour III,86.6,698,806
2009,6,0,10585,Scott McCarron,86.58,1097,1267
2009,7,0,24507,Jason Bohn,86.29,1057,1225
2009,8,0,10885,Robert Allenby,85.92,842,980
2009,9,0,24024,Zach Johnson,85.58,1104,1290
2009,10,0,24781,Hunter Mahan,85.31,1098,1287
2009,11,0,6527,Steve Stricker,84.91,934,1100
2009,12,0,26289,Boo Weekley,84.88,915,1078
2009,13,0,1945,Kenny Perry,84.76,1079,1273
2009,14,0,1766,Billy Mayfair,84.7,980,1157
2009,15,0,23541,Ben Crane,84.65,1097,1296
2009,16,0,25900,Lucas Glover,84.36,1095,1298
2009,17,0,1313,Steve Elkington,84.33,818,970
2009,18,0,24140,Sean O'Hair,84.23,897,1065
2009,19,0,22405,Justin Rose,84.08,824,980
2009,20,0,24912,Will MacKenzie,84.02,810,964
2009,21,0,10860,Justin Leonard,84.01,1072,1276
2009,22,0,7867,Woody Austin,83.93,982,1170
2009,23,0,20160,Charlie Wi,83.92,1075,1281
2009,24,0,24503,Jeff Klauk,83.89,1130,1347
2009,25,0,20645,John Senden,83.88,1171,1396
2009,25,0,2206,David Toms,83.88,1145,1365
2009,27,0,7457,Steve Flesch,83.8,895,1068
2009,28,0,26668,Marc Turnesa,83.72,900,1075
2009,29,0,1941,Tom Pernice Jr.,83.55,950,1137
