YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
2009,30,0,6004,Stephen Ames,83.52,872,1044
2009,31,0,10809,Jim Furyk,83.49,966,1157
2009,32,0,24138,Ian Poulter,83.42,654,784
2009,33,0,24925,Jonathan Byrd,83.39,1034,1240
2009,34,0,6522,Ernie Els,83.19,772,928
2009,35,0,8793,Tiger Woods,83.06,721,868
2009,36,0,20572,Rod Pampling,82.96,823,992
2009,37,0,22621,Ben Curtis,82.95,720,868
2009,38,0,23108,Matt Kuchar,82.91,946,1141
2009,39,0,1320,Bob Estes,82.89,901,1087
2009,40,0,28780,Nicholas Thompson,82.85,1106,1335
2009,41,0,1706,Davis Love III,82.72,1010,1221
2009,42,0,20574,Mathew Goggin,82.7,851,1029
2009,43,0,1707,Steve Lowery,82.6,954,1155
2009,44,0,26951,Johnson Wagner,82.57,933,1130
2009,45,0,26420,Richard Johnson,82.56,980,1187
2009,45,0,6567,Vijay Singh,82.56,800,969
2009,47,0,27770,Camilo Villegas,82.46,846,1026
2009,48,0,2239,Scott Verplank,82.29,1013,1231
2009,49,0,1948,Tim Petrovic,82.28,1110,1349
2009,50,0,22293,Heath Slocum,82.2,1085,1320
2009,51,0,24357,K.J. Choi,82.16,737,897
2009,52,0,20498,Briny Baird,82.02,1017,1240
2009,53,0,6643,Paul Goydos,81.96,904,1103
2009,54,0,6595,Kevin Sutherland,81.93,1084,1323
2009,55,0,12716,Charley Hoffman,81.87,1106,1351
2009,56,0,25190,Jeff Quinney,81.68,887,1086
2009,57,0,1161,Mark Calcavecchia,81.57,819,1004
2009,58,0,22348,Nick O'Hern,81.47,1020,1252
2009,59,0,26476,Chez Reavie,81.43,925,1136
2009,60,0,21878,Mark Wilson,81.4,1120,1376
2009,61,0,27120,Troy Matteson,81.32,1075,1322
2009,62,0,21209,Sergio Garcia,81.28,660,812
2009,63,0,27095,Nick Watney,81.2,972,1197
2009,64,0,27060,John Mallinger,81.1,1013,1249
2009,65,0,24361,Pat Perez,81.09,815,1005
2009,66,0,6197,Michael Allen,80.96,825,1019
2009,67,0,27936,Martin Laird,80.91,814,1006
2009,68,0,24924,Bill Haas,80.88,1024,1266
2009,69,0,20229,Stewart Cink,80.8,829,1026
2009,70,0,25686,Jason Dufner,80.74,1010,1251
2009,71,0,21753,Brian Davis,80.68,1157,1434
2009,71,0,20104,Ken Duke,80.68,977,1211
2009,73,0,23548,Bill Lunde,80.66,930,1153
2009,74,0,10423,Mike Weir,80.65,946,1173
2009,75,0,30925,Dustin Johnson,80.63,949,1177
2009,76,0,28158,Steve Marino,80.56,1102,1368
2009,77,0,20850,Daniel Chopra,80.53,1005,1248
2009,78,0,22913,John Rollins,80.51,1033,1283
2009,79,0,27649,Brandt Snedeker,80.46,910,1131
2009,80,0,29221,Webb Simpson,80.4,1054,1311
2009,81,0,23320,Ryan Palmer,80.38,877,1091
2009,82,0,22046,Geoff Ogilvy,80.34,813,1012
2009,83,0,27963,Chris Stroud,80.33,984,1225
2009,84,0,20472,Alex Cejka,80.31,918,1143
2009,85,0,19846,Brian Gay,80.25,1077,1342
2009,86,0,20127,Chris Riley,80.24,861,1073
2009,87,0,12510,Chad Campbell,80.02,1005,1256
2009,88,0,25240,D.A. Points,80.0,1104,1380
2009,89,0,25562,Andres Romero,79.93,641,802
2009,90,0,20691,Greg Owen,79.91,1082,1354
2009,91,0,7223,Brian Bateman,79.9,612,766
2009,92,0,20098,Stuart Appleby,79.87,869,1088
2009,92,0,6251,Chris DiMarco,79.87,1079,1351
2009,94,0,23983,Luke Donald,79.79,849,1064
2009,95,0,20070,Matt Bettencourt,79.69,1087,1364
2009,96,0,26596,Ryan Moore,79.52,986,1240
2009,97,0,1677,Tom Lehman,79.48,608,765
2009,98,0,20157,Retief Goosen,79.45,808,1017
2009,99,0,24358,Robert Garrigus,79.43,919,1157
2009,100,0,23621,Rory Sabbatini,79.39,886,1116
2009,101,0,27214,Kevin Streelman,79.35,1072,1351
2009,102,0,24490,George McNeill,79.33,906,1142
2009,103,0,1473,Todd Hamilton,79.27,918,1158
2009,104,0,23325,Vaughn Taylor,79.22,972,1227
2009,105,0,1226,Fred Couples,79.15,596,753
2009,106,0,25396,Kevin Na,79.11,1000,1264
2009,107,0,20634,Peter Lonard,79.03,946,1197
2009,108,0,25345,Carl Pettersson,79.02,953,1206
2009,109,0,12782,Tim Herron,78.97,954,1208
2009,110,0,21350,Ryuji Imada,78.96,938,1188
2009,111,0,24502,Adam Scott,78.9,576,730
2009,112,0,1797,Rocco Mediate,78.73,866,1100
2009,113,0,23638,Brendon de Jonge,78.38,979,1249
2009,114,0,22295,Darron Stiles,78.34,568,725
2009,115,0,12652,Cameron Beckman,78.3,949,1212
2009,116,0,21731,Freddie Jacobson,78.29,909,1161
2009,117,0,24663,Y.E. Yang,78.26,907,1159
2009,118,0,25804,Bubba Watson,78.19,796,1018
2009,119,0,21959,Ted Purdy,78.17,1103,1411
2009,120,0,22892,Jason Gore,78.06,804,1030
2009,121,0,26851,Marc Leishman,77.94,989,1269
2009,122,0,27466,Spencer Levin,77.91,811,1041
2009,123,0,21949,Joe Ogilvie,77.69,916,1179
2009,124,0,23353,J.J. Henry,77.68,1051,1353
2009,125,0,20848,Ángel Cabrera,77.65,587,756
2009,126,0,26695,Michael Letzig,77.64,1035,1333
2009,127,0,23623,Bo Van Pelt,77.61,1078,1389
2009,128,0,23778,Brad Adamonis,77.6,755,973
2009,128,0,29718,Anthony Kim,77.6,807,1040
2009,130,0,8931,Glen Day,77.58,851,1097
2009,131,0,23718,Nathan Green,77.57,1124,1449
2009,132,0,22371,Aaron Baddeley,77.47,705,910
2009,133,0,1142,Bart Bryant,77.45,625,807
2009,134,0,10117,Bob Heintz,77.22,634,821
2009,135,0,25818,Scott Piercy,77.03,912,1184
2009,136,0,25919,Brian Vranesh,76.65,545,711
2009,137,0,23349,Charles Warren,76.56,673,879
2009,138,0,26301,James Nitties,76.44,918,1201
2009,139,0,24449,Parker McLachlin,76.39,757,991
2009,140,0,10425,Jay Williamson,76.38,734,961
2009,141,0,1810,Phil Mickelson,76.28,672,881
2009,142,0,12602,Dean Wilson,76.22,859,1127
2009,143,0,10733,Kent Jones,76.2,775,1017
2009,144,0,20593,Greg Chalmers,76.14,900,1182
2009,145,0,22961,David Mathis,76.03,866,1139
2009,146,0,6621,Joe Durant,75.96,651,857
2009,147,0,20766,Padraig Harrington,75.8,689,909
2009,148,0,28087,Kris Blanks,75.78,632,834
2009,149,0,23614,Rich Beem,75.68,809,1069
2009,150,0,8075,Jerry Kelly,75.6,948,1254
2009,151,0,30927,Brendon Todd,75.51,558,739
2009,152,0,12705,Cliff Kresge,75.39,818,1085
2009,153,0,21961,Charles Howell III,75.38,1041,1381
2009,154,0,27141,J.B. Holmes,75.31,781,1037
2009,155,0,6012,Greg Kraft,75.24,538,715
2009,156,0,6539,Rick Price,75.1,564,751
2009,157,0,21805,Harrison Frazar,74.83,969,1295
2009,158,0,30711,Colt Knost,74.77,738,987
2009,159,0,9011,David Duval,74.74,583,780
2009,160,0,1928,Corey Pavin,74.65,757,1014
2009,161,0,26498,Matt Weibring,74.64,677,907
2009,162,0,28620,Aron Price,74.45,921,1237
2009,163,0,26497,Casey Wittenberg,74.37,734,987
2009,164,0,1329,Brad Faxon,74.33,608,818
2009,165,0,1577,Lee Janzen,74.32,764,1028
2009,166,0,28118,Peter Tomasulo,74.17,629,848
2009,167,0,7749,Brett Quigley,73.94,945,1278
2009,168,0,1132,Mark Brooks,73.43,561,764
2009,169,0,27933,John Merrick,73.03,929,1272
2009,169,0,28475,Jeff Overton,73.03,937,1283
2009,171,0,26881,Jarrod Lyle,72.52,657,906
2009,172,0,26300,Matt Jones,72.4,564,779
2009,173,0,22548,Patrick Sheehan,72.15,513,711
2009,174,0,23800,Bryce Molder,72.02,695,965
2009,175,0,27683,Leif Olson,71.97,511,710
2009,176,0,25632,Jimmy Walker,71.55,737,1030
2009,177,0,23497,Tag Ridings,71.37,496,695
2009,178,0,28089,Jason Day,71.21,606,851
2009,179,0,26679,Kevin Stadler,71.05,643,905
2009,180,0,24846,Ricky Barnes,70.97,665,937
2009,181,0,8845,Scott Sterling,70.44,498,707
2009,182,0,31416,Derek Fathauer,69.44,609,877
2009,183,0,31323,Gary Woodland,68.16,503,738
2009,184,0,23048,Eric Axley,67.65,667,986
2008,1,0,24024,Zach Johnson,87.37,1031,1180
2008,2,0,1766,Billy Mayfair,87.06,1251,1437
2008,3,0,22293,Heath Slocum,87.04,1263,1451
2008,4,0,21753,Brian Davis,86.97,1308,1504
2008,5,0,1139,Olin Browne,86.92,930,1070
2008,5,0,1313,Steve Elkington,86.92,1017,1170
2008,7,0,22348,Nick O'Hern,86.76,970,1118
2008,8,0,1142,Bart Bryant,86.36,975,1129
2008,9,0,2239,Scott Verplank,86.17,978,1135
2008,10,0,7867,Woody Austin,85.81,1264,1473
2008,10,0,20645,John Senden,85.81,1101,1283
2008,12,0,6197,Michael Allen,85.35,1084,1270
2008,13,0,21878,Mark Wilson,85.26,1273,1493
2008,14,0,10585,Scott McCarron,85.11,749,880
2008,15,0,1388,Robert Gamez,85.06,934,1098
2008,15,0,6643,Paul Goydos,85.06,928,1091
2008,17,0,22913,John Rollins,85.0,1116,1313
2008,18,0,10809,Jim Furyk,84.84,1119,1319
2008,19,0,10885,Robert Allenby,84.8,1266,1493
2008,20,0,22892,Jason Gore,84.77,1108,1307
2008,21,0,20160,Charlie Wi,84.59,1142,1350
2008,22,0,23541,Ben Crane,84.57,1014,1199
2008,23,0,20574,Mathew Goggin,84.46,1071,1268
2008,24,0,23349,Charles Warren,84.39,930,1102
2008,25,0,26289,Boo Weekley,84.26,980,1163
2008,26,0,1724,Jeff Maggert,84.2,1007,1196
2008,27,0,24781,Hunter Mahan,84.19,1001,1189
2008,28,0,10505,Shane Bertsch,84.18,1123,1334
2008,29,0,23614,Rich Beem,84.14,1056,1255
2008,30,0,6567,Vijay Singh,83.65,916,1095
2008,31,0,24361,Pat Perez,83.58,1074,1285
2008,32,0,1320,Bob Estes,83.57,1048,1254
2008,33,0,1161,Mark Calcavecchia,83.53,771,923
2008,33,0,23353,J.J. Henry,83.53,1258,1506
2008,33,0,6595,Kevin Sutherland,83.53,1141,1366
2008,36,0,8385,Omar Uresti,83.4,859,1030
2008,37,0,2206,David Toms,83.37,792,950
2008,38,0,25396,Kevin Na,83.35,1126,1351
2008,39,0,10860,Justin Leonard,83.33,1110,1332
2008,40,0,27060,John Mallinger,83.07,1099,1323
2008,41,0,11032,Frank Lickliter II,82.93,1234,1488
2008,42,0,24912,Will MacKenzie,82.69,712,861
2008,43,0,28089,Jason Day,82.49,933,1131
2008,44,0,27120,Troy Matteson,82.48,1078,1307
2008,45,0,12510,Chad Campbell,82.46,1081,1311
2008,45,0,1473,Todd Hamilton,82.46,1058,1283
2008,47,0,23621,Rory Sabbatini,82.4,880,1068
2008,48,0,21209,Sergio Garcia,82.35,807,980
2008,49,0,24925,Jonathan Byrd,82.31,977,1187
2008,49,0,23788,D.J. Trahan,82.31,1075,1306
2008,51,0,6251,Chris DiMarco,82.26,997,1212
2008,52,0,26476,Chez Reavie,82.17,1166,1419
2008,53,0,1797,Rocco Mediate,82.13,997,1214
2008,54,0,10423,Mike Weir,81.97,1000,1220
2008,55,0,6004,Stephen Ames,81.88,940,1148
2008,56,0,27095,Nick Watney,81.83,1099,1343
2008,57,0,26596,Ryan Moore,81.77,821,1004
2008,58,0,1945,Kenny Perry,81.76,1103,1349
2008,59,0,1941,Tom Pernice Jr.,81.62,1181,1447
2008,60,0,6573,Brandt Jobe,81.49,590,724
2008,61,0,23135,Tim Clark,81.45,1014,1245
2008,62,0,25900,Lucas Glover,81.4,1033,1269
2008,63,0,24490,George McNeill,81.37,1101,1353
2008,64,0,7457,Steve Flesch,81.36,1078,1325
2008,65,0,20572,Rod Pampling,81.26,906,1115
2008,66,0,23325,Vaughn Taylor,81.24,1169,1439
2008,67,0,20104,Ken Duke,81.23,1311,1614
2008,68,0,24357,K.J. Choi,81.0,797,984
2008,69,0,12716,Charley Hoffman,80.93,1065,1316
2008,70,0,24358,Robert Garrigus,80.91,1013,1252
2008,71,0,21350,Ryuji Imada,80.81,901,1115
2008,72,0,10875,Todd Demsey,80.79,900,1114
2008,73,0,24663,Y.E. Yang,80.76,1003,1242
2008,74,0,28158,Steve Marino,80.75,1338,1657
2008,75,0,1226,Fred Couples,80.72,674,835
2008,76,0,6621,Joe Durant,80.64,1033,1281
2008,77,0,29718,Anthony Kim,80.49,912,1133
2008,78,0,23718,Nathan Green,80.47,1063,1321
2008,79,0,21961,Charles Howell III,80.45,1115,1386
2008,80,0,25364,Paul Casey,80.39,582,724
2008,80,0,25345,Carl Pettersson,80.39,1234,1535
2008,82,0,24924,Bill Haas,80.32,1106,1377
2008,83,0,8537,J.P. Hayes,80.28,749,933
2008,84,0,19803,Ryan Armour,80.22,969,1208
2008,85,0,24140,Sean O'Hair,80.18,906,1130
2008,86,0,1706,Davis Love III,80.17,873,1089
2008,87,0,20634,Peter Lonard,80.11,1027,1282
2008,87,0,1810,Phil Mickelson,80.11,874,1091
2008,89,0,23497,Tag Ridings,80.1,982,1226
2008,90,0,20229,Stewart Cink,80.07,904,1129
2008,91,0,20766,Padraig Harrington,79.97,559,699
2008,92,0,27770,Camilo Villegas,79.95,873,1092
2008,93,0,22046,Geoff Ogilvy,79.93,713,892
2008,93,0,25804,Bubba Watson,79.93,1083,1355
2008,95,0,21949,Joe Ogilvie,79.61,1113,1398
2008,96,0,22371,Aaron Baddeley,79.43,815,1026
2008,96,0,22378,Trevor Immelman,79.43,753,948
2008,98,0,1707,Steve Lowery,79.38,820,1033
2008,99,0,26695,Michael Letzig,79.36,973,1226
2008,100,0,10425,Jay Williamson,79.34,1064,1341
2008,101,0,23623,Bo Van Pelt,79.33,1117,1408
2008,102,0,10733,Kent Jones,79.28,750,946
2008,103,0,20098,Stuart Appleby,79.18,928,1172
2008,104,0,20433,Mark Hensby,79.01,783,991
2008,105,0,20498,Briny Baird,78.79,1241,1575
2008,106,0,27561,Nick Flanagan,78.74,974,1237
2008,107,0,27649,Brandt Snedeker,78.72,925,1175
2008,108,0,30925,Dustin Johnson,78.67,1007,1280
2008,109,0,20105,Jeff Gove,78.51,548,698
2008,110,0,25190,Jeff Quinney,78.44,953,1215
2008,111,0,2002,John Riegger,78.41,799,1019
2008,112,0,8075,Jerry Kelly,78.34,962,1228
2008,113,0,28780,Nicholas Thompson,78.27,1232,1574
2008,114,0,1553,John Huston,78.25,608,777
2008,115,0,22548,Patrick Sheehan,78.1,1348,1726
2008,116,0,21731,Freddie Jacobson,78.0,851,1091
2008,117,0,26668,Marc Turnesa,77.97,945,1212
2008,118,0,7749,Brett Quigley,77.96,870,1116
2008,119,0,22621,Ben Curtis,77.95,873,1120
2008,119,0,20378,Mathias Grönberg,77.95,944,1211
2008,121,0,8845,Scott Sterling,77.9,966,1240
2008,122,0,24138,Ian Poulter,77.84,534,686
2008,123,0,20850,Daniel Chopra,77.76,902,1160
2008,124,0,19846,Brian Gay,77.75,1108,1425
2008,125,0,24502,Adam Scott,77.7,533,686
2008,126,0,27214,Kevin Streelman,77.69,1233,1587
2008,127,0,6527,Steve Stricker,77.68,783,1008
2008,128,0,27963,Chris Stroud,77.66,876,1128
2008,129,0,1035,Tommy Armour III,77.59,831,1071
2008,130,0,6575,Dudley Hart,77.49,802,1035
2008,131,0,23778,Brad Adamonis,77.46,938,1211
2008,132,0,12602,Dean Wilson,77.4,1175,1518
2008,133,0,12705,Cliff Kresge,77.33,904,1169
2008,134,0,12782,Tim Herron,77.32,1043,1349
2008,135,0,27933,John Merrick,77.16,1054,1366
2008,136,0,1677,Tom Lehman,77.0,549,713
2008,136,0,25349,Tim Wilkinson,77.0,1021,1326
2008,138,0,2223,Bob Tway,76.92,750,975
2008,139,0,24227,Justin Bolli,76.73,933,1216
2008,140,0,27936,Martin Laird,76.57,1046,1366
2008,141,0,6522,Ernie Els,76.5,534,698
2008,141,0,27141,J.B. Holmes,76.5,908,1187
2008,143,0,24449,Parker McLachlin,76.28,936,1227
2008,144,0,12660,Jesper Parnevik,76.26,935,1226
2008,145,0,12652,Cameron Beckman,76.24,924,1212
2008,146,0,23108,Matt Kuchar,76.18,937,1230
2008,147,0,26951,Johnson Wagner,76.17,882,1158
2008,148,0,1948,Tim Petrovic,76.04,1028,1352
2008,149,0,23320,Ryan Palmer,75.96,730,961
2008,150,0,20848,Ángel Cabrera,75.91,545,718
2008,151,0,26679,Kevin Stadler,75.89,954,1257
2008,152,0,8931,Glen Day,75.87,676,891
2008,153,0,1928,Corey Pavin,75.84,725,956
2008,154,0,21461,Kenneth Ferrie,75.77,760,1003
2008,154,0,1577,Lee Janzen,75.77,938,1238
2008,156,0,12823,Carlos Franco,75.71,770,1017
2008,157,0,12826,Paul Claxton,75.68,663,876
2008,157,0,20157,Retief Goosen,75.68,613,810
2008,159,0,25562,Andres Romero,75.67,709,937
2008,160,0,20382,Stephen Leaney,75.64,559,739
2008,161,0,20472,Alex Cejka,75.57,789,1044
2008,162,0,28475,Jeff Overton,75.5,1085,1437
2008,163,0,21805,Harrison Frazar,75.42,767,1017
2008,164,0,7547,Craig Kanada,75.3,683,907
2008,165,0,1024,Billy Andrade,75.15,741,986
2008,166,0,21959,Ted Purdy,75.05,710,946
2008,167,0,20443,Jin Park,75.04,887,1182
2008,168,0,6090,Jim McGovern,74.62,779,1044
2008,169,0,23157,Richard Johnson,74.44,798,1072
2008,170,0,19913,Ron Whittaker,74.27,557,750
2008,171,0,26300,Matt Jones,74.17,982,1324
2008,172,0,20623,Gavin Coles,74.03,556,751
2008,173,0,26631,Cody Freeman,73.91,680,920
2008,174,0,22806,Doug LaBelle II,73.82,671,909
2008,175,0,23797,Brett Rumford,73.7,737,1000
2008,176,0,23048,Eric Axley,73.51,1157,1574
2008,177,0,22582,Kyle Thompson,73.46,717,976
2008,178,0,20663,Brenden Pappas,73.01,671,919
2008,179,0,26420,Richard Johnson,72.93,609,835
2008,180,0,25842,Jon Mills,72.64,961,1323
2008,181,0,10649,Tom Scherrer,72.44,565,780
2008,182,0,23125,Brad Elder,72.42,675,932
2008,183,0,23409,James Driscoll,72.14,852,1181
2008,184,0,23540,Jason Allred,72.03,631,876
2008,185,0,9011,David Duval,71.69,509,710
2008,186,0,21633,Steve Allan,71.57,579,809
2008,187,0,6012,Greg Kraft,70.99,624,879
2008,188,0,12309,Bob Sowards,70.86,603,851
2008,189,0,25720,Chad Collins,70.79,710,1003
2008,190,0,27613,David Lutterus,70.77,581,821
2008,191,0,30750,Tommy Gainey,69.74,583,836
2008,192,0,12680,Shigeki Maruyama,69.41,481,693
2008,193,0,25594,Travis Perkins,69.28,512,739
2008,194,0,25632,Jimmy Walker,68.34,695,1017
2008,195,0,26500,Alejandro Cañizares,68.05,492,723
2008,196,0,6034,Marco Dawson,67.94,604,889
2008,197,0,20127,Chris Riley,67.7,480,709
2007,1,0,6621,Joe Durant,87.92,1077,1225
2007,2,0,10809,Jim Furyk,87.62,1012,1155
2007,3,0,22293,Heath Slocum,87.49,1231,1407
2007,4,0,21753,Brian Davis,86.72,1228,1416
2007,5,0,20574,Mathew Goggin,86.68,1171,1351
2007,6,0,1142,Bart Bryant,86.2,1037,1203
2007,7,0,1766,Billy Mayfair,86.01,1174,1365
2007,8,0,10425,Jay Williamson,86.0,602,700
2007,9,0,20645,John Senden,85.89,1169,1361
2007,9,0,23349,Charles Warren,85.89,1211,1410
2007,11,0,7363,Craig Bowden,85.69,934,1090
2007,12,0,24024,Zach Johnson,85.62,899,1050
2007,13,0,2214,Kirk Triplett,85.29,916,1074
2007,14,0,20104,Ken Duke,85.06,1332,1566
2007,15,0,2101,Joey Sindelar,84.95,886,1043
2007,16,0,2239,Scott Verplank,84.61,962,1137
2007,17,0,27060,John Mallinger,84.58,1130,1336
2007,18,0,23788,D.J. Trahan,84.35,1164,1380
2007,19,0,20105,Jeff Gove,84.26,1210,1436
2007,20,0,10733,Kent Jones,84.19,1140,1354
2007,21,0,1724,Jeff Maggert,84.18,931,1106
2007,21,0,6515,Shaun Micheel,84.18,1038,1233
2007,23,0,6004,Stephen Ames,83.91,897,1069
2007,24,0,24140,Sean O'Hair,83.81,1154,1377
2007,25,0,23623,Bo Van Pelt,83.78,1214,1449
2007,26,0,22892,Jason Gore,83.75,1005,1200
2007,27,0,20472,Alex Cejka,83.68,933,1115
2007,28,0,11032,Frank Lickliter II,83.65,1110,1327
2007,29,0,1945,Kenny Perry,83.61,964,1153
2007,30,0,23983,Luke Donald,83.6,790,945
2007,31,0,24781,Hunter Mahan,83.59,1065,1274
2007,32,0,20382,Stephen Leaney,83.52,953,1141
2007,33,0,28475,Jeff Overton,83.39,698,837
2007,34,0,24507,Jason Bohn,83.35,661,793
2007,34,0,8123,Jeff Brehaut,83.35,686,823
2007,34,0,1707,Steve Lowery,83.35,866,1039
2007,37,0,21646,David Branshaw,83.3,963,1156
2007,37,0,1928,Corey Pavin,83.3,943,1132
2007,39,0,26596,Ryan Moore,83.28,1071,1286
2007,40,0,2246,Duffy Waldorf,83.26,806,968
2007,41,0,25900,Lucas Glover,83.17,1132,1361
2007,42,0,1157,Tom Byrum,83.07,579,697
2007,43,0,25686,Jason Dufner,83.02,1159,1396
2007,44,0,19803,Ryan Armour,82.86,1238,1494
2007,45,0,21731,Freddie Jacobson,82.83,815,984
2007,45,0,20691,Greg Owen,82.83,941,1136
2007,47,0,27095,Nick Watney,82.81,1007,1216
2007,48,0,23353,J.J. Henry,82.73,987,1193
2007,49,0,23614,Rich Beem,82.71,1033,1249
2007,50,0,7867,Woody Austin,82.64,1095,1325
2007,51,0,1797,Rocco Mediate,82.59,830,1005
2007,52,0,23933,Michael Boyd,82.57,706,855
2007,53,0,25190,Jeff Quinney,82.54,1097,1329
2007,54,0,24912,Will MacKenzie,82.52,1152,1396
2007,55,0,1035,Tommy Armour III,82.51,934,1132
2007,56,0,1941,Tom Pernice Jr.,82.49,1201,1456
2007,57,0,12652,Cameron Beckman,82.48,1106,1341
2007,58,0,10860,Justin Leonard,82.43,1098,1332
2007,59,0,20378,Mathias Grönberg,82.42,1092,1325
2007,60,0,23135,Tim Clark,82.4,735,892
2007,61,0,8793,Tiger Woods,82.35,695,844
2007,62,0,7457,Steve Flesch,82.32,1150,1397
2007,63,0,20160,Charlie Wi,82.31,1033,1255
2007,64,0,1320,Bob Estes,82.28,1012,1230
2007,65,0,22405,Justin Rose,82.27,682,829
2007,66,0,20572,Rod Pampling,82.26,1043,1268
2007,67,0,10885,Robert Allenby,82.15,1026,1249
2007,68,0,1677,Tom Lehman,82.12,712,867
2007,69,0,22378,Trevor Immelman,82.11,785,956
2007,70,0,23621,Rory Sabbatini,82.09,912,1111
2007,71,0,29718,Anthony Kim,82.06,1061,1293
2007,72,0,22913,John Rollins,81.98,1160,1415
2007,72,0,26951,Johnson Wagner,81.98,1110,1354
2007,74,0,24457,Jaco Van Zyl,81.91,584,713
2007,75,0,10423,Mike Weir,81.87,930,1136
2007,76,0,22806,Doug LaBelle II,81.82,1188,1452
2007,77,0,19846,Brian Gay,81.81,1223,1495
2007,78,0,19824,Craig Barlow,81.79,593,725
2007,79,0,6643,Paul Goydos,81.78,669,818
2007,80,0,1948,Tim Petrovic,81.6,1206,1478
2007,81,0,12602,Dean Wilson,81.57,1049,1286
2007,82,0,12705,Cliff Kresge,81.51,1217,1493
2007,83,0,23322,Brett Wetterich,81.49,995,1221
2007,84,0,6567,Vijay Singh,81.4,1142,1403
2007,85,0,8537,J.P. Hayes,81.36,1008,1239
2007,86,0,6527,Steve Stricker,81.28,912,1122
2007,87,0,2206,David Toms,81.27,881,1084
2007,88,0,20498,Briny Baird,81.25,1304,1605
2007,89,0,1388,Robert Gamez,81.03,995,1228
2007,90,0,8931,Glen Day,81.01,960,1185
2007,91,0,20628,Arron Oberholser,80.9,771,953
2007,92,0,24357,K.J. Choi,80.89,965,1193
2007,93,0,19972,José Coceres,80.86,566,700
2007,94,0,20850,Daniel Chopra,80.81,1196,1480
2007,94,0,22621,Ben Curtis,80.81,914,1131
2007,96,0,27770,Camilo Villegas,80.77,920,1139
2007,97,0,27963,Chris Stroud,80.76,747,925
2007,98,0,6595,Kevin Sutherland,80.69,957,1186
2007,99,0,26882,Michael Sim,80.68,589,730
2007,100,0,24358,Robert Garrigus,80.57,1070,1328
2007,101,0,25892,Steve Wheatcroft,80.49,821,1020
2007,102,0,26679,Kevin Stadler,80.48,1072,1332
2007,103,0,1381,Fred Funk,80.42,731,909
2007,104,0,11123,Chris Couch,80.41,854,1062
2007,104,0,21209,Sergio Garcia,80.41,743,924
2007,104,0,27120,Troy Matteson,80.41,977,1215
2007,107,0,25345,Carl Pettersson,80.35,1243,1547
2007,108,0,25396,Kevin Na,80.34,944,1175
2007,109,0,1313,Steve Elkington,80.33,972,1210
2007,110,0,24925,Jonathan Byrd,80.31,820,1021
2007,111,0,20433,Mark Hensby,80.27,907,1130
2007,112,0,22212,Craig Lile,80.26,866,1079
2007,113,0,8075,Jerry Kelly,80.25,1138,1418
2007,114,0,12716,Charley Hoffman,80.24,1088,1356
2007,115,0,24138,Ian Poulter,80.19,676,843
2007,116,0,28158,Steve Marino,80.12,1189,1484
2007,117,0,24924,Bill Haas,80.03,1038,1297
2007,118,0,12195,Tom Johnson,80.0,824,1030
2007,119,0,27141,J.B. Holmes,79.98,795,994
2007,120,0,7547,Craig Kanada,79.89,1216,1522
2007,121,0,27933,John Merrick,79.88,1028,1287
2007,122,0,12660,Jesper Parnevik,79.85,979,1226
2007,123,0,1024,Billy Andrade,79.82,977,1224
2007,124,0,21959,Ted Purdy,79.8,1138,1426
2007,125,0,22046,Geoff Ogilvy,79.78,876,1098
2007,126,0,20229,Stewart Cink,79.77,986,1236
2007,127,0,22295,Darron Stiles,79.76,725,909
2007,128,0,24502,Adam Scott,79.69,765,960
2007,129,0,20098,Stuart Appleby,79.63,817,1026
2007,130,0,26420,Richard Johnson,79.6,1030,1294
2007,131,0,6522,Ernie Els,79.53,649,816
2007,132,0,12510,Chad Campbell,79.49,1004,1263
2007,132,0,26289,Boo Weekley,79.49,1124,1414
2007,134,0,20623,Gavin Coles,79.47,964,1213
2007,135,0,20634,Peter Lonard,79.41,941,1185
2007,136,0,1706,Davis Love III,79.34,726,915
2007,137,0,20766,Padraig Harrington,79.33,691,871
2007,138,0,1132,Mark Brooks,79.32,587,740
2007,139,0,29476,Kyle Reifers,79.3,789,995
2007,140,0,10117,Bob Heintz,79.27,937,1182
2007,140,0,21470,Daisuke Maruyama,79.27,952,1201
2007,142,0,25804,Bubba Watson,79.17,882,1114
2007,143,0,27702,Matt Hendrix,79.07,695,879
2007,144,0,20127,Chris Riley,79.03,652,825
2007,145,0,21878,Mark Wilson,78.97,954,1208
2007,146,0,23320,Ryan Palmer,78.96,1002,1269
2007,146,0,28486,Michael Putnam,78.96,1062,1345
2007,148,0,6034,Marco Dawson,78.9,804,1019
2007,149,0,1161,Mark Calcavecchia,78.8,1026,1302
