YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2022,48,0,48822,Sebastián Muñoz,32.43,310,956,-0.084
2022,49,0,27974,Sung Kang,32.36,278,859,-0.032
2022,50,0,27649,Brandt Snedeker,32.35,220,680,-0.064
2022,51,0,47128,Richy Werenski,32.24,227,704,-0.004
2022,52,0,39436,Joshua Creel,32.23,165,512,-0.036
2022,53,0,32816,Satoshi Kodaira,32.16,183,569,-0.066
2022,54,0,34360,Patrick Reed,32.11,228,710,-0.061
2022,55,0,28089,Jason Day,32.06,227,708,-0.013
2022,56,0,19803,Ryan Armour,31.82,154,484,-0.143
2022,56,0,35891,Cameron Smith,31.82,217,682,-0.083
2022,58,0,34256,Andrew Putnam,31.79,358,1126,-0.128
2022,59,0,24138,Ian Poulter,31.67,159,502,-0.132
2022,60,0,53165,Doc Redman,31.62,277,876,-0.058
2022,61,0,29478,Kevin Kisner,31.56,243,770,-0.111
2022,62,0,32448,James Hahn,31.53,263,834,-0.049
2022,63,0,52374,Brandon Wu,31.5,218,692,-0.106
2022,64,0,22405,Justin Rose,31.44,166,528,-0.030
2022,65,0,34174,John Huh,31.43,264,840,-0.095
2022,66,0,27895,Jonas Blixt,31.38,182,580,+0.016
2022,67,0,34431,Robert Streb,31.35,316,1008,+0.019
2022,68,0,33419,Cameron Tringale,31.29,316,1010,-0.060
2022,69,0,26476,Chez Reavie,31.21,324,1038,-0.019
2022,70,0,23325,Vaughn Taylor,31.1,172,553,-0.081
2022,71,0,51950,Max McGreevy,31.09,240,772,-0.033
2022,72,0,24980,Scott Gutschewski,31.06,164,528,-0.122
2022,73,0,36801,Mark Hubbard,30.97,236,762,-0.153
2022,74,0,23983,Luke Donald,30.83,222,720,-0.036
2022,75,0,25900,Lucas Glover,30.73,354,1152,-0.020
2022,76,0,49298,Kramer Hickok,30.72,314,1022,-0.067
2022,77,0,39997,Corey Conners,30.71,304,990,-0.059
2022,78,0,39971,Sungjae Im,30.67,322,1050,-0.155
2022,79,0,49964,Aaron Wise,30.62,327,1068,-0.018
2022,80,0,36799,Stephan Jaeger,30.59,309,1010,-0.061
2022,81,0,55708,Hayden Buckley,30.56,327,1070,-0.110
2022,82,0,25818,Scott Piercy,30.52,282,924,-0.021
2022,83,0,33667,Carlos Ortiz,30.5,219,718,+0.041
2022,84,0,40162,Justin Lower,30.35,227,748,-0.070
2022,85,0,54783,Dylan Wu,30.23,214,708,+0.019
2022,86,0,34563,Chesson Hadley,30.16,269,892,-0.011
2022,87,0,35310,Lanto Griffin,30.15,284,942,-0.063
2022,88,0,49960,Sepp Straka,30.08,311,1034,+0.003
2022,89,0,46414,Aaron Rai,29.98,286,954,-0.038
2022,90,0,35879,Kelly Kraft,29.85,234,784,-0.021
2022,90,0,47529,Mito Pereira,29.85,311,1042,-0.051
2022,92,0,46435,Austin Cook,29.84,219,734,-0.091
2022,93,0,25686,Jason Dufner,29.81,161,540,-0.025
2022,94,0,32791,K.H. Lee,29.8,360,1208,-0.097
2022,95,0,47347,Adam Schenk,29.72,318,1070,+0.041
2022,96,0,31646,Emiliano Grillo,29.48,286,970,-0.024
2022,97,0,33490,Bo Hoag,29.38,151,514,+0.013
2022,98,0,33204,Shane Lowry,29.31,194,662,-0.088
2022,99,0,32662,Michael Gligic,29.22,232,794,-0.052
2022,100,0,29908,C.T. Pan,29.17,287,984,-0.035
2022,101,0,32139,Danny Willett,29.14,169,580,-0.047
2022,102,0,54421,Garrick Higgo,29.1,156,536,+0.038
2022,103,0,31557,Jim Herman,28.96,172,594,+0.017
2022,104,0,32757,Patton Kizzire,28.93,331,1144,-0.021
2022,105,0,34363,Tyrrell Hatton,28.92,192,664,-0.104
2022,105,0,51634,Sahith Theegala,28.92,380,1314,-0.116
2022,107,0,45526,Abraham Ancer,28.82,185,642,-0.076
2022,108,0,27349,Alex Noren,28.74,192,668,-0.109
2022,108,0,23320,Ryan Palmer,28.74,200,696,E
2022,110,0,30692,Scott Stallings,28.73,335,1166,-0.048
2022,111,0,48887,Matt Wallace,28.7,194,676,-0.005
2022,112,0,46442,Maverick McNealy,28.68,292,1018,+0.034
2022,113,0,33597,Harry Higgs,28.66,270,942,+0.037
2022,113,0,54628,Lee Hodges,28.66,329,1148,-0.058
2022,115,0,29926,Danny Lee,28.55,157,550,+0.045
2022,116,0,50525,Collin Morikawa,28.42,191,672,-0.147
2022,117,0,46717,Viktor Hovland,28.32,222,784,-0.108
2022,118,0,47995,Davis Riley,28.08,319,1136,+0.078
2022,119,0,40006,Erik van Rooyen,28.04,157,560,-0.025
2022,120,0,34098,Russell Henley,28.02,246,878,-0.098
2022,121,0,24924,Bill Haas,27.98,263,940,-0.019
2022,122,0,32102,Rickie Fowler,27.93,219,784,+0.050
2022,123,0,35450,Patrick Cantlay,27.87,204,732,-0.088
2022,124,0,39977,Max Homa,27.86,273,980,-0.077
2022,125,0,29289,S.Y. Noh,27.76,176,634,-0.011
2022,126,0,49947,Taylor Moore,27.72,301,1086,-0.070
2022,127,0,48084,Wesley Bryan,27.61,148,536,-0.068
2022,128,0,29974,Branden Grace,27.57,166,602,-0.048
2022,129,0,34264,Hudson Swafford,27.54,184,668,+0.049
2022,130,0,27139,David Skinns,27.5,198,720,-0.045
2022,131,0,48081,Xander Schauffele,27.32,218,798,-0.110
2022,131,0,30927,Brendon Todd,27.32,265,970,-0.140
2022,133,0,27095,Nick Watney,27.31,236,864,+0.021
2022,134,0,28252,Seamus Power,27.29,226,828,-0.075
2022,135,0,36884,Ben Kohles,27.24,170,624,+0.024
2022,136,0,36871,Matthew NeSmith,27.12,294,1084,-0.082
2022,137,0,36852,Jim Knous,27.11,135,498,+0.030
2022,138,0,30944,Jason Kokrak,26.97,192,712,-0.042
2022,139,0,39953,Chase Seiffert,26.95,138,512,-0.007
2022,140,0,45486,Joaquin Niemann,26.91,218,810,-0.078
2022,141,0,50095,Austin Smotherman,26.78,233,870,-0.064
2022,142,0,21961,Charles Howell III,26.61,174,654,-0.092
2022,143,0,39058,Lucas Herbert,26.6,150,564,-0.033
2022,144,0,20229,Stewart Cink,26.46,244,922,-0.029
2022,145,0,31560,Brian Stuard,26.37,251,952,-0.012
2022,146,0,45540,Jared Wolfe,25.99,170,654,+0.076
2022,147,0,29970,Dylan Frittelli,25.94,263,1014,-0.015
2022,148,0,51894,Vince Whaley,25.92,240,926,+0.004
2022,149,0,26300,Matt Jones,25.91,185,714,+0.005
2022,150,0,34046,Jordan Spieth,25.76,221,858,-0.109
2022,151,0,33141,Keegan Bradley,25.7,237,922,-0.038
2022,152,0,46340,Alex Smalley,25.68,266,1036,+0.034
2022,153,0,32839,Hideki Matsuyama,25.56,205,802,-0.093
2022,154,0,46046,Scottie Scheffler,25.11,230,916,-0.048
2022,155,0,39546,Keith Mitchell,25.1,251,1000,-0.072
2022,156,0,26851,Marc Leishman,25.06,221,882,-0.072
2022,157,0,35461,Beau Hossler,24.95,227,910,+0.026
2022,158,0,40098,Matt Fitzpatrick,24.85,165,664,-0.036
2022,159,0,46402,Talor Gooch,24.81,191,770,-0.052
2022,160,0,32366,Kevin Chappell,24.68,152,616,+0.046
2022,160,0,31323,Gary Woodland,24.68,191,774,-0.010
2022,162,0,30911,Tommy Fleetwood,24.28,135,556,-0.081
2022,163,0,29725,Tony Finau,24.19,239,988,-0.100
2022,163,0,29518,Brendan Steele,24.19,210,868,-0.029
2022,165,0,24502,Adam Scott,24.15,212,878,+0.005
2022,166,0,37189,Harold Varner III,24.08,190,789,-0.042
2022,167,0,47856,Seth Reeves,23.68,161,680,+0.025
2022,168,0,36699,Patrick Rodgers,23.49,225,958,+0.036
2022,169,0,33448,Justin Thomas,23.41,199,850,-0.156
2022,170,0,32333,Kevin Tway,22.96,214,932,-0.056
2022,171,0,35617,Martin Trainer,22.9,196,856,+0.046
2022,172,0,47504,Sam Burns,22.34,214,958,-0.042
2022,173,0,48117,Kurt Kitayama,21.94,140,638,-0.007
2022,174,0,27064,Jhonattan Vegas,21.62,176,814,-0.040
2022,175,0,46970,Jon Rahm,21.56,166,770,-0.096
2022,176,0,36689,Brooks Koepka,21.32,116,544,-0.078
2022,177,0,48699,Callum Tarren,21.12,158,748,+0.082
2022,178,0,37212,Paul Barjon,21.03,183,870,+0.044
2022,179,0,12716,Charley Hoffman,20.84,168,806,+0.060
2022,180,0,47988,Nick Hardy,20.77,130,626,+0.062
2022,181,0,56278,Matthew Wolff,20.64,109,528,+0.183
2022,182,0,10381,Curtis Thompson,20.07,122,608,+0.107
2022,183,0,45157,Cam Davis,19.7,210,1066,-0.048
2022,184,0,40250,Taylor Pendrith,18.93,156,824,-0.006
2022,185,0,46601,Trey Mullinax,18.75,171,912,-0.041
2022,186,0,27129,Luke List,18.39,164,892,+0.043
2022,187,0,51766,Wyndham Clark,18.34,190,1036,-0.037
2022,188,0,28237,Rory McIlroy,17.96,130,724,+0.115
2022,189,0,34255,Joseph Bramlett,17.67,164,928,+0.110
2022,190,0,57366,Cameron Young,17.45,171,980,+0.076
2022,191,0,47483,Will Zalatoris,17.17,137,798,+0.022
2022,192,0,46550,Brandon Hagy,15.98,132,826,E
2022,193,0,52372,Cameron Champ,14.88,97,652,+0.103
2021,1,0,49298,Kramer Hickok,39.43,306,776,-0.049
2021,2,0,20396,Lee Westwood,38.76,276,712,-0.025
2021,3,0,27649,Brandt Snedeker,38.4,384,1000,-0.094
2021,4,0,39953,Chase Seiffert,37.85,296,782,-0.128
2021,5,0,27644,Brian Harman,37.82,447,1182,-0.089
2021,6,0,32640,Troy Merritt,37.59,418,1112,-0.055
2021,7,0,28775,Nate Lashley,37.23,306,822,-0.065
2021,8,0,26499,Rafa Cabrera Bello,37.11,311,838,-0.042
2021,9,0,33120,Mark Anderson,36.97,176,476,-0.091
2021,10,0,37455,Si Woo Kim,36.81,427,1160,-0.059
2021,11,0,22056,Cameron Percy,36.75,308,838,-0.101
2021,12,0,35449,Adam Long,36.69,361,984,-0.050
2021,13,0,34360,Patrick Reed,36.44,336,922,-0.104
2021,14,0,29221,Webb Simpson,36.18,309,854,-0.175
2021,15,0,45609,Tyler Duncan,36.15,381,1054,-0.031
2021,16,0,53165,Doc Redman,36.12,346,958,-0.020
2021,17,0,32254,Xinjun Zhang,36.06,251,696,E
2021,18,0,26329,Louis Oosthuizen,35.89,300,836,-0.090
2021,19,0,46435,Austin Cook,35.84,324,904,-0.052
2021,20,0,50525,Collin Morikawa,35.82,331,924,-0.124
2021,21,0,46441,Robby Shelton,35.76,354,990,-0.008
2021,22,0,33490,Bo Hoag,35.66,373,1046,-0.113
2021,23,0,23108,Matt Kuchar,35.64,293,822,-0.119
2021,24,0,33122,Russell Knox,35.61,396,1112,-0.038
2021,25,0,34098,Russell Henley,35.58,385,1082,-0.057
2021,26,0,24361,Pat Perez,35.54,386,1086,-0.078
2021,27,0,39971,Sungjae Im,35.51,559,1574,-0.081
2021,27,0,23621,Rory Sabbatini,35.51,332,935,-0.072
2021,29,0,33399,Adam Hadwin,35.36,389,1100,-0.046
2021,30,0,25900,Lucas Glover,35.28,398,1128,-0.093
2021,31,0,45526,Abraham Ancer,35.22,398,1130,-0.158
2021,31,0,33486,Roger Sloan,35.22,305,866,-0.151
2021,33,0,27214,Kevin Streelman,35.19,411,1168,-0.071
2021,34,0,23623,Bo Van Pelt,35.08,268,764,-0.022
2021,35,0,22371,Aaron Baddeley,35.06,176,502,-0.108
2021,35,0,27330,Josh Teater,35.06,162,462,-0.191
2021,37,0,34076,Joel Dahmen,35.0,322,920,-0.099
2021,38,0,35532,Tom Hoge,34.97,428,1224,-0.086
2021,39,0,32448,James Hahn,34.92,301,862,-0.053
2021,40,0,29420,Billy Horschel,34.89,337,966,-0.101
2021,41,0,33141,Keegan Bradley,34.81,378,1086,-0.124
2021,42,0,34431,Robert Streb,34.76,342,984,-0.038
2021,43,0,32150,Michael Thompson,34.7,329,948,-0.012
2021,44,0,32816,Satoshi Kodaira,34.62,297,858,-0.057
2021,45,0,32791,K.H. Lee,34.57,448,1296,-0.078
2021,46,0,24924,Bill Haas,34.56,150,434,+0.007
2021,46,0,24024,Zach Johnson,34.56,365,1056,-0.096
2021,48,0,28679,Fabián Gómez,34.53,163,472,-0.025
2021,49,0,24138,Ian Poulter,34.46,264,766,-0.114
2021,50,0,27349,Alex Noren,34.41,353,1026,-0.054
2021,51,0,34174,John Huh,34.32,243,708,E
2021,52,0,25493,Nick Taylor,34.31,398,1160,-0.033
2021,53,0,33413,Ben Martin,34.24,163,476,-0.123
2021,54,0,29478,Kevin Kisner,34.23,330,964,-0.079
2021,55,0,33404,Chris Baker,34.21,182,532,+0.011
2021,56,0,27556,Ted Potter Jr.,34.12,275,806,-0.047
2021,57,0,23983,Luke Donald,33.97,212,624,-0.009
2021,58,0,30163,Henrik Norlander,33.72,352,1044,-0.045
2021,59,0,35230,Nelson Ledesma,33.61,164,488,-0.098
2021,60,0,33410,Andrew Landry,33.53,285,850,-0.032
2021,61,0,34046,Jordan Spieth,33.5,345,1030,-0.070
2021,62,0,32662,Michael Gligic,33.49,280,836,-0.018
2021,62,0,23788,D.J. Trahan,33.49,215,642,-0.126
2021,64,0,39324,J.J. Spaun,33.47,243,726,-0.095
2021,65,0,29479,Scott Brown,33.45,297,888,-0.114
2021,66,0,19846,Brian Gay,33.33,290,870,+0.038
2021,66,0,31420,Anirban Lahiri,33.33,252,756,-0.079
2021,68,0,29535,Brice Garnett,33.26,320,962,-0.050
2021,69,0,48045,Michael Gellerman,33.18,144,434,-0.076
2021,69,0,35506,Mackenzie Hughes,33.18,351,1058,-0.048
2021,71,0,39997,Corey Conners,33.16,386,1164,-0.052
2021,72,0,1810,Phil Mickelson,33.1,280,846,+0.014
2021,73,0,48822,Sebastián Muñoz,32.99,411,1246,-0.073
2021,73,0,49964,Aaron Wise,32.99,322,976,-0.040
2021,75,0,49771,J.T. Poston,32.97,362,1098,-0.028
2021,76,0,47128,Richy Werenski,32.93,382,1160,-0.031
2021,77,0,30926,Chris Kirk,32.85,343,1044,-0.128
2021,78,0,52375,Doug Ghim,32.8,330,1006,-0.145
2021,79,0,26476,Chez Reavie,32.76,325,992,-0.105
2021,80,0,34256,Andrew Putnam,32.75,338,1032,-0.056
2021,81,0,31557,Jim Herman,32.68,268,820,-0.034
2021,82,0,34466,Peter Malnati,32.54,300,922,-0.027
2021,83,0,40098,Matt Fitzpatrick,32.52,240,738,-0.088
2021,84,0,34363,Tyrrell Hatton,32.46,211,650,-0.033
2021,85,0,19803,Ryan Armour,32.44,303,934,-0.116
2021,85,0,36801,Mark Hubbard,32.44,401,1236,-0.077
2021,87,0,26851,Marc Leishman,32.43,286,882,-0.112
2021,88,0,48887,Matt Wallace,32.14,171,532,+0.053
2021,89,0,34314,Sebastian Cappelen,32.08,170,530,-0.029
2021,90,0,24781,Hunter Mahan,31.75,181,570,+0.017
2021,91,0,29974,Branden Grace,31.62,277,876,-0.029
2021,92,0,30110,Kyle Stanley,31.59,326,1032,-0.037
2021,93,0,47347,Adam Schenk,31.42,350,1114,-0.094
2021,94,0,27936,Martin Laird,31.37,303,966,-0.076
2021,95,0,27974,Sung Kang,31.36,328,1046,-0.003
2021,96,0,32102,Rickie Fowler,31.35,284,906,-0.028
2021,97,0,46442,Maverick McNealy,31.3,288,920,-0.038
2021,98,0,47993,Denny McCarthy,31.29,348,1112,-0.032
2021,99,0,33204,Shane Lowry,31.21,274,878,-0.026
2021,100,0,21961,Charles Howell III,31.17,230,738,-0.100
2021,101,0,34563,Chesson Hadley,31.11,252,810,+0.040
2021,101,0,32139,Danny Willett,31.11,121,389,+0.008
2021,103,0,25396,Kevin Na,31.07,338,1088,-0.172
2021,104,0,32839,Hideki Matsuyama,30.97,363,1172,-0.069
2021,105,0,40026,Daniel Berger,30.92,316,1022,-0.155
2021,106,0,31646,Emiliano Grillo,30.87,297,962,+0.003
2021,107,0,33597,Harry Higgs,30.78,322,1046,-0.050
2021,108,0,30911,Tommy Fleetwood,30.73,201,654,-0.015
2021,109,0,49766,Hank Lebioda,30.72,231,752,-0.208
2021,110,0,37275,Sam Ryder,30.7,291,948,+0.034
2021,111,0,29908,C.T. Pan,30.68,278,906,-0.086
2021,112,0,46402,Talor Gooch,30.64,353,1152,-0.042
2021,112,0,27770,Camilo Villegas,30.64,277,904,-0.047
2021,114,0,36871,Matthew NeSmith,30.61,341,1114,-0.035
2021,115,0,29268,Bronson Burgoon,30.59,238,778,-0.088
2021,115,0,34099,Harris English,30.59,334,1092,-0.036
2021,117,0,32757,Patton Kizzire,30.57,387,1266,-0.062
2021,118,0,51894,Vince Whaley,30.45,246,808,-0.016
2021,119,0,35891,Cameron Smith,30.43,294,966,-0.126
2021,120,0,32070,Rafael Campos,30.42,174,572,+0.046
2021,121,0,25818,Scott Piercy,30.34,287,946,+0.024
2021,122,0,39977,Max Homa,30.32,282,930,-0.043
2021,123,0,28252,Seamus Power,30.27,178,588,-0.146
2021,124,0,33948,Byeong Hun An,30.25,294,972,+0.068
2021,125,0,49960,Sepp Straka,30.17,324,1074,+0.019
2021,125,0,25632,Jimmy Walker,30.17,264,875,+0.091
2021,127,0,30692,Scott Stallings,30.13,285,946,-0.074
2021,128,0,35104,Tom Lewis,30.08,293,974,+0.010
2021,129,0,23325,Vaughn Taylor,29.93,258,862,-0.109
2021,130,0,39975,Michael Kim,29.92,225,752,+0.040
2021,131,0,33419,Cameron Tringale,29.91,341,1140,-0.100
2021,132,0,26331,Charl Schwartzel,29.89,312,1044,-0.026
2021,133,0,46046,Scottie Scheffler,29.79,348,1168,-0.149
2021,134,0,25686,Jason Dufner,29.71,306,1030,-0.046
2021,135,0,24140,Sean O'Hair,29.51,180,610,+0.011
2021,136,0,23320,Ryan Palmer,29.44,275,934,-0.036
2021,137,0,27942,Rob Oppenheim,29.41,230,782,-0.122
2021,138,0,31560,Brian Stuard,29.36,360,1226,-0.111
2021,139,0,35450,Patrick Cantlay,29.1,277,952,-0.181
2021,140,0,29926,Danny Lee,29.06,229,788,+0.035
2021,141,0,46717,Viktor Hovland,29.01,282,972,-0.032
2021,142,0,33667,Carlos Ortiz,28.93,335,1158,-0.009
2021,143,0,34264,Hudson Swafford,28.79,266,924,-0.034
2021,144,0,37189,Harold Varner III,28.77,317,1102,-0.006
2021,145,0,34213,Grayson Murray,28.6,143,500,+0.077
2021,146,0,40006,Erik van Rooyen,28.44,269,946,+0.007
2021,147,0,32618,Rhein Gibson,28.3,150,530,+0.093
2021,148,0,25364,Paul Casey,28.11,226,804,-0.062
2021,149,0,22405,Justin Rose,27.99,159,568,-0.019
2021,150,0,35461,Beau Hossler,27.82,271,974,+0.022
2021,151,0,28089,Jason Day,27.71,215,776,-0.060
2021,152,0,48081,Xander Schauffele,27.66,244,882,-0.135
2021,153,0,48119,Ben Taylor,27.42,119,434,-0.076
2021,154,0,29725,Tony Finau,27.39,275,1004,-0.033
2021,155,0,39546,Keith Mitchell,27.36,255,932,+0.102
2021,156,0,27095,Nick Watney,26.96,158,586,+0.019
2021,157,0,21209,Sergio Garcia,26.94,257,954,-0.058
2021,158,0,26300,Matt Jones,26.88,315,1172,-0.022
2021,159,0,46970,Jon Rahm,26.34,236,896,-0.093
2021,160,0,29518,Brendan Steele,26.23,245,934,-0.016
2021,161,0,26758,David Hearn,26.09,167,640,-0.132
2021,162,0,29970,Dylan Frittelli,26.02,217,834,+0.032
2021,163,0,33448,Justin Thomas,25.95,246,948,-0.041
2021,164,0,20229,Stewart Cink,25.87,283,1094,-0.021
2021,165,0,30927,Brendon Todd,25.75,256,994,-0.133
2021,166,0,35310,Lanto Griffin,25.67,286,1114,-0.010
2021,167,0,47504,Sam Burns,25.54,259,1014,-0.085
2021,168,0,25804,Bubba Watson,25.36,211,832,+0.028
2021,169,0,12716,Charley Hoffman,25.23,277,1098,-0.018
2021,170,0,27554,Scott Harrington,25.2,221,877,-0.009
2021,171,0,35617,Martin Trainer,25.0,167,668,+0.078
2021,172,0,24502,Adam Scott,24.46,202,826,+0.025
2021,173,0,35658,Kris Ventura,24.24,175,722,+0.086
2021,174,0,27141,J.B. Holmes,24.02,147,612,-0.014
2021,175,0,27129,Luke List,24.0,251,1046,-0.016
2021,176,0,45157,Cam Davis,23.84,299,1254,+0.037
2021,177,0,45486,Joaquin Niemann,23.75,295,1242,-0.092
2021,178,0,36689,Brooks Koepka,23.62,171,724,-0.006
2021,179,0,56278,Matthew Wolff,22.68,161,710,+0.031
2021,180,0,36699,Patrick Rodgers,22.52,245,1088,+0.069
2021,181,0,30944,Jason Kokrak,22.36,237,1060,-0.008
2021,182,0,40042,Tyler McCumber,22.22,168,756,+0.024
2021,183,0,32333,Kevin Tway,22.11,157,710,-0.025
2021,184,0,47483,Will Zalatoris,21.74,207,952,-0.145
2021,185,0,34255,Joseph Bramlett,21.54,168,780,-0.083
2021,186,0,46550,Brandon Hagy,20.67,167,808,+0.102
2021,187,0,30925,Dustin Johnson,20.37,176,864,+0.023
2021,188,0,24357,K.J. Choi,20.33,122,600,-0.197
2021,189,0,27064,Jhonattan Vegas,19.89,185,930,-0.011
2021,190,0,31323,Gary Woodland,19.75,160,810,-0.006
2021,191,0,56762,Will Gordon,19.41,184,948,+0.076
2021,192,0,52372,Cameron Champ,19.01,173,910,+0.029
2021,193,0,51766,Wyndham Clark,18.02,178,988,+0.180
2021,194,0,28420,Ryan Brehm,17.62,86,488,+0.116
2021,195,0,28237,Rory McIlroy,17.2,151,878,+0.007
2021,196,0,47959,Bryson DeChambeau,13.28,127,956,-0.031
2020,1,0,22056,Cameron Percy,39.18,181,462,-0.050
2020,2,0,27644,Brian Harman,38.93,387,994,-0.114
2020,3,0,27649,Brandt Snedeker,38.43,269,700,-0.138
2020,4,0,33399,Adam Hadwin,38.23,289,756,-0.114
2020,5,0,27963,Chris Stroud,38.1,192,504,-0.026
2020,6,0,39953,Chase Seiffert,37.9,191,504,-0.115
2020,7,0,24924,Bill Haas,37.61,179,476,+0.022
2020,8,0,35230,Nelson Ledesma,37.5,126,336,+0.048
2020,9,0,37455,Si Woo Kim,37.38,314,840,-0.051
2020,10,0,20229,Stewart Cink,37.3,235,630,-0.038
2020,11,0,34466,Peter Malnati,37.23,245,658,-0.106
2020,12,0,40009,Dominic Bozzelli,36.9,124,336,-0.137
2020,13,0,33410,Andrew Landry,36.86,289,784,-0.031
2020,14,0,27214,Kevin Streelman,36.72,293,798,-0.089
2020,15,0,32448,James Hahn,36.24,137,378,-0.102
2020,16,0,33120,Mark Anderson,36.1,187,518,-0.053
2020,17,0,28307,Matt Every,36.06,207,574,+0.005
2020,18,0,39324,J.J. Spaun,36.01,242,672,-0.025
2020,19,0,34098,Russell Henley,35.84,291,812,-0.110
2020,20,0,29908,C.T. Pan,35.71,215,602,+0.051
2020,20,0,23623,Bo Van Pelt,35.71,155,434,+0.026
2020,22,0,25349,Tim Wilkinson,35.49,159,448,-0.151
2020,23,0,37275,Sam Ryder,35.33,277,784,-0.022
2020,24,0,34431,Robert Streb,35.27,158,448,-0.127
2020,25,0,19846,Brian Gay,35.14,246,700,-0.053
2020,26,0,28679,Fabián Gómez,34.98,191,546,-0.094
2020,27,0,23621,Rory Sabbatini,34.86,244,700,-0.045
2020,28,0,32791,K.H. Lee,34.66,262,756,-0.027
2020,29,5,35891,Cameron Smith,34.29,264,770,-0.030
2020,30,-1,24138,Ian Poulter,34.21,182,532,-0.082
2020,31,-1,53165,Doc Redman,34.18,335,980,-0.122
2020,32,-1,24361,Pat Perez,34.11,191,560,-0.073
2020,33,-1,32102,Rickie Fowler,34.08,197,578,-0.025
2020,34,-1,32757,Patton Kizzire,34.04,224,658,E
2020,35,0,31420,Anirban Lahiri,33.85,109,322,-0.018
2020,36,0,25686,Jason Dufner,33.8,265,784,-0.072
2020,37,0,46441,Robby Shelton,33.71,269,798,-0.037
2020,37,0,25493,Nick Taylor,33.71,236,700,-0.038
2020,39,0,26476,Chez Reavie,33.67,270,802,-0.115
2020,40,0,45609,Tyler Duncan,33.64,331,984,-0.091
2020,41,0,31646,Emiliano Grillo,33.63,226,672,-0.084
2020,42,0,30110,Kyle Stanley,33.55,202,602,-0.094
2020,43,0,33486,Roger Sloan,33.46,178,532,-0.006
2020,44,0,26596,Ryan Moore,33.4,159,476,-0.013
2020,45,0,47128,Richy Werenski,33.38,229,686,+0.017
2020,46,0,29535,Brice Garnett,33.33,210,630,-0.100
2020,46,0,33449,Zack Sucher,33.33,112,336,+0.027
2020,48,1,49771,J.T. Poston,33.3,295,886,+0.017
2020,49,1,27556,Ted Potter Jr.,33.19,158,476,-0.032
2020,50,1,29479,Scott Brown,33.14,232,700,-0.017
2020,51,-5,46717,Viktor Hovland,33.13,269,812,+0.007
2020,52,0,27330,Josh Teater,33.07,125,378,-0.016
2020,53,0,30163,Henrik Norlander,33.04,259,784,-0.085
2020,54,0,26499,Rafa Cabrera Bello,32.97,180,546,-0.028
2020,55,0,34021,Bud Cauley,32.76,266,812,-0.090
2020,56,1,40058,Zac Blair,32.71,229,700,-0.009
2020,57,1,35532,Tom Hoge,32.68,302,924,-0.109
2020,58,1,22371,Aaron Baddeley,32.63,169,518,-0.095
2020,59,2,21407,Arjun Atwal,32.5,91,280,-0.044
2020,60,2,33404,Chris Baker,32.47,150,462,-0.073
2020,61,2,48045,Michael Gellerman,32.38,136,420,-0.015
2020,62,2,34256,Andrew Putnam,32.37,145,448,+0.007
2020,63,-7,29420,Billy Horschel,32.32,267,826,-0.116
2020,63,2,26329,Louis Oosthuizen,32.32,181,560,-0.072
2020,65,1,32254,Xinjun Zhang,32.2,266,826,-0.068
2020,66,1,23108,Matt Kuchar,32.17,222,690,-0.081
2020,67,1,40098,Matt Fitzpatrick,32.14,198,616,-0.096
2020,68,2,33490,Bo Hoag,32.07,220,686,+0.018
2020,69,2,23325,Vaughn Taylor,31.98,197,616,-0.041
2020,70,2,32150,Michael Thompson,31.89,250,784,-0.032
2020,71,2,24024,Zach Johnson,31.88,241,756,-0.137
2020,72,10,45526,Abraham Ancer,31.76,249,784,-0.060
2020,73,1,34076,Joel Dahmen,31.75,280,882,-0.018
2020,74,1,48119,Ben Taylor,31.63,124,392,-0.016
2020,75,1,10809,Jim Furyk,31.55,159,504,-0.145
2020,75,1,12716,Charley Hoffman,31.55,212,672,-0.113
2020,77,1,27936,Martin Laird,31.53,128,406,+0.016
2020,78,1,39971,Sungjae Im,31.46,348,1106,-0.101
2020,78,10,50525,Collin Morikawa,31.46,314,998,-0.067
2020,80,-1,25900,Lucas Glover,31.43,220,700,-0.005
2020,81,0,49964,Aaron Wise,31.3,149,476,-0.013
2020,82,17,34360,Patrick Reed,31.18,285,914,-0.084
2020,83,0,35732,Wes Roach,31.17,96,308,-0.063
2020,84,0,26300,Matt Jones,31.14,279,896,-0.029
2020,85,0,35449,Adam Long,31.06,310,998,-0.106
2020,86,0,34046,Jordan Spieth,31.0,204,658,-0.069
2020,87,0,29268,Bronson Burgoon,30.95,195,630,-0.046
2020,88,0,19803,Ryan Armour,30.79,194,630,-0.088
2020,89,2,34563,Chesson Hadley,30.75,198,644,-0.096
2020,89,2,33597,Harry Higgs,30.75,297,966,-0.010
2020,89,2,33204,Shane Lowry,30.75,155,504,+0.006
2020,92,3,36801,Mark Hubbard,30.72,314,1022,-0.127
2020,93,3,31560,Brian Stuard,30.69,275,896,-0.135
2020,94,-3,25396,Kevin Na,30.6,254,830,-0.110
2020,95,2,33413,Ben Martin,30.52,94,308,-0.064
2020,96,2,23320,Ryan Palmer,30.36,252,830,-0.036
2020,97,10,35506,Mackenzie Hughes,30.3,263,868,-0.004
2020,97,3,22405,Justin Rose,30.3,140,462,+0.079
