YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2012,108,0,35139,Richard Lee,30.61,244,797,-0.102
2012,109,0,20104,Ken Duke,30.54,383,1254,-0.120
2012,110,0,20160,Charlie Wi,30.51,310,1016,-0.071
2012,111,0,24024,Zach Johnson,30.49,314,1030,-0.118
2012,111,0,1706,Davis Love III,30.49,222,728,-0.032
2012,113,0,24846,Ricky Barnes,30.45,349,1146,-0.046
2012,114,0,24940,Edward Loar,30.4,183,602,+0.011
2012,115,0,21805,Harrison Frazar,30.37,205,675,+0.044
2012,116,0,20229,Stewart Cink,30.32,228,752,-0.044
2012,117,0,26951,Johnson Wagner,30.3,323,1066,-0.065
2012,118,0,25457,Alexandre Rocha,30.29,212,700,-0.014
2012,119,0,32366,Kevin Chappell,30.14,302,1002,-0.040
2012,120,0,22961,David Mathis,30.11,290,963,-0.107
2012,121,0,22371,Aaron Baddeley,30.1,233,774,-0.090
2012,122,0,23204,Gary Christian,30.02,314,1046,-0.108
2012,123,0,33122,Russell Knox,30.01,235,783,-0.196
2012,124,0,6036,Scott Dunlap,29.97,193,644,-0.073
2012,125,0,1766,Billy Mayfair,29.75,324,1089,-0.062
2012,126,0,22378,Trevor Immelman,29.74,237,797,-0.038
2012,127,0,23983,Luke Donald,29.64,198,668,-0.222
2012,128,0,20691,Greg Owen,29.52,317,1074,-0.057
2012,129,0,25632,Jimmy Walker,29.5,374,1268,-0.016
2012,130,0,21753,Brian Davis,29.43,324,1101,-0.139
2012,131,0,27936,Martin Laird,29.37,222,756,+0.036
2012,132,0,24490,George McNeill,29.35,290,988,-0.017
2012,133,0,27556,Ted Potter Jr.,29.34,250,852,-0.064
2012,134,0,27797,Derek Lamely,29.32,229,781,+0.057
2012,135,0,24507,Jason Bohn,29.08,267,918,-0.071
2012,136,0,20848,Ángel Cabrera,29.07,150,516,+0.007
2012,137,0,1797,Rocco Mediate,29.05,235,809,-0.055
2012,138,0,20593,Greg Chalmers,28.9,302,1045,-0.119
2012,138,0,29289,S.Y. Noh,28.9,343,1187,-0.093
2012,140,0,30927,Brendon Todd,28.82,253,878,-0.115
2012,141,0,23542,Tommy Biershenk,28.77,233,810,-0.064
2012,142,0,22293,Heath Slocum,28.34,297,1048,-0.138
2012,143,0,25396,Kevin Na,28.19,256,908,-0.121
2012,144,0,1320,Bob Estes,28.04,254,906,-0.118
2012,145,0,34099,Harris English,27.92,339,1214,-0.027
2012,145,0,26851,Marc Leishman,27.92,296,1060,-0.064
2012,147,0,27436,Graham DeLaet,27.72,275,992,+0.007
2012,148,0,6004,Stephen Ames,27.68,150,542,-0.013
2012,149,0,6573,Brandt Jobe,27.66,174,629,+0.052
2012,150,0,22548,Patrick Sheehan,27.44,169,616,-0.124
2012,151,0,32698,Bobby Gates,27.36,290,1060,-0.041
2012,152,0,11123,Chris Couch,27.3,205,751,-0.029
2012,152,0,27064,Jhonattan Vegas,27.3,264,967,+0.015
2012,154,0,27060,John Mallinger,27.17,238,876,-0.046
2012,155,0,10213,Dicky Pride,27.11,186,686,-0.054
2012,156,0,23718,Nathan Green,27.07,216,798,-0.088
2012,157,0,1116,Michael Bradley,26.92,207,769,-0.063
2012,158,0,24140,Sean O'Hair,26.83,286,1066,+0.021
2012,159,0,28500,Martin Flores,26.7,306,1146,-0.026
2012,160,0,24502,Adam Scott,26.66,153,574,E
2012,161,0,19846,Brian Gay,26.61,289,1086,-0.121
2012,162,0,2206,David Toms,26.38,162,614,-0.111
2012,163,0,23800,Bryce Molder,26.28,261,993,-0.092
2012,164,0,23135,Tim Clark,26.07,182,698,-0.143
2012,165,0,33141,Keegan Bradley,26.05,260,998,-0.088
2012,166,0,30944,Jason Kokrak,25.96,250,963,+0.008
2012,167,0,24357,K.J. Choi,25.77,202,784,-0.050
2012,168,0,30692,Scott Stallings,25.58,244,954,-0.053
2012,169,0,6251,Chris DiMarco,25.15,252,1002,-0.012
2012,170,0,29222,Billy Hurley III,25.06,200,798,+0.050
2012,171,0,10860,Justin Leonard,24.95,236,946,-0.110
2012,172,0,23320,Ryan Palmer,24.77,246,993,-0.016
2012,173,0,21350,Ryuji Imada,24.71,238,963,-0.038
2012,174,0,21878,Mark Wilson,24.63,234,950,+0.004
2012,175,0,25818,Scott Piercy,24.61,296,1203,-0.020
2012,176,0,1249,John Daly,24.43,129,528,+0.008
2012,177,0,8075,Jerry Kelly,24.29,247,1017,-0.069
2012,178,0,28237,Rory McIlroy,24.11,135,560,+0.015
2012,179,0,30110,Kyle Stanley,23.8,233,979,-0.034
2012,180,0,30925,Dustin Johnson,23.48,174,741,E
2012,181,0,32334,Charlie Beljan,23.0,138,600,+0.109
2012,182,0,27141,J.B. Holmes,22.34,244,1092,+0.008
2012,183,0,28089,Jason Day,22.02,144,654,-0.056
2012,184,0,20623,Gavin Coles,21.58,172,797,-0.134
2012,185,0,30711,Colt Knost,21.47,201,936,-0.090
2012,186,0,24358,Robert Garrigus,21.36,220,1030,-0.032
2012,187,0,8793,Tiger Woods,20.68,139,672,-0.129
2012,188,0,1941,Tom Pernice Jr.,20.28,147,725,-0.082
2012,189,0,31323,Gary Woodland,19.41,144,742,+0.167
2012,190,0,25804,Bubba Watson,18.66,134,718,-0.097
2012,191,0,22348,Nick O'Hern,17.62,167,948,-0.138
2011,1,0,28158,Steve Marino,42.38,367,866,-0.120
2011,2,0,23621,Rory Sabbatini,39.22,333,849,-0.159
2011,3,0,26289,Boo Weekley,37.94,302,796,-0.070
2011,4,0,27963,Chris Stroud,37.22,405,1088,-0.109
2011,5,0,26596,Ryan Moore,37.2,311,836,-0.109
2011,6,0,22405,Justin Rose,36.62,323,882,-0.142
2011,7,0,31193,Jim Renner,36.52,271,742,+0.022
2011,8,0,10885,Robert Allenby,36.33,356,980,-0.053
2011,9,0,29718,Anthony Kim,36.27,296,816,-0.010
2011,10,0,6567,Vijay Singh,36.25,364,1004,-0.055
2011,11,0,25686,Jason Dufner,36.17,327,904,-0.144
2011,12,0,28679,Fabián Gómez,36.07,347,962,-0.061
2011,13,0,21731,Freddie Jacobson,35.89,351,978,-0.046
2011,14,0,33413,Ben Martin,35.86,326,909,-0.003
2011,15,0,20157,Retief Goosen,35.79,199,556,-0.080
2011,16,0,24663,Y.E. Yang,35.71,210,588,-0.005
2011,17,0,23788,D.J. Trahan,35.58,412,1158,-0.058
2011,18,0,24781,Hunter Mahan,35.49,379,1068,-0.124
2011,19,0,25345,Carl Pettersson,35.48,447,1260,-0.094
2011,20,0,26476,Chez Reavie,35.43,405,1143,-0.074
2011,21,0,20160,Charlie Wi,35.41,381,1076,-0.024
2011,22,0,21949,Joe Ogilvie,35.29,301,853,-0.013
2011,23,0,23548,Bill Lunde,35.22,379,1076,-0.013
2011,24,0,34255,Joseph Bramlett,35.21,300,852,-0.047
2011,25,0,28475,Jeff Overton,35.0,357,1020,-0.059
2011,26,0,8375,Paul Stankowski,34.98,318,909,-0.057
2011,27,0,26679,Kevin Stadler,34.94,355,1016,+0.003
2011,28,0,12510,Chad Campbell,34.9,423,1212,-0.090
2011,29,0,24357,K.J. Choi,34.81,282,810,-0.057
2011,30,0,29420,Billy Horschel,34.8,301,865,-0.053
2011,31,0,23108,Matt Kuchar,34.74,346,996,-0.150
2011,32,0,29518,Brendan Steele,34.6,372,1075,-0.032
2011,33,0,29221,Webb Simpson,34.52,399,1156,-0.128
2011,34,0,25572,Graeme McDowell,34.48,180,522,-0.011
2011,35,0,24924,Bill Haas,34.42,347,1008,-0.066
2011,36,0,12652,Cameron Beckman,34.41,308,895,-0.110
2011,36,0,27649,Brandt Snedeker,34.41,321,933,-0.199
2011,38,0,31202,William McGirt,34.4,442,1285,-0.038
2011,39,0,22913,John Rollins,34.33,344,1002,-0.087
2011,40,0,32640,Troy Merritt,34.3,273,796,-0.048
2011,41,0,23614,Rich Beem,34.17,219,641,+0.059
2011,42,0,30750,Tommy Gainey,34.12,433,1269,-0.044
2011,42,0,33419,Cameron Tringale,34.12,462,1354,-0.035
2011,44,0,6522,Ernie Els,34.1,283,830,-0.060
2011,45,0,23638,Brendon de Jonge,34.09,437,1282,-0.089
2011,46,0,26300,Matt Jones,34.04,303,890,-0.059
2011,47,0,27120,Troy Matteson,34.01,384,1129,-0.013
2011,48,0,32876,Martin Piller,33.98,247,727,+0.004
2011,49,0,20572,Rod Pampling,33.97,285,839,-0.102
2011,50,0,23541,Ben Crane,33.94,296,872,-0.091
2011,51,0,6527,Steve Stricker,33.91,253,746,-0.154
2011,52,0,8725,Tom Gillis,33.86,237,700,-0.030
2011,53,0,27214,Kevin Streelman,33.77,335,992,-0.137
2011,54,0,25240,D.A. Points,33.75,349,1034,-0.158
2011,55,0,23409,James Driscoll,33.69,287,852,-0.021
2011,56,0,27466,Spencer Levin,33.66,441,1310,-0.070
2011,56,0,20645,John Senden,33.66,380,1129,-0.063
2011,58,0,12782,Tim Herron,33.64,362,1076,-0.025
2011,59,0,32366,Kevin Chappell,33.57,286,852,+0.003
2011,59,0,26287,Roland Thatcher,33.57,285,849,-0.063
2011,61,0,25818,Scott Piercy,33.45,295,882,-0.010
2011,62,0,24507,Jason Bohn,33.44,315,942,-0.108
2011,62,0,20766,Padraig Harrington,33.44,210,628,-0.081
2011,64,0,21878,Mark Wilson,33.37,325,974,-0.065
2011,65,0,1577,Lee Janzen,33.33,233,699,-0.116
2011,65,0,27933,John Merrick,33.33,280,840,-0.021
2011,67,0,24361,Pat Perez,33.3,325,976,-0.068
2011,68,0,24925,Jonathan Byrd,33.13,334,1008,-0.072
2011,69,0,29478,Kevin Kisner,33.12,264,797,-0.049
2011,70,0,24490,George McNeill,33.04,267,808,-0.090
2011,71,0,21961,Charles Howell III,32.91,418,1270,-0.077
2011,72,0,24846,Ricky Barnes,32.85,293,892,-0.078
2011,73,0,23623,Bo Van Pelt,32.73,325,993,-0.058
2011,74,0,24604,Hunter Haas,32.72,388,1186,-0.067
2011,75,0,22046,Geoff Ogilvy,32.71,246,752,-0.110
2011,75,0,32150,Michael Thompson,32.71,316,966,-0.063
2011,77,0,25562,Andres Romero,32.7,310,948,-0.042
2011,78,0,22371,Aaron Baddeley,32.6,283,868,-0.166
2011,79,0,23325,Vaughn Taylor,32.56,377,1158,-0.103
2011,80,0,1766,Billy Mayfair,32.52,386,1187,-0.119
2011,81,0,20098,Stuart Appleby,32.38,272,840,-0.026
2011,82,0,21805,Harrison Frazar,32.36,189,584,-0.042
2011,83,0,32102,Rickie Fowler,32.25,298,924,-0.070
2011,84,0,10585,Scott McCarron,32.23,243,754,-0.012
2011,85,0,21753,Brian Davis,32.22,413,1282,-0.109
2011,86,0,24290,D.J. Brigman,32.21,248,770,+0.012
2011,87,0,21350,Ryuji Imada,32.17,341,1060,-0.070
2011,88,0,29720,Andres Gonzales,31.99,206,644,-0.073
2011,89,0,26881,Jarrod Lyle,31.67,318,1004,-0.057
2011,90,0,30926,Chris Kirk,31.66,340,1074,-0.065
2011,91,0,6621,Joe Durant,31.65,282,891,-0.078
2011,92,0,26951,Johnson Wagner,31.6,309,978,-0.110
2011,93,0,35087,Bio Kim,31.52,255,809,+0.043
2011,94,0,32698,Bobby Gates,31.51,294,933,-0.078
2011,94,0,27974,Sung Kang,31.51,225,714,-0.084
2011,96,0,27770,Camilo Villegas,31.45,251,798,-0.076
2011,97,0,12716,Charley Hoffman,31.4,325,1035,-0.058
2011,98,0,20498,Briny Baird,31.34,215,686,-0.102
2011,99,0,23983,Luke Donald,31.32,228,728,-0.162
2011,100,0,21407,Arjun Atwal,31.27,364,1164,-0.071
2011,101,0,23353,J.J. Henry,31.18,343,1100,-0.032
2011,101,0,30946,Alex Prugh,31.18,309,991,+0.071
2011,103,0,27095,Nick Watney,31.13,269,864,-0.089
2011,104,0,31557,Jim Herman,31.08,248,798,+0.044
2011,105,0,26758,David Hearn,30.92,329,1064,-0.116
2011,106,0,22293,Heath Slocum,30.86,320,1037,-0.088
2011,107,0,22378,Trevor Immelman,30.84,288,934,-0.122
2011,108,0,1810,Phil Mickelson,30.79,250,812,-0.152
2011,109,0,26331,Charl Schwartzel,30.71,172,560,-0.035
2011,110,0,28486,Michael Putnam,30.68,227,740,+0.022
2011,111,0,29910,Blake Adams,30.67,449,1464,-0.056
2011,112,0,28087,Kris Blanks,30.57,354,1158,-0.059
2011,113,0,20472,Alex Cejka,30.52,199,652,-0.020
2011,114,0,6515,Shaun Micheel,30.31,274,904,-0.033
2011,115,0,21209,Sergio Garcia,30.19,189,626,-0.127
2011,115,0,8537,J.P. Hayes,30.19,202,669,-0.040
2011,117,0,20070,Matt Bettencourt,30.15,325,1078,-0.077
2011,118,0,25900,Lucas Glover,30.12,256,850,-0.109
2011,119,0,27797,Derek Lamely,29.96,243,811,-0.029
2011,120,0,23320,Ryan Palmer,29.95,251,838,-0.008
2011,121,0,27936,Martin Laird,29.93,258,862,-0.031
2011,122,0,30711,Colt Knost,29.81,279,936,+0.025
2011,123,0,6004,Stephen Ames,29.78,249,836,-0.084
2011,124,0,26668,Marc Turnesa,29.73,190,639,-0.016
2011,125,0,24502,Adam Scott,29.5,187,634,-0.032
2011,126,0,27330,Josh Teater,29.42,378,1285,-0.016
2011,127,0,34072,Will Strickler,29.4,177,602,-0.068
2011,128,0,24024,Zach Johnson,29.24,262,896,-0.168
2011,129,0,10733,Kent Jones,29.23,273,934,-0.084
2011,130,0,1116,Michael Bradley,29.2,240,822,-0.042
2011,130,0,6573,Brandt Jobe,29.2,330,1130,-0.039
2011,132,0,10809,Jim Furyk,28.98,284,980,-0.067
2011,133,0,7457,Steve Flesch,28.83,314,1089,-0.070
2011,134,0,10505,Shane Bertsch,28.71,209,728,-0.100
2011,135,0,20229,Stewart Cink,28.63,207,723,-0.130
2011,136,0,7867,Woody Austin,28.59,199,696,-0.156
2011,137,0,25457,Alexandre Rocha,28.57,196,686,-0.036
2011,138,0,6251,Chris DiMarco,28.56,327,1145,-0.098
2011,139,0,24980,Scott Gutschewski,28.44,219,770,+0.023
2011,140,0,33141,Keegan Bradley,28.4,305,1074,+0.007
2011,140,0,1948,Tim Petrovic,28.4,305,1074,-0.082
2011,142,0,20593,Greg Chalmers,28.22,311,1102,-0.071
2011,143,0,2206,David Toms,28.17,231,820,-0.126
2011,144,0,20848,Ángel Cabrera,28.16,138,490,+0.065
2011,145,0,22961,David Mathis,28.09,275,979,-0.073
2011,146,0,24140,Sean O'Hair,28.04,235,838,-0.017
2011,147,0,1706,Davis Love III,28.02,204,728,-0.078
2011,148,0,28620,Aron Price,27.99,192,686,-0.089
2011,149,0,20436,Garrett Willis,27.95,249,891,-0.193
2011,150,0,11123,Chris Couch,27.91,264,946,-0.053
2011,151,0,10860,Justin Leonard,27.86,287,1030,-0.105
2011,152,0,23673,Michael Connell,27.83,280,1006,-0.114
2011,153,0,23718,Nathan Green,27.74,271,977,-0.055
2011,154,0,31401,Zack Miller,27.68,289,1044,+0.048
2011,155,0,26851,Marc Leishman,27.51,307,1116,-0.042
2011,156,0,23800,Bryce Molder,27.47,272,990,-0.132
2011,157,0,27939,Matt McQuillan,27.27,183,671,-0.087
2011,157,0,24138,Ian Poulter,27.27,150,550,-0.187
2011,159,0,19970,Robert Karlsson,27.19,171,629,-0.082
2011,160,0,1313,Steve Elkington,27.13,159,586,-0.145
2011,161,0,25444,Justin Hicks,27.11,167,616,+0.054
2011,162,0,30110,Kyle Stanley,27.06,302,1116,-0.033
2011,163,0,25632,Jimmy Walker,26.93,286,1062,-0.007
2011,164,0,9011,David Duval,26.86,217,808,+0.014
2011,164,0,33911,Nate Smith,26.86,199,741,-0.060
2011,166,0,23497,Tag Ridings,26.72,276,1033,+0.025
2011,167,0,22621,Ben Curtis,26.67,231,866,-0.104
2011,168,0,25274,Steven Bowditch,26.65,290,1088,-0.028
2011,169,0,30692,Scott Stallings,26.01,250,961,+0.056
2011,170,0,27064,Jhonattan Vegas,25.97,254,978,+0.035
2011,171,0,28089,Jason Day,25.91,214,826,-0.028
2011,172,0,1797,Rocco Mediate,25.67,173,674,E
2011,173,0,25834,Daniel Summerhays,25.65,236,920,-0.034
2011,174,0,22348,Nick O'Hern,25.64,272,1061,-0.107
2011,175,0,20127,Chris Riley,25.63,243,948,-0.115
2011,176,0,25396,Kevin Na,25.37,240,946,-0.171
2011,177,0,6643,Paul Goydos,25.19,260,1032,-0.119
2011,178,0,26420,Richard Johnson,23.84,180,755,+0.089
2011,179,0,24358,Robert Garrigus,23.45,227,968,+0.040
2011,180,0,8075,Jerry Kelly,23.0,218,948,-0.179
2011,181,0,30925,Dustin Johnson,22.5,171,760,-0.064
2011,182,0,12602,Dean Wilson,22.1,175,792,E
2011,183,0,27141,J.B. Holmes,21.12,139,658,+0.043
2011,184,0,19846,Brian Gay,20.29,209,1030,-0.139
2011,185,0,31323,Gary Woodland,20.23,197,974,+0.066
2011,186,0,25804,Bubba Watson,17.94,148,825,-0.007
2010,1,0,25892,Steve Wheatcroft,38.71,312,806,-0.035
2010,2,0,26289,Boo Weekley,38.33,396,1033,-0.061
2010,3,0,24502,Adam Scott,37.98,275,724,-0.076
2010,4,0,28158,Steve Marino,37.87,334,882,-0.129
2010,5,0,26287,Roland Thatcher,37.84,358,946,-0.064
2010,6,0,1161,Mark Calcavecchia,37.74,174,461,0.034
2010,7,0,22056,Cameron Percy,37.3,307,823,-0.104
2010,8,0,33419,Cameron Tringale,37.26,234,628,0.017
2010,9,0,27963,Chris Stroud,37.06,371,1001,-0.116
2010,10,0,28780,Nicholas Thompson,36.32,389,1071,-0.018
2010,11,0,21949,Joe Ogilvie,36.29,434,1196,-0.035
2010,12,0,6621,Joe Durant,36.11,286,792,-0.108
2010,13,0,32102,Rickie Fowler,36.04,417,1157,-0.077
2010,14,0,24138,Ian Poulter,35.86,170,474,-0.1
2010,15,0,24912,Will MacKenzie,35.83,340,949,-0.05
2010,16,0,24925,Jonathan Byrd,35.81,409,1142,-0.068
2010,17,0,26596,Ryan Moore,35.64,304,853,-0.086
2010,18,0,12782,Tim Herron,35.55,342,962,-0.018
2010,19,0,21961,Charles Howell III,35.36,442,1250,-0.124
2010,20,0,22122,Andrew McLardy,35.34,217,614,-0.046
2010,21,0,1945,Kenny Perry,35.33,277,784,-0.072
2010,22,0,20691,Greg Owen,35.23,304,863,-0.049
2010,23,0,24781,Hunter Mahan,35.22,329,934,-0.07
2010,24,0,27613,David Lutterus,35.21,275,781,0.015
2010,25,0,30946,Alex Prugh,35.19,392,1114,-0.079
2010,26,0,27214,Kevin Streelman,35.04,391,1116,-0.064
2010,27,0,23541,Ben Crane,35.03,323,922,-0.142
2010,28,0,28307,Matt Every,34.94,247,707,-0.028
2010,28,0,20574,Mathew Goggin,34.94,370,1059,-0.116
2010,30,0,8375,Paul Stankowski,34.86,258,740,-0.085
2010,30,0,10425,Jay Williamson,34.86,296,849,-0.078
2010,32,0,23108,Matt Kuchar,34.83,365,1048,-0.181
2010,33,0,23325,Vaughn Taylor,34.66,382,1102,-0.065
2010,34,0,24140,Sean O'Hair,34.51,314,910,-0.067
2010,35,0,22405,Justin Rose,34.46,336,975,-0.143
2010,36,0,23349,Charles Warren,34.38,264,768,-0.042
2010,37,0,32640,Troy Merritt,34.33,368,1072,0.003
2010,38,0,21959,Ted Purdy,34.32,358,1043,0.008
2010,39,0,6595,Kevin Sutherland,34.29,371,1082,-0.143
2010,40,0,11123,Chris Couch,34.26,282,823,-0.138
2010,41,0,20098,Stuart Appleby,34.18,419,1226,-0.021
2010,42,0,26679,Kevin Stadler,34.16,343,1004,-0.015
2010,43,0,23353,J.J. Henry,34.12,375,1099,-0.123
2010,44,0,23320,Ryan Palmer,33.91,335,988,-0.101
2010,44,0,20645,John Senden,33.91,411,1212,-0.107
2010,46,0,20229,Stewart Cink,33.88,309,912,-0.097
2010,47,0,23638,Brendon de Jonge,33.86,428,1264,-0.112
2010,48,0,27120,Troy Matteson,33.82,370,1094,-0.103
2010,49,0,1948,Tim Petrovic,33.79,443,1311,-0.124
2010,50,0,24357,K.J. Choi,33.76,287,850,-0.115
2010,51,0,27330,Josh Teater,33.75,432,1280,-0.025
2010,52,0,8725,Tom Gillis,33.73,423,1254,-0.121
2010,53,0,24663,Y.E. Yang,33.7,275,816,-0.065
2010,54,0,25240,D.A. Points,33.67,370,1099,-0.095
2010,55,0,23409,James Driscoll,33.59,346,1030,-0.084
2010,56,0,23623,Bo Van Pelt,33.55,408,1216,-0.091
2010,57,0,20070,Matt Bettencourt,33.54,326,972,-0.113
2010,57,0,25686,Jason Dufner,33.54,322,960,-0.081
2010,59,0,1724,Jeff Maggert,33.52,294,877,0.003
2010,60,0,25818,Scott Piercy,33.51,379,1131,-0.032
2010,61,0,12510,Chad Campbell,33.48,378,1129,-0.095
2010,62,0,20157,Retief Goosen,33.47,247,738,-0.15
2010,63,0,1707,Steve Lowery,33.46,260,777,-0.019
2010,63,0,27770,Camilo Villegas,33.46,261,780,-0.019
2010,65,0,28237,Rory McIlroy,33.39,187,560,-0.07
2010,66,0,20378,Mathias Grönberg,33.38,233,698,-0.06
2010,67,0,27466,Spencer Levin,33.36,455,1364,-0.073
2010,68,0,6567,Vijay Singh,33.21,265,798,-0.087
2010,69,0,21731,Freddie Jacobson,33.18,357,1076,-0.062
2010,70,0,21878,Mark Wilson,33.15,366,1104,-0.153
2010,71,0,24361,Pat Perez,33.02,383,1160,-0.063
2010,72,0,2206,David Toms,32.96,321,974,-0.087
2010,73,0,7867,Woody Austin,32.9,380,1155,-0.132
2010,74,0,7749,Brett Quigley,32.84,402,1224,-0.152
2010,75,0,26851,Marc Leishman,32.74,330,1008,-0.009
2010,76,0,22913,John Rollins,32.73,344,1051,-0.177
2010,77,0,10885,Robert Allenby,32.67,279,854,-0.129
2010,78,0,23621,Rory Sabbatini,32.66,307,940,-0.124
2010,79,0,24024,Zach Johnson,32.64,343,1051,-0.125
2010,80,0,20663,Brenden Pappas,32.59,249,764,-0.064
2010,81,0,20572,Rod Pampling,32.55,317,974,-0.019
2010,81,0,20686,Jeev Milkha Singh,32.55,235,722,-0.123
2010,83,0,10585,Scott McCarron,32.44,374,1153,-0.096
2010,84,0,26881,Jarrod Lyle,32.4,208,642,-0.058
2010,85,0,24846,Ricky Barnes,32.38,373,1152,-0.056
2010,86,0,26392,Chris Wilson,32.32,234,724,-0.013
2010,87,0,22046,Geoff Ogilvy,32.29,226,700,-0.115
2010,88,0,21753,Brian Davis,32.28,400,1239,-0.095
2010,89,0,23613,Rich Barcelo,32.26,261,809,-0.057
2010,90,0,29221,Webb Simpson,32.24,412,1278,-0.109
2010,91,0,12714,Chris Tidland,32.18,306,951,-0.114
2010,92,0,24924,Bill Haas,32.15,335,1042,-0.093
2010,93,0,6004,Stephen Ames,32.02,308,962,-0.143
2010,94,0,26695,Michael Letzig,31.96,356,1114,-0.065
2010,95,0,25562,Andres Romero,31.84,320,1005,-0.006
2010,96,0,23788,D.J. Trahan,31.76,364,1146,-0.025
2010,97,0,22946,Henrik Bjornstad,31.75,261,822,-0.038
2010,98,0,28087,Kris Blanks,31.72,327,1031,-0.122
2010,99,0,24490,George McNeill,31.56,308,976,-0.049
2010,100,0,20127,Chris Riley,31.55,277,878,-0.112
2010,100,0,20436,Garrett Willis,31.55,312,989,-0.048
2010,102,0,6527,Steve Stricker,31.51,247,784,-0.166
2010,103,0,20105,Jeff Gove,31.48,193,613,-0.036
2010,104,0,25396,Kevin Na,31.47,332,1055,-0.19
2010,105,0,23673,Michael Connell,31.41,338,1076,-0.107
2010,106,0,23548,Bill Lunde,31.4,292,930,-0.027
2010,107,0,31560,Brian Stuard,31.38,310,988,-0.048
2010,108,0,25345,Carl Pettersson,31.34,361,1152,-0.064
2010,109,0,27933,John Merrick,31.1,400,1286,-0.053
2010,109,0,25632,Jimmy Walker,31.1,302,971,-0.086
2010,111,0,20766,Padraig Harrington,31.05,190,612,-0.132
2010,112,0,1577,Lee Janzen,31.04,302,973,-0.056
2010,113,0,12755,Vance Veazey,30.99,207,668,-0.048
2010,114,0,26300,Matt Jones,30.94,344,1112,-0.081
2010,115,0,20593,Greg Chalmers,30.88,373,1208,-0.131
2010,116,0,29910,Blake Adams,30.58,319,1043,0.019
2010,117,0,27797,Derek Lamely,30.56,272,890,-0.022
2010,118,0,32617,Jerod Turner,30.4,169,556,-0.012
2010,119,0,27649,Brandt Snedeker,30.33,316,1042,-0.168
2010,120,0,28500,Martin Flores,30.27,270,892,-0.078
2010,121,0,27302,Garth Mulroy,30.26,177,585,0.045
2010,122,0,6251,Chris DiMarco,30.13,326,1082,-0.117
2010,122,0,8537,J.P. Hayes,30.13,285,946,-0.095
2010,124,0,22371,Aaron Baddeley,30.12,369,1225,-0.095
2010,124,0,27095,Nick Watney,30.12,291,966,-0.017
2010,126,0,8075,Jerry Kelly,30.1,345,1146,-0.128
2010,127,0,12716,Charley Hoffman,30.01,322,1073,-0.025
2010,128,0,6522,Ernie Els,30.0,231,770,-0.087
2010,129,0,26301,James Nitties,29.96,337,1125,-0.134
2010,130,0,9011,David Duval,29.94,232,775,-0.039
2010,131,0,22293,Heath Slocum,29.84,305,1022,-0.108
2010,132,0,21209,Sergio Garcia,29.8,149,500,-0.174
2010,133,0,12652,Cameron Beckman,29.77,245,823,-0.061
2010,133,0,27936,Martin Laird,29.77,329,1105,-0.003
2010,133,0,28475,Jeff Overton,29.77,295,991,-0.054
2010,136,0,23322,Brett Wetterich,29.59,219,740,0.005
2010,137,0,1766,Billy Mayfair,29.47,267,906,-0.067
2010,138,0,1313,Steve Elkington,29.41,240,816,-0.083
2010,139,0,12705,Cliff Kresge,29.39,184,626,-0.049
2010,140,0,2239,Scott Verplank,29.32,229,781,-0.066
2010,141,0,28620,Aron Price,29.21,253,866,-0.142
2010,142,0,1116,Michael Bradley,29.2,278,952,-0.097
2010,143,0,26951,Johnson Wagner,29.19,301,1031,-0.04
2010,144,0,20850,Daniel Chopra,28.96,269,929,-0.019
2010,145,0,1810,Phil Mickelson,28.95,231,798,-0.069
2010,146,0,23307,Roger Tambellini,28.89,249,862,-0.012
2010,147,0,20498,Briny Baird,28.75,316,1099,-0.155
2010,148,0,28089,Jason Day,28.69,284,990,0.014
2010,149,0,26882,Michael Sim,28.65,212,740,-0.108
2010,150,0,21350,Ryuji Imada,28.41,333,1172,-0.105
2010,150,0,10860,Justin Leonard,28.41,285,1003,-0.13
2010,152,0,12602,Dean Wilson,28.29,185,654,-0.173
2010,153,0,27060,John Mallinger,28.11,255,907,-0.075
2010,154,0,10809,Jim Furyk,27.99,234,836,-0.132
2010,155,0,23800,Bryce Molder,27.95,284,1016,-0.12
2010,156,0,1320,Bob Estes,27.92,275,985,-0.055
2010,157,0,20160,Charlie Wi,27.87,345,1238,-0.162
2010,158,0,25900,Lucas Glover,27.85,230,826,-0.109
2010,159,0,24507,Jason Bohn,27.68,284,1026,-0.113
2010,160,0,27436,Graham DeLaet,27.64,293,1060,-0.078
2010,161,0,7457,Steve Flesch,27.41,247,901,-0.126
2010,162,0,1706,Davis Love III,27.38,253,924,-0.02
2010,163,0,1941,Tom Pernice Jr.,27.04,219,810,-0.142
2010,164,0,24227,Justin Bolli,27.01,158,585,-0.082
2010,165,0,6515,Shaun Micheel,26.95,200,742,-0.085
2010,166,0,23718,Nathan Green,26.9,304,1130,-0.115
2010,167,0,25720,Chad Collins,26.63,278,1044,-0.14
2010,168,0,29285,Brent Delahoussaye,26.61,174,654,-0.098
2010,169,0,20472,Alex Cejka,26.56,251,945,-0.068
2010,169,0,1797,Rocco Mediate,26.56,225,847,-0.076
2010,171,0,22621,Ben Curtis,26.3,243,924,-0.165
2010,172,0,6012,Greg Kraft,25.78,140,543,0.079
