YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2008,0,20157,Retief Goosen,"45' 7""",82566,151,6880.5,41.0
2008,0,21350,Ryuji Imada,"45' 7""",145515,266,12126.25,45.0
2008,0,24925,Jonathan Byrd,"45' 8""",119552,218,9962.667,28.0
2008,0,23540,Jason Allred,"45' 9""",117970,215,9830.833,39.0
2008,0,20105,Jeff Gove,"45' 9""",60369,110,5030.75,27.0
2008,0,6012,Greg Kraft,"45' 10""",75341,137,6278.417,31.0
2008,0,1724,Jeff Maggert,"45' 10""",141266,257,11772.167,55.0
2008,0,23621,Rory Sabbatini,"45' 10""",123854,225,10321.167,46.0
2008,0,25720,Chad Collins,"46' 0""",132554,240,11046.167,41.0
2008,0,12705,Cliff Kresge,"46' 0""",137988,250,11499.0,54.0
2008,0,12680,Shigeki Maruyama,"46' 0""",95577,173,7964.75,39.0
2008,0,27141,J.B. Holmes,"46' 1""",175418,317,14618.167,35.0
2008,0,22378,Trevor Immelman,"46' 1""",103952,188,8662.667,38.0
2008,0,27963,Chris Stroud,"46' 1""",114375,207,9531.25,40.0
2008,0,6034,Marco Dawson,"46' 2""",102000,184,8500.0,52.0
2008,0,22806,Doug LaBelle II,"46' 3""",86046,155,7170.5,20.0
2008,0,27933,John Merrick,"46' 3""",140915,254,11742.917,41.0
2008,0,10885,Robert Allenby,"46' 4""",150157,270,12513.083,39.0
2008,0,23048,Eric Axley,"46' 4""",207781,374,17315.083,71.0
2008,0,1577,Lee Janzen,"46' 4""",133943,241,11161.917,37.0
2008,0,12782,Tim Herron,"46' 5""",186200,334,15516.667,42.0
2008,0,25364,Paul Casey,"46' 6""",67505,121,5625.417,29.0
2008,0,12660,Jesper Parnevik,"46' 6""",149989,269,12499.083,45.0
2008,0,21731,Freddie Jacobson,"46' 9""",127276,227,10606.333,31.0
2008,0,26596,Ryan Moore,"46' 9""",116688,208,9724.0,36.0
2008,0,12652,Cameron Beckman,"46' 11""",124531,221,10377.583,40.0
2008,0,8931,Glen Day,"46' 11""",113632,202,9469.333,33.0
2008,0,20634,Peter Lonard,"47' 1""",142309,252,11859.083,28.0
2008,0,26951,Johnson Wagner,"47' 2""",144956,256,12079.667,50.0
2008,0,20378,Mathias Grönberg,"47' 4""",169711,299,14142.583,55.0
2008,0,27613,David Lutterus,"47' 6""",104228,183,8685.667,41.0
2008,0,25396,Kevin Na,"47' 6""",161273,283,13439.417,44.0
2008,0,10809,Jim Furyk,"47' 7""",119323,209,9943.583,31.0
2008,0,10875,Todd Demsey,"47' 8""",140225,245,11685.417,38.0
2008,0,21878,Mark Wilson,"47' 10""",169911,296,14159.25,48.0
2008,0,26668,Marc Turnesa,"47' 11""",150186,261,12515.5,33.0
2008,0,20574,Mathew Goggin,"48' 0""",157269,273,13105.75,28.0
2008,0,8075,Jerry Kelly,"48' 0""",138213,240,11517.75,24.0
2008,0,26300,Matt Jones,"48' 2""",205859,356,17154.917,49.0
2008,0,24357,K.J. Choi,"48' 7""",125852,216,10487.667,28.0
2008,0,1928,Corey Pavin,"49' 6""",94499,159,7874.917,26.0
2008,0,22371,Aaron Baddeley,"50' 0""",136112,227,11342.667,23.0
2008,0,8537,J.P. Hayes,"51' 7""",137931,223,11494.25,34.0
2008,0,12826,Paul Claxton,"52' 1""",95695,153,7974.583,38.0
2007,0,7363,Craig Bowden,"39' 7""",92659,195,7721.583,19.0
2007,0,10117,Bob Heintz,"39' 8""",113360,238,9446.667,33.0
2007,0,23322,Brett Wetterich,"39' 9""",133205,279,11100.417,22.0
2007,0,2101,Joey Sindelar,"39' 10""",94247,197,7853.917,28.0
2007,0,1132,Mark Brooks,"40' 0""",48048,100,4004.0,25.0
2007,0,6567,Vijay Singh,"40' 0""",152521,318,12710.083,26.0
2007,0,20104,Ken Duke,"40' 2""",146942,305,12245.167,1.0
2007,0,23983,Luke Donald,"40' 6""",68492,141,5707.667,26.0
2007,0,7457,Steve Flesch,"40' 6""",139865,288,11655.417,41.0
2007,0,6522,Ernie Els,"40' 7""",87245,179,7270.417,9.0
2007,0,29476,Kyle Reifers,"40' 8""",106980,219,8915.0,45.0
2007,0,20850,Daniel Chopra,"40' 10""",196643,401,16386.917,27.0
2007,0,23135,Tim Clark,"40' 10""",71056,145,5921.333,23.0
2007,0,1035,Tommy Armour III,"40' 11""",84956,173,7079.667,15.0
2007,0,8793,Tiger Woods,"40' 11""",81032,165,6752.667,-11.0
2007,0,27141,J.B. Holmes,"41' 0""",123504,251,10292.0,23.0
2007,0,24361,Pat Perez,"41' 0""",118526,241,9877.167,36.0
2007,0,21660,Jason Schultz,"41' 0""",92015,187,7667.917,29.0
2007,0,23788,D.J. Trahan,"41' 0""",142236,289,11853.0,46.0
2007,0,8123,Jeff Brehaut,"41' 3""",74789,151,6232.417,30.0
2007,0,22293,Heath Slocum,"41' 3""",121682,246,10140.167,19.0
2007,0,20691,Greg Owen,"41' 4""",117555,237,9796.25,52.0
2007,0,24457,Jaco Van Zyl,"41' 4""",72382,146,6031.833,32.0
2007,0,21209,Sergio Garcia,"41' 5""",117319,236,9776.583,14.0
2007,0,21959,Ted Purdy,"41' 6""",135373,272,11281.083,32.0
2007,0,2104,Jeff Sluman,"41' 7""",70858,142,5904.833,36.0
2007,0,19824,Craig Barlow,"41' 8""",80528,161,6710.667,29.0
2007,0,23933,Michael Boyd,"41' 9""",73677,147,6139.75,20.0
2007,0,2206,David Toms,"41' 9""",100718,201,8393.167,18.0
2007,0,1320,Bob Estes,"41' 10""",131075,261,10922.917,31.0
2007,0,24358,Robert Garrigus,"41' 11""",191022,380,15918.5,20.0
2007,0,1945,Kenny Perry,"41' 11""",118152,235,9846.0,25.0
2007,0,22913,John Rollins,"41' 11""",135328,269,11277.333,29.0
2007,0,6621,Joe Durant,"42' 0""",98238,195,8186.5,23.0
2007,0,20645,John Senden,"42' 0""",139510,277,11625.833,22.0
2007,0,2223,Bob Tway,"42' 0""",155594,309,12966.167,20.0
2007,0,23349,Charles Warren,"42' 0""",136970,272,11414.167,56.0
2007,0,6197,Michael Allen,"42' 1""",102506,203,8542.167,46.0
2007,0,21646,David Branshaw,"42' 1""",126791,251,10565.917,54.0
2007,0,20766,Padraig Harrington,"42' 2""",91070,180,7589.167,-5.0
2007,0,25804,Bubba Watson,"42' 2""",139051,275,11587.583,18.0
2007,0,21633,Steve Allan,"42' 3""",103509,204,8625.75,12.0
2007,0,12652,Cameron Beckman,"42' 3""",125746,248,10478.833,27.0
2007,0,19972,José Coceres,"42' 4""",48809,96,4067.417,23.0
2007,0,26679,Kevin Stadler,"42' 4""",148255,292,12354.583,43.0
2007,0,28486,Michael Putnam,"42' 5""",149048,293,12420.667,36.0
2007,0,20127,Chris Riley,"42' 5""",76920,151,6410.0,20.0
2007,0,20498,Briny Baird,"42' 6""",160203,314,13350.25,48.0
2007,0,24490,George McNeill,"42' 6""",143773,282,11981.083,30.0
2007,0,8537,J.P. Hayes,"42' 7""",147197,288,12266.417,32.0
2007,0,12716,Charley Hoffman,"42' 9""",155327,303,12943.917,49.0
2007,0,6515,Shaun Micheel,"42' 9""",105195,205,8766.25,37.0
2007,0,25190,Jeff Quinney,"42' 9""",131886,257,10990.5,44.0
2007,0,22046,Geoff Ogilvy,"42' 10""",116626,227,9718.833,11.0
2007,0,10213,Dicky Pride,"42' 10""",105980,206,8831.667,44.0
2007,0,24507,Jason Bohn,"42' 11""",93759,182,7813.25,32.0
2007,0,1381,Fred Funk,"42' 11""",61746,120,5145.5,28.0
2007,0,11032,Frank Lickliter II,"42' 11""",128287,249,10690.583,48.0
2007,0,1706,Davis Love III,"43' 0""",109302,212,9108.5,21.0
2007,0,26881,Jarrod Lyle,"43' 0""",125817,244,10484.75,27.0
2007,0,11123,Chris Couch,"43' 1""",151898,294,12658.167,41.0
2007,0,21961,Charles Howell III,"43' 2""",159175,307,13264.583,34.0
2007,0,12660,Jesper Parnevik,"43' 2""",140442,271,11703.5,13.0
2007,0,27649,Brandt Snedeker,"43' 2""",153792,297,12816.0,32.0
2007,0,10885,Robert Allenby,"43' 3""",149968,289,12497.333,32.0
2007,0,21753,Brian Davis,"43' 3""",117771,227,9814.25,19.0
2007,0,24140,Sean O'Hair,"43' 3""",138532,267,11544.333,20.0
2007,0,20628,Arron Oberholser,"43' 3""",103736,200,8644.667,19.0
2007,0,25345,Carl Pettersson,"43' 3""",175009,337,14584.083,24.0
2007,0,19803,Ryan Armour,"43' 4""",149343,287,12445.25,64.0
2007,0,23497,Tag Ridings,"43' 4""",93614,180,7801.167,19.0
2007,0,27095,Nick Watney,"43' 4""",132161,254,11013.417,46.0
2007,0,26289,Boo Weekley,"43' 4""",143545,276,11962.083,41.0
2007,0,21805,Harrison Frazar,"43' 5""",158238,304,13186.5,50.0
2007,0,27060,John Mallinger,"43' 5""",145763,280,12146.917,45.0
2007,0,26882,Michael Sim,"43' 5""",84947,163,7078.917,24.0
2007,0,2214,Kirk Triplett,"43' 6""",99216,190,8268.0,55.0
2007,0,20098,Stuart Appleby,"43' 7""",101407,194,8450.583,31.0
2007,0,1388,Robert Gamez,"43' 7""",118769,227,9897.417,56.0
2007,0,20859,Anders Hansen,"43' 7""",58053,111,4837.75,26.0
2007,0,24912,Will MacKenzie,"43' 7""",179817,344,14984.75,57.0
2007,0,23325,Vaughn Taylor,"43' 8""",123196,235,10266.333,31.0
2007,0,25892,Steve Wheatcroft,"43' 9""",104982,200,8748.5,42.0
2007,0,12195,Tom Johnson,"43' 10""",114751,218,9562.583,45.0
2007,0,23048,Eric Axley,"43' 11""",196142,372,16345.167,57.0
2007,0,10809,Jim Furyk,"43' 11""",85872,163,7156.0,15.0
2007,0,20433,Mark Hensby,"43' 11""",122751,233,10229.25,42.0
2007,0,23621,Rory Sabbatini,"43' 11""",134281,255,11190.083,22.0
2007,0,21528,Henrik Stenson,"43' 11""",71149,135,5929.083,19.0
2007,0,1024,Billy Andrade,"44' 0""",159338,302,13278.167,51.0
2007,0,20472,Alex Cejka,"44' 1""",115906,219,9658.833,30.0
2007,0,24980,Scott Gutschewski,"44' 1""",120557,228,10046.417,37.0
2007,0,22378,Trevor Immelman,"44' 1""",85177,161,7098.083,32.0
2007,0,27120,Troy Matteson,"44' 1""",150634,285,12552.833,41.0
2007,0,1810,Phil Mickelson,"44' 1""",113127,214,9427.25,19.0
2007,0,2239,Scott Verplank,"44' 1""",85715,162,7142.917,15.0
2007,0,24290,D.J. Brigman,"44' 2""",100678,190,8389.833,35.0
2007,0,19846,Brian Gay,"44' 2""",128812,243,10734.333,38.0
2007,0,21949,Joe Ogilvie,"44' 2""",158544,299,13212.0,35.0
2007,0,1473,Todd Hamilton,"44' 3""",114189,215,9515.75,51.0
2007,0,21731,Freddie Jacobson,"44' 3""",127869,241,10655.75,32.0
2007,0,22348,Nick O'Hern,"44' 3""",94529,178,7877.417,29.0
2007,0,1948,Tim Petrovic,"44' 4""",192428,362,16035.667,47.0
2007,0,24925,Jonathan Byrd,"44' 5""",113432,213,9452.667,35.0
2007,0,20382,Stephen Leaney,"44' 5""",126304,237,10525.333,31.0
2007,0,23320,Ryan Palmer,"44' 5""",170040,319,14170.0,59.0
2007,0,26360,Bubba Dickerson,"44' 6""",89647,168,7470.583,28.0
2007,0,6643,Paul Goydos,"44' 6""",76409,143,6367.417,39.0
2007,0,27933,John Merrick,"44' 6""",161358,302,13446.5,43.0
2007,0,27963,Chris Stroud,"44' 7""",103185,193,8598.75,41.0
2007,0,23623,Bo Van Pelt,"44' 7""",176035,329,14669.583,29.0
2007,0,10425,Jay Williamson,"44' 7""",72736,136,6061.333,18.0
2007,0,23614,Rich Beem,"44' 8""",129159,241,10763.25,43.0
2007,0,1249,John Daly,"44' 8""",139800,261,11650.0,29.0
2007,0,23638,Brendon de Jonge,"44' 8""",130665,244,10888.75,53.0
2007,0,27702,Matt Hendrix,"44' 8""",97557,182,8129.75,52.0
2007,0,1797,Rocco Mediate,"44' 8""",107228,200,8935.667,46.0
2007,0,20229,Stewart Cink,"44' 9""",141643,264,11803.583,24.0
2007,0,20378,Mathias Grönberg,"44' 9""",180320,336,15026.667,34.0
2007,0,12680,Shigeki Maruyama,"44' 10""",142159,264,11846.583,50.0
2007,0,6595,Kevin Sutherland,"44' 10""",134477,250,11206.417,28.0
2007,0,7867,Woody Austin,"44' 11""",162305,301,13525.417,44.0
2007,0,25900,Lucas Glover,"44' 11""",131990,245,10999.167,27.0
2007,0,29718,Anthony Kim,"44' 11""",153652,285,12804.333,32.0
2007,0,20160,Charlie Wi,"44' 11""",138979,258,11581.583,37.0
2007,0,20105,Jeff Gove,"45' 0""",157104,291,13092.0,47.0
2007,0,22212,Craig Lile,"45' 0""",136508,253,11375.667,41.0
2007,0,26596,Ryan Moore,"45' 0""",135090,250,11257.5,20.0
2007,0,26951,Johnson Wagner,"45' 0""",162550,301,13545.833,46.0
2007,0,23613,Rich Barcelo,"45' 1""",156768,290,13064.0,58.0
2007,0,21470,Daisuke Maruyama,"45' 1""",134632,249,11219.333,47.0
2007,0,22295,Darron Stiles,"45' 2""",79175,146,6597.917,35.0
2007,0,2246,Duffy Waldorf,"45' 2""",96536,178,8044.667,26.0
2007,0,6004,Stephen Ames,"45' 3""",110258,203,9188.167,32.0
2007,0,25273,Andrew Buckle,"45' 3""",142351,262,11862.583,42.0
2007,0,10860,Justin Leonard,"45' 3""",118987,219,9915.583,30.0
2007,0,28158,Steve Marino,"45' 4""",181616,334,15134.667,25.0
2007,0,8375,Paul Stankowski,"45' 4""",80497,148,6708.083,38.0
2007,0,10423,Mike Weir,"45' 4""",103862,191,8655.167,27.0
2007,0,1161,Mark Calcavecchia,"45' 5""",130287,239,10857.25,39.0
2007,0,23353,J.J. Henry,"45' 5""",117752,216,9812.667,24.0
2007,0,12782,Tim Herron,"45' 5""",152110,279,12675.833,40.0
2007,0,21350,Ryuji Imada,"45' 5""",182431,335,15202.583,35.0
2007,0,1677,Tom Lehman,"45' 5""",77352,142,6446.0,35.0
2007,0,25396,Kevin Na,"45' 5""",153235,281,12769.583,38.0
2007,0,24502,Adam Scott,"45' 5""",104594,192,8716.167,30.0
2007,0,12705,Cliff Kresge,"45' 6""",193854,355,16154.5,57.0
2007,0,22892,Jason Gore,"45' 8""",126115,230,10509.583,30.0
2007,0,20572,Rod Pampling,"45' 8""",140406,256,11700.5,35.0
2007,0,1142,Bart Bryant,"45' 9""",113669,207,9472.417,27.0
2007,0,20623,Gavin Coles,"45' 9""",119040,217,9920.0,33.0
2007,0,20574,Mathew Goggin,"45' 9""",150359,274,12529.917,34.0
2007,0,21806,Paul Gow,"45' 9""",104402,190,8700.167,34.0
2007,0,23800,Bryce Molder,"45' 9""",106467,194,8872.25,29.0
2007,0,28475,Jeff Overton,"45' 9""",108055,197,9004.583,6.0
2007,0,6527,Steve Stricker,"45' 9""",115933,211,9661.083,27.0
2007,0,12510,Chad Campbell,"45' 10""",135914,247,11326.167,55.0
2007,0,12714,Chris Tidland,"45' 11""",84816,154,7068.0,20.0
2007,0,6251,Chris DiMarco,"46' 3""",123104,222,10258.667,39.0
2007,0,26420,Richard Johnson,"46' 3""",163196,294,13599.667,66.0
2007,0,24924,Bill Haas,"46' 4""",158939,286,13244.917,33.0
2007,0,8075,Jerry Kelly,"46' 4""",126709,228,10559.083,30.0
2007,0,8931,Glen Day,"46' 5""",119835,215,9986.25,32.0
2007,0,2036,Jim Rutledge,"46' 5""",71359,128,5946.583,31.0
2007,0,27770,Camilo Villegas,"46' 5""",148279,266,12356.583,29.0
2007,0,7223,Brian Bateman,"46' 7""",84392,151,7032.667,31.0
2007,0,23108,Matt Kuchar,"46' 7""",129624,232,10802.0,32.0
2007,0,7749,Brett Quigley,"46' 7""",145854,261,12154.5,44.0
2007,0,23718,Nathan Green,"46' 8""",171967,307,14330.583,33.0
2007,0,20634,Peter Lonard,"46' 8""",123841,221,10320.083,24.0
2007,0,1724,Jeff Maggert,"46' 8""",139934,250,11661.167,38.0
2007,0,25686,Jason Dufner,"46' 11""",178046,316,14837.167,51.0
2007,0,1928,Corey Pavin,"46' 11""",116558,207,9713.167,42.0
2007,0,1707,Steve Lowery,"47' 0""",134836,239,11236.333,51.0
2007,0,7547,Craig Kanada,"47' 1""",167176,296,13931.333,58.0
2007,0,24138,Ian Poulter,"47' 2""",76465,135,6372.083,10.0
2007,0,6034,Marco Dawson,"47' 3""",136175,240,11347.917,20.0
2007,0,24449,Parker McLachlin,"47' 4""",157454,277,13121.167,47.0
2007,0,10733,Kent Jones,"47' 5""",140520,247,11710.0,56.0
2007,0,21878,Mark Wilson,"47' 6""",116846,205,9737.167,33.0
2007,0,22405,Justin Rose,"47' 8""",70923,124,5910.25,26.0
2007,0,12602,Dean Wilson,"47' 8""",140027,245,11668.917,24.0
2007,0,1313,Steve Elkington,"48' 2""",110377,191,9198.083,33.0
2007,0,1766,Billy Mayfair,"48' 3""",120992,209,10082.667,16.0
2007,0,6373,José María Olazábal,"48' 3""",89801,155,7483.417,23.0
2007,0,1157,Tom Byrum,"48' 4""",69027,119,5752.25,26.0
2007,0,24781,Hunter Mahan,"48' 8""",114491,196,9540.917,27.0
2007,0,22806,Doug LaBelle II,"48' 10""",150503,257,12541.917,56.0
2007,0,24357,K.J. Choi,"49' 0""",145804,248,12150.333,32.0
2007,0,24024,Zach Johnson,"49' 0""",82867,141,6905.583,36.0
2007,0,8881,Tripp Isenhour,"49' 2""",141123,239,11760.25,63.0
2007,0,1941,Tom Pernice Jr.,"49' 8""",147831,248,12319.25,31.0
2007,0,22621,Ben Curtis,"49' 11""",122264,204,10188.667,47.0
2007,0,1577,Lee Janzen,"50' 0""",110461,184,9205.083,41.0
2007,0,20157,Retief Goosen,"50' 7""",81392,134,6782.667,24.0
2007,0,22371,Aaron Baddeley,"50' 11""",158755,260,13229.583,29.0
2006,0,2214,Kirk Triplett,"36' 2""",49060,113,4088.333,19.0
2006,0,20766,Padraig Harrington,"36' 10""",57481,130,4790.083,5.0
2006,0,20498,Briny Baird,"38' 5""",89068,193,7422.333,6.0
2006,0,6350,Bob May,"38' 5""",89412,194,7451.0,8.0
2006,0,23621,Rory Sabbatini,"39' 5""",123333,261,10277.75,30.0
2006,0,27943,Matt Hansen,"39' 8""",105299,221,8774.917,25.0
2006,0,6567,Vijay Singh,"39' 8""",155058,326,12921.5,7.0
2006,0,1249,John Daly,"39' 10""",73195,153,6099.583,43.0
2006,0,20094,Jonathan Kaye,"39' 11""",131681,275,10973.417,31.0
2006,0,20691,Greg Owen,"39' 11""",97323,203,8110.25,18.0
2006,0,6527,Steve Stricker,"40' 0""",74438,155,6203.167,9.0
2006,0,6197,Michael Allen,"40' 3""",141586,293,11798.833,43.0
2006,0,1226,Fred Couples,"40' 3""",71521,148,5960.083,2.0
2006,0,22405,Justin Rose,"40' 3""",133199,276,11099.917,37.0
2006,0,24138,Ian Poulter,"40' 5""",52814,109,4401.167,12.0
2006,0,21731,Freddie Jacobson,"40' 6""",93309,192,7775.75,33.0
2006,0,1945,Kenny Perry,"40' 9""",88597,181,7383.083,18.0
2006,0,2206,David Toms,"40' 9""",87045,178,7253.75,21.0
2006,0,1161,Mark Calcavecchia,"40' 11""",124259,253,10354.917,28.0
2006,0,20099,Doug Barron,"41' 0""",99952,203,8329.333,47.0
2006,0,6012,Greg Kraft,"41' 2""",92818,188,7734.833,31.0
2006,0,20472,Alex Cejka,"41' 4""",131510,265,10959.167,44.0
2006,0,1381,Fred Funk,"41' 5""",90538,182,7544.833,19.0
2006,0,23048,Eric Axley,"41' 7""",125143,251,10428.583,28.0
2006,0,21949,Joe Ogilvie,"41' 7""",145167,291,12097.25,34.0
2006,0,24361,Pat Perez,"41' 7""",81326,163,6777.167,22.0
2006,0,22946,Henrik Bjornstad,"41' 9""",154749,309,12895.75,30.0
2006,0,22378,Trevor Immelman,"41' 9""",131686,263,10973.833,15.0
2006,0,8793,Tiger Woods,"41' 9""",63649,127,5304.083,-10.0
2006,0,11032,Frank Lickliter II,"41' 10""",131492,262,10957.667,33.0
2006,0,1706,Davis Love III,"41' 10""",109944,219,9162.0,25.0
2006,0,12680,Shigeki Maruyama,"41' 10""",152082,303,12673.5,27.0
2006,0,1761,Len Mattiace,"41' 10""",108883,217,9073.583,28.0
2006,0,1823,Larry Mize,"41' 10""",52694,105,4391.167,22.0
2006,0,20127,Chris Riley,"41' 10""",95926,191,7993.833,30.0
2006,0,22548,Patrick Sheehan,"41' 10""",127463,254,10621.917,21.0
2006,0,2101,Joey Sindelar,"41' 10""",117032,233,9752.667,56.0
2006,0,25804,Bubba Watson,"41' 10""",159144,317,13262.0,23.0
2006,0,7223,Brian Bateman,"41' 11""",109043,217,9086.917,34.0
2006,0,20850,Daniel Chopra,"41' 11""",174086,346,14507.167,17.0
2006,0,20548,Hidemichi Tanaka,"41' 11""",114631,228,9552.583,49.0
2006,0,24925,Jonathan Byrd,"42' 0""",87630,174,7302.5,9.0
2006,0,6251,Chris DiMarco,"42' 0""",100823,200,8401.917,16.0
2006,0,24358,Robert Garrigus,"42' 0""",142773,283,11897.75,43.0
2006,0,27141,J.B. Holmes,"42' 0""",128126,254,10677.167,46.0
2006,0,21959,Ted Purdy,"42' 0""",125582,249,10465.167,34.0
2006,0,23322,Brett Wetterich,"42' 0""",130585,259,10882.083,33.0
2006,0,20121,Todd Fischer,"42' 1""",152894,303,12741.167,38.0
2006,0,7013,Wes Short Jr.,"42' 1""",166155,329,13846.25,76.0
2006,0,8537,J.P. Hayes,"42' 3""",70409,139,5867.417,11.0
2006,0,8835,Kris Cox,"42' 5""",132923,261,11076.917,23.0
2006,0,1024,Billy Andrade,"42' 6""",110138,216,9178.167,32.0
2006,0,21209,Sergio Garcia,"42' 6""",65313,128,5442.75,19.0
2006,0,12782,Tim Herron,"42' 6""",132068,259,11005.667,35.0
2006,0,21350,Ryuji Imada,"42' 6""",172991,339,14415.917,47.0
2006,0,27770,Camilo Villegas,"42' 6""",157640,309,13136.667,34.0
2006,0,1320,Bob Estes,"42' 7""",121033,237,10086.083,9.0
2006,0,23614,Rich Beem,"42' 8""",121309,237,10109.083,49.0
2006,0,19881,Robert Damron,"42' 9""",135913,265,11326.083,25.0
2006,0,1388,Robert Gamez,"42' 9""",108760,212,9063.333,59.0
2006,0,10860,Justin Leonard,"42' 9""",90840,177,7570.0,31.0
2006,0,2104,Jeff Sluman,"42' 9""",142623,278,11885.25,34.0
2006,0,28780,Nicholas Thompson,"42' 9""",127270,248,10605.833,48.0
2006,0,1142,Bart Bryant,"43' 0""",96401,187,8033.417,35.0
2006,0,12823,Carlos Franco,"43' 0""",153319,297,12776.583,35.0
2006,0,10733,Kent Jones,"43' 0""",128440,249,10703.333,30.0
2006,0,28475,Jeff Overton,"43' 0""",179654,348,14971.167,42.0
2006,0,23349,Charles Warren,"43' 0""",130979,254,10914.917,16.0
2006,0,21646,David Branshaw,"43' 1""",135500,262,11291.667,44.0
2006,0,20634,Peter Lonard,"43' 1""",105552,204,8796.0,31.0
2006,0,8123,Jeff Brehaut,"43' 2""",137145,265,11428.75,16.0
2006,0,6621,Joe Durant,"43' 2""",105144,203,8762.0,38.0
2006,0,25900,Lucas Glover,"43' 3""",148481,286,12373.417,46.0
2006,0,8375,Paul Stankowski,"43' 3""",107501,207,8958.417,31.0
2006,0,12716,Charley Hoffman,"43' 4""",180891,348,15074.25,35.0
2006,0,2223,Bob Tway,"43' 4""",113906,219,9492.167,45.0
2006,0,21753,Brian Davis,"43' 5""",118836,228,9903.0,38.0
2006,0,7867,Woody Austin,"43' 7""",171440,328,14286.667,51.0
2006,0,21470,Daisuke Maruyama,"43' 7""",98940,189,8245.0,27.0
2006,0,23497,Tag Ridings,"43' 7""",194095,371,16174.583,70.0
2006,0,8385,Omar Uresti,"43' 7""",74208,142,6184.0,31.0
2006,0,25936,Alex Aragon,"43' 8""",124654,238,10387.833,41.0
2006,0,1219,John Cook,"43' 8""",79630,152,6635.833,34.0
2006,0,20378,Mathias Grönberg,"43' 8""",136702,261,11391.833,37.0
2006,0,24924,Bill Haas,"43' 8""",170961,326,14246.75,36.0
2006,0,1619,Skip Kendall,"43' 8""",74966,143,6247.167,21.0
2006,0,1042,Paul Azinger,"43' 9""",156389,298,13032.417,46.0
2006,0,23135,Tim Clark,"43' 9""",88269,168,7355.75,32.0
2006,0,6034,Marco Dawson,"43' 9""",137059,261,11421.583,32.0
2006,0,20812,Tjaart van der Walt,"43' 9""",79260,151,6605.0,21.0
2006,0,22892,Jason Gore,"43' 10""",134134,255,11177.833,29.0
2006,0,19846,Brian Gay,"43' 11""",158702,301,13225.167,34.0
2006,0,24024,Zach Johnson,"43' 11""",119518,227,9959.833,44.0
2006,0,22293,Heath Slocum,"44' 0""",110282,209,9190.167,22.0
2006,0,9011,David Duval,"44' 1""",119513,226,9959.417,45.0
2006,0,23718,Nathan Green,"44' 1""",162342,307,13528.5,27.0
2006,0,10565,Ian Leggatt,"44' 1""",152454,288,12704.5,57.0
2006,0,20572,Rod Pampling,"44' 1""",112592,213,9382.667,27.0
2006,0,20157,Retief Goosen,"44' 2""",98134,185,8177.833,17.0
2006,0,25842,Jon Mills,"44' 2""",101679,192,8473.25,43.0
2006,0,10885,Robert Allenby,"44' 4""",92095,173,7674.583,8.0
2006,0,26360,Bubba Dickerson,"44' 4""",152126,286,12677.167,61.0
2006,0,12760,Danny Ellis,"44' 4""",112219,211,9351.583,27.0
2006,0,1553,John Huston,"44' 4""",128848,242,10737.333,45.0
2006,0,7457,Steve Flesch,"44' 5""",172173,323,14347.75,33.0
2006,0,23788,D.J. Trahan,"44' 5""",138562,260,11546.833,56.0
2006,0,10505,Shane Bertsch,"44' 6""",149570,280,12464.167,49.0
2006,0,24507,Jason Bohn,"44' 6""",137177,257,11431.417,43.0
2006,0,11123,Chris Couch,"44' 6""",136059,255,11338.25,40.0
2006,0,6575,Dudley Hart,"44' 6""",149006,279,12417.167,32.0
2006,0,1666,Bernhard Langer,"44' 6""",99404,186,8283.667,20.0
2006,0,23623,Bo Van Pelt,"44' 6""",179576,336,14964.667,13.0
2006,0,22621,Ben Curtis,"44' 7""",110291,206,9190.917,41.0
2006,0,21805,Harrison Frazar,"44' 7""",151951,284,12662.583,44.0
2006,0,1577,Lee Janzen,"44' 7""",138065,258,11505.417,60.0
2006,0,20631,David McKenzie,"44' 7""",113388,212,9449.0,30.0
2006,0,27120,Troy Matteson,"44' 8""",192511,359,16042.583,41.0
2006,0,6515,Shaun Micheel,"44' 8""",154330,288,12860.833,29.0
2006,0,1810,Phil Mickelson,"44' 8""",99737,186,8311.417,18.0
2006,0,24502,Adam Scott,"44' 10""",94715,176,7892.917,25.0
2006,0,1139,Olin Browne,"44' 11""",130534,242,10877.833,56.0
2006,0,23673,Michael Connell,"44' 11""",80252,149,6687.667,30.0
2006,0,22046,Geoff Ogilvy,"44' 11""",97506,181,8125.5,44.0
2006,0,19913,Ron Whittaker,"44' 11""",118593,220,9882.75,62.0
2006,0,6643,Paul Goydos,"45' 0""",92951,172,7745.917,33.0
2006,0,2246,Duffy Waldorf,"45' 0""",133314,247,11109.5,29.0
2006,0,23320,Ryan Palmer,"45' 1""",150528,278,12544.0,42.0
2006,0,27095,Nick Watney,"45' 1""",170481,315,14206.75,34.0
2006,0,1313,Steve Elkington,"45' 2""",68813,127,5734.417,10.0
2006,0,12755,Vance Veazey,"45' 2""",105622,195,8801.833,15.0
2006,0,22913,John Rollins,"45' 3""",122759,226,10229.917,28.0
2006,0,1035,Tommy Armour III,"45' 4""",92411,170,7700.917,24.0
2006,0,1132,Mark Brooks,"45' 4""",126113,232,10509.417,39.0
