YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2022,83,0,27895,Jonas Blixt,4.83,28,580,+0.321
2022,83,0,27936,Martin Laird,4.83,41,848,+0.073
2022,85,0,29974,Branden Grace,4.82,29,602,+0.172
2022,85,0,36852,Jim Knous,4.82,24,498,-0.083
2022,87,0,25686,Jason Dufner,4.81,26,540,+0.346
2022,88,0,30692,Scott Stallings,4.8,56,1166,+0.286
2022,89,0,33399,Adam Hadwin,4.73,50,1056,E
2022,89,0,40250,Taylor Pendrith,4.73,39,824,+0.179
2022,91,0,36326,David Lipsky,4.72,47,996,+0.043
2022,92,0,24024,Zach Johnson,4.71,36,764,+0.194
2022,92,0,48822,Sebastián Muñoz,4.71,45,956,+0.067
2022,92,0,27649,Brandt Snedeker,4.71,32,680,+0.219
2022,95,0,54628,Lee Hodges,4.7,54,1148,+0.130
2022,95,0,23325,Vaughn Taylor,4.7,26,553,+0.077
2022,97,0,35891,Cameron Smith,4.69,32,682,+0.250
2022,98,0,33204,Shane Lowry,4.68,31,662,+0.097
2022,99,0,28089,Jason Day,4.66,33,708,+0.091
2022,100,0,26851,Marc Leishman,4.65,41,882,+0.146
2022,101,0,47483,Will Zalatoris,4.64,37,798,-0.054
2022,102,0,35461,Beau Hossler,4.62,42,910,+0.310
2022,102,0,26300,Matt Jones,4.62,33,714,+0.030
2022,104,0,50525,Collin Morikawa,4.61,31,672,-0.032
2022,105,0,25900,Lucas Glover,4.6,53,1152,E
2022,105,0,34563,Chesson Hadley,4.6,41,892,+0.244
2022,107,0,28252,Seamus Power,4.59,38,828,+0.158
2022,107,0,48887,Matt Wallace,4.59,31,676,+0.581
2022,109,0,34098,Russell Henley,4.56,40,878,+0.075
2022,110,0,34466,Peter Malnati,4.55,55,1208,+0.109
2022,111,0,28775,Nate Lashley,4.5,38,844,+0.026
2022,112,0,33667,Carlos Ortiz,4.46,32,718,+0.250
2022,113,0,29221,Webb Simpson,4.42,32,724,+0.156
2022,114,0,36689,Brooks Koepka,4.41,24,544,-0.042
2022,115,0,48117,Kurt Kitayama,4.39,28,638,+0.179
2022,116,0,34363,Tyrrell Hatton,4.37,29,664,+0.207
2022,117,0,24980,Scott Gutschewski,4.36,23,528,+0.217
2022,118,0,30926,Chris Kirk,4.34,38,876,+0.026
2022,119,0,27064,Jhonattan Vegas,4.3,35,814,-0.057
2022,120,0,40162,Justin Lower,4.28,32,748,+0.219
2022,121,0,49766,Hank Lebioda,4.26,40,938,+0.050
2022,121,0,49960,Sepp Straka,4.26,44,1034,+0.250
2022,123,0,20229,Stewart Cink,4.23,39,922,+0.205
2022,124,0,28114,Dawie van der Walt,4.22,28,664,+0.143
2022,125,0,35617,Martin Trainer,4.21,36,856,+0.278
2022,126,0,34264,Hudson Swafford,4.19,28,668,+0.250
2022,127,0,33419,Cameron Tringale,4.16,42,1010,+0.167
2022,128,0,52375,Doug Ghim,4.13,39,944,E
2022,128,0,25198,Francesco Molinari,4.13,23,557,+0.043
2022,130,0,32757,Patton Kizzire,4.11,47,1144,+0.213
2022,131,0,39436,Joshua Creel,4.1,21,512,+0.048
2022,131,0,24502,Adam Scott,4.1,36,878,+0.111
2022,133,0,27974,Sung Kang,4.07,35,859,+0.257
2022,134,0,27644,Brian Harman,3.98,42,1056,+0.024
2022,134,0,39977,Max Homa,3.98,39,980,+0.103
2022,136,0,51890,Greyson Sigg,3.92,39,996,+0.154
2022,137,0,25818,Scott Piercy,3.9,36,924,+0.139
2022,138,0,33448,Justin Thomas,3.88,33,850,E
2022,139,0,34431,Robert Streb,3.87,39,1008,-0.051
2022,140,0,32448,James Hahn,3.84,32,834,+0.094
2022,141,0,52372,Cameron Champ,3.83,25,652,+0.320
2022,142,0,45540,Jared Wolfe,3.82,25,654,+0.080
2022,143,0,31646,Emiliano Grillo,3.81,37,970,+0.054
2022,144,0,27349,Alex Noren,3.74,25,668,+0.160
2022,145,0,32791,K.H. Lee,3.64,44,1208,+0.386
2022,146,0,35449,Adam Long,3.62,38,1050,E
2022,147,0,39546,Keith Mitchell,3.6,36,1000,+0.222
2022,148,0,33141,Keegan Bradley,3.58,33,922,+0.030
2022,148,0,51634,Sahith Theegala,3.58,47,1314,+0.170
2022,150,0,32366,Kevin Chappell,3.57,22,616,+0.364
2022,151,0,49964,Aaron Wise,3.56,38,1068,+0.132
2022,152,0,39058,Lucas Herbert,3.55,20,564,+0.450
2022,153,0,46442,Maverick McNealy,3.54,36,1018,+0.194
2022,154,0,46601,Trey Mullinax,3.51,32,912,+0.156
2022,154,0,48081,Xander Schauffele,3.51,28,798,+0.250
2022,156,0,51997,Andrew Novak,3.49,26,746,+0.154
2022,157,0,46717,Viktor Hovland,3.44,27,784,+0.185
2022,158,0,49771,J.T. Poston,3.42,38,1112,+0.158
2022,159,0,35532,Tom Hoge,3.39,35,1032,+0.143
2022,160,0,46046,Scottie Scheffler,3.38,31,916,-0.032
2022,161,0,32839,Hideki Matsuyama,3.37,27,802,-0.222
2022,161,0,33486,Roger Sloan,3.37,29,860,+0.207
2022,163,0,12716,Charley Hoffman,3.35,27,806,+0.222
2022,164,0,29725,Tony Finau,3.34,33,988,+0.061
2022,164,0,29518,Brendan Steele,3.34,29,868,+0.034
2022,166,0,46550,Brandon Hagy,3.27,27,826,+0.296
2022,166,0,57366,Cameron Young,3.27,32,980,-0.188
2022,168,0,34360,Patrick Reed,3.24,23,710,+0.435
2022,169,0,34255,Joseph Bramlett,3.23,30,928,+0.133
2022,169,0,29420,Billy Horschel,3.23,25,774,+0.040
2022,171,0,56278,Matthew Wolff,3.22,17,528,+0.412
2022,172,0,21961,Charles Howell III,3.21,21,654,+0.143
2022,173,0,23621,Rory Sabbatini,3.15,22,698,+0.136
2022,174,0,32333,Kevin Tway,3.11,29,932,+0.276
2022,175,0,55708,Hayden Buckley,3.08,33,1070,+0.030
2022,176,0,32662,Michael Gligic,3.02,24,794,+0.083
2022,177,0,31420,Anirban Lahiri,3.0,25,834,+0.240
2022,178,0,45157,Cam Davis,2.81,30,1066,-0.033
2022,179,0,45526,Abraham Ancer,2.8,18,642,+0.222
2022,179,0,54421,Garrick Higgo,2.8,15,536,E
2022,179,0,27214,Kevin Streelman,2.8,31,1108,-0.097
2022,182,0,45486,Joaquin Niemann,2.72,22,810,E
2022,183,0,39971,Sungjae Im,2.67,28,1050,+0.107
2022,184,0,47856,Seth Reeves,2.65,18,680,+0.111
2022,185,0,28237,Rory McIlroy,2.62,19,724,+0.316
2022,186,0,37455,Si Woo Kim,2.55,29,1138,+0.276
2022,187,0,39997,Corey Conners,2.53,25,990,E
2022,188,0,23320,Ryan Palmer,2.16,15,696,+0.133
2022,189,0,27129,Luke List,2.13,19,892,E
2022,190,0,34046,Jordan Spieth,2.1,18,858,-0.222
2022,191,0,35450,Patrick Cantlay,2.05,15,732,-0.067
2022,192,0,46970,Jon Rahm,1.95,15,770,+0.133
2022,193,0,22056,Cameron Percy,1.58,7,442,+0.571
2024,1,0,34256,Andrew Putnam,7.84%,82,1046,E
2024,2,0,29478,Kevin Kisner,7.19%,47,654,+0.170
2024,3,0,54628,Lee Hodges,6.94%,83,1196,+0.084
2024,4,0,55789,Taylor Montgomery,6.92%,45,650,+0.178
2024,5,0,36871,Matt NeSmith,6.61%,57,862,+0.105
2024,6,0,40026,Daniel Berger,6.59%,55,834,+0.200
2024,7,0,47679,Victor Perez,6.46%,54,836,+0.185
2024,8,0,59143,Mac Meissner,6.24%,56,898,-0.018
2024,9,0,27139,David Skinns,6.18%,58,938,+0.310
2024,10,0,25900,Lucas Glover,6.04%,65,1076,-0.077
2024,11,0,26476,Chez Reavie,5.67%,44,776,+0.045
2024,12,0,59442,Parker Coody,5.59%,37,662,+0.081
2024,13,0,33653,Thomas Detry,5.58%,50,896,+0.060
2024,14,0,29535,Brice Garnett,5.52%,33,598,+0.030
2024,14,0,49960,Sepp Straka,5.52%,51,924,+0.020
2024,16,0,47993,Denny McCarthy,5.51%,61,1108,+0.148
2024,16,0,22405,Justin Rose,5.51%,41,744,E
2024,18,0,27770,Camilo Villegas,5.49%,34,619,+0.147
2024,19,0,48119,Ben Taylor,5.47%,41,750,+0.415
2024,20,0,22371,Aaron Baddeley,5.41%,44,814,+0.227
2024,21,0,47483,Will Zalatoris,5.39%,44,816,+0.045
2024,22,0,27936,Martin Laird,5.32%,43,808,-0.023
2024,23,0,50188,S.H. Kim,5.30%,66,1246,+0.182
2024,24,0,46113,Ryan McCormick,5.23%,34,650,+0.412
2024,25,0,59836,Pierceson Coody,5.22%,45,862,+0.356
2024,25,0,48887,Matt Wallace,5.22%,42,804,+0.310
2024,27,0,34466,Peter Malnati,5.19%,49,944,+0.020
2024,28,0,30927,Brendon Todd,5.17%,64,1238,+0.125
2024,29,0,32102,Rickie Fowler,5.16%,49,950,-0.082
2024,30,0,47347,Adam Schenk,5.13%,58,1130,+0.328
2024,31,0,40115,Adam Svensson,5.10%,71,1392,+0.042
2024,32,0,28420,Ryan Brehm,5.05%,32,634,+0.250
2024,32,0,32367,Jorge Campillo,5.05%,29,574,+0.069
2024,34,0,26596,Ryan Moore,4.98%,44,884,+0.295
2024,35,0,32640,Troy Merritt,4.96%,40,806,+0.075
2024,36,0,28252,Seamus Power,4.93%,61,1238,-0.115
2024,36,0,31323,Gary Woodland,4.93%,49,994,+0.204
2024,38,0,34255,Joseph Bramlett,4.92%,49,996,+0.143
2024,38,0,50095,Austin Smotherman,4.92%,26,528,+0.231
2024,40,0,51977,Max Greyserman,4.89%,43,879,+0.116
2024,40,0,40162,Justin Lower,4.89%,56,1145,+0.036
2024,42,0,46340,Alex Smalley,4.88%,40,820,+0.200
2024,43,0,33486,Roger Sloan,4.83%,36,746,-0.139
2024,44,0,37275,Sam Ryder,4.81%,40,832,+0.100
2024,44,0,51894,Vince Whaley,4.81%,36,748,+0.139
2024,46,0,27214,Kevin Streelman,4.79%,38,794,+0.053
2024,47,0,54576,Patrick Fishburn,4.78%,37,774,+0.108
2024,48,0,32070,Rafael Campos,4.77%,29,608,+0.241
2024,49,0,48699,Callum Tarren,4.74%,38,802,+0.237
2024,50,0,52666,Sami Valimaki,4.72%,37,784,+0.027
2024,51,0,34587,Chan Kim,4.70%,46,978,E
2024,52,0,29221,Webb Simpson,4.69%,32,682,-0.156
2024,52,0,55454,Carl Yuan,4.69%,35,746,+0.143
2024,54,0,51070,Vincent Norrman,4.68%,30,641,+0.133
2024,55,0,49947,Taylor Moore,4.66%,57,1222,+0.211
2024,56,0,34076,Joel Dahmen,4.64%,47,1012,+0.064
2024,57,0,59095,Chris Gotterup,4.62%,42,909,+0.214
2024,57,0,32333,Kevin Tway,4.62%,29,628,+0.138
2024,59,0,40098,Matt Fitzpatrick,4.61%,40,868,+0.250
2024,60,0,37212,Paul Barjon,4.59%,28,610,+0.107
2024,60,0,45242,Kevin Yu,4.59%,42,916,+0.190
2024,62,0,36699,Patrick Rodgers,4.53%,56,1236,+0.232
2024,63,0,35532,Tom Hoge,4.50%,57,1268,+0.018
2024,63,0,52453,Nicolai Højgaard,4.50%,28,622,-0.071
2024,65,0,47806,Raul Pereda,4.44%,22,496,+0.273
2024,66,0,47591,Eric Cole,4.42%,59,1336,+0.068
2024,67,0,51890,Greyson Sigg,4.39%,40,912,+0.175
2024,68,0,60767,Blaine Hale Jr.,4.37%,23,526,+0.130
2024,69,0,39324,J.J. Spaun,4.36%,44,1010,-0.068
2024,69,0,25493,Nick Taylor,4.36%,46,1056,+0.043
2024,71,0,30926,Chris Kirk,4.35%,41,942,-0.024
2024,72,0,54783,Dylan Wu,4.34%,42,968,+0.048
2024,73,0,55708,Hayden Buckley,4.32%,36,834,+0.028
2024,74,0,52513,Carson Young,4.31%,44,1022,+0.068
2024,75,0,23108,Matt Kuchar,4.30%,40,930,+0.125
2024,76,0,35506,Mackenzie Hughes,4.29%,50,1166,+0.100
2024,77,0,45157,Cam Davis,4.28%,43,1004,+0.047
2024,78,0,30911,Tommy Fleetwood,4.24%,38,896,-0.158
2024,79,0,48153,Matthieu Pavon,4.19%,31,740,-0.065
2024,80,0,32791,K.H. Lee,4.16%,39,937,+0.205
2024,80,0,49771,J.T. Poston,4.16%,45,1082,+0.222
2024,82,0,33408,Tyson Alexander,4.14%,35,846,+0.257
2024,83,0,31646,Emiliano Grillo,4.09%,44,1076,+0.045
2024,83,0,39971,Sungjae Im,4.09%,45,1100,+0.222
2024,83,0,36326,David Lipsky,4.09%,33,806,+0.182
2024,86,0,32757,Patton Kizzire,4.07%,30,738,-0.167
2024,87,0,51634,Sahith Theegala,4.06%,48,1182,-0.063
2024,88,0,46441,Robby Shelton,4.05%,37,914,-0.081
2024,88,0,27064,Jhonattan Vegas,4.05%,34,840,+0.029
2024,88,0,48319,Tom Whitney,4.05%,28,692,+0.393
2024,91,0,34563,Chesson Hadley,4.02%,34,846,+0.059
2024,92,0,48117,Kurt Kitayama,4.01%,39,972,+0.103
2024,93,0,34098,Russell Henley,4.00%,36,900,-0.056
2024,93,0,24024,Zach Johnson,4.00%,24,600,+0.333
2024,93,0,52374,Brandon Wu,4.00%,35,876,+0.086
2024,96,0,28089,Jason Day,3.99%,33,828,+0.212
2024,96,0,47983,Chad Ramey,3.99%,38,952,+0.237
2024,98,0,54591,Ben Griffin,3.97%,50,1258,+0.060
2024,98,0,30163,Henrik Norlander,3.97%,27,680,+0.037
2024,100,0,50493,Justin Suh,3.95%,34,860,+0.265
2024,101,0,34099,Harris English,3.94%,43,1092,-0.023
2024,102,0,47995,Davis Riley,3.92%,38,970,+0.211
2024,103,0,45522,Christiaan Bezuidenhout,3.89%,39,1003,+0.051
2024,103,0,58168,Davis Thompson,3.89%,43,1106,-0.023
2024,105,0,29420,Billy Horschel,3.88%,36,928,-0.083
2024,105,0,51997,Andrew Novak,3.88%,41,1058,+0.073
2024,105,0,57900,Chandler Phillips,3.88%,40,1032,+0.075
2024,108,0,35617,Martin Trainer,3.87%,22,568,+0.364
2024,109,0,33448,Justin Thomas,3.86%,32,828,+0.281
2024,110,0,39997,Corey Conners,3.85%,42,1092,+0.048
2024,110,0,36799,Stephan Jaeger,3.85%,39,1014,+0.154
2024,112,0,33141,Keegan Bradley,3.82%,38,996,-0.053
2024,113,0,29908,C.T. Pan,3.80%,30,790,-0.033
2024,114,0,29936,Ryan Fox,3.79%,36,950,+0.306
2024,115,0,48081,Xander Schauffele,3.76%,36,958,+0.222
2024,116,0,51349,Nico Echavarria,3.70%,36,972,+0.194
2024,117,0,52215,Robert MacIntyre,3.69%,32,868,+0.156
2024,118,0,57975,Harry Hall,3.68%,36,978,-0.028
2024,119,0,52375,Doug Ghim,3.67%,40,1090,E
2024,119,0,51696,Rico Hoey,3.67%,34,926,+0.029
2024,119,0,55182,Tom Kim,3.67%,37,1008,-0.081
2024,122,0,50525,Collin Morikawa,3.64%,35,962,-0.171
2024,123,0,33204,Shane Lowry,3.63%,31,854,+0.065
2024,124,0,35310,Lanto Griffin,3.61%,29,804,+0.034
2024,125,0,59866,Nick Dunlap,3.59%,32,892,+0.031
2024,126,0,47504,Sam Burns,3.56%,33,926,+0.030
2024,126,0,48867,Matti Schmid,3.56%,31,870,+0.032
2024,128,0,40058,Zac Blair,3.50%,36,1028,E
2024,129,0,50484,Hayden Springer,3.49%,27,774,+0.370
2024,130,0,50497,Adrien Dumont de Chassart,3.48%,28,804,+0.250
2024,131,0,28237,Rory McIlroy,3.47%,30,864,+0.067
2024,132,0,34374,Erik Barnes,3.46%,21,607,+0.381
2024,132,0,45609,Tyler Duncan,3.46%,27,780,+0.185
2024,132,0,23320,Ryan Palmer,3.46%,17,492,+0.118
2024,135,0,37378,Min Woo Lee,3.43%,28,816,+0.071
2024,136,0,40250,Taylor Pendrith,3.35%,33,986,-0.121
2024,137,0,33399,Adam Hadwin,3.33%,33,990,+0.061
2024,137,0,39977,Max Homa,3.33%,32,962,+0.375
2024,139,0,54421,Garrick Higgo,3.32%,29,874,+0.276
2024,140,0,48084,Wesley Bryan,3.27%,16,490,+0.375
2024,141,0,60004,Jacob Bridgeman,3.25%,27,832,+0.111
2024,142,0,29725,Tony Finau,3.24%,32,988,-0.031
2024,143,0,60067,Joe Highsmith,3.23%,26,804,+0.500
2024,143,0,37455,Si Woo Kim,3.23%,35,1084,+0.171
2024,145,0,28775,Nate Lashley,3.15%,27,858,+0.111
2024,146,0,47420,Jake Knapp,3.13%,30,960,+0.300
2024,146,0,27349,Alex Noren,3.13%,26,832,+0.077
2024,148,0,52372,Cameron Champ,3.12%,21,674,-0.143
2024,149,0,47988,Nick Hardy,3.11%,33,1062,+0.242
2024,150,0,35450,Patrick Cantlay,3.10%,24,774,-0.208
2024,150,0,46442,Maverick McNealy,3.10%,34,1097,+0.118
2024,152,0,56630,Akshay Bhatia,3.09%,34,1102,+0.206
2024,152,0,46414,Aaron Rai,3.09%,32,1036,+0.156
2024,154,0,57366,Cameron Young,3.08%,31,1008,+0.161
2024,155,0,32839,Hideki Matsuyama,3.02%,27,894,E
2024,156,0,55893,Sam Stevens,2.99%,33,1102,+0.091
2024,157,0,34021,Bud Cauley,2.97%,21,708,+0.143
2024,157,0,40006,Erik van Rooyen,2.97%,29,976,+0.103
2024,159,0,36801,Mark Hubbard,2.96%,36,1218,+0.056
2024,160,0,57362,Austin Eckroat,2.95%,32,1086,+0.281
2024,161,0,51766,Wyndham Clark,2.89%,25,864,+0.120
2024,162,0,39975,Michael Kim,2.87%,25,872,E
2024,163,0,39327,Ben Silverman,2.86%,28,980,+0.179
2024,164,0,56149,Wilson Furr,2.84%,18,634,-0.056
2024,165,0,34046,Jordan Spieth,2.83%,25,882,+0.080
2024,166,0,32366,Kevin Chappell,2.81%,16,570,+0.125
2024,167,0,51287,Ryo Hisatsune,2.80%,27,966,E
2024,168,0,36884,Ben Kohles,2.77%,28,1011,+0.143
2024,168,0,27649,Brandt Snedeker,2.77%,20,722,+0.350
2024,170,0,12716,Charley Hoffman,2.73%,23,842,+0.217
2024,171,0,27644,Brian Harman,2.72%,30,1104,E
2024,172,0,39546,Keith Mitchell,2.66%,28,1052,+0.250
2024,172,0,24502,Adam Scott,2.66%,23,864,-0.043
2024,174,0,38991,Alejandro Tosti,2.61%,22,844,+0.045
2024,175,0,52514,Trace Crowe,2.59%,19,734,+0.263
2024,176,0,33968,Thorbjørn Olesen,2.55%,14,548,+0.143
2024,177,0,46046,Scottie Scheffler,2.53%,22,868,-0.136
2024,178,0,33948,Byeong Hun An,2.48%,23,926,+0.043
2024,179,0,35461,Beau Hossler,2.46%,27,1096,E
2024,180,0,52955,Ludvig Åberg,2.38%,22,924,+0.045
2024,181,0,47663,Kevin Dougherty,2.33%,16,688,+0.125
2024,182,0,27330,Josh Teater,2.28%,12,526,+0.250
2024,183,0,46717,Viktor Hovland,2.06%,15,728,+0.267
2024,184,0,27129,Luke List,1.74%,16,920,+0.125
2023,1,0,31560,Brian Stuard,10.74%,75,698,+0.093
2023,2,0,22405,Justin Rose,8.82%,66,748,+0.091
2023,3,0,49766,Hank Lebioda,8.25%,48,582,+0.292
2023,4,0,34256,Andrew Putnam,7.48%,93,1244,+0.054
2023,5,0,34255,Joseph Bramlett,7.46%,70,938,+0.071
2023,6,0,27095,Nick Watney,7.18%,55,766,+0.164
2023,7,0,24140,Sean O'Hair,6.98%,30,430,-0.067
2023,8,0,22371,Aaron Baddeley,6.93%,57,822,+0.035
2023,9,0,19803,Ryan Armour,6.90%,64,928,+0.109
2023,10,0,33408,Tyson Alexander,6.79%,66,972,+0.212
2023,10,0,30927,Brendon Todd,6.79%,82,1208,+0.049
2023,12,0,34099,Harris English,6.75%,77,1140,-0.026
2023,13,0,36871,Matt NeSmith,6.57%,77,1172,E
2023,14,0,56762,Will Gordon,6.48%,80,1234,+0.050
2023,15,0,33653,Thomas Detry,6.42%,60,934,+0.050
2023,15,0,27974,Sung Kang,6.42%,28,436,+0.107
2023,17,0,47993,Denny McCarthy,6.39%,78,1220,-0.038
2023,18,0,28252,Seamus Power,6.36%,58,912,+0.103
2023,19,0,46435,Austin Cook,6.31%,49,776,+0.245
2023,20,0,48084,Wesley Bryan,6.25%,27,432,+0.111
2023,21,0,58967,Trevor Werbylo,6.22%,50,804,+0.120
2023,22,0,27936,Martin Laird,6.13%,58,946,E
2023,23,0,26476,Chez Reavie,6.12%,73,1192,+0.055
2023,24,0,46441,Robby Shelton,6.07%,70,1154,+0.171
2023,25,0,48887,Matt Wallace,6.05%,56,926,+0.232
2023,26,0,54628,Lee Hodges,5.99%,74,1236,+0.068
2023,27,0,29535,Brice Garnett,5.91%,52,880,E
2023,28,0,32791,K.H. Lee,5.87%,67,1142,+0.134
2023,29,0,29289,S.Y. Noh,5.78%,37,640,+0.027
2023,30,0,46442,Maverick McNealy,5.77%,39,676,+0.231
2023,31,0,34409,David Lingmerth,5.75%,47,817,+0.021
2023,32,0,35901,Paul Haley II,5.74%,55,958,+0.200
2023,33,0,51950,Max McGreevy,5.73%,51,890,+0.412
2023,34,0,47347,Adam Schenk,5.72%,78,1364,+0.179
2023,35,0,49298,Kramer Hickok,5.70%,62,1088,+0.097
2023,36,0,57975,Harry Hall,5.65%,58,1026,-0.017
2023,37,0,36801,Mark Hubbard,5.63%,70,1243,+0.129
2023,38,0,40058,Zac Blair,5.61%,49,874,+0.245
2023,39,0,36326,David Lipsky,5.60%,63,1124,+0.159
2023,40,0,50493,Justin Suh,5.57%,75,1346,+0.120
2023,41,0,46340,Alex Smalley,5.56%,72,1294,+0.083
2023,42,0,32662,Michael Gligic,5.54%,40,722,+0.025
2023,43,0,30163,Henrik Norlander,5.49%,52,948,+0.038
2023,44,0,33122,Russell Knox,5.46%,64,1172,+0.094
2023,45,0,35617,Martin Trainer,5.45%,29,532,+0.103
2023,46,0,28420,Ryan Brehm,5.44%,51,938,+0.196
2023,47,0,34076,Joel Dahmen,5.43%,55,1012,+0.073
2023,47,0,32448,James Hahn,5.43%,52,958,+0.135
2023,49,0,49947,Taylor Moore,5.42%,61,1126,-0.066
2023,50,0,34610,Matthias Schwab,5.41%,61,1128,+0.213
2023,51,0,25686,Jason Dufner,5.39%,52,964,+0.250
2023,51,0,47128,Richy Werenski,5.39%,54,1002,-0.019
2023,53,0,35449,Adam Long,5.34%,64,1198,+0.234
2023,54,0,45522,Christiaan Bezuidenhout,5.25%,58,1104,+0.034
2023,55,0,27963,Chris Stroud,5.24%,30,572,+0.133
2023,56,0,30911,Tommy Fleetwood,5.23%,45,860,+0.044
2023,57,0,46414,Aaron Rai,5.19%,63,1214,-0.063
2023,58,0,29970,Dylan Frittelli,5.13%,42,818,+0.262
2023,59,0,54421,Garrick Higgo,5.11%,64,1252,-0.016
2023,59,0,29908,C.T. Pan,5.11%,28,548,E
2023,61,0,34098,Russell Henley,5.10%,52,1020,-0.096
2023,61,0,48117,Kurt Kitayama,5.10%,39,764,+0.077
2023,63,0,34046,Jordan Spieth,5.09%,44,864,+0.159
2023,64,0,48699,Callum Tarren,5.07%,58,1144,+0.241
2023,65,0,24925,Jonathan Byrd,5.04%,26,516,+0.077
2023,65,0,53165,Doc Redman,5.04%,47,932,+0.213
2023,67,0,39954,Cody Gribble,5.03%,35,696,+0.057
2023,68,0,47504,Sam Burns,5.02%,51,1015,-0.020
2023,69,0,29420,Billy Horschel,5.01%,37,738,+0.108
2023,70,0,32757,Patton Kizzire,5.00%,58,1160,+0.103
2023,70,0,33204,Shane Lowry,5.00%,39,780,+0.154
2023,72,0,25493,Nick Taylor,4.99%,52,1042,+0.212
2023,73,0,48867,Matti Schmid,4.96%,36,726,+0.167
2023,74,0,40115,Adam Svensson,4.93%,71,1440,+0.099
2023,74,0,25632,Jimmy Walker,4.93%,52,1054,+0.077
2023,76,0,27554,Scott Harrington,4.91%,39,794,+0.308
2023,76,0,58696,Peter Kuest,4.91%,27,550,+0.111
2023,76,0,40162,Justin Lower,4.91%,55,1120,-0.055
2023,79,0,24024,Zach Johnson,4.88%,38,778,+0.211
2023,80,0,33413,Ben Martin,4.87%,54,1108,+0.111
2023,81,0,47995,Davis Riley,4.85%,51,1052,+0.216
2023,81,0,48119,Ben Taylor,4.85%,57,1176,+0.281
2023,83,0,33597,Harry Higgs,4.84%,40,826,+0.175
2023,84,0,51766,Wyndham Clark,4.81%,57,1184,+0.053
2023,85,0,52513,Carson Young,4.79%,50,1044,-0.040
2023,86,0,32139,Danny Willett,4.74%,35,739,E
2023,87,0,31646,Emiliano Grillo,4.73%,58,1226,+0.017
2023,88,0,32102,Rickie Fowler,4.71%,53,1126,+0.170
2023,88,0,52411,Kyle Westmoreland,4.71%,38,806,+0.237
2023,90,0,51997,Andrew Novak,4.64%,44,948,+0.136
2023,91,0,34466,Peter Malnati,4.61%,49,1062,+0.245
2023,92,0,28775,Nate Lashley,4.60%,54,1174,-0.056
2023,93,0,49771,J.T. Poston,4.59%,55,1198,+0.055
2023,94,0,40250,Taylor Pendrith,4.58%,51,1114,+0.020
2023,95,0,52375,Doug Ghim,4.55%,47,1032,+0.234
2023,95,0,49960,Sepp Straka,4.55%,49,1078,-0.020
2023,97,0,50188,S.H. Kim,4.53%,61,1348,+0.164
2023,97,0,40006,Erik van Rooyen,4.53%,35,773,+0.114
2023,97,0,31323,Gary Woodland,4.53%,46,1016,+0.109
2023,100,0,50095,Austin Smotherman,4.52%,51,1129,+0.216
2023,101,0,35532,Tom Hoge,4.46%,53,1188,+0.094
2023,102,0,51491,Brandon Matthews,4.45%,26,584,-0.038
2023,103,0,56630,Akshay Bhatia,4.44%,36,810,+0.083
2023,103,0,31202,William McGirt,4.44%,23,518,+0.043
2023,105,0,33399,Adam Hadwin,4.43%,50,1128,+0.040
2023,106,0,32640,Troy Merritt,4.41%,43,976,+0.279
2023,107,0,37275,Sam Ryder,4.40%,54,1226,+0.296
2023,108,0,31557,Jim Herman,4.38%,38,867,+0.211
2023,108,0,50525,Collin Morikawa,4.38%,38,868,+0.184
2023,108,0,55454,Carl Yuan,4.38%,42,958,+0.214
2023,111,0,51349,Nico Echavarria,4.34%,33,760,+0.212
2023,111,0,29221,Webb Simpson,4.34%,32,738,+0.219
2023,113,0,52955,Ludvig Åberg,4.30%,27,628,+0.148
2023,114,0,52372,Cameron Champ,4.27%,35,820,+0.200
2023,115,0,39067,MJ Daffue,4.26%,44,1032,+0.068
2023,116,0,27349,Alex Noren,4.25%,43,1012,-0.070
2023,117,0,47591,Eric Cole,4.23%,64,1512,E
2023,118,0,39335,Kevin Roy,4.21%,31,736,+0.129
2023,119,0,47983,Chad Ramey,4.17%,52,1246,+0.019
2023,120,0,30692,Scott Stallings,4.16%,39,938,+0.205
2023,121,0,35506,Mackenzie Hughes,4.14%,41,990,+0.073
2023,121,0,26596,Ryan Moore,4.14%,37,894,+0.027
2023,123,0,47079,Harrison Endycott,4.11%,39,948,+0.128
2023,124,0,49453,Trevor Cone,4.10%,36,878,+0.333
2023,125,0,54591,Ben Griffin,4.09%,51,1248,+0.020
2023,125,0,27644,Brian Harman,4.09%,45,1100,+0.067
2023,125,0,51070,Vincent Norrman,4.09%,37,904,+0.054
2023,128,0,35461,Beau Hossler,4.08%,50,1224,+0.220
2023,129,0,36799,Stephan Jaeger,4.04%,60,1486,+0.083
2023,130,0,51890,Greyson Sigg,4.03%,50,1242,E
2023,131,0,39977,Max Homa,4.00%,43,1076,+0.186
2023,132,0,32366,Kevin Chappell,3.98%,20,502,+0.400
2023,132,0,59018,Ryan Gerard,3.98%,27,678,+0.296
2023,134,0,33410,Andrew Landry,3.97%,35,882,+0.171
2023,134,0,36724,Augusto Núñez,3.97%,32,806,+0.281
2023,136,0,47988,Nick Hardy,3.95%,49,1240,+0.122
