YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
2020,24,-1,23320,Ryan Palmer,E,0,5,0.0
2020,24,2,35891,Cameron Smith,E,1,2,0.0
2020,27,-3,25396,Kevin Na,+1,1,4,0.0
2020,27,-9,45486,Joaquin Niemann,+1,1,4,0.0
2020,29,-4,26851,Marc Leishman,+2,1,3,0.0
2020,30,0,29420,Billy Horschel,+4,0,6,0.0
2020,31,0,35449,Adam Long,950,0,3,0.0
2020,32,0,27214,Kevin Streelman,944,0,4,0.0
2020,33,0,33948,Byeong Hun An,943,0,5,0.0
2020,34,0,35450,Patrick Cantlay,922,0,3,0.0
2020,35,0,56278,Matthew Wolff,921,0,2,0.0
2020,36,0,40098,Matt Fitzpatrick,887,0,5,0.0
2020,37,0,27644,Brian Harman,860,0,1,0.0
2020,38,0,34076,Joel Dahmen,843,0,5,0.0
2020,39,0,47128,Richy Werenski,836,1,3,0.0
2020,40,0,45609,Tyler Duncan,834,1,1,0.0
2020,41,0,24502,Adam Scott,832,1,1,0.0
2020,42,0,30944,Jason Kokrak,827,0,3,0.0
2020,43,0,31323,Gary Woodland,801,0,6,0.0
2020,44,0,36801,Mark Hubbard,792,0,3,0.0
2020,45,0,29926,Danny Lee,777,0,3,0.0
2020,46,0,25804,Bubba Watson,768,0,3,0.0
2020,47,0,29518,Brendan Steele,761,0,3,0.0
2020,48,0,25493,Nick Taylor,741,1,2,0.0
2020,49,0,25364,Paul Casey,730,0,1,0.0
2020,50,0,35532,Tom Hoge,728,0,3,0.0
2020,51,0,33667,Carlos Ortiz,721,0,3,0.0
2020,52,0,27349,Alex Noren,706,0,4,0.0
2020,53,0,39997,Corey Conners,695,0,1,0.0
2020,54,0,33399,Adam Hadwin,692,0,3,0.0
2020,55,0,33597,Harry Higgs,684,0,2,0.0
2020,56,0,34098,Russell Henley,682,0,4,0.0
2020,57,0,28089,Jason Day,666,0,5,0.0
2020,58,0,29970,Dylan Frittelli,664,0,3,0.0
2020,59,0,32150,Michael Thompson,662,1,2,0.0
2020,60,0,46402,Talor Gooch,648,0,2,0.0
2020,61,0,33410,Andrew Landry,647,1,1,0.0
2020,62,0,23108,Matt Kuchar,646,0,1,0.0
2020,63,0,8793,Tiger Woods,641,1,2,0.0
2020,64,0,31557,Jim Herman,619,1,1,0.0
2020,65,0,26329,Louis Oosthuizen,611,0,2,0.0
2020,66,0,46441,Robby Shelton,597,0,3,0.0
2020,67,0,49771,J.T. Poston,576,0,2,0.0
2020,68,0,46442,Maverick McNealy,575,0,3,0.0
2020,69,0,21961,Charles Howell III,551,0,3,0.0
2020,70,0,39977,Max Homa,540,0,4,0.0
2020,71,0,53165,Doc Redman,514,0,1,0.0
2020,72,0,27974,Sung Kang,512,0,2,0.0
2020,73,0,47993,Denny McCarthy,511,0,4,0.0
2020,74,0,32640,Troy Merritt,489,0,2,0.0
2020,75,0,1810,Phil Mickelson,488,0,2,0.0
2020,76,0,30163,Henrik Norlander,483,0,3,0.0
2020,77,0,12716,Charley Hoffman,476,0,2,0.0
2020,78,0,32254,Xinjun Zhang,474,0,3,0.0
2020,79,0,49960,Sepp Straka,466,0,3,0.0
2020,80,0,37189,Harold Varner III,457,0,1,0.0
2020,81,0,37455,Si Woo Kim,454,0,1,0.0
2020,82,0,33419,Cameron Tringale,450,0,1,0.0
2020,83,0,34021,Bud Cauley,443,0,2,0.0
2020,84,0,45157,Cam Davis,443,0,2,0.0
2020,85,0,23325,Vaughn Taylor,442,0,2,0.0
2020,86,0,36699,Patrick Rodgers,440,0,1,0.0
2020,87,0,31560,Brian Stuard,438,0,2,0.0
2020,88,0,24138,Ian Poulter,437,0,1,0.0
2020,89,0,26476,Chez Reavie,429,0,2,0.0
2020,90,0,24361,Pat Perez,421,0,2,0.0
2020,91,0,22405,Justin Rose,413,0,2,0.0
2020,92,0,30911,Tommy Fleetwood,412,0,1,0.0
2020,93,0,31646,Emiliano Grillo,405,0,3,0.0
2020,94,0,32102,Rickie Fowler,402,0,2,0.0
2020,95,0,26300,Matt Jones,398,0,2,0.0
2020,96,0,28775,Nate Lashley,395,0,2,0.0
2020,97,0,32791,K.H. Lee,382,0,1,0.0
2020,98,0,27554,Scott Harrington,381,0,1,0.0
2020,99,0,33141,Keegan Bradley,379,0,0,
2020,100,0,36871,Matthew NeSmith,372,0,1,0.0
2020,101,0,19803,Ryan Armour,366,0,3,0.0
2020,102,0,25818,Scott Piercy,361,0,1,0.0
2020,103,0,26596,Ryan Moore,360,0,2,0.0
2020,104,0,36689,Brooks Koepka,360,0,2,0.0
2020,105,0,24024,Zach Johnson,358,0,1,0.0
2020,106,0,27649,Brandt Snedeker,358,0,1,0.0
2020,107,0,34046,Jordan Spieth,354,0,3,0.0
2020,108,0,37275,Sam Ryder,349,0,2,0.0
2020,109,0,47347,Adam Schenk,349,0,0,
2020,110,0,51766,Wyndham Clark,346,0,1,0.0
2020,111,0,47504,Sam Burns,345,0,1,0.0
2020,112,0,39546,Keith Mitchell,342,0,1,0.0
2020,113,0,40058,Zac Blair,324,0,1,0.0
2020,114,0,29479,Scott Brown,323,0,1,0.0
2020,115,0,19846,Brian Gay,323,0,2,0.0
2020,116,0,35461,Beau Hossler,308,0,1,0.0
2020,117,0,25572,Graeme McDowell,305,0,1,0.0
2020,118,0,25900,Lucas Glover,303,0,1,0.0
2020,119,0,27129,Luke List,297,0,1,0.0
2020,120,0,30692,Scott Stallings,296,0,2,0.0
2020,121,0,29535,Brice Garnett,294,0,0,
2020,122,0,23621,Rory Sabbatini,291,0,0,
2020,123,0,33204,Shane Lowry,283,0,1,0.0
2020,124,0,35104,Tom Lewis,281,0,1,0.0
2020,125,0,33490,Bo Hoag,281,0,1,0.0
2020,126,0,28679,Fabián Gómez,274,0,2,0.0
2020,127,0,33122,Russell Knox,269,0,0,
2020,128,0,26331,Charl Schwartzel,266,0,2,0.0
2020,129,0,26499,Rafa Cabrera Bello,258,0,0,
2020,130,0,29268,Bronson Burgoon,255,0,1,0.0
2020,131,0,39953,Chase Seiffert,254,0,1,0.0
2020,132,0,27095,Nick Watney,253,0,1,0.0
2020,133,0,30110,Kyle Stanley,246,0,1,0.0
2020,134,0,48887,Matt Wallace,244,0,1,0.0
2020,135,0,21209,Sergio Garcia,241,0,1,0.0
2020,136,0,34563,Chesson Hadley,239,0,0,
2020,137,0,34466,Peter Malnati,238,0,0,
2020,138,0,27942,Rob Oppenheim,236,0,1,0.0
2020,139,0,27064,Jhonattan Vegas,235,0,1,0.0
2020,140,0,49766,Hank Lebioda,230,0,1,0.0
2020,141,0,34255,Joseph Bramlett,223,0,1,0.0
2020,142,0,27330,Josh Teater,217,0,1,0.0
2020,143,0,22056,Cameron Percy,208,0,1,0.0
2020,144,0,20229,Stewart Cink,207,0,1,0.0
2020,145,0,34431,Robert Streb,207,0,1,0.0
2020,146,0,32139,Danny Willett,202,0,1,0.0
2020,147,0,34256,Andrew Putnam,184,0,1,0.0
2020,148,0,27141,J.B. Holmes,183,0,0,
2020,149,0,25349,Tim Wilkinson,183,0,0,
2020,150,0,49964,Aaron Wise,175,0,2,0.0
2018,1,0,22405,Justin Rose,2260,2,11,
2018,79,0,12716,Charley Hoffman,689,0,5100,
2018,133,0,26951,Johnson Wagner,338,0,5451,
2018,139,0,46402,Talor Gooch,308,0,5481,
2018,140,0,33204,Shane Lowry,296,0,5493,
2018,142,0,32150,Michael Thompson,280,0,5509,
2018,143,0,34409,David Lingmerth,274,0,5515,
2018,145,0,6527,Steve Stricker,274,0,5515,
2011,1,0,24924,Bill Haas,2760,1,7,
2011,67,0,6522,Ernie Els,924,0,4337,
2011,83,0,31202,William McGirt,674,0,4587,
2011,85,0,23548,Bill Lunde,668,0,4593,
2011,88,0,22378,Trevor Immelman,638,0,4623,
2011,104,0,6251,Chris DiMarco,499,0,4762,
2011,116,0,23325,Vaughn Taylor,397,0,4864,
2011,117,0,22293,Heath Slocum,388,0,4873,
2011,126,0,10860,Justin Leonard,328,0,4933,
2011,128,0,1948,Tim Petrovic,326,0,4935,
2011,130,0,12652,Cameron Beckman,324,0,4937,
2011,131,0,12602,Dean Wilson,318,0,4943,
2011,133,0,22621,Ben Curtis,304,0,4957,
2011,134,0,20472,Alex Cejka,303,0,4958,
2011,136,0,28486,Michael Putnam,300,0,4961,
2011,139,0,10733,Kent Jones,297,0,4964,
2011,142,0,23497,Tag Ridings,286,0,4975,
2011,143,0,24507,Jason Bohn,284,0,4977,
2011,144,0,25364,Paul Casey,280,0,4981,
2011,146,0,28620,Aron Price,272,0,4989,
2011,149,0,6621,Joe Durant,260,0,5001,
2016,1,0,28237,Rory McIlroy,3120,2,8,
2016,115,0,36801,Mark Hubbard,503,0,4686,
2016,116,0,30110,Kyle Stanley,501,0,4688,
2016,118,0,39975,Michael Kim,500,0,4689,
2016,126,0,26300,Matt Jones,445,0,4744,
2016,131,0,29268,Bronson Burgoon,428,0,4761,
2016,140,0,29745,Tyler Aldridge,384,0,4805,
2016,141,0,20157,Retief Goosen,380,0,4809,
2016,143,0,20098,Stuart Appleby,360,0,4829,
2016,147,0,20229,Stewart Cink,331,0,4858,
2016,149,0,25369,Jamie Donaldson,322,0,4867,
