YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2010,14,0,23613,Rich Barcelo,63.53,54,85,-60,+11.00
2010,15,0,25804,Bubba Watson,63.47,106,167,-117,+3.00
2010,16,0,24925,Jonathan Byrd,63.45,92,145,-98,-4.00
2010,17,0,30946,Alex Prugh,63.19,103,163,-113,+4.00
2010,18,0,27933,John Merrick,62.94,107,170,-110,-17.00
2010,19,0,20157,Retief Goosen,62.62,67,107,-70,-16.00
2010,20,0,20850,Daniel Chopra,62.6,82,131,-87,-9.00
2010,21,0,24357,K.J. Choi,62.5,55,88,-59,-24.00
2010,22,0,8725,Tom Gillis,62.22,112,180,-120,-26.00
2010,23,0,25892,Steve Wheatcroft,62.14,64,103,-66,+5.00
2010,24,0,27963,Chris Stroud,61.98,75,121,-77,-5.00
2010,25,0,28158,Steve Marino,61.86,73,118,-77,-3.00
2010,26,0,20070,Matt Bettencourt,61.81,89,144,-103,-1.00
2010,27,0,1706,Davis Love III,61.65,82,133,-88,-19.00
2010,28,0,12705,Cliff Kresge,61.29,38,62,-41,-7.00
2010,29,0,27141,J.B. Holmes,61.19,134,219,-146,E
2010,30,0,25396,Kevin Na,61.16,74,121,-77,-18.00
2010,31,0,29221,Webb Simpson,61.07,80,131,-83,-34.00
2010,32,0,8375,Paul Stankowski,61.05,58,95,-59,-7.00
2010,33,0,27770,Camilo Villegas,61.02,72,118,-77,-2.00
2010,34,0,1810,Phil Mickelson,60.96,89,146,-94,-5.00
2010,35,0,23638,Brendon de Jonge,60.9,95,156,-103,-13.00
2010,36,0,26300,Matt Jones,60.76,96,158,-104,-11.00
2010,37,0,22378,Trevor Immelman,60.71,34,56,-37,-6.00
2010,38,0,24490,George McNeill,60.63,77,127,-82,+1.00
2010,39,0,24140,Sean O'Hair,60.31,79,131,-86,-3.00
2010,40,0,10860,Justin Leonard,60.27,44,73,-47,-23.00
2010,41,0,1320,Bob Estes,60.2,59,98,-61,-11.00
2010,42,0,20498,Briny Baird,60.18,68,113,-72,-26.00
2010,43,0,10885,Robert Allenby,60.17,71,118,-77,-11.00
2010,44,0,10423,Mike Weir,60.0,33,55,-37,-6.00
2010,45,0,26951,Johnson Wagner,59.83,70,117,-73,-5.00
2010,46,0,6522,Ernie Els,59.81,64,107,-66,-13.00
2010,47,0,27436,Graham DeLaet,59.78,107,179,-112,+9.00
2010,48,0,7457,Steve Flesch,59.77,52,87,-58,-24.00
2010,49,0,27302,Garth Mulroy,59.57,56,94,-60,-6.00
2010,50,0,12716,Charley Hoffman,59.47,113,190,-121,-3.00
2010,51,0,26851,Marc Leishman,59.44,85,143,-88,-7.00
2010,52,0,25900,Lucas Glover,59.26,80,135,-85,+1.00
2010,52,0,1797,Rocco Mediate,59.26,48,81,-50,-16.00
2010,54,0,8537,J.P. Hayes,59.14,55,93,-60,-21.00
2010,55,0,26882,Michael Sim,58.9,43,73,-44,-1.00
2010,56,0,10809,Jim Furyk,58.82,50,85,-52,-24.00
2010,56,0,23325,Vaughn Taylor,58.82,80,136,-84,-25.00
2010,58,0,27936,Martin Laird,58.73,111,189,-122,E
2010,59,0,27095,Nick Watney,58.64,95,162,-102,-4.00
2010,60,0,23718,Nathan Green,58.47,69,118,-71,-5.00
2010,61,0,27330,Josh Teater,58.43,97,166,-102,-3.00
2010,62,0,21209,Sergio Garcia,58.33,42,72,-42,-3.00
2010,63,0,21949,Joe Ogilvie,58.28,88,151,-95,-18.00
2010,63,0,22913,John Rollins,58.28,95,163,-100,-9.00
2010,65,0,7867,Woody Austin,58.27,74,127,-80,-22.00
2010,66,0,20098,Stuart Appleby,58.22,85,146,-91,-9.00
2010,67,0,22371,Aaron Baddeley,58.14,125,215,-136,-3.00
2010,67,0,20229,Stewart Cink,58.14,75,129,-79,-16.00
2010,69,0,23135,Tim Clark,58.06,36,62,-37,-45.00
2010,69,0,25686,Jason Dufner,58.06,72,124,-80,+2.00
2010,71,0,28500,Martin Flores,58.0,87,150,-91,+13.00
2010,72,0,23320,Ryan Palmer,57.97,80,138,-86,+8.00
2010,73,0,25190,Jeff Quinney,57.95,51,88,-54,-13.00
2010,74,0,23409,James Driscoll,57.76,93,161,-98,+4.00
2010,75,0,27214,Kevin Streelman,57.59,91,158,-95,-5.00
2010,76,0,1577,Lee Janzen,57.58,57,99,-61,-19.00
2010,77,0,23548,Bill Lunde,57.38,70,122,-78,+9.00
2010,77,0,12714,Chris Tidland,57.38,70,122,-71,-14.00
2010,79,0,28089,Jason Day,57.34,82,143,-87,+6.00
2010,80,0,29910,Blake Adams,57.14,60,105,-63,-9.00
2010,80,0,24507,Jason Bohn,57.14,64,112,-68,-24.00
2010,80,0,23673,Michael Connell,57.14,52,91,-59,-28.00
2010,83,0,24924,Bill Haas,57.05,89,156,-97,-15.00
2010,84,0,23800,Bryce Molder,56.96,45,79,-48,-27.00
2010,85,0,6567,Vijay Singh,56.86,58,102,-62,-15.00
2010,86,0,26695,Michael Letzig,56.76,84,148,-91,-6.00
2010,87,0,1945,Kenny Perry,56.73,59,104,-62,-6.00
2010,88,0,20848,Ángel Cabrera,56.72,76,134,-79,+4.00
2010,89,0,31560,Brian Stuard,56.7,55,97,-58,-2.00
2010,90,0,11123,Chris Couch,56.64,81,143,-87,+2.00
2010,91,0,6004,Stephen Ames,56.6,60,106,-63,-3.00
2010,92,0,26596,Ryan Moore,56.59,73,129,-78,-3.00
2010,93,0,1313,Steve Elkington,56.57,56,99,-59,-7.00
2010,94,0,23788,D.J. Trahan,56.41,110,195,-119,-8.00
2010,95,0,22946,Henrik Bjornstad,56.35,71,126,-74,+2.00
2010,96,0,1249,John Daly,56.31,58,103,-63,+16.00
2010,97,0,22293,Heath Slocum,56.19,59,105,-62,-18.00
2010,98,0,27797,Derek Lamely,56.14,64,114,-72,+7.00
2010,99,0,23349,Charles Warren,56.06,74,132,-81,+3.00
2010,100,0,30925,Dustin Johnson,55.93,99,177,-109,-1.00
2010,101,0,21959,Ted Purdy,55.9,90,161,-92,+15.00
2010,102,0,27649,Brandt Snedeker,55.88,57,102,-63,-37.00
2010,102,0,6595,Kevin Sutherland,55.88,76,136,-84,-22.00
2010,104,0,8075,Jerry Kelly,55.81,72,129,-77,-21.00
2010,105,0,21731,Freddie Jacobson,55.66,59,106,-61,-13.00
2010,106,0,24024,Zach Johnson,55.65,69,124,-71,-25.00
2010,106,0,21878,Mark Wilson,55.65,69,124,-72,-18.00
2010,108,0,32102,Rickie Fowler,55.56,80,144,-87,-18.00
2010,108,0,27466,Spencer Levin,55.56,80,144,-82,-31.00
2010,110,0,28307,Matt Every,55.45,56,101,-59,+1.00
2010,110,0,25345,Carl Pettersson,55.45,61,110,-68,-13.00
2010,112,0,22046,Geoff Ogilvy,55.42,46,83,-47,-24.00
2010,113,0,2239,Scott Verplank,55.41,41,74,-44,-15.00
2010,114,0,24502,Adam Scott,55.36,62,112,-66,+3.00
2010,115,0,24663,Y.E. Yang,55.26,63,114,-66,-8.00
2010,116,0,20127,Chris Riley,55.13,43,78,-46,-21.00
2010,117,0,24227,Justin Bolli,55.1,27,49,-27,-3.00
2010,118,0,26301,James Nitties,55.03,82,149,-88,-21.00
2010,119,0,20645,John Senden,54.86,96,175,-99,-18.00
2010,120,0,25818,Scott Piercy,54.19,97,179,-107,+8.00
2010,121,0,1116,Michael Bradley,54.12,46,85,-47,-17.00
2010,122,0,21753,Brian Davis,54.07,73,135,-77,-19.00
2010,123,0,26679,Kevin Stadler,54.04,87,161,-94,-11.00
2010,124,0,24781,Hunter Mahan,54.0,81,150,-89,E
2010,125,0,28475,Jeff Overton,53.85,70,130,-74,-3.00
2010,126,0,23541,Ben Crane,53.76,50,93,-54,-21.00
2010,127,0,25240,D.A. Points,53.73,72,134,-76,-15.00
2010,128,0,25720,Chad Collins,53.7,58,108,-59,-26.00
2010,129,0,28237,Rory McIlroy,53.54,53,99,-58,+9.00
2010,129,0,2206,David Toms,53.54,53,99,-56,-29.00
2010,131,0,23353,J.J. Henry,53.42,78,146,-84,-19.00
2010,132,0,12782,Tim Herron,53.27,57,107,-59,-7.00
2010,133,0,20593,Greg Chalmers,53.23,66,124,-71,-38.00
2010,134,0,20691,Greg Owen,53.21,58,109,-60,+5.00
2010,135,0,1161,Mark Calcavecchia,53.13,34,64,-37,-1.00
2010,136,0,28620,Aron Price,53.1,60,113,-64,-14.00
2010,137,0,1941,Tom Pernice Jr.,53.03,35,66,-38,-34.00
2010,137,0,10425,Jay Williamson,53.03,35,66,-37,-15.00
2010,139,0,6621,Joe Durant,52.87,46,87,-51,-15.00
2010,139,0,26881,Jarrod Lyle,52.87,46,87,-48,-7.00
2010,141,0,24846,Ricky Barnes,52.7,78,148,-83,-13.00
2010,141,0,6643,Paul Goydos,52.7,39,74,-40,-26.00
2010,143,0,6012,Greg Kraft,52.63,20,38,-21,-11.00
2010,143,0,20572,Rod Pampling,52.63,70,133,-76,-1.00
2010,145,0,20472,Alex Cejka,52.58,51,97,-55,-15.00
2010,145,0,26392,Chris Wilson,52.58,51,97,-52,+10.00
2010,147,0,28087,Kris Blanks,52.55,72,137,-74,-3.00
2010,148,0,1948,Tim Petrovic,52.48,74,141,-76,-31.00
2010,149,0,22056,Cameron Percy,52.46,64,122,-66,+4.00
2010,149,0,20160,Charlie Wi,52.46,64,122,-68,-35.00
2010,151,0,12510,Chad Campbell,52.42,65,124,-67,-17.00
2010,152,0,24358,Robert Garrigus,52.35,78,149,-82,+10.00
2010,153,0,22621,Ben Curtis,52.17,36,69,-38,-25.00
2010,154,0,6251,Chris DiMarco,51.92,54,104,-57,-20.00
2010,155,0,12602,Dean Wilson,51.85,28,54,-28,-22.00
2010,156,0,23307,Roger Tambellini,51.79,58,112,-61,+11.00
2010,157,0,26420,Richard Johnson,51.72,45,87,-52,-23.00
2010,158,0,9011,David Duval,51.65,47,91,-49,-13.00
2010,159,0,23322,Brett Wetterich,51.64,63,122,-65,+1.00
2010,160,0,20663,Brenden Pappas,51.61,48,93,-50,-1.00
2010,161,0,20436,Garrett Willis,51.56,66,128,-69,-7.00
2010,162,0,22122,Andrew McLardy,51.47,35,68,-36,+8.00
2010,163,0,25562,Andres Romero,51.25,82,160,-91,+3.00
2010,164,0,27120,Troy Matteson,51.16,88,172,-92,-10.00
2010,165,0,12652,Cameron Beckman,51.11,46,90,-48,+10.00
2010,166,0,20574,Mathew Goggin,50.96,80,157,-86,E
2010,167,0,10585,Scott McCarron,50.88,87,171,-94,+2.00
2010,168,0,20378,Mathias Grönberg,50.5,51,101,-53,+1.00
2010,169,0,25632,Jimmy Walker,50.38,66,131,-69,+2.00
2010,170,0,26289,Boo Weekley,50.34,73,145,-81,+3.00
2010,171,0,19846,Brian Gay,50.0,34,68,-36,-57.00
2010,171,0,1766,Billy Mayfair,50.0,54,108,-58,-4.00
2010,171,0,24138,Ian Poulter,50.0,27,54,-29,+1.00
2010,174,0,21350,Ryuji Imada,49.56,56,113,-59,-38.00
2010,175,0,6515,Shaun Micheel,49.28,34,69,-35,-8.00
2010,176,0,24912,Will MacKenzie,49.24,65,132,-68,-8.00
2010,177,0,1619,Skip Kendall,49.15,29,59,-29,-9.00
2010,178,0,7363,Craig Bowden,48.65,18,37,-18,-6.00
2010,179,0,1724,Jeff Maggert,48.19,40,83,-42,-15.00
2010,180,0,27613,David Lutterus,48.0,48,100,-50,+8.00
2010,181,0,33419,Cameron Tringale,47.83,44,92,-47,-3.00
2010,182,0,6514,Kevin Johnson,47.62,30,63,-31,+18.00
2010,183,0,1707,Steve Lowery,47.57,49,103,-51,+8.00
2010,184,0,26287,Roland Thatcher,46.83,59,126,-62,-5.00
2010,185,0,32617,Jerod Turner,46.81,22,47,-24,E
2010,186,0,20686,Jeev Milkha Singh,46.75,36,77,-38,+2.00
2010,187,0,20105,Jeff Gove,45.83,33,72,-35,+6.00
2010,188,0,29285,Brent Delahoussaye,45.65,21,46,-22,-3.00
2010,189,0,12755,Vance Veazey,45.61,26,57,-28,+12.00
2010,190,0,28780,Nicholas Thompson,43.83,71,162,-76,+1.00
2010,191,0,1329,Brad Faxon,42.11,16,38,-18,-19.00
2010,192,0,8385,Omar Uresti,40.74,22,54,-23,-25.00
2019,1,0,24138,Ian Poulter,71.74,66,92,-69,-11.00
2019,2,0,33448,Justin Thomas,69.68,108,155,-116,-9.00
2019,3,0,31323,Gary Woodland,68.72,123,179,-131,-4.00
2019,4,0,48822,Sebastián Muñoz,67.97,104,153,-112,+3.00
2019,5,0,49964,Aaron Wise,67.11,102,152,-104,-2.00
2019,6,0,26329,Louis Oosthuizen,66.67,60,90,-63,-14.00
2019,7,0,24924,Bill Haas,66.42,89,134,-94,-18.00
2019,8,0,34261,Scott Langley,66.2,47,71,-50,-23.00
2019,9,0,28237,Rory McIlroy,66.11,119,180,-126,+3.00
2019,10,0,36699,Patrick Rodgers,66.02,68,103,-74,+1.00
2019,11,0,28775,Nate Lashley,65.93,60,91,-63,-21.00
2019,12,0,32640,Troy Merritt,65.87,83,126,-89,-10.00
2019,13,0,25686,Jason Dufner,65.69,67,102,-73,-9.00
2019,14,0,34021,Bud Cauley,65.66,109,166,-114,-9.00
2019,15,0,33419,Cameron Tringale,65.49,74,113,-75,-9.00
2019,16,0,24502,Adam Scott,65.38,68,104,-72,-11.00
2019,17,0,27644,Brian Harman,65.13,99,152,-104,+3.00
2019,18,0,34363,Tyrrell Hatton,64.71,55,85,-56,-2.00
2019,19,0,47993,Denny McCarthy,64.42,105,163,-109,-19.00
2019,20,0,27649,Brandt Snedeker,64.0,96,150,-102,-15.00
2019,21,0,35891,Cameron Smith,63.81,67,105,-69,-4.00
2019,22,0,51766,Wyndham Clark,63.78,125,196,-131,-13.00
2019,23,0,26951,Johnson Wagner,63.74,58,91,-63,-9.00
2019,24,0,37454,Whee Kim,63.41,52,82,-54,-7.00
2019,25,0,23325,Vaughn Taylor,63.28,81,128,-87,-41.00
2019,26,0,33122,Russell Knox,63.27,62,98,-66,-16.00
2019,27,0,25632,Jimmy Walker,63.06,70,111,-72,+5.00
2019,28,0,23621,Rory Sabbatini,63.03,104,165,-113,-21.00
2019,29,0,27095,Nick Watney,63.01,92,146,-94,-11.00
2019,30,0,26499,Rafa Cabrera Bello,62.96,68,108,-74,-5.00
2019,31,0,40009,Dominic Bozzelli,62.73,69,110,-71,+2.00
2019,32,0,47959,Bryson DeChambeau,62.71,111,177,-117,-4.00
2019,33,0,33399,Adam Hadwin,62.59,87,139,-94,-12.00
2019,34,0,23108,Matt Kuchar,62.41,83,133,-88,-33.00
2019,35,0,39954,Cody Gribble,62.4,78,125,-87,-5.00
2019,36,0,34264,Hudson Swafford,62.38,63,101,-69,+1.00
2019,37,0,45526,Abraham Ancer,62.16,92,148,-94,-4.00
2019,38,0,26300,Matt Jones,62.11,100,161,-106,-12.00
2019,38,0,29221,Webb Simpson,62.11,100,161,-110,-5.00
2019,40,0,46402,Talor Gooch,61.9,65,105,-70,-6.00
2019,40,0,25572,Graeme McDowell,61.9,52,84,-58,-1.00
2019,42,0,27064,Jhonattan Vegas,61.85,107,173,-119,-4.00
2019,43,0,25364,Paul Casey,61.72,79,128,-85,-23.00
2019,44,0,47990,Kyle Jones,61.7,58,94,-62,-14.00
2019,45,0,35376,Roberto Díaz,61.62,61,99,-61,-14.00
2019,46,0,35450,Patrick Cantlay,61.49,99,161,-100,-6.00
2019,47,0,29974,Branden Grace,61.32,65,106,-71,-15.00
2019,48,0,37455,Si Woo Kim,61.15,96,157,-99,E
2019,49,0,39971,Sungjae Im,61.04,152,249,-166,-12.00
2019,50,0,27936,Martin Laird,60.89,109,179,-123,-3.00
2019,51,0,25900,Lucas Glover,60.87,112,184,-119,-10.00
2019,52,0,49298,Kramer Hickok,60.66,74,122,-79,-1.00
2019,52,0,33486,Roger Sloan,60.66,74,122,-79,-11.00
2019,54,0,46970,Jon Rahm,60.65,94,155,-99,-3.00
2019,55,0,34466,Peter Malnati,60.54,89,147,-92,-11.00
2019,56,0,32102,Rickie Fowler,60.4,90,149,-99,-8.00
2019,57,0,40098,Matt Fitzpatrick,60.29,41,68,-45,-4.00
2019,58,0,52372,Cameron Champ,60.2,118,196,-124,+18.00
2019,59,0,32757,Patton Kizzire,60.19,65,108,-68,+5.00
2019,60,0,26476,Chez Reavie,60.16,77,128,-81,-9.00
2019,60,0,29484,Peter Uihlein,60.16,74,123,-79,+6.00
2019,62,0,19846,Brian Gay,60.0,60,100,-64,-23.00
2019,62,0,29908,C.T. Pan,60.0,66,110,-71,+1.00
2019,64,0,21528,Henrik Stenson,59.78,55,92,-56,-5.00
2019,65,0,49960,Sepp Straka,59.73,89,149,-94,-4.00
2019,66,0,25818,Scott Piercy,59.72,86,144,-94,-9.00
2019,67,0,33948,Byeong Hun An,59.66,105,176,-109,+14.00
2019,68,0,32058,José de Jesús Rodríguez,59.6,59,99,-61,-2.00
2019,69,0,34360,Patrick Reed,59.57,112,188,-119,-2.00
2019,70,0,39975,Michael Kim,59.42,41,69,-44,+7.00
2019,71,0,21209,Sergio Garcia,59.38,57,96,-60,-7.00
2019,72,0,27129,Luke List,59.35,92,155,-99,E
2019,73,0,34076,Joel Dahmen,59.24,93,157,-98,-3.00
2019,74,0,32839,Hideki Matsuyama,59.22,106,179,-111,-14.00
2019,75,0,10809,Jim Furyk,59.15,42,71,-44,-26.00
2019,76,0,30692,Scott Stallings,59.12,94,159,-102,-5.00
2019,77,0,37275,Sam Ryder,59.06,88,149,-94,-5.00
2019,78,0,36689,Brooks Koepka,59.01,95,161,-105,-6.00
2019,79,0,46435,Austin Cook,58.97,69,117,-75,+7.00
2019,80,0,30925,Dustin Johnson,58.93,99,168,-101,-13.00
2019,81,0,27349,Alex Noren,58.82,60,102,-64,-5.00
2019,82,0,34046,Jordan Spieth,58.57,82,140,-84,-6.00
2019,83,0,45157,Cam Davis,58.55,89,152,-99,+4.00
2019,84,0,39327,Ben Silverman,58.43,52,89,-60,-6.00
2019,85,0,40026,Daniel Berger,58.39,80,137,-81,+1.00
2019,86,0,34099,Harris English,58.38,108,185,-121,+4.00
2019,87,0,28089,Jason Day,58.33,70,120,-75,-2.00
2019,87,0,29223,Sam Saunders,58.33,91,156,-94,+14.00
2019,89,0,46501,Ollie Schniederjans,58.28,88,151,-97,-8.00
2019,90,0,33418,Shawn Stefani,58.27,74,127,-75,-8.00
2019,91,0,22405,Justin Rose,58.26,67,115,-72,-7.00
2019,92,0,26596,Ryan Moore,58.21,78,134,-85,-24.00
2019,92,0,24361,Pat Perez,58.21,39,67,-44,-13.00
2019,94,0,33667,Carlos Ortiz,58.14,100,172,-108,-7.00
2019,95,0,27895,Jonas Blixt,58.06,72,124,-77,-3.00
2019,96,0,30110,Kyle Stanley,58.04,65,112,-71,-1.00
2019,96,0,40115,Adam Svensson,58.04,65,112,-73,-10.00
2019,98,0,26851,Marc Leishman,57.89,77,133,-83,-14.00
2019,99,0,30911,Tommy Fleetwood,57.81,74,128,-83,+5.00
2019,100,0,32139,Danny Willett,57.66,64,111,-64,-6.00
2019,101,0,49766,Hank Lebioda,57.6,72,125,-77,-17.00
2019,102,0,32791,K.H. Lee,57.5,69,120,-73,+3.00
2019,102,0,32333,Kevin Tway,57.5,92,160,-98,-16.00
2019,104,0,21961,Charles Howell III,57.47,100,174,-110,-2.00
2019,105,0,47504,Sam Burns,57.4,97,169,-106,-2.00
2019,106,0,39546,Keith Mitchell,57.31,98,171,-106,+5.00
2019,107,0,35421,Brandon Harkins,57.3,102,178,-108,-8.00
2019,108,0,29518,Brendan Steele,57.26,67,117,-69,-6.00
2019,109,0,34256,Andrew Putnam,57.14,56,98,-58,-29.00
2019,109,0,35732,Wes Roach,57.14,64,112,-70,-8.00
2019,109,0,37340,Chase Wright,57.14,72,126,-78,-2.00
2019,112,0,48081,Xander Schauffele,56.85,83,146,-89,-8.00
2019,113,0,31420,Anirban Lahiri,56.7,55,97,-56,+3.00
2019,114,0,30944,Jason Kokrak,56.63,111,196,-116,-3.00
2019,115,0,6522,Ernie Els,56.52,26,46,-28,+1.00
2019,115,0,34098,Russell Henley,56.52,65,115,-70,-11.00
2019,117,0,29535,Brice Garnett,56.3,76,135,-80,-2.00
2019,118,0,25493,Nick Taylor,56.25,108,192,-117,-13.00
2019,119,0,47128,Richy Werenski,56.21,95,169,-103,+11.00
2019,120,0,36799,Stephan Jaeger,56.12,78,139,-84,-1.00
2019,121,0,35617,Martin Trainer,56.1,69,123,-73,+2.00
2019,122,0,37189,Harold Varner III,56.02,93,166,-99,-9.00
2019,123,0,27974,Sung Kang,55.95,94,168,-104,-7.00
2019,124,0,47856,Seth Reeves,55.94,80,143,-86,E
2019,125,0,29970,Dylan Frittelli,55.88,95,170,-103,-12.00
2019,126,0,29420,Billy Horschel,55.81,72,129,-78,-3.00
2019,127,0,39997,Corey Conners,55.8,77,138,-81,-22.00
2019,128,0,39977,Max Homa,55.77,87,156,-95,-17.00
2019,129,0,29725,Tony Finau,55.74,102,183,-111,+9.00
2019,130,0,25804,Bubba Watson,55.7,88,158,-94,+1.00
2019,131,0,25396,Kevin Na,55.68,49,88,-54,-2.00
2019,132,0,12716,Charley Hoffman,55.67,54,97,-59,-3.00
2019,133,0,45486,Joaquin Niemann,55.62,99,178,-109,-11.00
2019,134,0,49771,J.T. Poston,55.56,110,198,-120,-19.00
2019,134,0,30786,Brady Schnell,55.56,30,54,-34,-15.00
2019,136,0,34563,Chesson Hadley,55.45,61,110,-66,-4.00
2019,137,0,29479,Scott Brown,55.4,77,139,-86,-15.00
2019,138,0,47347,Adam Schenk,55.25,100,181,-107,-7.00
2019,139,0,34306,John Chin,55.21,53,96,-55,+5.00
2019,140,0,27214,Kevin Streelman,55.03,82,149,-84,-11.00
2019,141,0,19803,Ryan Armour,55.0,55,100,-57,-19.00
2019,142,0,33141,Keegan Bradley,54.67,82,150,-88,+3.00
2019,143,0,35506,Mackenzie Hughes,54.61,77,141,-80,-5.00
2019,144,0,26758,David Hearn,54.55,30,55,-32,-8.00
2019,145,0,24024,Zach Johnson,54.44,49,90,-53,-4.00
2019,146,0,28679,Fabián Gómez,54.37,56,103,-64,-7.00
2019,147,0,29478,Kevin Kisner,53.96,75,139,-79,-11.00
2019,148,0,31560,Brian Stuard,53.92,55,102,-57,-17.00
2019,149,0,29268,Bronson Burgoon,53.76,50,93,-53,-1.00
2019,150,0,22371,Aaron Baddeley,53.49,46,86,-48,-6.00
2019,151,0,21731,Freddie Jacobson,53.42,39,73,-45,-5.00
2019,152,0,46601,Trey Mullinax,53.41,94,176,-99,-4.00
2019,153,0,29926,Danny Lee,53.14,93,175,-97,+6.00
2019,154,0,28252,Seamus Power,53.1,77,145,-83,-5.00
2019,155,0,28259,Sangmoon Bae,53.01,44,83,-47,-6.00
2019,156,0,31646,Emiliano Grillo,52.8,66,125,-75,-9.00
2019,157,0,39324,J.J. Spaun,52.67,79,150,-82,-4.00
2019,158,0,30946,Alex Prugh,52.63,70,133,-80,-12.00
2019,159,0,30191,Julián Etulain,52.58,51,97,-54,-15.00
2019,160,0,36852,Jim Knous,52.27,46,88,-48,-1.00
2019,161,0,27141,J.B. Holmes,52.1,62,119,-65,E
2019,162,0,27958,Ryan Blaum,52.07,88,169,-93,-17.00
2019,163,0,27330,Josh Teater,51.67,62,120,-67,-4.00
2019,164,0,23320,Ryan Palmer,51.59,65,126,-68,-11.00
2019,165,0,35449,Adam Long,51.49,69,134,-76,-5.00
2019,166,0,24925,Jonathan Byrd,51.47,35,68,-35,+1.00
2019,167,0,32816,Satoshi Kodaira,51.4,55,107,-57,-3.00
2019,168,0,49303,Anders Albertson,51.28,60,117,-64,+1.00
2019,169,0,1810,Phil Mickelson,51.2,64,125,-66,+9.00
2019,170,0,35879,Kelly Kraft,51.16,66,129,-71,+6.00
2019,171,0,45609,Tyler Duncan,51.09,70,137,-80,-9.00
2019,172,0,34431,Robert Streb,50.86,59,116,-64,-8.00
2019,173,0,35461,Beau Hossler,50.63,80,158,-83,E
2019,174,0,27963,Chris Stroud,50.52,49,97,-51,-1.00
2019,175,0,30978,Kiradech Aphibarnrat,50.51,50,99,-52,-14.00
2019,176,0,24781,Hunter Mahan,50.46,55,109,-58,-1.00
2019,177,0,32150,Michael Thompson,50.36,69,137,-75,-8.00
2019,178,0,32200,Roberto Castro,49.56,56,113,-58,-14.00
2019,179,0,35532,Tom Hoge,49.38,80,162,-85,+3.00
2019,180,0,31557,Jim Herman,49.35,38,77,-42,-3.00
2019,181,0,37380,Curtis Luck,48.81,41,84,-44,+2.00
2019,182,0,33410,Andrew Landry,48.15,65,135,-67,-21.00
2019,183,0,25198,Francesco Molinari,47.87,45,94,-46,E
2019,184,0,27556,Ted Potter Jr.,46.61,55,118,-56,-5.00
2019,185,0,46523,Joey Garber,43.75,42,96,-45,-5.00
2019,186,0,20572,Rod Pampling,43.68,38,87,-40,-1.00
2019,187,0,20472,Alex Cejka,40.91,27,66,-28,-15.00
2019,188,0,23353,J.J. Henry,32.88,24,73,-28,E
2021,1,0,27942,Rob Oppenheim,76.24,77,101,-81,-19.00
2021,2,0,48119,Ben Taylor,71.88,46,64,-51,+2.00
2021,3,0,35891,Cameron Smith,70.06,124,177,-131,-16.00
2021,4,0,46970,Jon Rahm,69.19,137,198,-143,-7.00
2021,5,0,56278,Matthew Wolff,66.9,95,142,-105,+10.00
2021,6,0,47504,Sam Burns,66.32,126,190,-137,-12.00
2021,7,0,36689,Brooks Koepka,66.22,98,148,-105,-6.00
2021,8,0,47347,Adam Schenk,66.07,111,168,-114,-10.00
2021,9,0,27330,Josh Teater,65.71,46,70,-51,-8.00
2021,10,0,49766,Hank Lebioda,65.66,65,99,-71,-29.00
2021,11,0,25364,Paul Casey,65.1,97,149,-103,-9.00
2021,12,0,33597,Harry Higgs,64.97,115,177,-126,+4.00
2021,13,0,28252,Seamus Power,64.71,66,102,-70,-8.00
2021,13,0,48081,Xander Schauffele,64.71,121,187,-131,-3.00
2021,13,0,46046,Scottie Scheffler,64.71,154,238,-160,E
2021,16,0,24361,Pat Perez,64.33,101,157,-107,-25.00
2021,17,0,33419,Cameron Tringale,64.25,115,179,-119,-27.00
2021,18,0,45157,Cam Davis,63.9,154,241,-170,+14.00
2021,19,0,34264,Hudson Swafford,63.69,100,157,-109,-3.00
2021,20,0,23320,Ryan Palmer,63.54,122,192,-131,-1.00
2021,21,0,32839,Hideki Matsuyama,63.27,143,226,-152,-4.00
2021,22,0,40006,Erik van Rooyen,63.23,98,155,-104,-6.00
2021,23,0,47959,Bryson DeChambeau,63.11,154,244,-170,-2.00
2021,24,0,35450,Patrick Cantlay,63.04,116,184,-120,-13.00
2021,25,0,33448,Justin Thomas,62.78,113,180,-126,-7.00
2021,26,0,34360,Patrick Reed,62.75,96,153,-104,-8.00
2021,27,0,36801,Mark Hubbard,62.73,101,161,-106,-28.00
2021,28,0,31560,Brian Stuard,62.71,74,118,-78,-44.00
2021,29,0,52375,Doug Ghim,62.67,94,150,-94,-23.00
2021,30,0,40026,Daniel Berger,62.63,119,190,-127,-21.00
2021,31,0,27770,Camilo Villegas,62.6,82,131,-89,E
2021,32,0,28237,Rory McIlroy,62.57,117,187,-120,-5.00
2021,32,0,25396,Kevin Na,62.57,107,171,-115,-13.00
2021,34,0,29725,Tony Finau,62.43,108,173,-117,-4.00
2021,35,0,47483,Will Zalatoris,62.28,104,167,-114,-9.00
2021,36,0,39977,Max Homa,62.18,97,156,-105,-12.00
2021,37,0,34099,Harris English,62.04,134,216,-144,-13.00
2021,38,0,26300,Matt Jones,62.0,124,200,-130,-4.00
2021,39,0,27644,Brian Harman,61.93,122,197,-127,-27.00
